Inverter_Test_ID,Switching_Frequency_kHz,Inverter_Junction_Temp_C,Motor_Speed_RPM,Power_Switching_Loss_W,Inverter_Efficiency_pct,Operating_Regime
HYUNDAI-E-GMP-1625,17.3,51.8,13840,650.6,96.52,Thermal Derating Required
HYUNDAI-E-GMP-1626,17.0,69.9,7331,688.2,96.39,Thermal Derating Required
HYUNDAI-E-GMP-1627,12.7,81.2,6404,633.7,96.58,Thermal Derating Required
HYUNDAI-E-GMP-1628,17.2,60.9,3598,565.4,96.82,Thermal Derating Required
HYUNDAI-E-GMP-1629,19.1,92.0,7895,789.8,96.04,Thermal Derating Required
HYUNDAI-E-GMP-1630,15.1,76.0,2909,627.4,96.6,Thermal Derating Required
HYUNDAI-E-GMP-1631,23.7,77.5,11316,891.5,95.68,Thermal Derating Required
HYUNDAI-E-GMP-1632,18.7,47.9,3128,536.5,96.92,Thermal Derating Required
HYUNDAI-E-GMP-1633,16.7,83.3,14123,727.2,96.25,Thermal Derating Required
HYUNDAI-E-GMP-1634,10.9,90.5,9032,604.9,96.68,Thermal Derating Required
HYUNDAI-E-GMP-1635,21.0,45.4,14370,644.0,96.55,Thermal Derating Required
HYUNDAI-E-GMP-1636,10.7,93.2,1265,591.3,96.73,Thermal Derating Required
HYUNDAI-E-GMP-1637,16.5,70.5,12724,697.2,96.36,Thermal Derating Required
HYUNDAI-E-GMP-1638,20.8,72.2,2480,690.5,96.38,Thermal Derating Required
HYUNDAI-E-GMP-1639,18.8,55.9,14311,702.0,96.34,Thermal Derating Required
HYUNDAI-E-GMP-1640,22.5,45.6,3371,623.6,96.62,Thermal Derating Required
HYUNDAI-E-GMP-1641,17.2,88.1,7309,757.0,96.15,Thermal Derating Required
HYUNDAI-E-GMP-1642,17.0,66.8,2504,634.1,96.58,Thermal Derating Required
HYUNDAI-E-GMP-1643,10.0,94.3,3220,635.9,96.57,Thermal Derating Required
HYUNDAI-E-GMP-1644,12.9,72.8,13799,674.7,96.44,Thermal Derating Required
HYUNDAI-E-GMP-1645,11.2,77.2,11219,616.0,96.64,Thermal Derating Required
HYUNDAI-E-GMP-1646,9.1,56.5,5094,466.7,97.17,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1647,12.0,55.3,4562,501.2,97.05,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1648,20.6,91.6,4938,795.3,96.02,Thermal Derating Required
HYUNDAI-E-GMP-1649,22.1,69.5,6230,744.0,96.2,Thermal Derating Required
HYUNDAI-E-GMP-1650,17.2,49.7,6798,522.0,96.97,Thermal Derating Required
HYUNDAI-E-GMP-1651,10.5,50.5,1688,363.9,97.53,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1652,9.4,70.6,5275,516.4,96.99,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1653,19.7,57.9,13450,701.8,96.34,Thermal Derating Required
HYUNDAI-E-GMP-1654,13.0,74.5,10666,645.1,96.54,Thermal Derating Required
HYUNDAI-E-GMP-1655,23.5,88.3,2339,794.1,96.02,Thermal Derating Required
HYUNDAI-E-GMP-1656,12.5,63.5,11147,610.7,96.66,Thermal Derating Required
HYUNDAI-E-GMP-1657,14.6,85.3,10435,720.0,96.28,Thermal Derating Required
HYUNDAI-E-GMP-1658,15.1,85.3,5702,693.0,96.37,Thermal Derating Required
HYUNDAI-E-GMP-1659,23.9,54.8,11988,725.9,96.26,Thermal Derating Required
HYUNDAI-E-GMP-1660,14.4,54.1,8596,563.4,96.83,Thermal Derating Required
HYUNDAI-E-GMP-1661,16.4,59.5,14053,628.5,96.6,Thermal Derating Required
HYUNDAI-E-GMP-1662,14.5,63.0,10133,623.5,96.62,Thermal Derating Required
HYUNDAI-E-GMP-1663,22.3,61.2,6774,702.5,96.34,Thermal Derating Required
HYUNDAI-E-GMP-1664,13.6,81.7,12557,687.7,96.39,Thermal Derating Required
HYUNDAI-E-GMP-1665,20.4,52.3,13060,681.0,96.42,Thermal Derating Required
HYUNDAI-E-GMP-1666,11.1,60.0,5165,484.0,97.11,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1667,23.3,83.5,7979,868.0,95.76,Thermal Derating Required
HYUNDAI-E-GMP-1668,11.0,73.1,4619,569.2,96.81,Thermal Derating Required
HYUNDAI-E-GMP-1669,17.0,48.9,11146,573.9,96.79,Thermal Derating Required
HYUNDAI-E-GMP-1670,16.7,47.2,14269,630.8,96.59,Thermal Derating Required
HYUNDAI-E-GMP-1671,20.0,78.9,8665,740.3,96.21,Thermal Derating Required
HYUNDAI-E-GMP-1672,10.1,85.5,9860,642.1,96.55,Thermal Derating Required
HYUNDAI-E-GMP-1673,8.7,66.2,13085,522.8,96.97,Thermal Derating Required
HYUNDAI-E-GMP-1674,8.6,65.1,3904,443.5,97.25,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1675,8.4,74.5,9914,589.7,96.74,Thermal Derating Required
HYUNDAI-E-GMP-1676,23.7,71.1,12394,796.0,96.01,Thermal Derating Required
HYUNDAI-E-GMP-1677,11.5,94.2,1867,574.4,96.79,Thermal Derating Required
HYUNDAI-E-GMP-1678,23.7,74.7,1092,756.2,96.15,Thermal Derating Required
HYUNDAI-E-GMP-1679,22.0,53.9,15460,715.6,96.3,Thermal Derating Required
HYUNDAI-E-GMP-1680,14.9,90.6,6506,672.9,96.44,Thermal Derating Required
HYUNDAI-E-GMP-1681,23.4,89.0,1364,810.2,95.96,Thermal Derating Required
HYUNDAI-E-GMP-1682,10.3,92.0,4552,605.0,96.68,Thermal Derating Required
HYUNDAI-E-GMP-1683,17.4,94.1,13981,847.8,95.83,Thermal Derating Required
HYUNDAI-E-GMP-1684,23.9,64.8,6800,748.7,96.18,Thermal Derating Required
HYUNDAI-E-GMP-1685,16.3,68.0,10700,677.0,96.43,Thermal Derating Required
HYUNDAI-E-GMP-1686,22.1,49.0,14914,702.5,96.34,Thermal Derating Required
HYUNDAI-E-GMP-1687,18.6,73.5,12164,734.8,96.23,Thermal Derating Required
HYUNDAI-E-GMP-1688,14.3,84.1,13517,694.6,96.37,Thermal Derating Required
HYUNDAI-E-GMP-1689,19.8,81.2,8903,807.0,95.98,Thermal Derating Required
HYUNDAI-E-GMP-1690,13.0,94.7,14110,729.2,96.25,Thermal Derating Required
HYUNDAI-E-GMP-1691,21.8,58.0,12273,744.8,96.19,Thermal Derating Required
HYUNDAI-E-GMP-1692,15.2,64.0,5544,572.0,96.8,Thermal Derating Required
HYUNDAI-E-GMP-1693,9.7,72.5,8983,571.4,96.8,Thermal Derating Required
HYUNDAI-E-GMP-1694,15.0,84.1,10553,705.7,96.33,Thermal Derating Required
HYUNDAI-E-GMP-1695,23.0,52.9,6219,720.2,96.28,Thermal Derating Required
HYUNDAI-E-GMP-1696,17.8,50.2,15847,672.5,96.45,Thermal Derating Required
HYUNDAI-E-GMP-1697,21.9,86.2,5883,786.7,96.05,Thermal Derating Required
HYUNDAI-E-GMP-1698,9.1,85.2,4102,553.7,96.86,Thermal Derating Required
HYUNDAI-E-GMP-1699,22.0,71.3,1004,732.5,96.24,Thermal Derating Required
HYUNDAI-E-GMP-1700,18.9,85.1,12053,806.9,95.98,Thermal Derating Required
HYUNDAI-E-GMP-1701,14.9,81.4,8426,692.9,96.37,Thermal Derating Required
HYUNDAI-E-GMP-1702,9.9,66.5,14739,577.4,96.78,Thermal Derating Required
HYUNDAI-E-GMP-1703,14.7,87.8,7962,701.5,96.34,Thermal Derating Required
HYUNDAI-E-GMP-1704,18.2,45.3,6725,557.3,96.85,Thermal Derating Required
HYUNDAI-E-GMP-1705,19.4,63.1,14054,699.0,96.35,Thermal Derating Required
HYUNDAI-E-GMP-1706,10.7,46.9,4470,415.5,97.35,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1707,12.2,73.2,7158,583.3,96.76,Thermal Derating Required
HYUNDAI-E-GMP-1708,22.4,93.8,5478,829.0,95.9,Thermal Derating Required
HYUNDAI-E-GMP-1709,20.9,67.9,8691,778.2,96.08,Thermal Derating Required
HYUNDAI-E-GMP-1710,13.8,65.0,10219,608.7,96.67,Thermal Derating Required
HYUNDAI-E-GMP-1711,23.7,70.9,8004,824.7,95.91,Thermal Derating Required
HYUNDAI-E-GMP-1712,15.0,57.2,15934,614.2,96.65,Thermal Derating Required
HYUNDAI-E-GMP-1713,21.2,85.3,3301,778.0,96.08,Thermal Derating Required
HYUNDAI-E-GMP-1714,22.1,73.3,6222,734.4,96.23,Thermal Derating Required
HYUNDAI-E-GMP-1715,23.7,60.8,10679,766.7,96.12,Thermal Derating Required
HYUNDAI-E-GMP-1716,16.8,51.1,1797,505.2,97.03,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1717,18.2,58.1,15915,718.1,96.29,Thermal Derating Required
HYUNDAI-E-GMP-1718,16.5,45.7,9106,553.1,96.86,Thermal Derating Required
HYUNDAI-E-GMP-1719,23.3,49.9,12484,745.8,96.19,Thermal Derating Required
HYUNDAI-E-GMP-1720,21.7,75.6,10551,821.3,95.93,Thermal Derating Required
HYUNDAI-E-GMP-1721,17.7,55.0,12760,604.7,96.68,Thermal Derating Required
HYUNDAI-E-GMP-1722,8.6,49.1,12695,473.0,97.14,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1723,18.9,86.3,14442,848.7,95.83,Thermal Derating Required
HYUNDAI-E-GMP-1724,15.5,82.2,9719,697.9,96.36,Thermal Derating Required
HYUNDAI-E-GMP-1725,22.8,83.7,13933,864.8,95.77,Thermal Derating Required
HYUNDAI-E-GMP-1726,15.4,88.3,12374,777.1,96.08,Thermal Derating Required
HYUNDAI-E-GMP-1727,21.8,58.6,3518,665.7,96.47,Thermal Derating Required
HYUNDAI-E-GMP-1728,17.2,58.5,3211,601.8,96.69,Thermal Derating Required
HYUNDAI-E-GMP-1729,9.3,60.2,6131,445.2,97.24,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1730,14.1,86.9,3960,719.6,96.28,Thermal Derating Required
HYUNDAI-E-GMP-1731,9.0,77.9,6086,562.8,96.83,Thermal Derating Required
HYUNDAI-E-GMP-1732,19.2,77.3,5085,715.2,96.3,Thermal Derating Required
HYUNDAI-E-GMP-1733,9.1,86.3,12233,619.6,96.63,Thermal Derating Required
HYUNDAI-E-GMP-1734,19.3,94.3,2601,804.4,95.98,Thermal Derating Required
HYUNDAI-E-GMP-1735,20.4,74.8,6084,757.1,96.15,Thermal Derating Required
HYUNDAI-E-GMP-1736,10.6,87.4,7295,642.8,96.55,Thermal Derating Required
HYUNDAI-E-GMP-1737,14.8,76.1,10509,659.0,96.49,Thermal Derating Required
HYUNDAI-E-GMP-1738,17.0,45.2,9388,562.9,96.83,Thermal Derating Required
HYUNDAI-E-GMP-1739,8.1,70.6,7148,523.8,96.97,Thermal Derating Required
HYUNDAI-E-GMP-1740,14.1,58.9,7356,507.9,97.02,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1741,21.0,86.9,9095,811.6,95.96,Thermal Derating Required
HYUNDAI-E-GMP-1742,19.1,51.8,9738,701.0,96.35,Thermal Derating Required
HYUNDAI-E-GMP-1743,18.9,47.9,3043,554.8,96.86,Thermal Derating Required
HYUNDAI-E-GMP-1744,11.4,87.4,7848,666.4,96.47,Thermal Derating Required
HYUNDAI-E-GMP-1745,21.1,84.3,4511,777.0,96.08,Thermal Derating Required
HYUNDAI-E-GMP-1746,17.1,48.4,2042,560.0,96.84,Thermal Derating Required
HYUNDAI-E-GMP-1747,23.4,69.5,7382,773.1,96.09,Thermal Derating Required
HYUNDAI-E-GMP-1748,15.7,82.5,14383,711.6,96.31,Thermal Derating Required
HYUNDAI-E-GMP-1749,18.9,67.9,14797,704.6,96.33,Thermal Derating Required
HYUNDAI-E-GMP-1750,20.9,62.8,3006,632.7,96.59,Thermal Derating Required
HYUNDAI-E-GMP-1751,13.2,65.3,15435,682.5,96.41,Thermal Derating Required
HYUNDAI-E-GMP-1752,21.3,66.3,14045,785.1,96.05,Thermal Derating Required
HYUNDAI-E-GMP-1753,19.3,56.3,1887,655.7,96.5,Thermal Derating Required
HYUNDAI-E-GMP-1754,16.7,58.4,6377,620.1,96.63,Thermal Derating Required
HYUNDAI-E-GMP-1755,11.7,88.4,1434,580.8,96.77,Thermal Derating Required
HYUNDAI-E-GMP-1756,16.3,93.9,4071,784.1,96.06,Thermal Derating Required
HYUNDAI-E-GMP-1757,18.5,74.6,9782,747.5,96.18,Thermal Derating Required
HYUNDAI-E-GMP-1758,17.4,59.0,12333,678.8,96.42,Thermal Derating Required
HYUNDAI-E-GMP-1759,10.1,57.5,11386,532.3,96.94,Thermal Derating Required
HYUNDAI-E-GMP-1760,18.2,69.2,14181,679.2,96.42,Thermal Derating Required
HYUNDAI-E-GMP-1761,13.9,68.1,11103,617.1,96.64,Thermal Derating Required
HYUNDAI-E-GMP-1762,9.6,48.7,8615,476.3,97.13,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1763,15.9,71.0,8520,651.5,96.52,Thermal Derating Required
HYUNDAI-E-GMP-1764,21.7,85.2,9047,816.0,95.94,Thermal Derating Required
HYUNDAI-E-GMP-1765,12.2,52.7,2548,436.0,97.27,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1766,19.2,70.1,11979,709.6,96.32,Thermal Derating Required
HYUNDAI-E-GMP-1767,20.7,46.2,6097,640.2,96.56,Thermal Derating Required
HYUNDAI-E-GMP-1768,23.1,78.8,1989,786.8,96.05,Thermal Derating Required
HYUNDAI-E-GMP-1769,11.2,57.5,10517,516.6,96.99,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1770,16.1,91.2,14372,781.9,96.06,Thermal Derating Required
HYUNDAI-E-GMP-1771,8.0,48.1,10499,402.6,97.39,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1772,8.3,80.9,3845,493.7,97.07,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1773,9.7,59.8,15873,521.8,96.97,Thermal Derating Required
HYUNDAI-E-GMP-1774,18.9,80.9,5917,754.5,96.16,Thermal Derating Required
HYUNDAI-E-GMP-1775,10.4,75.0,7339,531.0,96.94,Thermal Derating Required
HYUNDAI-E-GMP-1776,10.2,54.0,12634,541.5,96.9,Thermal Derating Required
HYUNDAI-E-GMP-1777,12.6,78.7,4369,614.0,96.65,Thermal Derating Required
HYUNDAI-E-GMP-1778,17.8,83.3,10498,777.2,96.08,Thermal Derating Required
HYUNDAI-E-GMP-1779,19.8,94.5,15871,856.1,95.8,Thermal Derating Required
HYUNDAI-E-GMP-1780,21.6,63.0,15602,800.5,96.0,Thermal Derating Required
HYUNDAI-E-GMP-1781,12.5,47.9,6291,506.3,97.03,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1782,13.6,92.7,4634,647.5,96.53,Thermal Derating Required
HYUNDAI-E-GMP-1783,14.0,60.5,6096,561.3,96.84,Thermal Derating Required
HYUNDAI-E-GMP-1784,19.5,67.9,13363,749.1,96.18,Thermal Derating Required
HYUNDAI-E-GMP-1785,23.7,52.3,14721,759.9,96.14,Thermal Derating Required
HYUNDAI-E-GMP-1786,17.5,88.9,13111,813.9,95.95,Thermal Derating Required
HYUNDAI-E-GMP-1787,12.1,60.8,6538,538.0,96.92,Thermal Derating Required
HYUNDAI-E-GMP-1788,17.0,82.9,10251,750.9,96.17,Thermal Derating Required
HYUNDAI-E-GMP-1789,15.4,94.3,10110,767.7,96.11,Thermal Derating Required
HYUNDAI-E-GMP-1790,12.8,49.2,7663,516.3,96.99,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1791,9.1,75.8,3774,521.8,96.97,Thermal Derating Required
HYUNDAI-E-GMP-1792,20.9,55.2,7967,693.4,96.37,Thermal Derating Required
HYUNDAI-E-GMP-1793,19.1,72.0,14927,732.3,96.24,Thermal Derating Required
HYUNDAI-E-GMP-1794,16.0,59.4,13934,613.2,96.65,Thermal Derating Required
HYUNDAI-E-GMP-1795,12.0,83.3,4388,572.3,96.8,Thermal Derating Required
HYUNDAI-E-GMP-1796,13.2,74.8,8345,596.0,96.71,Thermal Derating Required
HYUNDAI-E-GMP-1797,12.7,52.0,5030,479.0,97.12,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1798,19.6,69.3,8434,661.2,96.49,Thermal Derating Required
HYUNDAI-E-GMP-1799,22.1,65.6,6777,744.5,96.19,Thermal Derating Required
HYUNDAI-E-GMP-1800,20.3,68.6,3554,680.6,96.42,Thermal Derating Required
HYUNDAI-E-GMP-1801,15.2,52.8,13176,640.0,96.56,Thermal Derating Required
HYUNDAI-E-GMP-1802,19.5,74.3,11764,781.2,96.07,Thermal Derating Required
HYUNDAI-E-GMP-1803,8.2,51.9,13600,468.9,97.16,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1804,8.8,70.6,9789,507.2,97.02,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1805,21.9,51.0,9599,686.2,96.4,Thermal Derating Required
HYUNDAI-E-GMP-1806,8.8,73.8,12002,560.7,96.84,Thermal Derating Required
HYUNDAI-E-GMP-1807,14.4,84.7,11924,757.4,96.15,Thermal Derating Required
HYUNDAI-E-GMP-1808,22.9,60.9,5490,757.5,96.15,Thermal Derating Required
HYUNDAI-E-GMP-1809,23.4,83.3,14719,904.6,95.63,Thermal Derating Required
HYUNDAI-E-GMP-1810,22.1,46.9,6057,671.9,96.45,Thermal Derating Required
HYUNDAI-E-GMP-1811,11.5,59.7,12775,575.1,96.79,Thermal Derating Required
HYUNDAI-E-GMP-1812,22.6,54.9,8622,766.3,96.12,Thermal Derating Required
HYUNDAI-E-GMP-1813,22.2,74.9,6378,756.2,96.15,Thermal Derating Required
HYUNDAI-E-GMP-1814,22.5,93.9,6683,870.0,95.76,Thermal Derating Required
HYUNDAI-E-GMP-1815,14.3,50.8,7309,572.1,96.8,Thermal Derating Required
HYUNDAI-E-GMP-1816,15.4,71.5,5869,568.7,96.81,Thermal Derating Required
HYUNDAI-E-GMP-1817,22.7,87.1,4692,845.9,95.84,Thermal Derating Required
HYUNDAI-E-GMP-1818,14.7,90.9,4026,749.5,96.18,Thermal Derating Required
HYUNDAI-E-GMP-1819,18.4,46.5,6326,560.8,96.84,Thermal Derating Required
HYUNDAI-E-GMP-1820,22.4,63.5,9354,724.7,96.26,Thermal Derating Required
HYUNDAI-E-GMP-1821,11.2,64.4,8715,544.7,96.89,Thermal Derating Required
HYUNDAI-E-GMP-1822,16.0,60.7,1563,559.2,96.84,Thermal Derating Required
HYUNDAI-E-GMP-1823,8.7,65.0,9099,533.5,96.93,Thermal Derating Required
HYUNDAI-E-GMP-1824,12.8,62.8,6140,521.2,96.98,Thermal Derating Required
HYUNDAI-E-GMP-1825,21.0,70.8,7638,755.5,96.16,Thermal Derating Required
HYUNDAI-E-GMP-1826,22.3,54.7,14517,755.8,96.15,Thermal Derating Required
HYUNDAI-E-GMP-1827,11.5,74.0,7845,578.2,96.78,Thermal Derating Required
HYUNDAI-E-GMP-1828,11.3,56.7,13575,550.4,96.87,Thermal Derating Required
HYUNDAI-E-GMP-1829,11.4,80.7,11532,602.3,96.69,Thermal Derating Required
HYUNDAI-E-GMP-1830,16.6,47.8,5838,548.4,96.88,Thermal Derating Required
HYUNDAI-E-GMP-1831,12.8,82.6,2723,603.8,96.69,Thermal Derating Required
HYUNDAI-E-GMP-1832,16.8,92.8,10520,761.7,96.13,Thermal Derating Required
HYUNDAI-E-GMP-1833,22.8,73.6,7490,802.5,95.99,Thermal Derating Required
HYUNDAI-E-GMP-1834,23.8,52.3,14222,736.0,96.22,Thermal Derating Required
HYUNDAI-E-GMP-1835,16.5,48.8,14559,676.6,96.43,Thermal Derating Required
HYUNDAI-E-GMP-1836,15.7,81.9,1926,647.2,96.53,Thermal Derating Required
HYUNDAI-E-GMP-1837,14.7,54.8,8723,567.9,96.81,Thermal Derating Required
HYUNDAI-E-GMP-1838,20.2,50.9,1817,614.5,96.65,Thermal Derating Required
HYUNDAI-E-GMP-1839,23.5,75.5,15670,896.0,95.66,Thermal Derating Required
HYUNDAI-E-GMP-1840,12.4,58.2,8263,494.9,97.07,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1841,16.6,54.0,6330,625.8,96.61,Thermal Derating Required
HYUNDAI-E-GMP-1842,20.0,87.8,9948,815.3,95.95,Thermal Derating Required
HYUNDAI-E-GMP-1843,15.4,49.6,7552,583.3,96.76,Thermal Derating Required
HYUNDAI-E-GMP-1844,15.9,84.6,3751,631.6,96.59,Thermal Derating Required
HYUNDAI-E-GMP-1845,22.5,48.0,1487,657.0,96.5,Thermal Derating Required
HYUNDAI-E-GMP-1846,19.6,80.7,11282,786.7,96.05,Thermal Derating Required
HYUNDAI-E-GMP-1847,23.4,76.4,3619,753.4,96.16,Thermal Derating Required
HYUNDAI-E-GMP-1848,12.4,89.6,5752,649.6,96.53,Thermal Derating Required
HYUNDAI-E-GMP-1849,13.6,73.2,13444,585.0,96.75,Thermal Derating Required
HYUNDAI-E-GMP-1850,8.7,88.7,7360,569.5,96.81,Thermal Derating Required
HYUNDAI-E-GMP-1851,21.1,49.9,7636,661.7,96.48,Thermal Derating Required
HYUNDAI-E-GMP-1852,8.2,86.1,15090,584.4,96.75,Thermal Derating Required
HYUNDAI-E-GMP-1853,11.1,86.2,7725,662.7,96.48,Thermal Derating Required
HYUNDAI-E-GMP-1854,23.3,88.0,8173,861.3,95.79,Thermal Derating Required
HYUNDAI-E-GMP-1855,13.0,64.6,11696,596.4,96.71,Thermal Derating Required
HYUNDAI-E-GMP-1856,10.3,67.1,2001,497.0,97.06,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1857,17.2,57.1,6531,614.6,96.65,Thermal Derating Required
HYUNDAI-E-GMP-1858,10.8,81.1,14117,692.2,96.38,Thermal Derating Required
HYUNDAI-E-GMP-1859,18.1,48.2,15941,654.4,96.51,Thermal Derating Required
HYUNDAI-E-GMP-1860,11.8,72.2,7913,552.8,96.87,Thermal Derating Required
HYUNDAI-E-GMP-1861,11.8,50.6,2601,454.0,97.21,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1862,23.7,86.3,3264,837.5,95.87,Thermal Derating Required
HYUNDAI-E-GMP-1863,17.7,89.9,12274,770.4,96.1,Thermal Derating Required
HYUNDAI-E-GMP-1864,11.9,74.7,16000,659.1,96.49,Thermal Derating Required
HYUNDAI-E-GMP-1865,15.4,47.5,7561,534.7,96.93,Thermal Derating Required
HYUNDAI-E-GMP-1866,14.1,81.0,8397,673.9,96.44,Thermal Derating Required
HYUNDAI-E-GMP-1867,21.6,50.6,10434,677.3,96.43,Thermal Derating Required
HYUNDAI-E-GMP-1868,11.6,72.8,6471,580.2,96.77,Thermal Derating Required
HYUNDAI-E-GMP-1869,17.2,68.0,5728,672.6,96.45,Thermal Derating Required
HYUNDAI-E-GMP-1870,8.9,65.5,9249,496.8,97.06,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1871,23.1,79.1,6020,759.7,96.14,Thermal Derating Required
HYUNDAI-E-GMP-1872,23.0,50.0,4476,711.7,96.31,Thermal Derating Required
HYUNDAI-E-GMP-1873,8.8,93.7,13576,680.9,96.42,Thermal Derating Required
HYUNDAI-E-GMP-1874,14.3,60.2,12410,606.7,96.68,Thermal Derating Required
HYUNDAI-E-GMP-1875,16.2,53.2,13436,612.4,96.66,Thermal Derating Required
HYUNDAI-E-GMP-1876,15.3,69.4,5393,643.1,96.55,Thermal Derating Required
HYUNDAI-E-GMP-1877,12.0,79.9,11836,643.7,96.55,Thermal Derating Required
HYUNDAI-E-GMP-1878,17.3,87.2,15301,790.3,96.03,Thermal Derating Required
HYUNDAI-E-GMP-1879,23.5,75.4,15433,875.1,95.74,Thermal Derating Required
HYUNDAI-E-GMP-1880,13.3,48.8,8646,560.7,96.84,Thermal Derating Required
HYUNDAI-E-GMP-1881,16.0,94.5,1487,673.4,96.44,Thermal Derating Required
HYUNDAI-E-GMP-1882,16.4,52.6,12394,615.6,96.65,Thermal Derating Required
HYUNDAI-E-GMP-1883,15.9,69.7,14158,664.8,96.47,Thermal Derating Required
HYUNDAI-E-GMP-1884,15.6,60.7,7559,635.1,96.58,Thermal Derating Required
HYUNDAI-E-GMP-1885,17.2,77.7,7706,706.6,96.33,Thermal Derating Required
HYUNDAI-E-GMP-1886,21.1,78.2,6048,805.3,95.98,Thermal Derating Required
HYUNDAI-E-GMP-1887,16.3,70.4,15706,704.3,96.33,Thermal Derating Required
HYUNDAI-E-GMP-1888,12.5,74.5,1383,526.2,96.96,Thermal Derating Required
HYUNDAI-E-GMP-1889,8.4,82.5,1908,514.5,97.0,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1890,20.9,45.4,11859,676.1,96.43,Thermal Derating Required
HYUNDAI-E-GMP-1891,16.1,86.9,12570,738.8,96.21,Thermal Derating Required
HYUNDAI-E-GMP-1892,22.3,92.9,6201,845.6,95.84,Thermal Derating Required
HYUNDAI-E-GMP-1893,11.0,93.7,3399,656.9,96.5,Thermal Derating Required
HYUNDAI-E-GMP-1894,17.7,53.6,7539,645.9,96.54,Thermal Derating Required
HYUNDAI-E-GMP-1895,10.9,80.6,2148,595.2,96.72,Thermal Derating Required
HYUNDAI-E-GMP-1896,10.8,73.5,13384,624.1,96.62,Thermal Derating Required
HYUNDAI-E-GMP-1897,14.1,91.0,10442,685.5,96.4,Thermal Derating Required
HYUNDAI-E-GMP-1898,21.8,58.1,3268,654.6,96.51,Thermal Derating Required
HYUNDAI-E-GMP-1899,15.4,81.3,12541,698.5,96.36,Thermal Derating Required
HYUNDAI-E-GMP-1900,9.4,81.9,9376,573.8,96.79,Thermal Derating Required
HYUNDAI-E-GMP-1901,16.1,74.3,8460,666.3,96.47,Thermal Derating Required
HYUNDAI-E-GMP-1902,14.0,55.7,12550,582.5,96.76,Thermal Derating Required
HYUNDAI-E-GMP-1903,11.1,50.8,12775,518.7,96.98,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1904,10.7,86.4,9428,600.2,96.7,Thermal Derating Required
HYUNDAI-E-GMP-1905,23.1,54.8,9330,712.4,96.31,Thermal Derating Required
HYUNDAI-E-GMP-1906,24.0,85.7,10262,917.3,95.59,Thermal Derating Required
HYUNDAI-E-GMP-1907,16.2,79.1,14064,724.6,96.26,Thermal Derating Required
HYUNDAI-E-GMP-1908,18.0,72.7,3997,712.5,96.31,Thermal Derating Required
HYUNDAI-E-GMP-1909,14.0,89.6,3106,647.2,96.53,Thermal Derating Required
HYUNDAI-E-GMP-1910,22.9,79.9,14058,892.3,95.68,Thermal Derating Required
HYUNDAI-E-GMP-1911,21.0,53.9,9470,699.8,96.35,Thermal Derating Required
HYUNDAI-E-GMP-1912,8.2,87.9,11076,590.4,96.73,Thermal Derating Required
HYUNDAI-E-GMP-1913,12.5,73.8,7962,611.8,96.66,Thermal Derating Required
HYUNDAI-E-GMP-1914,17.7,77.8,2608,676.0,96.43,Thermal Derating Required
HYUNDAI-E-GMP-1915,21.7,61.9,12379,706.9,96.33,Thermal Derating Required
HYUNDAI-E-GMP-1916,16.2,52.2,1984,506.9,97.03,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1917,13.7,63.3,3303,528.3,96.95,Thermal Derating Required
HYUNDAI-E-GMP-1918,17.7,93.1,5096,727.2,96.25,Thermal Derating Required
HYUNDAI-E-GMP-1919,12.5,50.5,2024,446.0,97.24,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1920,8.8,70.7,7382,506.6,97.03,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1921,9.6,65.3,4642,463.8,97.18,Optimal 800V SiC Efficiency
HYUNDAI-E-GMP-1922,22.8,59.0,11338,758.3,96.15,Thermal Derating Required
