Hydrogen_Trip_ID,Tank_Storage_Pressure_Bar,Ambient_Temp_C,PEM_Membrane_Humidity_pct,Fuel_Cell_Stack_Voltage_V,Anode_Purge_Interval_s,Fuel_Cell_Status
IVECO-H2-1610,543.9,28.8,90.2,1.135,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1611,689.6,-3.8,91.5,1.084,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1612,467.1,10.6,87.5,1.162,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1613,382.5,18.1,78.0,1.097,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1614,606.4,-2.6,86.7,1.165,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1615,417.0,-1.3,88.3,1.132,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1616,407.9,-1.0,81.5,1.133,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1617,287.7,7.3,84.6,1.159,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1618,142.6,28.0,81.1,1.119,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1619,539.3,17.4,94.2,1.072,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1620,464.0,16.9,86.8,1.173,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1621,139.9,12.0,76.7,1.094,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1622,533.8,14.1,86.6,1.16,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1623,530.0,23.7,85.2,1.133,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1624,411.7,32.0,85.8,1.112,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1625,413.0,6.7,89.0,1.082,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1626,693.2,-0.4,85.9,1.185,90,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1627,386.9,-0.9,84.1,1.167,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1628,388.1,33.0,86.3,1.159,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1629,223.7,24.3,80.8,1.104,163,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1630,659.9,32.6,87.3,1.139,100,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1631,344.0,1.2,82.5,1.154,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1632,407.5,21.0,83.6,1.138,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1633,360.0,-6.8,84.1,1.171,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1634,210.8,33.3,82.9,1.18,164,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1635,369.6,4.9,79.9,1.088,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1636,431.4,11.4,83.8,1.119,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1637,375.4,2.6,83.5,1.12,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1638,128.1,4.3,80.9,1.102,169,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1639,250.4,-0.8,82.9,1.14,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1640,598.6,27.7,90.4,1.11,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1641,152.3,5.9,78.5,1.129,166,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1642,192.3,9.1,86.7,1.167,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1643,150.4,-0.3,84.8,1.151,171,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1644,654.0,-6.1,93.5,1.048,99,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1645,275.3,3.1,80.6,1.107,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1646,296.0,24.6,81.8,1.195,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1647,633.7,-5.0,90.4,1.108,100,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1648,172.9,13.2,77.4,1.046,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1649,300.8,1.6,87.2,1.132,153,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1650,207.6,8.2,85.0,1.175,166,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1651,164.0,29.6,80.9,1.152,177,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1652,480.3,2.4,88.3,1.106,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1653,214.9,6.5,79.7,1.122,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1654,586.4,-5.2,88.8,1.13,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1655,235.5,4.4,87.8,1.121,161,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1656,412.8,-0.5,82.6,1.124,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1657,415.7,19.5,83.2,1.137,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1658,298.9,5.1,83.6,1.099,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1659,229.7,10.7,82.4,1.115,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1660,283.2,3.8,92.6,1.061,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1661,313.0,17.9,85.8,1.129,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1662,403.6,-9.6,86.8,1.123,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1663,682.8,3.0,93.4,1.064,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1664,573.6,17.4,92.4,1.04,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1665,166.3,1.2,81.0,1.142,173,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1666,404.8,2.8,90.8,1.066,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1667,527.9,6.1,89.0,1.163,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1668,545.7,-0.3,90.6,1.068,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1669,504.3,4.5,90.0,1.157,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1670,364.3,27.5,82.1,1.121,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1671,206.4,-3.1,76.8,1.13,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1672,655.2,-0.3,84.9,1.158,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1673,272.8,-0.1,83.9,1.129,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1674,321.3,-4.9,81.9,1.147,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1675,501.5,35.0,86.5,1.151,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1676,181.1,-8.7,78.0,1.086,165,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1677,471.0,-3.5,88.9,1.142,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1678,352.1,-7.1,79.7,1.126,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1679,468.6,18.1,84.6,1.135,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1680,500.0,17.1,83.5,1.155,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1681,342.8,33.2,80.1,1.136,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1682,191.7,29.7,77.8,1.097,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1683,146.4,6.5,77.3,1.105,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1684,595.3,-7.8,90.5,1.137,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1685,207.2,14.7,77.5,1.087,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1686,127.5,-6.8,79.3,1.121,162,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1687,560.7,1.1,90.2,1.126,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1688,585.1,-8.3,90.3,1.129,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1689,292.9,-4.8,82.9,1.141,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1690,412.1,8.6,88.5,1.123,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1691,352.8,25.9,83.5,1.165,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1692,529.1,32.1,87.6,1.162,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1693,651.6,27.1,91.6,1.075,107,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1694,587.7,-6.4,90.8,1.101,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1695,682.0,21.8,88.0,1.152,93,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1696,212.8,0.9,84.2,1.112,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1697,475.1,7.1,84.0,1.136,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1698,220.1,26.4,82.8,1.137,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1699,511.5,17.4,90.1,1.126,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1700,348.6,-2.0,80.8,1.132,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1701,299.3,33.6,79.4,1.089,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1702,619.3,32.2,87.9,1.107,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1703,668.2,30.2,95.6,1.008,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1704,405.5,21.2,83.5,1.162,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1705,339.0,-1.4,83.7,1.141,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1706,363.5,18.7,85.4,1.151,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1707,504.8,9.9,92.8,1.086,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1708,480.7,-3.4,87.3,1.192,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1709,536.5,19.2,91.3,1.136,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1710,636.9,4.8,94.9,1.039,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1711,437.6,19.2,89.5,1.115,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1712,674.5,28.6,95.3,1.029,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1713,395.8,-5.9,87.8,1.122,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1714,653.4,5.8,90.1,1.103,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1715,539.2,5.2,85.2,1.186,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1716,520.8,31.9,88.6,1.109,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1717,260.7,2.9,81.2,1.122,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1718,410.2,11.6,83.2,1.144,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1719,120.9,17.4,79.4,1.076,170,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1720,148.9,10.1,74.8,1.054,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1721,317.4,-7.2,84.2,1.116,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1722,207.8,14.9,80.3,1.151,166,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1723,625.2,34.8,90.8,1.093,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1724,397.7,22.4,85.3,1.146,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1725,125.2,21.6,79.2,1.111,164,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1726,292.1,5.9,80.4,1.092,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1727,611.6,32.4,89.3,1.15,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1728,307.9,22.7,80.8,1.139,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1729,148.0,21.5,77.2,1.089,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1730,124.0,32.7,77.3,1.065,165,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1731,547.2,28.6,88.4,1.108,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1732,143.8,17.1,78.5,1.082,163,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1733,487.0,22.9,86.3,1.129,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1734,320.0,7.1,83.3,1.131,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1735,370.8,25.8,85.4,1.128,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1736,678.8,30.9,95.3,1.02,91,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1737,417.9,11.2,81.2,1.127,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1738,412.0,26.2,90.2,1.118,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1739,301.8,13.3,80.8,1.131,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1740,636.5,24.0,90.6,1.145,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1741,467.7,5.6,90.6,1.132,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1742,487.9,-7.4,90.8,1.113,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1743,329.3,5.8,86.1,1.138,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1744,391.4,10.6,87.2,1.192,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1745,510.5,10.5,85.9,1.154,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1746,391.7,29.9,84.8,1.161,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1747,520.7,9.7,88.9,1.167,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1748,525.6,15.2,89.1,1.134,115,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1749,180.5,24.6,81.1,1.091,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1750,520.5,14.3,91.0,1.136,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1751,568.9,-0.3,91.0,1.089,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1752,352.7,6.0,86.4,1.168,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1753,132.2,28.0,80.3,1.136,174,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1754,374.8,2.4,87.3,1.103,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1755,246.6,2.9,76.3,1.058,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1756,485.7,14.5,88.3,1.117,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1757,534.3,26.6,90.6,1.107,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1758,567.8,-3.0,89.5,1.127,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1759,177.2,22.3,84.4,1.141,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1760,211.1,19.7,77.4,1.087,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1761,529.4,18.8,93.6,1.048,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1762,360.7,23.7,84.7,1.159,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1763,667.8,20.5,95.8,1.04,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1764,325.9,-5.2,85.0,1.167,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1765,546.7,15.8,91.1,1.086,115,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1766,290.6,6.5,83.2,1.145,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1767,653.7,9.7,90.5,1.103,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1768,126.1,15.3,80.6,1.096,166,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1769,391.4,17.6,85.2,1.154,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1770,612.8,-9.9,92.5,1.09,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1771,647.9,-6.1,96.3,0.998,111,Membrane Flooding / Dryout Alert
IVECO-H2-1772,600.7,23.8,86.9,1.14,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1773,499.3,6.0,89.1,1.194,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1774,188.5,2.5,82.4,1.143,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1775,602.2,15.5,91.6,1.053,105,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1776,333.3,19.1,85.8,1.152,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1777,579.1,2.6,88.3,1.124,115,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1778,431.8,10.6,84.4,1.172,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1779,324.3,-8.9,83.4,1.145,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1780,382.0,-0.2,86.7,1.169,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1781,169.9,-0.5,78.6,1.104,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1782,494.7,3.4,83.9,1.163,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1783,334.4,12.1,82.6,1.121,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1784,691.8,-0.7,96.5,1.031,103,Membrane Flooding / Dryout Alert
IVECO-H2-1785,413.6,21.6,90.1,1.142,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1786,129.7,27.7,71.6,0.914,148,Membrane Flooding / Dryout Alert
IVECO-H2-1787,371.8,5.2,85.1,1.171,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1788,493.0,-9.9,84.4,1.137,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1789,285.2,5.0,84.3,1.148,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1790,298.4,8.0,86.6,1.166,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1791,234.1,-9.0,84.7,1.14,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1792,585.0,17.1,94.6,1.027,115,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1793,253.8,3.6,84.6,1.159,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1794,467.7,14.5,83.9,1.127,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1795,688.3,19.0,93.3,1.086,92,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1796,357.2,32.6,77.6,1.056,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1797,432.6,9.7,86.8,1.142,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1798,563.4,23.7,90.7,1.133,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1799,559.6,23.3,90.5,1.12,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1800,680.8,-9.6,88.7,1.137,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1801,186.2,7.3,78.6,1.114,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1802,592.5,17.7,90.6,1.103,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1803,166.4,6.9,79.7,1.135,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1804,190.6,13.6,82.1,1.117,163,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1805,138.7,-4.5,79.1,1.107,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1806,246.6,-2.9,85.5,1.152,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1807,323.6,17.6,79.4,1.139,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1808,679.1,33.8,89.2,1.107,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1809,382.0,-9.5,81.2,1.091,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1810,440.1,-5.9,89.1,1.105,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1811,500.6,6.2,85.9,1.124,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1812,161.8,2.1,75.7,1.032,161,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1813,607.0,7.8,94.6,1.02,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1814,333.2,-6.6,82.6,1.143,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1815,608.6,-1.0,90.9,1.091,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1816,583.4,24.7,96.1,1.014,108,Membrane Flooding / Dryout Alert
IVECO-H2-1817,398.6,-6.1,85.7,1.118,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1818,325.6,30.0,79.6,1.104,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1819,169.2,30.9,80.0,1.133,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1820,421.4,-8.7,84.3,1.137,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1821,269.5,4.8,83.4,1.154,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1822,670.8,25.5,92.3,1.069,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1823,419.7,27.3,85.9,1.087,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1824,516.9,22.1,90.3,1.103,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1825,567.1,-9.5,90.8,1.079,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1826,606.9,1.9,85.3,1.141,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1827,233.6,25.2,85.0,1.148,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1828,174.1,21.6,78.3,1.134,163,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1829,638.1,5.2,91.5,1.093,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1830,673.7,-0.0,93.9,1.063,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1831,248.5,16.1,82.0,1.151,165,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1832,437.8,28.5,84.1,1.147,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1833,167.8,29.6,75.6,1.02,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1834,524.4,15.7,89.7,1.114,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1835,162.3,16.6,75.8,1.051,175,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1836,407.2,22.3,84.5,1.159,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1837,318.8,-0.5,82.7,1.158,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1838,311.6,-1.6,83.5,1.153,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1839,402.9,0.8,86.9,1.158,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1840,318.5,-2.3,86.2,1.166,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1841,506.6,32.1,91.4,1.091,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1842,477.0,25.3,87.1,1.125,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1843,422.5,27.3,81.3,1.124,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1844,199.8,20.3,79.7,1.106,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1845,334.1,2.7,82.5,1.149,153,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1846,283.9,11.8,81.0,1.103,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1847,692.7,-9.6,87.2,1.114,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1848,659.1,-3.0,92.1,1.086,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1849,479.9,-1.1,90.5,1.125,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1850,631.0,31.4,92.8,1.102,94,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1851,603.2,-1.7,88.8,1.128,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1852,464.0,5.4,84.7,1.164,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1853,272.2,22.7,84.0,1.139,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1854,628.4,33.1,95.9,0.967,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1855,389.2,8.4,92.3,1.072,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1856,484.7,-2.9,88.5,1.135,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1857,345.7,28.1,84.4,1.142,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1858,229.6,9.3,85.4,1.129,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1859,597.8,-8.2,85.3,1.147,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1860,649.4,-1.7,84.0,1.147,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1861,583.9,7.1,91.6,1.123,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1862,264.6,5.8,75.7,1.041,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1863,265.9,17.3,85.3,1.142,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1864,220.4,22.6,77.3,1.079,153,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1865,457.6,18.8,83.2,1.137,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1866,634.4,-3.7,84.3,1.135,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1867,472.2,-9.1,84.8,1.166,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1868,427.5,9.4,79.4,1.105,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1869,673.6,28.1,91.6,1.098,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1870,213.9,10.3,76.3,1.082,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1871,456.4,29.2,85.1,1.156,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1872,187.3,27.4,81.9,1.118,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1873,281.0,24.9,84.4,1.149,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1874,197.3,28.0,81.0,1.099,164,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1875,268.7,27.2,79.4,1.135,162,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1876,669.1,34.6,86.2,1.154,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1877,588.2,16.4,91.2,1.094,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1878,447.5,23.6,86.8,1.147,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1879,608.5,-2.0,90.5,1.107,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1880,293.3,20.7,79.9,1.113,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1881,233.6,26.4,80.2,1.104,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1882,465.0,-3.9,86.9,1.157,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1883,487.6,22.2,81.7,1.151,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1884,540.7,32.9,89.0,1.135,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1885,142.2,22.9,77.1,1.081,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1886,236.4,16.7,82.0,1.149,162,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1887,236.1,2.5,79.1,1.112,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1888,324.9,4.4,84.0,1.151,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1889,502.6,6.8,85.7,1.152,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1890,376.0,26.1,83.2,1.15,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1891,187.2,14.3,78.0,1.093,148,Optimal Fuel Cell Proton Conductivity
