Shift_Event_ID,Gear_Transition,Engine_Torque_Nm,Clutch_Slip_Duration_ms,Slip_Energy_Dissipated_J,Shift_Quality
ZF-8HP-1715,4 -> 5,583.9,82.1,5037.8,Smooth Fast Shift (<80ms)
ZF-8HP-1716,5 -> 6,196.3,59.8,998.4,Smooth Fast Shift (<80ms)
ZF-8HP-1717,4 -> 5,254.4,73.8,1625.3,Smooth Fast Shift (<80ms)
ZF-8HP-1718,5 -> 6,201.3,60.2,1009.2,Smooth Fast Shift (<80ms)
ZF-8HP-1719,6 -> 7,542.4,81.8,3764.5,Smooth Fast Shift (<80ms)
ZF-8HP-1720,4 -> 5,295.3,58.5,1691.0,Smooth Fast Shift (<80ms)
ZF-8HP-1721,3 -> 4,448.7,67.4,3072.1,Smooth Fast Shift (<80ms)
ZF-8HP-1722,3 -> 4,560.2,90.3,4336.0,Smooth Fast Shift (<80ms)
ZF-8HP-1723,3 -> 4,437.5,79.4,3386.4,Smooth Fast Shift (<80ms)
ZF-8HP-1724,1 -> 2,487.3,77.7,4248.2,Smooth Fast Shift (<80ms)
ZF-8HP-1725,7 -> 8,437.0,80.4,3337.2,Smooth Fast Shift (<80ms)
ZF-8HP-1726,3 -> 4,348.5,75.9,2926.6,Smooth Fast Shift (<80ms)
ZF-8HP-1727,3 -> 4,345.7,58.4,2180.8,Smooth Fast Shift (<80ms)
ZF-8HP-1728,1 -> 2,250.5,67.1,1632.3,Smooth Fast Shift (<80ms)
ZF-8HP-1729,7 -> 8,630.4,92.1,6833.5,Smooth Fast Shift (<80ms)
ZF-8HP-1730,4 -> 5,371.6,72.9,2219.5,Smooth Fast Shift (<80ms)
ZF-8HP-1731,3 -> 4,366.9,56.9,2189.6,Smooth Fast Shift (<80ms)
ZF-8HP-1732,3 -> 4,640.2,113.2,6170.5,Clutch Slippage Warning
ZF-8HP-1733,5 -> 6,255.5,60.9,1337.7,Smooth Fast Shift (<80ms)
ZF-8HP-1734,1 -> 2,514.5,75.4,3134.7,Smooth Fast Shift (<80ms)
ZF-8HP-1735,6 -> 7,292.0,63.5,1628.6,Smooth Fast Shift (<80ms)
ZF-8HP-1736,4 -> 5,322.0,63.7,1752.7,Smooth Fast Shift (<80ms)
ZF-8HP-1737,7 -> 8,410.3,75.7,2709.3,Smooth Fast Shift (<80ms)
ZF-8HP-1738,7 -> 8,194.9,59.5,1110.5,Smooth Fast Shift (<80ms)
ZF-8HP-1739,7 -> 8,291.7,61.7,1905.8,Smooth Fast Shift (<80ms)
ZF-8HP-1740,3 -> 4,573.3,97.0,5147.2,Clutch Slippage Warning
ZF-8HP-1741,6 -> 7,442.9,79.0,3349.0,Smooth Fast Shift (<80ms)
ZF-8HP-1742,2 -> 3,420.9,85.1,3872.0,Smooth Fast Shift (<80ms)
ZF-8HP-1743,3 -> 4,345.0,64.5,2618.3,Smooth Fast Shift (<80ms)
ZF-8HP-1744,6 -> 7,208.8,45.7,882.2,Smooth Fast Shift (<80ms)
ZF-8HP-1745,5 -> 6,587.5,92.4,6028.7,Smooth Fast Shift (<80ms)
ZF-8HP-1746,4 -> 5,537.9,71.0,3971.2,Smooth Fast Shift (<80ms)
ZF-8HP-1747,5 -> 6,343.7,78.0,2334.9,Smooth Fast Shift (<80ms)
ZF-8HP-1748,4 -> 5,553.0,89.2,5065.1,Smooth Fast Shift (<80ms)
ZF-8HP-1749,5 -> 6,643.4,91.6,6118.4,Smooth Fast Shift (<80ms)
ZF-8HP-1750,2 -> 3,469.4,77.6,2968.0,Smooth Fast Shift (<80ms)
ZF-8HP-1751,1 -> 2,322.2,67.7,1817.0,Smooth Fast Shift (<80ms)
ZF-8HP-1752,1 -> 2,605.3,85.6,4355.5,Smooth Fast Shift (<80ms)
ZF-8HP-1753,6 -> 7,361.1,66.0,2726.3,Smooth Fast Shift (<80ms)
ZF-8HP-1754,2 -> 3,402.1,74.5,2863.8,Smooth Fast Shift (<80ms)
ZF-8HP-1755,4 -> 5,376.2,63.8,2577.6,Smooth Fast Shift (<80ms)
ZF-8HP-1756,2 -> 3,539.1,70.5,4311.9,Smooth Fast Shift (<80ms)
ZF-8HP-1757,5 -> 6,503.2,76.5,4292.3,Smooth Fast Shift (<80ms)
ZF-8HP-1758,4 -> 5,610.7,86.1,5837.1,Smooth Fast Shift (<80ms)
ZF-8HP-1759,3 -> 4,555.7,87.2,4836.7,Smooth Fast Shift (<80ms)
ZF-8HP-1760,7 -> 8,302.7,63.7,1803.5,Smooth Fast Shift (<80ms)
ZF-8HP-1761,5 -> 6,265.5,65.8,1926.1,Smooth Fast Shift (<80ms)
ZF-8HP-1762,1 -> 2,277.7,60.9,1515.4,Smooth Fast Shift (<80ms)
ZF-8HP-1763,4 -> 5,624.3,86.0,4449.9,Smooth Fast Shift (<80ms)
ZF-8HP-1764,4 -> 5,181.0,68.1,1352.6,Smooth Fast Shift (<80ms)
ZF-8HP-1765,3 -> 4,352.7,55.7,1766.9,Smooth Fast Shift (<80ms)
ZF-8HP-1766,6 -> 7,215.2,51.5,1038.2,Smooth Fast Shift (<80ms)
ZF-8HP-1767,5 -> 6,209.6,66.2,1257.0,Smooth Fast Shift (<80ms)
ZF-8HP-1768,3 -> 4,416.6,82.1,3537.3,Smooth Fast Shift (<80ms)
ZF-8HP-1769,4 -> 5,251.0,58.5,1212.0,Smooth Fast Shift (<80ms)
ZF-8HP-1770,7 -> 8,362.5,80.1,2613.2,Smooth Fast Shift (<80ms)
ZF-8HP-1771,7 -> 8,484.1,72.9,3871.9,Smooth Fast Shift (<80ms)
ZF-8HP-1772,5 -> 6,627.1,68.1,4728.8,Smooth Fast Shift (<80ms)
ZF-8HP-1773,2 -> 3,412.8,84.7,3822.0,Smooth Fast Shift (<80ms)
ZF-8HP-1774,2 -> 3,433.5,70.9,3139.0,Smooth Fast Shift (<80ms)
ZF-8HP-1775,2 -> 3,439.6,69.4,2646.6,Smooth Fast Shift (<80ms)
ZF-8HP-1776,7 -> 8,182.1,52.7,1106.4,Smooth Fast Shift (<80ms)
ZF-8HP-1777,6 -> 7,467.0,70.4,2995.2,Smooth Fast Shift (<80ms)
ZF-8HP-1778,6 -> 7,532.5,92.4,4106.9,Smooth Fast Shift (<80ms)
ZF-8HP-1779,1 -> 2,583.5,76.0,4129.1,Smooth Fast Shift (<80ms)
ZF-8HP-1780,4 -> 5,180.8,41.1,775.7,Smooth Fast Shift (<80ms)
ZF-8HP-1781,5 -> 6,484.3,78.9,4487.4,Smooth Fast Shift (<80ms)
ZF-8HP-1782,1 -> 2,603.4,78.4,5524.0,Smooth Fast Shift (<80ms)
ZF-8HP-1783,3 -> 4,396.1,60.0,2823.0,Smooth Fast Shift (<80ms)
ZF-8HP-1784,6 -> 7,231.1,69.0,1423.1,Smooth Fast Shift (<80ms)
ZF-8HP-1785,7 -> 8,529.2,81.0,4274.3,Smooth Fast Shift (<80ms)
ZF-8HP-1786,4 -> 5,410.1,87.7,4215.9,Smooth Fast Shift (<80ms)
ZF-8HP-1787,4 -> 5,316.0,77.6,2879.0,Smooth Fast Shift (<80ms)
ZF-8HP-1788,6 -> 7,434.7,69.0,3013.4,Smooth Fast Shift (<80ms)
ZF-8HP-1789,4 -> 5,484.4,83.8,3933.6,Smooth Fast Shift (<80ms)
ZF-8HP-1790,2 -> 3,469.2,75.3,3889.0,Smooth Fast Shift (<80ms)
ZF-8HP-1791,7 -> 8,502.2,79.9,4393.7,Smooth Fast Shift (<80ms)
ZF-8HP-1792,3 -> 4,274.2,65.3,2132.1,Smooth Fast Shift (<80ms)
ZF-8HP-1793,7 -> 8,475.9,61.2,2496.0,Smooth Fast Shift (<80ms)
ZF-8HP-1794,7 -> 8,386.9,71.4,3265.2,Smooth Fast Shift (<80ms)
ZF-8HP-1795,5 -> 6,214.0,61.4,1079.5,Smooth Fast Shift (<80ms)
ZF-8HP-1796,6 -> 7,428.9,75.6,3886.7,Smooth Fast Shift (<80ms)
ZF-8HP-1797,5 -> 6,244.8,66.0,1344.1,Smooth Fast Shift (<80ms)
ZF-8HP-1798,2 -> 3,286.5,77.6,2427.5,Smooth Fast Shift (<80ms)
ZF-8HP-1799,4 -> 5,367.0,90.5,3740.9,Smooth Fast Shift (<80ms)
ZF-8HP-1800,4 -> 5,207.9,61.7,1460.6,Smooth Fast Shift (<80ms)
ZF-8HP-1801,1 -> 2,192.2,57.2,911.9,Smooth Fast Shift (<80ms)
ZF-8HP-1802,5 -> 6,388.3,66.9,2103.3,Smooth Fast Shift (<80ms)
ZF-8HP-1803,3 -> 4,282.6,73.2,2011.1,Smooth Fast Shift (<80ms)
ZF-8HP-1804,4 -> 5,294.5,67.0,1651.5,Smooth Fast Shift (<80ms)
ZF-8HP-1805,4 -> 5,568.0,98.8,4571.1,Clutch Slippage Warning
ZF-8HP-1806,5 -> 6,362.1,72.6,2885.4,Smooth Fast Shift (<80ms)
ZF-8HP-1807,7 -> 8,355.8,79.9,2687.5,Smooth Fast Shift (<80ms)
ZF-8HP-1808,7 -> 8,180.6,56.1,901.8,Smooth Fast Shift (<80ms)
ZF-8HP-1809,2 -> 3,291.5,49.8,1718.1,Smooth Fast Shift (<80ms)
ZF-8HP-1810,2 -> 3,380.6,57.4,2315.1,Smooth Fast Shift (<80ms)
ZF-8HP-1811,4 -> 5,239.5,65.9,1332.4,Smooth Fast Shift (<80ms)
ZF-8HP-1812,6 -> 7,283.8,61.3,1969.7,Smooth Fast Shift (<80ms)
ZF-8HP-1813,7 -> 8,377.9,65.8,2870.1,Smooth Fast Shift (<80ms)
ZF-8HP-1814,7 -> 8,637.6,95.0,7052.7,Smooth Fast Shift (<80ms)
ZF-8HP-1815,6 -> 7,387.8,75.6,3033.5,Smooth Fast Shift (<80ms)
ZF-8HP-1816,2 -> 3,244.5,73.5,1460.3,Smooth Fast Shift (<80ms)
ZF-8HP-1817,2 -> 3,346.7,63.6,2548.6,Smooth Fast Shift (<80ms)
ZF-8HP-1818,5 -> 6,462.6,74.4,3220.8,Smooth Fast Shift (<80ms)
ZF-8HP-1819,6 -> 7,470.9,89.6,3416.3,Smooth Fast Shift (<80ms)
ZF-8HP-1820,4 -> 5,313.4,66.7,2344.9,Smooth Fast Shift (<80ms)
ZF-8HP-1821,7 -> 8,486.8,80.0,4319.3,Smooth Fast Shift (<80ms)
ZF-8HP-1822,3 -> 4,270.8,66.3,2066.0,Smooth Fast Shift (<80ms)
ZF-8HP-1823,2 -> 3,439.9,70.6,2793.9,Smooth Fast Shift (<80ms)
ZF-8HP-1824,3 -> 4,588.2,85.6,4142.0,Smooth Fast Shift (<80ms)
ZF-8HP-1825,1 -> 2,441.1,69.8,3032.5,Smooth Fast Shift (<80ms)
ZF-8HP-1826,7 -> 8,496.1,69.8,3052.1,Smooth Fast Shift (<80ms)
ZF-8HP-1827,4 -> 5,331.9,65.9,1812.8,Smooth Fast Shift (<80ms)
ZF-8HP-1828,2 -> 3,528.6,72.0,4519.9,Smooth Fast Shift (<80ms)
ZF-8HP-1829,6 -> 7,615.9,79.1,5070.7,Smooth Fast Shift (<80ms)
ZF-8HP-1830,2 -> 3,638.1,88.3,4848.2,Smooth Fast Shift (<80ms)
ZF-8HP-1831,3 -> 4,193.0,67.4,1454.0,Smooth Fast Shift (<80ms)
ZF-8HP-1832,7 -> 8,275.4,55.0,1744.5,Smooth Fast Shift (<80ms)
ZF-8HP-1833,3 -> 4,311.7,74.5,2612.6,Smooth Fast Shift (<80ms)
ZF-8HP-1834,3 -> 4,618.6,81.0,5796.9,Smooth Fast Shift (<80ms)
ZF-8HP-1835,3 -> 4,465.1,87.1,4291.2,Smooth Fast Shift (<80ms)
ZF-8HP-1836,5 -> 6,254.7,48.4,1041.3,Smooth Fast Shift (<80ms)
ZF-8HP-1837,5 -> 6,269.1,63.4,1700.3,Smooth Fast Shift (<80ms)
ZF-8HP-1838,4 -> 5,343.6,70.9,2072.5,Smooth Fast Shift (<80ms)
ZF-8HP-1839,5 -> 6,418.7,79.3,3692.8,Smooth Fast Shift (<80ms)
ZF-8HP-1840,1 -> 2,218.8,72.3,1713.6,Smooth Fast Shift (<80ms)
ZF-8HP-1841,3 -> 4,548.0,91.2,4328.8,Smooth Fast Shift (<80ms)
ZF-8HP-1842,5 -> 6,361.6,74.4,2585.5,Smooth Fast Shift (<80ms)
ZF-8HP-1843,4 -> 5,546.4,77.5,3713.6,Smooth Fast Shift (<80ms)
ZF-8HP-1844,2 -> 3,583.7,96.3,5222.6,Clutch Slippage Warning
ZF-8HP-1845,5 -> 6,244.9,57.1,1222.8,Smooth Fast Shift (<80ms)
ZF-8HP-1846,5 -> 6,323.7,75.8,2112.5,Smooth Fast Shift (<80ms)
ZF-8HP-1847,7 -> 8,593.9,78.9,4427.9,Smooth Fast Shift (<80ms)
ZF-8HP-1848,1 -> 2,368.2,80.4,3384.0,Smooth Fast Shift (<80ms)
ZF-8HP-1849,2 -> 3,629.3,88.0,5543.9,Smooth Fast Shift (<80ms)
ZF-8HP-1850,1 -> 2,319.4,64.4,2051.4,Smooth Fast Shift (<80ms)
ZF-8HP-1851,4 -> 5,632.1,83.3,5315.8,Smooth Fast Shift (<80ms)
ZF-8HP-1852,4 -> 5,338.6,64.6,2276.3,Smooth Fast Shift (<80ms)
ZF-8HP-1853,5 -> 6,418.9,63.5,2301.6,Smooth Fast Shift (<80ms)
ZF-8HP-1854,1 -> 2,486.8,67.0,3619.8,Smooth Fast Shift (<80ms)
ZF-8HP-1855,1 -> 2,270.1,67.3,1603.6,Smooth Fast Shift (<80ms)
ZF-8HP-1856,1 -> 2,223.4,49.7,1153.8,Smooth Fast Shift (<80ms)
ZF-8HP-1857,6 -> 7,302.8,75.0,2422.2,Smooth Fast Shift (<80ms)
ZF-8HP-1858,2 -> 3,277.2,57.6,1899.4,Smooth Fast Shift (<80ms)
ZF-8HP-1859,3 -> 4,468.0,74.3,2891.2,Smooth Fast Shift (<80ms)
ZF-8HP-1860,6 -> 7,210.2,42.8,865.4,Smooth Fast Shift (<80ms)
ZF-8HP-1861,5 -> 6,229.2,52.3,1345.1,Smooth Fast Shift (<80ms)
ZF-8HP-1862,3 -> 4,641.9,86.2,5609.0,Smooth Fast Shift (<80ms)
ZF-8HP-1863,7 -> 8,481.9,74.9,4251.7,Smooth Fast Shift (<80ms)
ZF-8HP-1864,5 -> 6,300.4,61.8,2116.6,Smooth Fast Shift (<80ms)
ZF-8HP-1865,5 -> 6,531.9,78.4,4967.3,Smooth Fast Shift (<80ms)
ZF-8HP-1866,2 -> 3,519.1,85.6,3663.3,Smooth Fast Shift (<80ms)
ZF-8HP-1867,5 -> 6,412.4,79.4,2912.0,Smooth Fast Shift (<80ms)
ZF-8HP-1868,2 -> 3,494.1,76.7,3577.8,Smooth Fast Shift (<80ms)
ZF-8HP-1869,4 -> 5,350.0,70.3,2074.8,Smooth Fast Shift (<80ms)
ZF-8HP-1870,4 -> 5,551.8,73.6,4753.0,Smooth Fast Shift (<80ms)
ZF-8HP-1871,3 -> 4,235.2,61.6,1182.6,Smooth Fast Shift (<80ms)
ZF-8HP-1872,5 -> 6,307.2,65.6,1995.2,Smooth Fast Shift (<80ms)
ZF-8HP-1873,6 -> 7,528.2,83.9,4279.0,Smooth Fast Shift (<80ms)
ZF-8HP-1874,1 -> 2,282.2,71.0,2321.1,Smooth Fast Shift (<80ms)
ZF-8HP-1875,3 -> 4,473.7,85.0,3825.9,Smooth Fast Shift (<80ms)
ZF-8HP-1876,1 -> 2,350.9,63.3,1918.0,Smooth Fast Shift (<80ms)
ZF-8HP-1877,4 -> 5,360.2,56.7,1718.4,Smooth Fast Shift (<80ms)
ZF-8HP-1878,1 -> 2,487.0,67.7,3796.3,Smooth Fast Shift (<80ms)
ZF-8HP-1879,2 -> 3,430.9,71.6,2679.6,Smooth Fast Shift (<80ms)
ZF-8HP-1880,5 -> 6,214.7,63.8,1465.4,Smooth Fast Shift (<80ms)
ZF-8HP-1881,3 -> 4,582.5,81.7,5341.8,Smooth Fast Shift (<80ms)
ZF-8HP-1882,6 -> 7,639.7,81.6,4800.6,Smooth Fast Shift (<80ms)
ZF-8HP-1883,6 -> 7,544.1,101.0,6192.5,Clutch Slippage Warning
ZF-8HP-1884,2 -> 3,452.5,86.1,4349.3,Smooth Fast Shift (<80ms)
ZF-8HP-1885,3 -> 4,619.4,80.5,4902.1,Smooth Fast Shift (<80ms)
ZF-8HP-1886,1 -> 2,337.8,81.7,3189.1,Smooth Fast Shift (<80ms)
ZF-8HP-1887,3 -> 4,388.2,70.6,3139.7,Smooth Fast Shift (<80ms)
ZF-8HP-1888,1 -> 2,290.2,62.5,2144.3,Smooth Fast Shift (<80ms)
ZF-8HP-1889,4 -> 5,385.2,78.5,3237.5,Smooth Fast Shift (<80ms)
ZF-8HP-1890,2 -> 3,245.9,65.9,1881.0,Smooth Fast Shift (<80ms)
ZF-8HP-1891,4 -> 5,530.8,71.1,3437.0,Smooth Fast Shift (<80ms)
ZF-8HP-1892,7 -> 8,363.2,52.3,1650.8,Smooth Fast Shift (<80ms)
ZF-8HP-1893,6 -> 7,574.4,85.5,4250.2,Smooth Fast Shift (<80ms)
ZF-8HP-1894,7 -> 8,401.7,65.6,2689.1,Smooth Fast Shift (<80ms)
ZF-8HP-1895,3 -> 4,223.0,71.1,1787.3,Smooth Fast Shift (<80ms)
ZF-8HP-1896,2 -> 3,258.2,63.4,1754.0,Smooth Fast Shift (<80ms)
ZF-8HP-1897,3 -> 4,541.5,77.8,3399.2,Smooth Fast Shift (<80ms)
ZF-8HP-1898,4 -> 5,232.8,67.0,1388.8,Smooth Fast Shift (<80ms)
ZF-8HP-1899,3 -> 4,494.9,63.3,2505.6,Smooth Fast Shift (<80ms)
ZF-8HP-1900,3 -> 4,195.5,72.2,1429.7,Smooth Fast Shift (<80ms)
ZF-8HP-1901,7 -> 8,401.8,77.2,3622.4,Smooth Fast Shift (<80ms)
ZF-8HP-1902,6 -> 7,447.1,94.3,4213.5,Smooth Fast Shift (<80ms)
ZF-8HP-1903,2 -> 3,634.3,81.3,5434.8,Smooth Fast Shift (<80ms)
ZF-8HP-1904,1 -> 2,442.2,62.0,2611.2,Smooth Fast Shift (<80ms)
ZF-8HP-1905,3 -> 4,504.8,74.2,3913.1,Smooth Fast Shift (<80ms)
ZF-8HP-1906,3 -> 4,625.3,93.9,6199.4,Smooth Fast Shift (<80ms)
ZF-8HP-1907,2 -> 3,536.3,79.5,4818.0,Smooth Fast Shift (<80ms)
ZF-8HP-1908,2 -> 3,435.8,73.6,3554.0,Smooth Fast Shift (<80ms)
ZF-8HP-1909,1 -> 2,216.7,55.1,1024.8,Smooth Fast Shift (<80ms)
ZF-8HP-1910,5 -> 6,550.2,75.9,4054.2,Smooth Fast Shift (<80ms)
ZF-8HP-1911,4 -> 5,321.5,83.2,2591.6,Smooth Fast Shift (<80ms)
ZF-8HP-1912,5 -> 6,534.3,77.4,3633.7,Smooth Fast Shift (<80ms)
ZF-8HP-1913,1 -> 2,457.3,86.2,4127.9,Smooth Fast Shift (<80ms)
ZF-8HP-1914,1 -> 2,222.5,71.9,1695.0,Smooth Fast Shift (<80ms)
ZF-8HP-1915,1 -> 2,353.5,69.0,2418.0,Smooth Fast Shift (<80ms)
ZF-8HP-1916,2 -> 3,358.4,64.2,2224.0,Smooth Fast Shift (<80ms)
ZF-8HP-1917,3 -> 4,502.1,66.8,2901.7,Smooth Fast Shift (<80ms)
ZF-8HP-1918,6 -> 7,206.9,64.3,1226.9,Smooth Fast Shift (<80ms)
ZF-8HP-1919,6 -> 7,541.4,77.8,3640.1,Smooth Fast Shift (<80ms)
ZF-8HP-1920,5 -> 6,183.0,59.9,1017.2,Smooth Fast Shift (<80ms)
ZF-8HP-1921,4 -> 5,647.9,73.2,4550.5,Smooth Fast Shift (<80ms)
ZF-8HP-1922,6 -> 7,421.9,78.1,3023.9,Smooth Fast Shift (<80ms)
ZF-8HP-1923,1 -> 2,475.6,91.9,4083.2,Smooth Fast Shift (<80ms)
ZF-8HP-1924,4 -> 5,232.8,62.6,1518.6,Smooth Fast Shift (<80ms)
ZF-8HP-1925,4 -> 5,450.6,71.6,2603.9,Smooth Fast Shift (<80ms)
ZF-8HP-1926,5 -> 6,373.1,79.3,3164.9,Smooth Fast Shift (<80ms)
ZF-8HP-1927,6 -> 7,505.6,86.9,4342.5,Smooth Fast Shift (<80ms)
ZF-8HP-1928,7 -> 8,440.0,74.1,3774.6,Smooth Fast Shift (<80ms)
ZF-8HP-1929,7 -> 8,587.4,78.7,4188.5,Smooth Fast Shift (<80ms)
ZF-8HP-1930,2 -> 3,470.3,67.0,2562.9,Smooth Fast Shift (<80ms)
ZF-8HP-1931,7 -> 8,422.3,84.2,3618.6,Smooth Fast Shift (<80ms)
ZF-8HP-1932,3 -> 4,245.0,75.7,1520.5,Smooth Fast Shift (<80ms)
ZF-8HP-1933,5 -> 6,229.4,58.7,1296.7,Smooth Fast Shift (<80ms)
ZF-8HP-1934,3 -> 4,480.8,86.7,4468.0,Smooth Fast Shift (<80ms)
ZF-8HP-1935,1 -> 2,499.4,81.7,4738.0,Smooth Fast Shift (<80ms)
ZF-8HP-1936,7 -> 8,423.9,79.7,2849.0,Smooth Fast Shift (<80ms)
ZF-8HP-1937,5 -> 6,567.9,75.2,4615.1,Smooth Fast Shift (<80ms)
ZF-8HP-1938,2 -> 3,485.0,73.8,2872.9,Smooth Fast Shift (<80ms)
ZF-8HP-1939,5 -> 6,314.3,64.4,1635.7,Smooth Fast Shift (<80ms)
ZF-8HP-1940,1 -> 2,248.8,49.6,1070.8,Smooth Fast Shift (<80ms)
ZF-8HP-1941,1 -> 2,343.3,77.6,3030.8,Smooth Fast Shift (<80ms)
ZF-8HP-1942,1 -> 2,233.8,54.1,1240.3,Smooth Fast Shift (<80ms)
ZF-8HP-1943,4 -> 5,607.5,87.9,5361.5,Smooth Fast Shift (<80ms)
ZF-8HP-1944,7 -> 8,182.5,75.4,1128.8,Smooth Fast Shift (<80ms)
ZF-8HP-1945,5 -> 6,377.7,65.2,2056.1,Smooth Fast Shift (<80ms)
ZF-8HP-1946,3 -> 4,249.7,66.9,1781.3,Smooth Fast Shift (<80ms)
ZF-8HP-1947,5 -> 6,295.8,50.0,1540.0,Smooth Fast Shift (<80ms)
ZF-8HP-1948,5 -> 6,231.6,61.0,1454.2,Smooth Fast Shift (<80ms)
ZF-8HP-1949,4 -> 5,327.7,61.5,2063.9,Smooth Fast Shift (<80ms)
ZF-8HP-1950,7 -> 8,541.9,88.6,4434.9,Smooth Fast Shift (<80ms)
ZF-8HP-1951,4 -> 5,611.3,81.1,4460.9,Smooth Fast Shift (<80ms)
ZF-8HP-1952,7 -> 8,527.7,88.8,3966.4,Smooth Fast Shift (<80ms)
ZF-8HP-1953,7 -> 8,376.1,87.1,3242.7,Smooth Fast Shift (<80ms)
ZF-8HP-1954,3 -> 4,559.1,73.1,4061.3,Smooth Fast Shift (<80ms)
ZF-8HP-1955,2 -> 3,442.2,77.7,3322.9,Smooth Fast Shift (<80ms)
ZF-8HP-1956,5 -> 6,499.0,85.2,5035.4,Smooth Fast Shift (<80ms)
ZF-8HP-1957,1 -> 2,589.4,85.1,4994.3,Smooth Fast Shift (<80ms)
ZF-8HP-1958,7 -> 8,613.8,71.2,3509.1,Smooth Fast Shift (<80ms)
ZF-8HP-1959,5 -> 6,240.1,65.1,1386.7,Smooth Fast Shift (<80ms)
ZF-8HP-1960,5 -> 6,182.3,62.4,923.7,Smooth Fast Shift (<80ms)
ZF-8HP-1961,4 -> 5,557.3,83.5,3875.7,Smooth Fast Shift (<80ms)
ZF-8HP-1962,6 -> 7,409.5,79.5,2723.2,Smooth Fast Shift (<80ms)
ZF-8HP-1963,1 -> 2,281.8,71.8,1657.5,Smooth Fast Shift (<80ms)
ZF-8HP-1964,2 -> 3,647.0,74.1,5179.7,Smooth Fast Shift (<80ms)
ZF-8HP-1965,6 -> 7,590.5,73.6,4636.5,Smooth Fast Shift (<80ms)
ZF-8HP-1966,6 -> 7,522.7,77.8,4484.0,Smooth Fast Shift (<80ms)
ZF-8HP-1967,6 -> 7,214.0,62.7,1556.3,Smooth Fast Shift (<80ms)
ZF-8HP-1968,3 -> 4,332.3,63.3,2076.0,Smooth Fast Shift (<80ms)
ZF-8HP-1969,4 -> 5,409.5,65.1,2797.7,Smooth Fast Shift (<80ms)
ZF-8HP-1970,6 -> 7,599.9,77.3,4751.0,Smooth Fast Shift (<80ms)
ZF-8HP-1971,2 -> 3,548.4,86.7,4073.8,Smooth Fast Shift (<80ms)
ZF-8HP-1972,2 -> 3,570.2,76.7,4241.3,Smooth Fast Shift (<80ms)
ZF-8HP-1973,3 -> 4,606.6,78.1,4857.0,Smooth Fast Shift (<80ms)
ZF-8HP-1974,6 -> 7,481.2,76.5,3756.9,Smooth Fast Shift (<80ms)
ZF-8HP-1975,5 -> 6,238.3,55.5,1331.9,Smooth Fast Shift (<80ms)
ZF-8HP-1976,1 -> 2,355.7,59.1,1938.2,Smooth Fast Shift (<80ms)
ZF-8HP-1977,2 -> 3,414.1,65.2,2983.3,Smooth Fast Shift (<80ms)
ZF-8HP-1978,5 -> 6,484.4,81.6,3880.1,Smooth Fast Shift (<80ms)
ZF-8HP-1979,5 -> 6,582.1,91.5,5863.3,Smooth Fast Shift (<80ms)
ZF-8HP-1980,4 -> 5,472.1,68.9,3317.4,Smooth Fast Shift (<80ms)
ZF-8HP-1981,1 -> 2,419.9,75.9,2995.3,Smooth Fast Shift (<80ms)
ZF-8HP-1982,3 -> 4,314.2,84.3,3121.1,Smooth Fast Shift (<80ms)
ZF-8HP-1983,4 -> 5,252.1,75.7,2212.3,Smooth Fast Shift (<80ms)
ZF-8HP-1984,5 -> 6,192.3,64.9,1270.3,Smooth Fast Shift (<80ms)
ZF-8HP-1985,2 -> 3,529.4,84.6,3943.1,Smooth Fast Shift (<80ms)
ZF-8HP-1986,6 -> 7,559.4,91.1,5476.4,Smooth Fast Shift (<80ms)
ZF-8HP-1987,5 -> 6,648.0,70.5,4781.0,Smooth Fast Shift (<80ms)
ZF-8HP-1988,3 -> 4,193.8,55.5,890.6,Smooth Fast Shift (<80ms)
ZF-8HP-1989,2 -> 3,281.7,68.1,1595.2,Smooth Fast Shift (<80ms)
ZF-8HP-1990,1 -> 2,643.8,87.6,5351.4,Smooth Fast Shift (<80ms)
ZF-8HP-1991,4 -> 5,289.8,63.8,1523.0,Smooth Fast Shift (<80ms)
ZF-8HP-1992,4 -> 5,196.5,54.4,942.5,Smooth Fast Shift (<80ms)
ZF-8HP-1993,6 -> 7,579.5,83.5,5254.7,Smooth Fast Shift (<80ms)
ZF-8HP-1994,7 -> 8,502.3,73.8,4295.4,Smooth Fast Shift (<80ms)
ZF-8HP-1995,1 -> 2,646.8,88.3,6792.6,Smooth Fast Shift (<80ms)
ZF-8HP-1996,1 -> 2,596.6,77.0,5252.0,Smooth Fast Shift (<80ms)
ZF-8HP-1997,4 -> 5,611.3,68.3,3847.5,Smooth Fast Shift (<80ms)
ZF-8HP-1998,4 -> 5,586.6,77.0,5266.7,Smooth Fast Shift (<80ms)
ZF-8HP-1999,5 -> 6,346.0,59.1,2425.8,Smooth Fast Shift (<80ms)
ZF-8HP-2000,1 -> 2,295.1,74.9,1956.2,Smooth Fast Shift (<80ms)
ZF-8HP-2001,5 -> 6,287.1,68.7,1673.8,Smooth Fast Shift (<80ms)
ZF-8HP-2002,6 -> 7,485.2,60.2,3382.7,Smooth Fast Shift (<80ms)
ZF-8HP-2003,1 -> 2,576.5,76.1,4264.8,Smooth Fast Shift (<80ms)
ZF-8HP-2004,2 -> 3,516.8,81.4,4189.9,Smooth Fast Shift (<80ms)
