Winter_Test_ID,Road_Incline_deg,Front_Wheel_Slip_pct,Clutch_Hydraulic_Clamp_Bar,Rear_Axle_Torque_Split_pct,AWD_Operational_Mode
SUBARU-XMODE-1650,13.3,20.6,63.7,55.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1651,20.8,9.5,50.2,53.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1652,18.8,46.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1653,18.1,34.2,85.0,57.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1654,6.1,13.0,41.8,48.7,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1655,5.8,46.4,85.0,58.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1656,10.6,3.4,31.0,47.7,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1657,9.8,21.2,58.8,54.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1658,18.9,22.2,68.6,55.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1659,23.8,39.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1660,24.9,43.6,85.0,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1661,14.0,19.6,62.7,57.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1662,26.1,30.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1663,23.3,40.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1664,18.7,29.9,79.4,57.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1665,19.4,3.1,39.4,51.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1666,19.3,36.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1667,6.3,36.0,81.3,59.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1668,11.5,35.5,81.2,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1669,11.7,18.9,56.7,51.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1670,19.0,3.4,37.6,46.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1671,17.9,41.6,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1672,5.2,27.4,62.1,52.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1673,15.3,30.9,78.7,57.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1674,10.8,15.2,43.0,48.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1675,19.5,31.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1676,18.9,11.8,52.5,51.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1677,10.3,31.1,71.5,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1678,27.1,6.9,58.4,54.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1679,15.4,41.1,85.0,57.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1680,20.3,7.8,51.2,54.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1681,22.3,40.1,85.0,58.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1682,16.3,8.9,43.4,48.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1683,23.9,12.9,58.2,52.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1684,9.1,26.5,68.1,57.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1685,25.7,38.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1686,9.3,33.4,78.2,58.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1687,25.4,39.7,85.0,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1688,26.5,31.6,85.0,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1689,11.7,45.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1690,21.9,9.3,56.0,53.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1691,27.1,41.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1692,27.0,19.5,73.6,57.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1693,6.9,9.8,40.1,50.1,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1694,21.7,6.4,49.7,49.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1695,8.8,6.4,34.0,46.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1696,21.6,46.0,85.0,58.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1697,26.5,23.0,79.6,59.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1698,9.8,4.5,28.5,45.2,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1699,20.9,18.1,63.9,55.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1700,5.1,16.5,43.2,50.5,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1701,16.7,14.9,53.1,52.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1702,8.2,39.4,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1703,22.8,42.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1704,17.3,5.0,41.1,48.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1705,17.0,20.8,66.9,56.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1706,14.0,28.8,74.0,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1707,12.3,14.8,50.6,49.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1708,21.6,19.8,70.7,56.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1709,7.4,35.2,77.5,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1710,23.5,47.8,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1711,5.2,25.9,61.6,54.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1712,17.5,13.1,51.8,50.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1713,14.8,31.7,81.2,57.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1714,16.0,22.6,67.5,56.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1715,6.4,13.1,40.4,47.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1716,7.6,35.9,76.0,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1717,10.7,13.2,44.7,51.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1718,14.5,36.5,85.0,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1719,21.5,3.9,41.9,50.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1720,15.5,8.1,41.3,50.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1721,8.8,3.3,28.0,47.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1722,8.2,6.5,34.9,49.5,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1723,8.8,44.3,85.0,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1724,16.3,27.2,75.6,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1725,27.9,27.4,85.0,59.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1726,13.3,27.1,72.2,56.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1727,15.1,32.1,83.7,57.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1728,23.2,18.1,69.2,56.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1729,14.1,47.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1730,7.5,44.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1731,25.9,15.4,66.6,57.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1732,19.0,11.0,55.5,50.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1733,17.9,43.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1734,22.0,15.6,65.5,54.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1735,26.7,10.2,56.1,54.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1736,26.0,24.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1737,19.5,31.4,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1738,14.9,42.7,85.0,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1739,20.7,9.3,54.3,53.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1740,7.7,40.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1741,10.0,34.1,79.1,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1742,17.5,40.7,85.0,58.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1743,27.3,6.8,56.4,50.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1744,18.8,33.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1745,25.5,33.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1746,8.8,20.1,60.5,55.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1747,22.9,27.9,85.0,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1748,23.8,14.8,64.2,54.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1749,12.8,15.0,49.5,52.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1750,13.5,38.9,85.0,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1751,7.6,19.4,50.0,52.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1752,22.2,27.1,81.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1753,21.5,47.8,85.0,56.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1754,26.7,29.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1755,27.3,44.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1756,27.5,26.3,85.0,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1757,13.7,43.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1758,6.2,42.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1759,21.1,6.1,47.5,54.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1760,24.5,12.8,60.5,55.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1761,17.4,35.6,85.0,58.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1762,24.5,43.6,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1763,25.1,21.5,74.7,57.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1764,23.9,17.3,68.5,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1765,18.2,14.3,53.7,52.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1766,18.5,17.9,61.9,52.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1767,21.1,20.2,69.2,57.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1768,18.5,27.1,78.6,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1769,6.3,47.8,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1770,10.1,41.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1771,23.4,29.0,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1772,24.2,24.4,82.6,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1773,11.6,23.2,65.2,52.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1774,19.2,6.0,45.4,50.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1775,20.4,15.2,59.2,54.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1776,22.3,18.9,67.3,53.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1777,6.1,36.4,77.0,56.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1778,26.0,31.5,85.0,56.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1779,15.4,19.2,64.8,55.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1780,17.1,9.6,44.1,50.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1781,21.2,29.7,82.1,56.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1782,14.8,29.6,75.2,56.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1783,14.8,37.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1784,16.0,14.5,52.2,51.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1785,27.8,5.4,53.6,53.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1786,18.9,23.6,74.4,57.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1787,8.1,9.1,36.1,52.0,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1788,8.1,45.4,85.0,57.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1789,21.4,36.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1790,20.8,38.4,85.0,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1791,8.9,17.1,49.1,52.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1792,21.5,27.5,83.4,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1793,9.1,22.9,58.3,55.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1794,5.3,14.0,43.7,49.2,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1795,9.8,16.8,49.9,53.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1796,15.7,25.1,68.4,55.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1797,20.7,12.8,55.3,50.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1798,10.7,32.3,76.0,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1799,10.9,5.1,36.5,47.5,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1800,24.9,32.0,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1801,9.3,44.8,85.0,59.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1802,19.0,17.0,62.9,52.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1803,20.1,8.0,50.9,49.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1804,18.5,13.5,61.9,56.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1805,7.4,10.4,38.0,49.2,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1806,12.2,38.1,85.0,58.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1807,16.2,6.3,40.5,50.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1808,17.2,46.5,85.0,57.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1809,17.9,18.6,63.2,56.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1810,14.4,27.0,70.8,56.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1811,15.9,29.1,74.8,56.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1812,23.3,33.7,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1813,21.8,26.4,85.0,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1814,25.5,14.5,62.7,55.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1815,17.0,10.7,48.6,50.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1816,10.5,19.1,55.2,52.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1817,13.5,17.3,53.3,51.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1818,9.3,18.6,53.3,52.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1819,18.4,23.1,71.0,59.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1820,7.1,10.8,37.3,49.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1821,20.4,24.1,77.2,57.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1822,11.5,29.2,72.4,55.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1823,14.0,14.9,52.1,54.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1824,13.6,36.1,85.0,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1825,20.4,32.4,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1826,6.1,9.4,32.9,48.2,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1827,25.9,21.2,75.8,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1828,10.1,24.7,64.6,54.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1829,27.0,43.9,85.0,57.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1830,21.8,29.9,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1831,5.9,33.9,73.4,57.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1832,17.2,3.5,37.6,47.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1833,15.8,12.4,50.5,54.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1834,21.9,18.8,68.6,56.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1835,26.0,5.4,49.2,50.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1836,17.5,35.3,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1837,7.5,42.8,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1838,9.0,37.5,81.6,59.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1839,11.9,35.0,83.7,58.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1840,9.2,19.9,52.6,53.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1841,20.8,35.5,85.0,58.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1842,15.1,33.0,80.7,57.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1843,16.4,20.3,65.6,56.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1844,22.4,16.5,64.4,55.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1845,27.8,40.9,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1846,5.4,43.7,85.0,58.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1847,6.3,45.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1848,27.0,20.0,80.4,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1849,26.9,29.8,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1850,23.9,12.5,59.9,53.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1851,21.3,29.1,83.5,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1852,23.2,38.9,85.0,58.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1853,18.0,22.8,70.2,54.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1854,26.6,14.4,67.8,57.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1855,15.7,9.8,48.9,50.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1856,17.6,36.3,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1857,15.7,23.6,69.3,54.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1858,21.0,4.6,44.3,50.9,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1859,9.7,36.3,80.4,59.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1860,17.4,24.4,74.3,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1861,7.3,19.3,52.3,53.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1862,6.7,27.3,64.0,55.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1863,11.1,19.3,56.2,52.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1864,16.9,24.7,72.2,53.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1865,6.9,3.6,24.8,46.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1866,6.8,21.8,53.0,53.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1867,7.1,45.9,85.0,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1868,11.6,33.5,81.2,58.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1869,17.6,24.9,78.8,58.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1870,17.6,27.9,75.9,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1871,17.0,10.3,48.8,49.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1872,13.0,35.6,81.8,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1873,14.7,36.5,85.0,59.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1874,27.6,35.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1875,7.9,46.4,85.0,59.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1876,27.8,3.3,51.1,54.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1877,15.5,44.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1878,23.8,24.0,77.7,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1879,16.5,41.8,85.0,59.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1880,12.0,36.2,84.6,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1881,7.6,39.4,80.8,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1882,17.3,21.3,68.4,56.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1883,20.3,40.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1884,19.5,7.3,47.7,50.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1885,7.8,42.6,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1886,21.0,12.1,54.6,54.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1887,25.7,34.8,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1888,25.7,4.3,49.5,51.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1889,23.1,20.8,71.6,54.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1890,10.6,5.6,29.9,46.0,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1891,26.6,20.0,77.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1892,5.5,28.9,65.0,56.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1893,27.2,46.1,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1894,26.2,22.4,80.6,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1895,26.4,27.5,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1896,25.3,3.9,47.9,50.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1897,7.6,19.1,48.3,53.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1898,19.4,40.2,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1899,6.0,7.3,30.5,47.7,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1900,6.8,39.5,82.6,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1901,26.3,20.3,78.0,58.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1902,19.8,42.1,85.0,57.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1903,5.8,35.3,76.5,57.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1904,17.9,22.8,70.1,55.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1905,17.8,7.1,44.8,49.2,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1906,27.3,8.2,55.4,50.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1907,19.4,43.2,85.0,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1908,25.8,47.7,85.0,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1909,18.7,17.9,61.8,55.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1910,28.0,41.8,85.0,60.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1911,23.1,46.2,85.0,59.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1912,11.7,25.1,66.0,55.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1913,12.8,32.3,78.8,57.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1914,8.8,33.2,75.8,57.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1915,21.6,13.5,60.3,52.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1916,20.2,4.0,45.4,48.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1917,5.4,41.8,83.3,58.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1918,10.6,22.3,58.9,54.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1919,17.3,23.3,69.7,59.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1920,5.9,14.0,39.5,49.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1921,11.9,45.0,85.0,58.9,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1922,8.8,16.9,46.0,48.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1923,7.8,13.4,41.6,49.8,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1924,9.1,20.5,52.6,51.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1925,9.9,43.5,85.0,58.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1926,13.2,6.9,39.4,49.4,Standard All-Wheel Drive Split (60:40)
SUBARU-XMODE-1927,16.2,23.3,68.8,54.0,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1928,22.3,46.5,85.0,58.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1929,16.9,26.2,72.2,58.1,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1930,16.1,9.5,45.5,50.7,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1931,14.0,22.2,62.6,55.6,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1932,8.0,22.2,56.4,54.2,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1933,26.0,6.4,53.7,50.5,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1934,19.9,32.1,85.0,59.4,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1935,25.5,36.2,85.0,58.3,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1936,21.4,10.0,56.4,53.8,X-Mode Deep Snow Traction Lock
SUBARU-XMODE-1937,13.2,33.2,81.7,58.1,X-Mode Deep Snow Traction Lock
