Driveline_Run_ID,Driveshaft_Speed_RPM,Driveline_Torque_Nm,Torsional_Vibration_G,Dynamic_Damping_Stiffness,Driveline_Smoothness
ALFA-GIORGIO-1584,6954,526.5,0.499,1216.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1585,4073,223.1,0.249,1450.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1586,4993,590.7,0.398,1273.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1587,1768,531.1,0.317,1502.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1588,6726,394.6,0.484,1215.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1589,3985,593.1,0.393,1379.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1590,6998,546.4,0.421,1204.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1591,4290,457.3,0.322,1409.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1592,4087,196.9,0.295,1457.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1593,3374,568.1,0.328,1461.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1594,2583,286.9,0.266,1537.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1595,7430,356.7,0.457,1337.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1596,3409,255.7,0.317,1415.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1597,1570,510.3,0.278,1410.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1598,3843,385.4,0.35,1360.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1599,2482,484.9,0.281,1476.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1600,3716,326.8,0.27,1423.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1601,2814,386.6,0.292,1438.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1602,6161,313.4,0.386,1341.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1603,6394,452.1,0.363,1395.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1604,2254,326.1,0.193,1620.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1605,4961,405.2,0.374,1438.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1606,7040,566.8,0.491,1213.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1607,5285,198.3,0.316,1386.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1608,5522,280.9,0.355,1322.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1609,5987,344.6,0.421,1292.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1610,5449,296.5,0.379,1377.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1611,2823,333.4,0.234,1511.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1612,6902,328.7,0.43,1296.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1613,5430,588.6,0.405,1365.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1614,6085,579.2,0.519,1237.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1615,4645,301.2,0.298,1380.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1616,3663,151.9,0.213,1533.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1617,3056,586.4,0.321,1426.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1618,7356,374.5,0.452,1225.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1619,6314,484.3,0.442,1327.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1620,3746,202.4,0.265,1551.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1621,7458,347.3,0.447,1232.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1622,4679,213.7,0.313,1377.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1623,5916,504.2,0.444,1205.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1624,5722,259.4,0.335,1419.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1625,3317,218.7,0.215,1574.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1626,3255,424.1,0.256,1534.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1627,3040,596.8,0.357,1359.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1628,6545,370.2,0.39,1293.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1629,2902,434.8,0.298,1364.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1630,5757,186.6,0.312,1394.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1631,1850,357.1,0.213,1543.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1632,7379,508.2,0.463,1215.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1633,2609,494.6,0.231,1497.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1634,4551,226.8,0.289,1445.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1635,4341,481.4,0.377,1348.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1636,3138,519.0,0.312,1399.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1637,4792,297.4,0.306,1493.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1638,5774,157.8,0.308,1312.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1639,6718,593.3,0.481,1216.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1640,5510,597.1,0.422,1319.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1641,4743,330.8,0.378,1431.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1642,7164,540.5,0.46,1220.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1643,7294,492.6,0.513,1203.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1644,2094,394.5,0.263,1520.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1645,4205,438.2,0.348,1378.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1646,6739,504.7,0.422,1234.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1647,7379,549.2,0.493,1227.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1648,5979,556.4,0.478,1212.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1649,4657,597.6,0.392,1291.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1650,6770,386.2,0.374,1400.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1651,1814,494.8,0.319,1414.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1652,4863,204.9,0.32,1469.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1653,3318,581.3,0.324,1471.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1654,3374,555.2,0.328,1396.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1655,5389,156.9,0.35,1361.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1656,3868,235.3,0.296,1400.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1657,4350,290.7,0.269,1410.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1658,3526,216.2,0.233,1541.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1659,4435,186.3,0.249,1558.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1660,6033,599.0,0.471,1223.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1661,5402,197.5,0.293,1345.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1662,5559,272.3,0.341,1371.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1663,2567,336.2,0.267,1422.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1664,3490,181.7,0.267,1444.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1665,1872,479.8,0.243,1484.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1666,6566,229.9,0.438,1258.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1667,3435,330.3,0.316,1418.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1668,3270,234.7,0.213,1531.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1669,1507,561.6,0.268,1474.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1670,6094,428.0,0.466,1195.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1671,6225,482.6,0.448,1270.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1672,3021,458.0,0.256,1489.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1673,7056,407.0,0.411,1331.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1674,2137,173.0,0.196,1587.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1675,2024,299.8,0.222,1493.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1676,2354,593.9,0.323,1480.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1677,5142,580.7,0.391,1283.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1678,3640,304.0,0.315,1445.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1679,6363,190.7,0.423,1345.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1680,4347,580.8,0.373,1334.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1681,7482,231.0,0.341,1407.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1682,2014,452.7,0.24,1533.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1683,7167,544.1,0.466,1307.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1684,6645,412.7,0.455,1288.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1685,5968,563.5,0.459,1249.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1686,3997,377.3,0.341,1360.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1687,2633,570.9,0.276,1517.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1688,6165,565.3,0.403,1229.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1689,1773,408.9,0.256,1502.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1690,1700,245.0,0.174,1633.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1691,6860,375.4,0.357,1410.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1692,6156,469.4,0.453,1314.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1693,2541,489.8,0.303,1425.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1694,3693,236.8,0.299,1420.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1695,6743,199.5,0.385,1352.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1696,1910,535.4,0.211,1543.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1697,7205,553.8,0.457,1221.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1698,3635,341.3,0.282,1404.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1699,5527,555.5,0.404,1251.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1700,6410,480.4,0.412,1276.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1701,4392,438.1,0.366,1351.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1702,7307,570.3,0.467,1162.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1703,4237,327.4,0.26,1589.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1704,5497,169.6,0.266,1464.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1705,2370,506.3,0.326,1417.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1706,4594,427.0,0.344,1379.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1707,4363,349.9,0.353,1320.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1708,2961,151.9,0.245,1575.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1709,6788,380.1,0.39,1372.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1710,6048,443.9,0.409,1259.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1711,3648,470.3,0.286,1512.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1712,7191,575.7,0.466,1233.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1713,2021,486.9,0.207,1589.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1714,3498,398.9,0.287,1528.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1715,2141,221.5,0.189,1589.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1716,3255,284.0,0.293,1473.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1717,6006,588.7,0.438,1234.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1718,6276,330.8,0.436,1285.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1719,3088,586.0,0.289,1455.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1720,3039,342.1,0.242,1543.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1721,2218,213.5,0.206,1476.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1722,3149,546.4,0.314,1388.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1723,3976,414.1,0.332,1376.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1724,3718,569.3,0.338,1424.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1725,4631,365.3,0.365,1427.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1726,4090,408.1,0.378,1393.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1727,6906,497.9,0.385,1285.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1728,4118,566.4,0.394,1277.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1729,6222,336.3,0.417,1283.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1730,6184,523.4,0.386,1380.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1731,7094,371.4,0.434,1291.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1732,3281,350.9,0.279,1382.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1733,2296,575.7,0.229,1512.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1734,2768,513.0,0.287,1502.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1735,4280,506.6,0.392,1302.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1736,5704,554.0,0.418,1295.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1737,4725,283.3,0.348,1363.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1738,3465,366.1,0.319,1454.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1739,2301,284.1,0.175,1591.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1740,5394,393.4,0.353,1386.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1741,6161,308.9,0.368,1328.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1742,2527,273.3,0.245,1470.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1743,1707,182.7,0.219,1654.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1744,1964,471.1,0.213,1514.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1745,5780,467.6,0.403,1254.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1746,2966,350.6,0.22,1544.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1747,5409,194.9,0.347,1389.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1748,6945,365.1,0.425,1243.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1749,1527,399.4,0.2,1532.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1750,4723,268.7,0.288,1520.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1751,3329,290.7,0.252,1484.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1752,5784,266.5,0.32,1422.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1753,5774,456.0,0.341,1382.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1754,3225,574.5,0.337,1428.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1755,3220,230.2,0.205,1518.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1756,3953,292.2,0.298,1492.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1757,6570,306.8,0.411,1310.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1758,6293,241.8,0.354,1376.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1759,5906,498.9,0.396,1301.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1760,4695,567.4,0.376,1433.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1761,6032,220.8,0.378,1377.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1762,3903,157.2,0.227,1494.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1763,5255,533.8,0.383,1363.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1764,6896,275.6,0.384,1373.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1765,3291,535.7,0.355,1361.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1766,3376,447.4,0.304,1388.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1767,2414,523.3,0.287,1468.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1768,4099,407.8,0.367,1350.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1769,7022,167.2,0.436,1305.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1770,3231,222.3,0.177,1576.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1771,3232,464.8,0.387,1379.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1772,2264,444.2,0.219,1549.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1773,7448,194.0,0.423,1283.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1774,5712,512.3,0.418,1320.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1775,4137,547.7,0.303,1449.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1776,4359,383.7,0.284,1447.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1777,4241,326.5,0.299,1432.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1778,5513,474.5,0.401,1364.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1779,4343,499.7,0.355,1395.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1780,1687,520.7,0.303,1405.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1781,4226,298.9,0.333,1380.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1782,3587,336.1,0.332,1411.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1783,3341,392.2,0.28,1505.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1784,4773,448.2,0.395,1339.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1785,4812,205.7,0.393,1279.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1786,5469,245.2,0.344,1417.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1787,5579,492.7,0.424,1343.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1788,5399,570.5,0.383,1367.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1789,5033,506.1,0.359,1379.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1790,5247,459.8,0.38,1367.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1791,3414,178.3,0.241,1507.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1792,5733,545.1,0.401,1395.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1793,4071,152.0,0.287,1431.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1794,4620,449.8,0.392,1319.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1795,6831,447.0,0.469,1292.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1796,6726,435.7,0.398,1293.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1797,5187,254.5,0.336,1391.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1798,2900,569.3,0.311,1299.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1799,5698,558.3,0.406,1307.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1800,5045,412.1,0.413,1327.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1801,7355,484.5,0.516,1185.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1802,4355,189.9,0.309,1439.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1803,4960,160.4,0.335,1357.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1804,7253,345.3,0.409,1310.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1805,3201,255.6,0.278,1453.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1806,1856,487.2,0.269,1542.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1807,5965,439.1,0.39,1409.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1808,5739,538.1,0.413,1277.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1809,4272,305.9,0.301,1447.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1810,5396,172.7,0.306,1391.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1811,4331,192.7,0.302,1470.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1812,3747,243.6,0.237,1561.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1813,2632,451.0,0.261,1510.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1814,3955,540.7,0.337,1449.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1815,4111,554.7,0.361,1407.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1816,1963,230.3,0.167,1612.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1817,4826,461.5,0.375,1271.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1818,5264,371.6,0.369,1345.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1819,6809,288.8,0.429,1257.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1820,7388,573.5,0.479,1213.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1821,4589,554.6,0.351,1334.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1822,5278,167.7,0.33,1400.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1823,6763,294.2,0.391,1328.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1824,4880,498.8,0.346,1333.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1825,6536,285.8,0.405,1343.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1826,3290,598.1,0.346,1389.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1827,2439,320.5,0.268,1421.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1828,7197,399.6,0.456,1236.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1829,5813,592.3,0.447,1298.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1830,6154,388.9,0.381,1366.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1831,2394,549.5,0.339,1381.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1832,2332,466.8,0.257,1516.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1833,4126,297.6,0.357,1341.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1834,5167,232.4,0.338,1380.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1835,3312,418.8,0.3,1413.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1836,6771,306.7,0.416,1317.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1837,6336,238.6,0.373,1349.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1838,3547,286.8,0.262,1424.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1839,2228,390.4,0.213,1554.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1840,4901,409.3,0.307,1381.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1841,4609,538.5,0.322,1431.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1842,5240,328.2,0.399,1415.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1843,2758,588.8,0.332,1376.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1844,6870,165.2,0.377,1364.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1845,6187,558.7,0.398,1236.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1846,1654,457.6,0.245,1459.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1847,2108,245.5,0.133,1625.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1848,5590,230.3,0.373,1356.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1849,6500,249.0,0.4,1368.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1850,6887,340.8,0.404,1439.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1851,3313,431.9,0.289,1442.3,Nominal Carbon-Fiber Driveline Balance
