Safety_Test_ID,Blade_Cell_Max_Temp_C,Thermal_Gradient_deg_s,Pack_Internal_Pressure_kPa,Adjacent_Cell_Temp_C,Thermal_Safety_Status
BYD-BLADE-1321,50.7,1.29,108.5,26.0,Nominal Pack Thermal Balance
BYD-BLADE-1322,48.6,0.69,105.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1323,80.0,3.14,110.8,33.0,Nominal Pack Thermal Balance
BYD-BLADE-1324,26.2,1.23,107.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1325,77.2,0.54,110.7,33.4,Nominal Pack Thermal Balance
BYD-BLADE-1326,29.3,0.96,105.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1327,41.2,0.07,103.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1328,83.9,0.32,112.2,34.4,Nominal Pack Thermal Balance
BYD-BLADE-1329,56.8,0.09,109.0,25.2,Nominal Pack Thermal Balance
BYD-BLADE-1330,64.6,0.21,107.4,28.0,Nominal Pack Thermal Balance
BYD-BLADE-1331,62.5,1.67,110.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1332,39.3,0.81,105.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1333,40.5,0.47,105.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1334,64.9,1.5,107.5,27.9,Nominal Pack Thermal Balance
BYD-BLADE-1335,59.3,1.21,110.1,27.6,Nominal Pack Thermal Balance
BYD-BLADE-1336,76.3,0.89,115.4,34.1,Nominal Pack Thermal Balance
BYD-BLADE-1337,79.4,0.16,107.8,36.3,Nominal Pack Thermal Balance
BYD-BLADE-1338,74.9,0.5,112.1,31.3,Nominal Pack Thermal Balance
BYD-BLADE-1339,53.8,0.03,108.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1340,89.4,1.04,115.3,40.4,Nominal Pack Thermal Balance
BYD-BLADE-1341,26.9,0.72,104.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1342,70.2,1.57,111.4,34.3,Nominal Pack Thermal Balance
BYD-BLADE-1343,81.8,0.49,112.2,37.2,Nominal Pack Thermal Balance
BYD-BLADE-1344,50.6,0.45,109.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1345,63.0,6.06,107.7,27.4,Nominal Pack Thermal Balance
BYD-BLADE-1346,29.0,0.04,105.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1347,72.1,0.99,112.0,34.6,Nominal Pack Thermal Balance
BYD-BLADE-1348,82.3,0.45,112.4,37.9,Nominal Pack Thermal Balance
BYD-BLADE-1349,39.2,0.65,106.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1350,38.0,0.61,103.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1351,88.2,2.02,112.9,41.0,Nominal Pack Thermal Balance
BYD-BLADE-1352,56.7,4.15,108.0,26.0,Nominal Pack Thermal Balance
BYD-BLADE-1353,35.5,0.65,106.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1354,44.8,2.76,109.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1355,89.2,0.18,110.9,38.6,Nominal Pack Thermal Balance
BYD-BLADE-1356,45.7,0.62,103.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1357,37.5,3.56,109.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1358,58.5,0.62,109.1,26.3,Nominal Pack Thermal Balance
BYD-BLADE-1359,76.4,1.13,109.3,36.2,Nominal Pack Thermal Balance
BYD-BLADE-1360,70.6,3.71,109.1,34.7,Nominal Pack Thermal Balance
BYD-BLADE-1361,52.0,2.9,110.0,26.4,Nominal Pack Thermal Balance
BYD-BLADE-1362,83.9,6.52,113.0,36.3,Localized Thermal Venting Intercept
BYD-BLADE-1363,66.8,1.17,108.4,30.0,Nominal Pack Thermal Balance
BYD-BLADE-1364,25.1,1.69,104.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1365,87.2,1.36,114.3,37.9,Nominal Pack Thermal Balance
BYD-BLADE-1366,64.2,0.45,107.3,28.6,Nominal Pack Thermal Balance
BYD-BLADE-1367,32.0,1.54,105.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1368,29.5,0.66,105.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1369,33.2,0.44,104.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1370,47.8,1.68,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1371,79.3,0.4,111.9,37.8,Nominal Pack Thermal Balance
BYD-BLADE-1372,62.4,0.28,107.4,30.3,Nominal Pack Thermal Balance
BYD-BLADE-1373,51.0,3.0,107.6,28.1,Nominal Pack Thermal Balance
BYD-BLADE-1374,82.2,0.07,109.9,35.4,Nominal Pack Thermal Balance
BYD-BLADE-1375,70.6,1.88,110.7,34.5,Nominal Pack Thermal Balance
BYD-BLADE-1376,81.1,0.07,112.4,36.2,Nominal Pack Thermal Balance
BYD-BLADE-1377,79.6,1.57,113.1,33.7,Nominal Pack Thermal Balance
BYD-BLADE-1378,47.3,0.12,109.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1379,37.2,1.36,105.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1380,90.9,1.99,110.8,42.5,Nominal Pack Thermal Balance
BYD-BLADE-1381,66.5,0.47,109.4,26.7,Nominal Pack Thermal Balance
BYD-BLADE-1382,69.8,0.97,108.3,32.3,Nominal Pack Thermal Balance
BYD-BLADE-1383,79.5,0.39,112.0,35.4,Nominal Pack Thermal Balance
BYD-BLADE-1384,47.9,3.78,105.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1385,50.1,0.07,106.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1386,82.2,5.03,112.9,35.6,Localized Thermal Venting Intercept
BYD-BLADE-1387,29.0,0.05,102.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1388,71.2,1.2,107.0,32.6,Nominal Pack Thermal Balance
BYD-BLADE-1389,67.0,8.5,109.2,29.4,Nominal Pack Thermal Balance
BYD-BLADE-1390,87.8,0.36,115.3,40.6,Nominal Pack Thermal Balance
BYD-BLADE-1391,36.5,0.84,103.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1392,78.3,1.29,108.9,34.5,Nominal Pack Thermal Balance
BYD-BLADE-1393,26.6,0.47,105.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1394,60.1,0.47,105.8,28.6,Nominal Pack Thermal Balance
BYD-BLADE-1395,68.0,2.31,109.2,30.7,Nominal Pack Thermal Balance
BYD-BLADE-1396,84.9,0.84,112.3,36.9,Nominal Pack Thermal Balance
BYD-BLADE-1397,25.1,2.08,102.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1398,43.6,0.09,106.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1399,40.5,1.12,106.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1400,93.4,0.19,113.7,42.1,Nominal Pack Thermal Balance
BYD-BLADE-1401,44.8,0.22,106.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1402,93.4,0.13,111.3,38.6,Nominal Pack Thermal Balance
BYD-BLADE-1403,66.6,3.71,109.9,29.8,Nominal Pack Thermal Balance
BYD-BLADE-1404,61.3,1.74,106.2,25.4,Nominal Pack Thermal Balance
BYD-BLADE-1405,85.1,0.5,110.9,38.2,Nominal Pack Thermal Balance
BYD-BLADE-1406,26.2,0.53,103.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1407,51.4,0.83,107.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1408,78.8,1.38,111.3,32.4,Nominal Pack Thermal Balance
BYD-BLADE-1409,27.1,0.04,107.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1410,45.1,0.66,105.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1411,31.1,0.67,106.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1412,69.7,1.37,110.9,35.3,Nominal Pack Thermal Balance
BYD-BLADE-1413,26.0,0.65,105.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1414,90.1,2.15,112.1,41.0,Nominal Pack Thermal Balance
BYD-BLADE-1415,71.8,1.03,111.8,31.4,Nominal Pack Thermal Balance
BYD-BLADE-1416,55.3,0.14,108.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1417,89.6,5.66,112.5,40.2,Localized Thermal Venting Intercept
BYD-BLADE-1418,25.3,0.33,103.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1419,93.7,0.01,114.5,41.7,Nominal Pack Thermal Balance
BYD-BLADE-1420,94.7,5.76,112.8,41.8,Localized Thermal Venting Intercept
BYD-BLADE-1421,44.9,0.43,108.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1422,46.5,1.93,106.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1423,66.7,0.14,110.7,29.3,Nominal Pack Thermal Balance
BYD-BLADE-1424,86.7,0.18,111.0,38.1,Nominal Pack Thermal Balance
BYD-BLADE-1425,32.7,0.25,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1426,88.2,1.87,113.1,41.4,Nominal Pack Thermal Balance
BYD-BLADE-1427,52.3,1.64,105.8,25.9,Nominal Pack Thermal Balance
BYD-BLADE-1428,43.2,2.3,106.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1429,42.1,0.87,106.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1430,79.0,0.33,112.4,38.4,Nominal Pack Thermal Balance
BYD-BLADE-1431,61.6,1.51,108.3,27.5,Nominal Pack Thermal Balance
BYD-BLADE-1432,88.0,4.62,111.2,37.9,Localized Thermal Venting Intercept
BYD-BLADE-1433,89.9,1.01,113.9,42.4,Nominal Pack Thermal Balance
BYD-BLADE-1434,69.5,0.7,111.1,34.1,Nominal Pack Thermal Balance
BYD-BLADE-1435,38.7,0.18,108.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1436,77.1,0.21,110.5,33.1,Nominal Pack Thermal Balance
BYD-BLADE-1437,26.1,1.19,103.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1438,82.6,1.12,109.6,37.7,Nominal Pack Thermal Balance
BYD-BLADE-1439,82.5,3.98,110.1,37.0,Localized Thermal Venting Intercept
BYD-BLADE-1440,50.0,1.27,106.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1441,35.2,0.57,105.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1442,80.3,1.26,110.4,38.5,Nominal Pack Thermal Balance
BYD-BLADE-1443,70.9,1.67,108.4,32.0,Nominal Pack Thermal Balance
BYD-BLADE-1444,39.3,0.09,105.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1445,71.5,0.9,111.9,34.9,Nominal Pack Thermal Balance
BYD-BLADE-1446,45.0,0.94,105.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1447,90.5,1.26,113.3,45.7,Nominal Pack Thermal Balance
BYD-BLADE-1448,74.8,0.8,111.7,32.0,Nominal Pack Thermal Balance
BYD-BLADE-1449,83.4,0.82,113.6,37.8,Nominal Pack Thermal Balance
BYD-BLADE-1450,59.4,2.53,107.8,26.4,Nominal Pack Thermal Balance
BYD-BLADE-1451,59.7,0.02,109.6,29.5,Nominal Pack Thermal Balance
BYD-BLADE-1452,81.8,1.87,112.2,36.9,Nominal Pack Thermal Balance
BYD-BLADE-1453,91.8,0.26,112.3,40.5,Nominal Pack Thermal Balance
BYD-BLADE-1454,27.3,0.03,104.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1455,30.6,2.29,108.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1456,42.4,0.27,106.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1457,36.0,0.67,106.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1458,28.0,2.1,106.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1459,74.1,0.28,110.4,32.9,Nominal Pack Thermal Balance
BYD-BLADE-1460,46.1,0.3,105.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1461,72.0,2.31,109.0,33.6,Nominal Pack Thermal Balance
BYD-BLADE-1462,89.4,0.4,110.0,40.2,Nominal Pack Thermal Balance
BYD-BLADE-1463,58.4,0.39,105.8,30.0,Nominal Pack Thermal Balance
BYD-BLADE-1464,70.8,0.87,108.3,32.7,Nominal Pack Thermal Balance
BYD-BLADE-1465,94.6,0.16,113.1,47.0,Nominal Pack Thermal Balance
BYD-BLADE-1466,48.4,0.92,107.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1467,79.7,0.85,115.4,37.5,Nominal Pack Thermal Balance
BYD-BLADE-1468,51.7,0.2,107.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1469,38.5,1.6,104.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1470,30.1,0.68,106.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1471,75.0,0.49,108.8,35.4,Nominal Pack Thermal Balance
BYD-BLADE-1472,49.8,0.21,109.7,27.8,Nominal Pack Thermal Balance
BYD-BLADE-1473,47.4,1.0,108.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1474,41.5,1.51,107.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1475,49.9,1.33,107.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1476,73.2,0.09,109.7,34.3,Nominal Pack Thermal Balance
BYD-BLADE-1477,51.8,0.88,108.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1478,25.8,2.17,105.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1479,69.9,0.52,109.1,32.4,Nominal Pack Thermal Balance
BYD-BLADE-1480,33.7,0.79,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1481,85.6,2.58,110.7,36.6,Nominal Pack Thermal Balance
BYD-BLADE-1482,47.0,0.92,106.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1483,49.8,0.43,105.4,26.0,Nominal Pack Thermal Balance
BYD-BLADE-1484,78.5,1.14,110.9,35.8,Nominal Pack Thermal Balance
BYD-BLADE-1485,79.8,2.16,108.5,37.3,Nominal Pack Thermal Balance
BYD-BLADE-1486,42.4,1.26,108.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1487,35.7,2.91,104.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1488,75.0,1.18,109.4,35.4,Nominal Pack Thermal Balance
BYD-BLADE-1489,44.7,0.99,107.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1490,27.9,0.4,103.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1491,63.3,0.14,112.6,29.6,Nominal Pack Thermal Balance
BYD-BLADE-1492,73.7,0.97,111.5,32.2,Nominal Pack Thermal Balance
BYD-BLADE-1493,35.4,0.47,104.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1494,51.7,4.39,106.8,25.1,Nominal Pack Thermal Balance
BYD-BLADE-1495,94.0,0.03,114.4,41.0,Nominal Pack Thermal Balance
BYD-BLADE-1496,38.7,1.47,104.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1497,27.6,0.44,105.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1498,49.2,1.6,107.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1499,38.4,1.74,105.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1500,69.7,0.01,111.5,35.2,Nominal Pack Thermal Balance
BYD-BLADE-1501,80.7,0.43,110.7,36.5,Nominal Pack Thermal Balance
BYD-BLADE-1502,77.7,1.64,111.3,33.5,Nominal Pack Thermal Balance
BYD-BLADE-1503,71.4,0.52,110.4,32.5,Nominal Pack Thermal Balance
BYD-BLADE-1504,94.7,0.39,111.4,41.3,Nominal Pack Thermal Balance
BYD-BLADE-1505,33.9,0.31,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1506,25.9,1.27,104.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1507,76.0,1.23,109.2,33.0,Nominal Pack Thermal Balance
BYD-BLADE-1508,34.9,1.05,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1509,77.2,1.39,111.2,36.5,Nominal Pack Thermal Balance
BYD-BLADE-1510,47.8,0.65,103.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1511,53.0,1.03,109.1,26.9,Nominal Pack Thermal Balance
BYD-BLADE-1512,34.7,1.6,104.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1513,31.5,0.71,107.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1514,60.9,0.01,108.9,28.2,Nominal Pack Thermal Balance
BYD-BLADE-1515,33.1,0.85,103.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1516,73.5,1.03,111.9,32.2,Nominal Pack Thermal Balance
BYD-BLADE-1517,65.2,1.26,109.6,28.0,Nominal Pack Thermal Balance
BYD-BLADE-1518,93.7,0.66,110.7,41.9,Nominal Pack Thermal Balance
BYD-BLADE-1519,66.6,1.11,110.2,28.2,Nominal Pack Thermal Balance
BYD-BLADE-1520,34.5,0.21,102.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1521,60.1,0.41,110.6,26.6,Nominal Pack Thermal Balance
BYD-BLADE-1522,64.6,0.57,109.4,31.0,Nominal Pack Thermal Balance
BYD-BLADE-1523,38.2,1.06,106.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1524,31.9,0.82,105.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1525,27.9,1.67,104.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1526,30.7,0.41,102.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1527,78.6,0.54,110.6,34.0,Nominal Pack Thermal Balance
BYD-BLADE-1528,44.6,1.23,107.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1529,77.0,2.22,108.3,32.4,Nominal Pack Thermal Balance
BYD-BLADE-1530,82.7,1.25,114.1,35.7,Nominal Pack Thermal Balance
BYD-BLADE-1531,52.5,0.97,108.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1532,56.2,0.39,106.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1533,94.4,0.19,112.4,41.3,Nominal Pack Thermal Balance
BYD-BLADE-1534,84.6,0.01,112.2,39.7,Nominal Pack Thermal Balance
BYD-BLADE-1535,82.6,0.84,112.1,39.6,Nominal Pack Thermal Balance
BYD-BLADE-1536,86.8,0.69,111.5,34.9,Nominal Pack Thermal Balance
BYD-BLADE-1537,89.5,0.57,112.3,40.0,Nominal Pack Thermal Balance
BYD-BLADE-1538,85.8,3.15,114.5,37.4,Nominal Pack Thermal Balance
BYD-BLADE-1539,84.2,0.69,111.0,40.1,Nominal Pack Thermal Balance
BYD-BLADE-1540,37.8,5.27,105.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1541,89.3,1.76,112.2,44.4,Nominal Pack Thermal Balance
BYD-BLADE-1542,34.4,2.33,105.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1543,71.6,0.27,110.6,32.7,Nominal Pack Thermal Balance
BYD-BLADE-1544,30.8,0.25,103.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1545,90.2,0.39,110.9,39.6,Nominal Pack Thermal Balance
BYD-BLADE-1546,56.4,0.92,106.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1547,38.2,0.69,106.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1548,27.3,0.22,104.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1549,40.5,3.67,105.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1550,74.0,0.27,109.8,33.4,Nominal Pack Thermal Balance
BYD-BLADE-1551,38.1,1.74,107.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1552,82.8,0.54,113.9,36.4,Nominal Pack Thermal Balance
BYD-BLADE-1553,85.0,0.82,113.8,41.3,Nominal Pack Thermal Balance
BYD-BLADE-1554,59.3,1.09,108.6,27.2,Nominal Pack Thermal Balance
BYD-BLADE-1555,72.6,1.22,108.8,31.7,Nominal Pack Thermal Balance
BYD-BLADE-1556,91.8,0.99,115.3,41.1,Nominal Pack Thermal Balance
BYD-BLADE-1557,33.6,2.94,104.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1558,51.5,0.02,108.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1559,59.4,0.73,107.9,25.6,Nominal Pack Thermal Balance
BYD-BLADE-1560,87.7,0.28,113.2,38.6,Nominal Pack Thermal Balance
BYD-BLADE-1561,79.9,0.2,111.2,34.8,Nominal Pack Thermal Balance
BYD-BLADE-1562,64.8,3.84,109.5,32.1,Nominal Pack Thermal Balance
BYD-BLADE-1563,27.1,0.07,103.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1564,82.9,1.69,110.7,37.1,Nominal Pack Thermal Balance
BYD-BLADE-1565,35.9,0.8,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1566,58.1,0.31,106.1,30.1,Nominal Pack Thermal Balance
BYD-BLADE-1567,50.7,0.13,107.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1568,30.2,2.49,105.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1569,70.3,1.64,110.1,32.5,Nominal Pack Thermal Balance
BYD-BLADE-1570,43.4,2.25,106.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1571,76.3,0.03,111.0,34.1,Nominal Pack Thermal Balance
BYD-BLADE-1572,89.8,1.28,112.9,42.6,Nominal Pack Thermal Balance
BYD-BLADE-1573,88.4,0.21,115.8,40.1,Nominal Pack Thermal Balance
BYD-BLADE-1574,66.6,0.96,107.1,26.3,Nominal Pack Thermal Balance
BYD-BLADE-1575,87.1,0.83,109.2,38.5,Nominal Pack Thermal Balance
BYD-BLADE-1576,61.0,0.26,107.3,26.7,Nominal Pack Thermal Balance
BYD-BLADE-1577,55.1,0.61,107.7,26.1,Nominal Pack Thermal Balance
BYD-BLADE-1578,75.6,0.13,109.8,35.5,Nominal Pack Thermal Balance
BYD-BLADE-1579,38.2,2.1,108.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1580,53.4,0.66,105.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1581,78.8,0.24,107.3,36.2,Nominal Pack Thermal Balance
BYD-BLADE-1582,58.1,0.59,111.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1583,66.0,0.23,109.3,26.6,Nominal Pack Thermal Balance
BYD-BLADE-1584,58.8,1.6,109.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1585,80.2,1.38,113.7,34.7,Nominal Pack Thermal Balance
BYD-BLADE-1586,66.0,1.42,108.4,26.3,Nominal Pack Thermal Balance
BYD-BLADE-1587,78.2,1.57,113.8,38.5,Nominal Pack Thermal Balance
BYD-BLADE-1588,70.0,1.8,109.4,31.4,Nominal Pack Thermal Balance
BYD-BLADE-1589,34.9,0.17,107.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1590,32.3,5.21,103.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1591,61.7,0.88,109.2,26.3,Nominal Pack Thermal Balance
BYD-BLADE-1592,52.4,3.24,106.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1593,92.8,2.48,112.8,39.3,Nominal Pack Thermal Balance
BYD-BLADE-1594,49.3,0.15,104.5,26.0,Nominal Pack Thermal Balance
BYD-BLADE-1595,92.4,1.24,111.6,39.0,Nominal Pack Thermal Balance
BYD-BLADE-1596,86.3,4.33,112.2,35.6,Localized Thermal Venting Intercept
BYD-BLADE-1597,45.7,1.28,107.7,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1598,64.0,0.14,107.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1599,85.0,0.65,112.7,34.3,Nominal Pack Thermal Balance
BYD-BLADE-1600,25.1,6.45,105.1,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1601,31.5,0.36,103.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1602,80.0,2.47,113.2,35.5,Nominal Pack Thermal Balance
BYD-BLADE-1603,27.0,6.84,106.4,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1604,45.1,2.46,106.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1605,64.5,0.04,108.3,28.8,Nominal Pack Thermal Balance
BYD-BLADE-1606,51.5,1.17,108.8,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1607,53.7,1.6,110.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1608,68.2,1.38,109.8,34.2,Nominal Pack Thermal Balance
BYD-BLADE-1609,59.7,1.75,110.8,26.6,Nominal Pack Thermal Balance
BYD-BLADE-1610,74.3,0.13,109.0,34.0,Nominal Pack Thermal Balance
BYD-BLADE-1611,40.1,0.28,107.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1612,89.3,0.31,111.7,42.9,Nominal Pack Thermal Balance
BYD-BLADE-1613,92.7,2.08,110.6,41.0,Nominal Pack Thermal Balance
BYD-BLADE-1614,27.8,1.35,105.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1615,66.7,0.92,108.4,33.3,Nominal Pack Thermal Balance
BYD-BLADE-1616,68.8,0.81,111.2,30.6,Nominal Pack Thermal Balance
BYD-BLADE-1617,66.9,0.17,109.4,30.6,Nominal Pack Thermal Balance
BYD-BLADE-1618,76.7,0.08,109.2,34.6,Nominal Pack Thermal Balance
BYD-BLADE-1619,75.3,1.19,110.6,34.0,Nominal Pack Thermal Balance
BYD-BLADE-1620,39.2,1.97,104.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1621,80.5,1.91,112.5,35.1,Nominal Pack Thermal Balance
BYD-BLADE-1622,64.9,0.67,108.9,30.8,Nominal Pack Thermal Balance
BYD-BLADE-1623,48.5,0.74,106.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1624,42.8,3.36,107.5,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1625,93.5,0.35,114.5,42.8,Nominal Pack Thermal Balance
BYD-BLADE-1626,94.5,0.83,111.9,38.2,Nominal Pack Thermal Balance
BYD-BLADE-1627,62.6,4.44,106.7,27.9,Nominal Pack Thermal Balance
BYD-BLADE-1628,58.7,0.83,106.6,26.2,Nominal Pack Thermal Balance
BYD-BLADE-1629,44.2,0.17,104.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1630,30.6,2.63,105.3,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1631,54.2,0.61,107.0,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1632,90.2,2.85,111.2,42.4,Nominal Pack Thermal Balance
BYD-BLADE-1633,55.1,1.04,109.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1634,92.2,0.69,112.0,39.8,Nominal Pack Thermal Balance
BYD-BLADE-1635,45.3,1.2,107.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1636,67.2,3.13,107.3,30.9,Nominal Pack Thermal Balance
BYD-BLADE-1637,62.2,0.0,110.3,29.9,Nominal Pack Thermal Balance
BYD-BLADE-1638,76.5,2.45,110.8,35.7,Nominal Pack Thermal Balance
BYD-BLADE-1639,56.0,0.1,108.2,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1640,36.6,3.13,105.6,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1641,38.3,0.1,104.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1642,60.1,0.08,107.9,25.0,Nominal Pack Thermal Balance
BYD-BLADE-1643,91.2,0.64,111.5,41.8,Nominal Pack Thermal Balance
