Cold_Start_ID,Ambient_Temp_C,Heated_Fuel_Rail_Temp_C,Direct_Injection_Pressure_Bar,Ethanol_Vaporization_pct,Engine_Crank_Time_s,Ignition_Status
BIOFLEX-E100-1639,-4.4,58.2,244.8,65.8,1.69,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1640,-1.9,45.0,207.7,55.0,1.75,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1641,16.3,67.8,248.5,76.8,1.41,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1642,12.0,64.3,235.0,76.7,1.41,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1643,13.3,65.4,237.6,74.5,1.42,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1644,26.4,82.8,263.2,93.7,1.14,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1645,30.8,77.2,252.5,90.2,1.11,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1646,-0.3,46.9,215.3,55.8,1.76,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1647,0.7,61.8,241.0,70.4,1.72,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1648,18.1,66.5,231.2,75.9,1.47,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1649,4.6,66.3,236.8,79.4,1.27,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1650,14.2,66.0,245.0,76.5,1.55,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1651,17.6,64.7,238.7,74.6,1.54,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1652,5.2,62.2,221.9,72.0,1.58,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1653,23.5,74.3,259.7,84.6,1.19,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1654,5.6,54.3,216.7,60.9,1.63,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1655,7.5,58.9,226.1,65.8,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1656,5.7,60.5,226.9,70.7,1.5,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1657,14.7,67.1,245.4,78.0,1.23,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1658,3.1,59.2,227.4,67.6,1.57,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1659,15.6,72.2,239.3,82.4,1.22,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1660,15.3,76.9,246.2,89.4,1.19,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1661,20.9,68.7,247.3,78.2,1.4,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1662,24.2,70.4,258.3,83.6,1.41,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1663,0.5,51.8,236.3,59.9,1.61,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1664,-3.9,59.5,228.8,69.5,1.47,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1665,-2.3,53.4,221.9,59.5,1.71,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1666,29.8,80.5,267.9,95.5,1.07,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1667,19.4,73.1,251.1,86.5,1.2,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1668,2.8,51.6,225.1,62.1,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1669,28.2,75.2,249.8,89.9,1.28,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1670,-4.3,58.1,233.2,67.7,1.53,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1671,13.1,70.8,235.2,76.3,1.41,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1672,27.1,85.4,258.7,97.7,1.19,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1673,17.9,68.3,250.1,79.0,1.32,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1674,25.9,84.1,254.9,97.4,1.27,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1675,31.3,86.1,269.8,99.8,0.91,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1676,23.2,76.7,246.5,85.9,1.29,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1677,3.4,56.1,226.7,64.8,1.54,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1678,1.3,55.2,224.7,66.7,1.6,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1679,-1.3,45.0,210.1,55.0,1.77,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1680,-0.8,61.9,251.6,69.9,1.58,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1681,6.7,70.7,255.2,81.5,1.36,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1682,19.9,71.1,244.3,81.3,1.3,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1683,2.3,48.6,218.3,56.9,1.82,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1684,30.6,77.9,265.1,91.5,1.27,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1685,11.7,58.6,244.1,70.6,1.49,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1686,2.2,49.1,223.7,55.2,1.84,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1687,-1.3,45.0,203.5,55.0,1.72,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1688,15.2,62.7,250.2,72.7,1.37,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1689,29.0,82.0,245.1,92.9,0.95,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1690,6.4,67.0,234.6,79.4,1.48,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1691,-2.4,45.9,210.2,57.5,1.9,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1692,31.7,83.7,260.5,96.3,0.99,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1693,21.7,68.4,242.9,78.8,1.4,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1694,26.0,81.3,266.8,89.7,1.27,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1695,24.2,70.3,246.3,80.4,1.38,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1696,18.3,73.3,256.6,86.4,1.29,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1697,-0.3,56.7,224.5,63.9,1.65,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1698,9.6,58.8,241.7,68.8,1.75,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1699,1.5,54.2,225.9,62.3,1.84,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1700,-0.1,45.9,217.2,56.0,1.99,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1701,4.6,56.3,234.8,65.9,1.62,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1702,20.2,76.8,261.8,89.4,1.22,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1703,7.8,57.5,233.6,66.7,1.62,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1704,3.6,55.0,233.4,61.2,1.55,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1705,-3.4,46.0,202.0,55.3,1.78,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1706,1.2,51.3,227.9,56.2,2.01,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1707,26.3,76.8,247.9,87.0,1.09,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1708,14.8,66.5,232.5,75.4,1.52,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1709,11.2,67.5,243.9,78.4,1.44,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1710,7.8,66.4,236.8,76.5,1.49,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1711,4.0,56.4,220.3,61.5,1.61,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1712,4.7,53.4,235.3,65.3,1.68,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1713,9.6,55.8,215.1,63.7,1.71,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1714,6.7,67.4,237.0,75.2,1.28,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1715,25.2,77.5,247.7,90.4,1.05,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1716,5.6,63.6,230.0,73.2,1.48,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1717,-3.4,45.0,215.6,55.0,1.85,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1718,4.0,56.2,222.3,63.7,1.7,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1719,-2.2,45.0,198.6,55.0,1.91,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1720,27.5,86.7,272.5,98.6,1.22,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1721,11.6,68.5,245.4,79.8,1.35,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1722,3.3,55.6,223.0,66.7,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1723,-1.9,59.9,229.1,71.7,1.82,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1724,0.8,53.0,220.0,64.3,1.7,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1725,6.3,66.4,238.9,79.4,1.36,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1726,-4.1,58.9,238.8,64.3,1.57,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1727,-1.7,58.6,224.1,66.6,1.7,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1728,10.9,66.0,248.9,75.8,1.45,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1729,6.7,56.7,222.9,68.9,1.65,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1730,1.7,57.6,236.2,67.5,1.62,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1731,25.6,80.0,263.2,91.3,1.14,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1732,17.4,74.3,234.7,89.3,1.06,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1733,23.1,84.5,255.9,97.3,1.0,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1734,13.4,74.1,252.8,90.6,1.31,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1735,28.4,76.8,255.1,87.1,1.17,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1736,6.8,61.3,221.1,73.3,1.5,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1737,-1.9,52.4,231.2,60.8,1.79,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1738,-0.1,49.0,211.4,55.4,1.84,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1739,11.2,65.7,246.3,78.6,1.4,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1740,8.8,72.0,233.0,85.4,1.38,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1741,0.8,46.0,212.6,55.0,1.92,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1742,9.9,57.0,225.5,66.2,1.58,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1743,23.0,75.8,252.5,87.2,1.21,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1744,8.5,71.8,241.6,83.7,1.22,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1745,17.2,64.1,242.3,73.7,1.45,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1746,-2.0,51.8,224.5,59.6,1.67,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1747,19.9,75.2,231.5,87.0,1.27,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1748,27.8,88.0,260.5,99.8,0.98,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1749,-0.3,51.0,216.5,58.4,1.84,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1750,4.7,50.5,206.2,60.1,1.83,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1751,14.7,78.5,264.6,89.3,1.2,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1752,10.9,73.5,255.0,84.9,1.35,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1753,8.5,64.7,237.0,71.7,1.54,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1754,9.5,68.3,234.2,75.5,1.42,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1755,28.2,80.4,253.2,93.0,1.17,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1756,14.9,70.8,240.8,81.3,1.36,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1757,29.5,87.5,272.8,99.8,0.93,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1758,12.0,67.6,240.1,76.2,1.47,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1759,12.7,75.9,258.7,86.5,1.21,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1760,1.6,57.2,227.6,66.1,1.77,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1761,2.2,66.0,244.0,78.0,1.32,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1762,-1.3,52.4,230.7,63.5,1.65,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1763,27.5,79.2,258.9,93.8,1.22,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1764,26.4,88.0,262.6,98.2,1.08,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1765,22.5,72.5,250.7,83.6,1.35,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1766,13.7,69.1,245.5,78.0,1.37,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1767,8.8,70.0,247.3,79.4,1.43,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1768,4.2,52.3,219.2,58.8,1.78,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1769,-3.0,53.6,215.5,62.6,1.65,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1770,-0.7,50.4,213.3,57.2,1.64,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1771,25.1,82.6,262.0,97.2,1.07,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1772,28.4,88.0,267.1,99.8,0.97,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1773,27.0,77.2,253.7,89.2,1.13,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1774,10.5,55.8,235.0,63.6,1.77,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1775,0.4,46.5,208.7,55.0,1.77,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1776,29.7,88.0,271.4,99.8,1.14,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1777,27.4,87.9,269.6,99.8,1.11,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1778,-2.8,55.8,228.5,64.6,1.44,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1779,18.9,71.2,247.3,84.9,1.28,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1780,7.5,64.4,248.0,78.1,1.36,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1781,27.4,78.5,264.0,91.7,1.21,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1782,2.8,51.9,230.7,58.3,1.67,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1783,13.3,67.4,251.2,74.4,1.43,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1784,31.1,88.0,269.4,99.8,1.0,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1785,13.5,70.0,253.5,85.8,1.25,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1786,12.5,66.7,228.6,80.0,1.32,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1787,5.2,51.7,228.2,59.7,1.61,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1788,12.5,65.4,244.2,78.3,1.43,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1789,2.1,60.3,227.9,70.0,1.66,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1790,-4.8,55.1,220.1,63.7,1.68,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1791,-1.6,46.2,216.7,55.0,1.85,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1792,-4.0,56.8,222.6,68.0,1.68,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1793,1.0,60.9,219.9,68.3,1.62,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1794,30.1,80.6,267.2,93.1,1.21,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1795,17.0,74.7,248.9,87.4,1.26,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1796,3.5,63.1,245.8,75.0,1.52,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1797,31.0,85.8,278.5,99.8,0.96,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1798,14.8,73.8,245.7,82.7,1.33,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1799,1.5,58.6,228.9,69.5,1.4,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1800,-1.5,63.1,239.2,72.4,1.53,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1801,25.0,75.7,255.2,86.4,1.19,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1802,0.2,55.5,229.3,66.6,1.65,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1803,-2.5,45.0,208.7,55.0,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1804,24.3,76.8,260.1,90.0,1.08,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1805,5.0,62.5,232.8,74.4,1.41,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1806,21.3,73.2,248.0,82.7,1.15,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1807,7.2,64.6,229.2,77.7,1.36,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1808,29.6,75.2,256.5,82.9,1.27,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1809,28.8,82.7,254.9,95.2,1.1,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1810,2.9,66.6,239.7,76.9,1.62,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1811,27.0,75.6,251.6,84.9,1.42,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1812,31.9,88.0,281.1,99.8,0.99,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1813,-4.7,55.5,235.1,65.4,1.69,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1814,10.3,68.2,243.3,78.7,1.32,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1815,-2.1,59.6,248.9,67.4,1.56,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1816,28.5,81.7,253.3,90.3,1.02,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1817,21.2,80.2,277.0,95.3,1.2,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1818,-4.5,47.7,220.9,59.3,1.83,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1819,10.9,66.0,251.4,76.6,1.33,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1820,7.1,71.6,231.0,82.1,1.37,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1821,-3.0,45.0,223.6,55.0,1.89,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1822,20.0,81.4,264.1,95.2,1.19,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1823,4.3,58.0,240.5,64.7,1.75,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1824,9.6,72.8,250.5,83.3,1.26,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1825,21.0,76.3,248.6,90.5,1.31,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1826,23.1,85.2,263.7,97.4,1.12,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1827,31.4,86.1,259.1,99.8,0.95,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1828,28.9,88.0,256.8,99.8,0.83,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1829,30.4,88.0,263.4,99.8,0.95,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1830,15.6,72.0,251.7,84.1,1.3,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1831,31.1,88.0,269.3,99.8,0.97,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1832,27.3,88.0,266.0,97.3,1.15,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1833,-0.6,60.0,236.5,63.4,1.42,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1834,16.6,70.4,247.2,79.6,1.59,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1835,-4.2,45.3,209.6,55.0,1.92,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1836,10.0,73.3,265.2,84.8,1.11,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1837,25.1,75.5,244.7,84.7,1.39,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1838,17.8,72.6,241.0,83.5,1.25,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1839,16.6,65.1,228.0,76.6,1.32,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1840,13.6,70.4,234.9,80.8,1.3,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1841,31.2,84.6,270.9,96.9,0.96,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1842,-0.5,62.7,233.1,72.9,1.57,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1843,10.2,70.9,240.1,82.0,1.4,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1844,22.5,73.6,237.5,82.5,1.33,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1845,28.1,85.3,259.9,98.1,1.04,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1846,29.3,82.2,250.5,96.7,1.06,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1847,20.6,76.6,250.6,88.3,1.22,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1848,28.7,84.6,261.5,99.8,1.0,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1849,15.6,62.8,239.0,73.0,1.6,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1850,0.8,49.3,210.8,59.2,1.82,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1851,7.0,70.4,246.8,83.2,1.42,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1852,13.9,70.2,240.0,85.2,1.19,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1853,-0.6,52.4,222.5,59.2,1.66,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1854,31.8,85.3,264.9,94.7,1.0,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1855,2.1,65.9,242.3,76.2,1.26,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1856,30.9,88.0,271.0,99.8,1.07,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1857,13.2,64.0,246.2,75.0,1.41,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1858,2.8,64.6,246.7,74.2,1.43,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1859,23.8,70.4,247.5,82.0,1.19,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1860,25.8,70.9,249.0,79.6,1.29,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1861,10.6,59.9,238.8,67.2,1.51,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1862,16.4,80.1,255.1,92.7,1.23,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1863,8.1,53.2,227.5,62.9,1.76,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1864,1.0,61.0,221.1,69.1,1.54,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1865,8.5,64.8,248.4,72.7,1.52,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1866,17.9,76.0,254.4,88.2,1.14,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1867,27.8,72.9,239.4,80.5,1.34,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1868,13.8,63.3,233.1,72.7,1.63,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1869,-2.3,54.3,226.7,62.3,1.82,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1870,0.3,58.9,236.8,68.9,1.76,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1871,17.9,69.9,242.0,80.8,1.27,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1872,24.3,70.0,241.2,83.6,1.33,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1873,9.8,56.8,216.6,68.9,1.63,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1874,19.3,73.1,244.7,83.6,1.39,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1875,25.6,83.2,272.0,97.6,0.96,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1876,23.5,72.2,248.8,85.6,1.23,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1877,1.1,58.1,230.1,65.6,1.69,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1878,19.5,72.9,253.1,85.9,1.28,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1879,6.9,55.8,229.7,64.4,1.69,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1880,5.5,60.2,232.3,64.8,1.78,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1881,19.6,67.0,243.8,75.0,1.32,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1882,23.3,74.1,250.6,86.0,1.42,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1883,21.7,70.7,248.4,84.4,1.05,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1884,-2.0,45.0,188.4,55.0,1.68,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1885,17.3,64.2,231.8,71.1,1.57,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1886,23.5,79.2,259.0,90.7,1.08,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1887,4.4,54.4,198.2,60.8,1.67,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1888,23.1,80.3,265.6,94.7,1.26,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1889,6.6,55.0,228.4,63.9,1.71,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1890,6.4,61.3,225.0,70.1,1.53,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1891,3.5,52.5,222.1,60.7,1.73,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1892,21.2,69.3,223.9,80.2,1.41,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1893,12.4,65.5,239.9,75.3,1.21,Extended Rail Pre-Heating Cycle
BIOFLEX-E100-1894,21.9,81.9,262.9,98.6,1.01,Instant E100 Cold-Start Ignition (<1.0s)
BIOFLEX-E100-1895,1.0,65.2,245.2,73.2,1.47,Extended Rail Pre-Heating Cycle
