eAxle_Event_ID,Vehicle_Speed_kmh,Demanded_Torque_Nm,Clutch_Disconnect_Duration_ms,Friction_Drag_Loss_Joules,Disconnection_Quality
MAGNA-eAXLE-1584,79.6,97.2,50.0,404.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1585,69.5,197.9,45.7,534.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1586,134.3,255.8,53.8,792.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1587,122.7,96.8,51.9,379.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1588,154.7,427.0,60.6,2192.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1589,109.5,433.7,52.2,1821.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1590,111.7,219.2,56.7,753.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1591,71.7,112.7,42.6,395.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1592,68.9,253.5,46.6,1012.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1593,91.5,172.2,49.8,656.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1594,80.9,384.3,44.8,1229.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1595,72.7,176.0,46.0,639.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1596,143.4,358.1,57.7,1100.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1597,61.4,165.4,41.2,497.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1598,105.8,157.2,51.6,550.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1599,55.7,80.7,46.4,228.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1600,129.3,203.0,52.2,774.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1601,111.4,356.9,51.8,1326.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1602,110.4,165.1,40.7,355.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1603,137.3,116.1,55.2,515.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1604,127.9,298.1,52.4,1153.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1605,75.0,143.6,48.8,531.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1606,64.9,332.9,44.6,906.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1607,101.9,190.1,51.5,659.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1608,43.5,369.9,36.4,877.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1609,119.3,411.7,51.5,1624.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1610,97.9,343.9,44.8,870.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1611,62.1,275.1,43.4,631.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1612,111.5,333.2,48.3,823.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1613,95.7,298.0,48.4,682.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1614,113.4,110.6,53.2,504.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1615,120.6,440.8,43.9,911.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1616,121.4,186.2,45.4,471.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1617,139.2,71.2,51.5,293.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1618,62.4,230.8,47.5,767.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1619,47.0,253.3,36.9,685.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1620,111.6,100.0,46.6,317.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1621,75.6,180.5,44.7,516.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1622,93.5,359.4,49.0,1397.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1623,103.9,228.5,45.7,691.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1624,117.2,57.0,55.8,219.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1625,105.8,55.5,55.0,224.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1626,75.3,433.4,39.8,807.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1627,137.4,288.3,51.0,1243.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1628,81.3,209.1,47.1,706.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1629,113.4,368.8,55.0,1528.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1630,63.4,434.2,49.4,1038.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1631,147.6,81.4,56.6,387.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1632,154.8,177.0,55.2,517.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1633,85.7,442.2,42.6,969.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1634,125.2,178.8,55.1,685.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1635,64.8,142.7,40.9,322.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1636,98.0,120.8,51.2,318.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1637,127.6,330.8,56.7,1454.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1638,136.2,139.8,56.5,470.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1639,54.8,67.2,38.5,143.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1640,95.7,246.5,44.2,719.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1641,89.7,198.4,62.6,932.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1642,126.8,163.2,55.1,432.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1643,128.8,423.5,56.9,1923.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1644,50.3,201.3,38.6,461.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1645,68.7,52.3,41.9,146.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1646,48.4,338.2,42.3,1125.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1647,64.1,423.3,40.0,1083.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1648,56.3,372.3,42.4,774.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1649,118.8,194.1,42.6,469.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1650,59.9,355.0,48.1,1324.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1651,101.4,79.9,50.5,252.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1652,150.0,371.2,60.2,1776.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1653,58.9,260.9,41.7,838.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1654,64.4,225.6,42.8,745.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1655,126.9,117.3,47.8,333.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1656,132.6,139.4,52.7,407.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1657,141.6,56.7,56.0,162.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1658,135.8,132.0,61.0,692.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1659,62.8,180.1,41.7,544.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1660,97.9,137.6,44.1,454.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1661,43.7,307.1,42.7,685.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1662,135.3,242.6,55.0,1046.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1663,154.4,246.5,50.2,1033.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1664,101.1,208.7,48.3,803.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1665,154.1,128.2,55.0,478.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1666,105.0,314.0,51.9,1020.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1667,117.7,368.9,53.1,1633.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1668,118.0,137.5,54.5,387.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1669,146.7,385.1,52.5,1091.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1670,78.0,234.6,48.0,829.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1671,141.1,169.8,51.7,460.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1672,100.8,261.7,51.7,773.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1673,59.6,382.6,42.7,1322.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1674,105.1,440.7,49.8,1086.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1675,142.4,142.1,54.8,485.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1676,117.3,176.0,49.3,635.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1677,64.8,449.9,40.5,1179.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1678,88.4,160.6,46.0,554.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1679,155.4,95.3,47.2,326.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1680,90.4,50.5,43.6,144.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1681,62.0,442.5,45.6,1153.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1682,135.0,125.1,58.6,530.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1683,63.5,319.1,42.9,939.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1684,115.9,325.5,52.5,1061.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1685,78.4,380.8,39.5,1145.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1686,52.8,414.6,38.5,1377.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1687,122.4,231.6,55.2,755.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1688,101.8,128.1,55.0,588.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1689,139.1,281.7,53.1,853.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1690,143.3,382.9,54.1,1232.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1691,50.5,196.6,37.6,473.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1692,65.4,176.8,49.1,554.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1693,101.8,211.3,48.9,654.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1694,158.0,125.0,47.9,432.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1695,75.8,416.3,38.9,978.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1696,95.0,396.5,48.1,1440.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1697,117.9,68.7,49.1,195.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1698,94.3,393.3,53.0,1046.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1699,148.3,437.5,54.5,1262.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1700,82.7,339.7,35.9,597.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1701,149.4,209.4,58.2,798.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1702,113.8,164.1,47.3,670.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1703,156.7,138.2,55.2,402.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1704,147.1,65.6,52.8,248.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1705,42.0,306.3,39.3,681.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1706,145.3,295.3,58.3,1383.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1707,157.6,388.6,58.7,1511.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1708,89.7,182.3,43.7,459.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1709,66.1,121.1,43.3,328.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1710,155.8,57.0,53.7,210.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1711,123.2,58.6,54.9,225.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1712,134.8,204.2,52.6,716.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1713,108.9,175.8,48.2,728.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1714,99.1,237.1,46.8,846.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1715,123.4,338.8,50.2,1449.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1716,105.6,431.6,51.3,1627.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1717,103.6,202.9,45.6,644.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1718,130.9,446.4,53.8,2039.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1719,52.7,276.3,35.1,697.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1720,100.8,89.5,47.9,242.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1721,55.7,311.8,44.5,1009.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1722,42.6,68.1,38.4,201.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1723,40.2,126.1,43.0,282.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1724,60.5,424.2,39.8,1222.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1725,128.8,103.9,54.5,275.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1726,73.9,211.7,44.2,678.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1727,82.6,82.6,38.0,249.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1728,77.3,386.8,49.2,1330.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1729,73.5,329.5,44.8,1228.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1730,46.9,212.0,35.1,540.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1731,93.4,438.9,44.8,1278.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1732,99.5,141.0,48.9,416.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1733,110.0,174.4,47.6,525.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1734,138.2,267.0,47.7,1052.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1735,150.1,142.7,59.7,400.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1736,89.0,351.1,48.9,1476.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1737,131.9,188.7,52.5,809.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1738,69.0,411.5,45.6,1294.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1739,40.8,204.8,29.7,482.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1740,126.9,192.7,52.9,745.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1741,43.7,66.1,43.6,214.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1742,159.5,165.5,54.8,765.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1743,54.2,382.5,47.3,847.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1744,134.8,263.6,54.5,1205.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1745,80.9,133.5,44.9,416.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1746,93.6,176.3,49.4,439.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1747,126.8,135.2,45.2,356.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1748,70.6,246.3,44.5,949.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1749,104.1,197.4,45.2,585.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1750,135.4,363.6,57.4,1329.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1751,156.1,152.4,59.7,633.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1752,103.0,411.6,48.3,1202.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1753,71.3,85.7,46.4,224.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1754,72.2,97.2,46.8,373.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1755,107.9,256.2,46.2,618.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1756,114.6,345.1,47.4,1213.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1757,148.3,201.7,60.0,896.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1758,141.7,253.1,56.0,804.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1759,135.8,422.8,50.5,1563.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1760,43.7,347.9,41.4,1069.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1761,60.1,402.3,43.1,1197.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1762,104.6,353.8,47.2,959.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1763,116.5,51.8,48.4,143.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1764,101.2,73.8,48.5,264.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1765,74.0,344.5,47.1,1206.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1766,48.0,168.1,47.3,684.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1767,149.4,236.7,52.8,628.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1768,104.1,311.5,50.3,1084.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1769,58.2,381.7,50.1,1317.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1770,67.3,268.0,46.4,719.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1771,87.2,93.4,49.1,355.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1772,129.0,92.8,52.6,236.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1773,109.8,443.9,44.8,1184.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1774,114.6,151.1,54.2,435.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1775,139.1,288.6,52.7,955.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1776,69.7,278.3,44.7,937.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1777,114.1,325.9,51.1,823.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1778,129.8,70.4,53.4,227.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1779,127.9,283.8,46.4,971.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1780,117.4,177.3,54.7,558.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1781,94.0,328.1,52.5,884.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1782,62.6,228.7,42.1,543.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1783,74.2,299.2,44.4,1091.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1784,127.1,297.0,51.8,1021.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1785,45.7,290.1,40.6,946.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1786,154.4,363.5,53.9,1394.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1787,79.8,429.2,40.4,1287.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1788,78.4,218.7,57.0,713.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1789,111.4,69.5,49.9,192.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1790,108.1,160.9,40.6,442.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1791,102.2,435.6,47.5,1260.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1792,85.9,238.5,44.3,752.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1793,116.2,370.2,50.6,1158.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1794,55.4,310.4,40.4,756.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1795,82.0,443.8,49.5,1573.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1796,111.8,405.4,50.3,957.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1797,117.3,254.5,50.3,655.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1798,151.4,211.6,55.4,845.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1799,135.9,158.3,49.8,557.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1800,56.0,320.0,41.7,1122.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1801,137.4,362.7,57.5,1085.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1802,111.8,420.1,41.8,1079.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1803,49.0,132.8,28.8,215.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1804,112.0,398.1,49.2,1473.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1805,85.8,343.9,50.2,1230.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1806,95.4,444.7,41.9,1005.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1807,60.7,75.1,41.8,220.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1808,128.2,333.3,52.5,1191.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1809,46.4,412.2,46.0,1522.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1810,135.1,184.9,58.6,778.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1811,126.2,139.1,57.5,639.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1812,75.4,278.1,50.0,1000.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1813,97.5,112.0,46.5,254.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1814,97.8,173.2,44.2,552.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1815,47.2,69.0,37.7,197.0,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1816,61.9,350.8,44.8,1086.6,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1817,88.2,392.3,42.6,1399.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1818,77.0,304.8,49.0,1243.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1819,141.3,75.8,52.4,240.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1820,64.5,345.3,36.9,681.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1821,86.0,297.8,53.5,951.9,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1822,129.9,167.5,48.5,513.2,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1823,111.8,286.5,46.1,682.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1824,152.2,423.8,49.3,1798.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1825,95.8,247.5,49.4,620.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1826,159.7,344.6,68.0,1168.8,Engagement Shock / Slow Disconnect
MAGNA-eAXLE-1827,41.9,54.0,41.8,195.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1828,105.3,374.5,47.5,1118.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1829,41.0,403.8,44.7,1430.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1830,113.0,178.7,47.7,656.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1831,98.8,353.1,47.5,807.3,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1832,68.3,287.2,48.4,778.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1833,54.4,232.3,47.5,811.4,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1834,90.0,375.9,44.7,1289.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1835,147.1,77.9,51.9,335.7,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1836,43.2,200.4,43.2,667.5,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1837,91.6,203.2,43.9,471.1,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1838,55.2,191.3,38.9,480.8,Optimal Smooth AWD Disconnect (<55ms)
MAGNA-eAXLE-1839,42.4,108.3,43.5,346.7,Optimal Smooth AWD Disconnect (<55ms)
