Timestamp,Hour_of_Day,Day_of_Week,Station_Location,Grid_Power_kW,Active_Stalls,Electricity_Rate_kWh,Forecast_Demand_kW
2026-06-04 08:00,8,Thursday,Downtown Metro Hub,554.9,4,0.18,558.7
2026-06-04 08:00,8,Thursday,Tech Corridor Supercharger,512.7,4,0.18,519.8
2026-06-04 08:00,8,Thursday,Airport Transit Hub,319.9,2,0.18,324.8
2026-06-04 08:00,8,Thursday,Suburban Plaza,316.5,2,0.18,323.3
2026-06-04 09:00,9,Thursday,Downtown Metro Hub,748.9,6,0.18,788.2
2026-06-04 09:00,9,Thursday,Tech Corridor Supercharger,599.8,4,0.18,624.4
2026-06-04 09:00,9,Thursday,Airport Transit Hub,468.0,3,0.18,449.5
2026-06-04 09:00,9,Thursday,Suburban Plaza,446.9,3,0.18,470.5
2026-06-04 10:00,10,Thursday,Downtown Metro Hub,947.5,7,0.18,992.3
2026-06-04 10:00,10,Thursday,Tech Corridor Supercharger,798.0,6,0.18,780.1
2026-06-04 10:00,10,Thursday,Airport Transit Hub,526.4,4,0.18,523.0
2026-06-04 10:00,10,Thursday,Suburban Plaza,523.8,4,0.18,528.5
2026-06-04 11:00,11,Thursday,Downtown Metro Hub,1137.8,9,0.18,1098.6
2026-06-04 11:00,11,Thursday,Tech Corridor Supercharger,881.2,7,0.18,880.4
2026-06-04 11:00,11,Thursday,Airport Transit Hub,614.7,5,0.18,630.6
2026-06-04 11:00,11,Thursday,Suburban Plaza,734.0,6,0.18,704.1
2026-06-04 12:00,12,Thursday,Downtown Metro Hub,1174.1,9,0.18,1194.1
2026-06-04 12:00,12,Thursday,Tech Corridor Supercharger,937.1,7,0.18,989.3
2026-06-04 12:00,12,Thursday,Airport Transit Hub,709.0,5,0.18,746.2
2026-06-04 12:00,12,Thursday,Suburban Plaza,684.3,5,0.18,681.0
2026-06-04 13:00,13,Thursday,Downtown Metro Hub,1120.4,9,0.18,1108.5
2026-06-04 13:00,13,Thursday,Tech Corridor Supercharger,928.1,7,0.18,858.8
2026-06-04 13:00,13,Thursday,Airport Transit Hub,679.2,5,0.18,679.2
2026-06-04 13:00,13,Thursday,Suburban Plaza,592.5,4,0.18,613.8
2026-06-04 14:00,14,Thursday,Downtown Metro Hub,1043.8,8,0.18,1034.0
2026-06-04 14:00,14,Thursday,Tech Corridor Supercharger,812.5,6,0.18,762.9
2026-06-04 14:00,14,Thursday,Airport Transit Hub,584.0,4,0.18,542.7
2026-06-04 14:00,14,Thursday,Suburban Plaza,552.3,4,0.18,517.7
2026-06-04 15:00,15,Thursday,Downtown Metro Hub,730.7,6,0.18,744.8
2026-06-04 15:00,15,Thursday,Tech Corridor Supercharger,576.1,4,0.18,559.2
2026-06-04 15:00,15,Thursday,Airport Transit Hub,451.2,3,0.18,453.2
2026-06-04 15:00,15,Thursday,Suburban Plaza,439.6,3,0.18,448.1
2026-06-04 16:00,16,Thursday,Downtown Metro Hub,562.6,4,0.42,603.3
2026-06-04 16:00,16,Thursday,Tech Corridor Supercharger,430.5,3,0.42,428.0
2026-06-04 16:00,16,Thursday,Airport Transit Hub,387.7,3,0.42,381.6
2026-06-04 16:00,16,Thursday,Suburban Plaza,389.9,3,0.42,390.2
2026-06-04 17:00,17,Thursday,Downtown Metro Hub,398.4,3,0.42,393.8
2026-06-04 17:00,17,Thursday,Tech Corridor Supercharger,282.6,2,0.42,270.2
2026-06-04 17:00,17,Thursday,Airport Transit Hub,231.7,1,0.42,231.2
2026-06-04 17:00,17,Thursday,Suburban Plaza,236.1,1,0.42,237.0
2026-06-04 18:00,18,Thursday,Downtown Metro Hub,349.1,2,0.42,357.5
2026-06-04 18:00,18,Thursday,Tech Corridor Supercharger,320.9,2,0.42,301.6
2026-06-04 18:00,18,Thursday,Airport Transit Hub,198.4,1,0.42,184.7
2026-06-04 18:00,18,Thursday,Suburban Plaza,189.0,1,0.42,195.0
2026-06-04 19:00,19,Thursday,Downtown Metro Hub,383.5,3,0.42,370.0
2026-06-04 19:00,19,Thursday,Tech Corridor Supercharger,305.0,2,0.42,302.0
2026-06-04 19:00,19,Thursday,Airport Transit Hub,243.8,2,0.42,236.9
2026-06-04 19:00,19,Thursday,Suburban Plaza,230.9,1,0.42,224.7
2026-06-04 20:00,20,Thursday,Downtown Metro Hub,566.7,4,0.42,550.2
2026-06-04 20:00,20,Thursday,Tech Corridor Supercharger,437.3,3,0.42,452.7
2026-06-04 20:00,20,Thursday,Airport Transit Hub,349.6,2,0.42,374.1
2026-06-04 20:00,20,Thursday,Suburban Plaza,368.6,3,0.42,373.4
2026-06-04 21:00,21,Thursday,Downtown Metro Hub,774.5,6,0.42,752.4
2026-06-04 21:00,21,Thursday,Tech Corridor Supercharger,638.9,5,0.42,618.7
2026-06-04 21:00,21,Thursday,Airport Transit Hub,504.0,4,0.42,527.4
2026-06-04 21:00,21,Thursday,Suburban Plaza,408.6,3,0.42,399.1
2026-06-04 22:00,22,Thursday,Downtown Metro Hub,983.8,8,0.18,911.3
2026-06-04 22:00,22,Thursday,Tech Corridor Supercharger,706.5,5,0.18,674.0
2026-06-04 22:00,22,Thursday,Airport Transit Hub,550.8,4,0.18,554.6
2026-06-04 22:00,22,Thursday,Suburban Plaza,539.1,4,0.18,578.0
2026-06-04 23:00,23,Thursday,Downtown Metro Hub,1086.4,9,0.18,1162.8
2026-06-04 23:00,23,Thursday,Tech Corridor Supercharger,886.6,7,0.18,879.8
2026-06-04 23:00,23,Thursday,Airport Transit Hub,669.7,5,0.18,664.8
2026-06-04 23:00,23,Thursday,Suburban Plaza,674.7,5,0.18,667.0
2026-06-05 00:00,0,Friday,Downtown Metro Hub,1242.1,10,0.18,1286.9
2026-06-05 00:00,0,Friday,Tech Corridor Supercharger,956.2,7,0.18,924.6
2026-06-05 00:00,0,Friday,Airport Transit Hub,720.9,6,0.18,700.3
2026-06-05 00:00,0,Friday,Suburban Plaza,653.9,5,0.18,697.8
2026-06-05 01:00,1,Friday,Downtown Metro Hub,1105.0,9,0.18,1101.1
2026-06-05 01:00,1,Friday,Tech Corridor Supercharger,851.8,7,0.18,816.5
2026-06-05 01:00,1,Friday,Airport Transit Hub,630.2,5,0.18,616.3
2026-06-05 01:00,1,Friday,Suburban Plaza,571.2,4,0.18,555.9
2026-06-05 02:00,2,Friday,Downtown Metro Hub,983.4,8,0.18,1033.9
2026-06-05 02:00,2,Friday,Tech Corridor Supercharger,794.8,6,0.18,780.8
2026-06-05 02:00,2,Friday,Airport Transit Hub,536.3,4,0.18,523.1
2026-06-05 02:00,2,Friday,Suburban Plaza,579.3,4,0.18,557.2
2026-06-05 03:00,3,Friday,Downtown Metro Hub,775.2,6,0.18,771.0
2026-06-05 03:00,3,Friday,Tech Corridor Supercharger,631.9,5,0.18,622.3
2026-06-05 03:00,3,Friday,Airport Transit Hub,520.9,4,0.18,510.3
2026-06-05 03:00,3,Friday,Suburban Plaza,432.5,3,0.18,428.3
2026-06-05 04:00,4,Friday,Downtown Metro Hub,575.7,4,0.18,531.2
2026-06-05 04:00,4,Friday,Tech Corridor Supercharger,484.8,4,0.18,498.5
2026-06-05 04:00,4,Friday,Airport Transit Hub,391.7,3,0.18,390.6
2026-06-05 04:00,4,Friday,Suburban Plaza,306.4,2,0.18,296.5
2026-06-05 05:00,5,Friday,Downtown Metro Hub,331.9,2,0.18,331.8
2026-06-05 05:00,5,Friday,Tech Corridor Supercharger,282.7,2,0.18,272.8
2026-06-05 05:00,5,Friday,Airport Transit Hub,211.2,1,0.18,207.8
2026-06-05 05:00,5,Friday,Suburban Plaza,245.0,2,0.18,247.2
2026-06-05 06:00,6,Friday,Downtown Metro Hub,374.9,3,0.18,356.7
2026-06-05 06:00,6,Friday,Tech Corridor Supercharger,346.8,2,0.18,325.1
2026-06-05 06:00,6,Friday,Airport Transit Hub,152.7,1,0.18,147.6
2026-06-05 06:00,6,Friday,Suburban Plaza,185.9,1,0.18,185.8
2026-06-05 07:00,7,Friday,Downtown Metro Hub,420.8,3,0.18,427.7
2026-06-05 07:00,7,Friday,Tech Corridor Supercharger,295.2,2,0.18,281.6
2026-06-05 07:00,7,Friday,Airport Transit Hub,185.1,1,0.18,192.2
2026-06-05 07:00,7,Friday,Suburban Plaza,200.2,1,0.18,192.4
2026-06-05 08:00,8,Friday,Downtown Metro Hub,547.8,4,0.18,523.8
2026-06-05 08:00,8,Friday,Tech Corridor Supercharger,428.9,3,0.18,446.8
2026-06-05 08:00,8,Friday,Airport Transit Hub,332.8,2,0.18,327.9
2026-06-05 08:00,8,Friday,Suburban Plaza,279.2,2,0.18,265.8
2026-06-05 09:00,9,Friday,Downtown Metro Hub,753.4,6,0.18,732.1
2026-06-05 09:00,9,Friday,Tech Corridor Supercharger,571.9,4,0.18,565.0
2026-06-05 09:00,9,Friday,Airport Transit Hub,423.5,3,0.18,389.4
2026-06-05 09:00,9,Friday,Suburban Plaza,477.0,3,0.18,513.6
2026-06-05 10:00,10,Friday,Downtown Metro Hub,1007.9,8,0.18,1017.4
2026-06-05 10:00,10,Friday,Tech Corridor Supercharger,757.7,6,0.18,765.0
2026-06-05 10:00,10,Friday,Airport Transit Hub,522.7,4,0.18,504.2
2026-06-05 10:00,10,Friday,Suburban Plaza,563.2,4,0.18,587.8
2026-06-05 11:00,11,Friday,Downtown Metro Hub,1137.3,9,0.18,1041.2
2026-06-05 11:00,11,Friday,Tech Corridor Supercharger,914.3,7,0.18,902.9
2026-06-05 11:00,11,Friday,Airport Transit Hub,599.3,4,0.18,592.9
2026-06-05 11:00,11,Friday,Suburban Plaza,707.5,5,0.18,736.1
2026-06-05 12:00,12,Friday,Downtown Metro Hub,1179.8,9,0.18,1190.3
2026-06-05 12:00,12,Friday,Tech Corridor Supercharger,953.9,7,0.18,896.7
2026-06-05 12:00,12,Friday,Airport Transit Hub,640.3,5,0.18,669.4
2026-06-05 12:00,12,Friday,Suburban Plaza,654.4,5,0.18,669.6
2026-06-05 13:00,13,Friday,Downtown Metro Hub,1201.4,10,0.18,1254.7
2026-06-05 13:00,13,Friday,Tech Corridor Supercharger,940.0,7,0.18,974.4
2026-06-05 13:00,13,Friday,Airport Transit Hub,739.0,6,0.18,767.0
2026-06-05 13:00,13,Friday,Suburban Plaza,674.3,5,0.18,692.9
2026-06-05 14:00,14,Friday,Downtown Metro Hub,973.4,8,0.18,990.9
2026-06-05 14:00,14,Friday,Tech Corridor Supercharger,775.9,6,0.18,795.7
2026-06-05 14:00,14,Friday,Airport Transit Hub,595.4,4,0.18,629.2
2026-06-05 14:00,14,Friday,Suburban Plaza,535.8,4,0.18,526.1
2026-06-05 15:00,15,Friday,Downtown Metro Hub,827.6,6,0.18,818.6
2026-06-05 15:00,15,Friday,Tech Corridor Supercharger,612.7,5,0.18,600.4
2026-06-05 15:00,15,Friday,Airport Transit Hub,463.8,3,0.18,446.6
2026-06-05 15:00,15,Friday,Suburban Plaza,436.1,3,0.18,442.0
2026-06-05 16:00,16,Friday,Downtown Metro Hub,504.8,4,0.42,502.3
2026-06-05 16:00,16,Friday,Tech Corridor Supercharger,481.7,4,0.42,497.4
2026-06-05 16:00,16,Friday,Airport Transit Hub,285.4,2,0.42,280.6
2026-06-05 16:00,16,Friday,Suburban Plaza,341.5,2,0.42,337.0
2026-06-05 17:00,17,Friday,Downtown Metro Hub,412.0,3,0.42,433.3
2026-06-05 17:00,17,Friday,Tech Corridor Supercharger,338.5,2,0.42,346.3
2026-06-05 17:00,17,Friday,Airport Transit Hub,211.2,1,0.42,206.2
2026-06-05 17:00,17,Friday,Suburban Plaza,270.3,2,0.42,276.1
2026-06-05 18:00,18,Friday,Downtown Metro Hub,285.2,2,0.42,295.2
2026-06-05 18:00,18,Friday,Tech Corridor Supercharger,367.1,3,0.42,373.3
2026-06-05 18:00,18,Friday,Airport Transit Hub,162.4,1,0.42,167.6
2026-06-05 18:00,18,Friday,Suburban Plaza,199.4,1,0.42,205.1
2026-06-05 19:00,19,Friday,Downtown Metro Hub,412.7,3,0.42,391.0
2026-06-05 19:00,19,Friday,Tech Corridor Supercharger,267.2,2,0.42,266.3
2026-06-05 19:00,19,Friday,Airport Transit Hub,326.5,2,0.42,334.7
2026-06-05 19:00,19,Friday,Suburban Plaza,219.7,1,0.42,225.4
2026-06-05 20:00,20,Friday,Downtown Metro Hub,544.9,4,0.42,566.4
2026-06-05 20:00,20,Friday,Tech Corridor Supercharger,425.6,3,0.42,432.2
2026-06-05 20:00,20,Friday,Airport Transit Hub,314.0,2,0.42,327.2
2026-06-05 20:00,20,Friday,Suburban Plaza,319.6,2,0.42,333.7
2026-06-05 21:00,21,Friday,Downtown Metro Hub,723.6,6,0.42,745.4
2026-06-05 21:00,21,Friday,Tech Corridor Supercharger,580.1,4,0.42,564.8
2026-06-05 21:00,21,Friday,Airport Transit Hub,404.5,3,0.42,405.3
2026-06-05 21:00,21,Friday,Suburban Plaza,454.7,3,0.42,464.2
2026-06-05 22:00,22,Friday,Downtown Metro Hub,930.7,7,0.18,966.3
2026-06-05 22:00,22,Friday,Tech Corridor Supercharger,708.7,5,0.18,725.1
2026-06-05 22:00,22,Friday,Airport Transit Hub,556.0,4,0.18,557.2
2026-06-05 22:00,22,Friday,Suburban Plaza,577.7,4,0.18,580.9
2026-06-05 23:00,23,Friday,Downtown Metro Hub,1058.4,8,0.18,1125.1
2026-06-05 23:00,23,Friday,Tech Corridor Supercharger,867.2,7,0.18,890.3
2026-06-05 23:00,23,Friday,Airport Transit Hub,610.4,5,0.18,659.8
2026-06-05 23:00,23,Friday,Suburban Plaza,685.6,5,0.18,693.5
2026-06-06 00:00,0,Saturday,Downtown Metro Hub,1181.6,9,0.18,1258.1
2026-06-06 00:00,0,Saturday,Tech Corridor Supercharger,903.8,7,0.18,903.0
2026-06-06 00:00,0,Saturday,Airport Transit Hub,716.9,5,0.18,718.7
2026-06-06 00:00,0,Saturday,Suburban Plaza,783.0,6,0.18,784.5
2026-06-06 01:00,1,Saturday,Downtown Metro Hub,1141.7,9,0.18,1172.9
2026-06-06 01:00,1,Saturday,Tech Corridor Supercharger,924.1,7,0.18,826.3
2026-06-06 01:00,1,Saturday,Airport Transit Hub,602.2,5,0.18,637.8
2026-06-06 01:00,1,Saturday,Suburban Plaza,772.7,6,0.18,760.5
2026-06-06 02:00,2,Saturday,Downtown Metro Hub,965.7,8,0.18,923.5
2026-06-06 02:00,2,Saturday,Tech Corridor Supercharger,871.5,7,0.18,813.5
2026-06-06 02:00,2,Saturday,Airport Transit Hub,489.7,4,0.18,501.5
2026-06-06 02:00,2,Saturday,Suburban Plaza,701.0,5,0.18,676.9
2026-06-06 03:00,3,Saturday,Downtown Metro Hub,807.4,6,0.18,827.2
2026-06-06 03:00,3,Saturday,Tech Corridor Supercharger,625.6,5,0.18,627.6
2026-06-06 03:00,3,Saturday,Airport Transit Hub,410.9,3,0.18,396.9
2026-06-06 03:00,3,Saturday,Suburban Plaza,499.8,4,0.18,513.8
2026-06-06 04:00,4,Saturday,Downtown Metro Hub,530.6,4,0.18,565.0
2026-06-06 04:00,4,Saturday,Tech Corridor Supercharger,350.3,2,0.18,333.5
2026-06-06 04:00,4,Saturday,Airport Transit Hub,337.6,2,0.18,329.2
2026-06-06 04:00,4,Saturday,Suburban Plaza,426.5,3,0.18,424.0
2026-06-06 05:00,5,Saturday,Downtown Metro Hub,357.8,2,0.18,336.9
2026-06-06 05:00,5,Saturday,Tech Corridor Supercharger,346.8,2,0.18,376.6
2026-06-06 05:00,5,Saturday,Airport Transit Hub,229.6,1,0.18,230.9
2026-06-06 05:00,5,Saturday,Suburban Plaza,340.9,2,0.18,336.6
2026-06-06 06:00,6,Saturday,Downtown Metro Hub,375.5,3,0.18,361.7
2026-06-06 06:00,6,Saturday,Tech Corridor Supercharger,286.2,2,0.18,274.5
2026-06-06 06:00,6,Saturday,Airport Transit Hub,207.0,1,0.18,208.4
2026-06-06 06:00,6,Saturday,Suburban Plaza,314.7,2,0.18,315.2
2026-06-06 07:00,7,Saturday,Downtown Metro Hub,406.2,3,0.18,412.2
2026-06-06 07:00,7,Saturday,Tech Corridor Supercharger,323.8,2,0.18,306.2
2026-06-06 07:00,7,Saturday,Airport Transit Hub,221.2,1,0.18,220.0
2026-06-06 07:00,7,Saturday,Suburban Plaza,352.7,2,0.18,364.3
2026-06-06 08:00,8,Saturday,Downtown Metro Hub,496.0,4,0.18,506.3
2026-06-06 08:00,8,Saturday,Tech Corridor Supercharger,367.5,3,0.18,354.9
2026-06-06 08:00,8,Saturday,Airport Transit Hub,345.7,2,0.18,356.9
2026-06-06 08:00,8,Saturday,Suburban Plaza,385.4,3,0.18,407.7
2026-06-06 09:00,9,Saturday,Downtown Metro Hub,819.6,6,0.18,811.2
2026-06-06 09:00,9,Saturday,Tech Corridor Supercharger,643.5,5,0.18,645.2
2026-06-06 09:00,9,Saturday,Airport Transit Hub,470.5,3,0.18,470.1
2026-06-06 09:00,9,Saturday,Suburban Plaza,576.3,4,0.18,590.7
2026-06-06 10:00,10,Saturday,Downtown Metro Hub,975.1,8,0.18,987.8
2026-06-06 10:00,10,Saturday,Tech Corridor Supercharger,837.7,6,0.18,799.5
2026-06-06 10:00,10,Saturday,Airport Transit Hub,601.0,5,0.18,648.0
2026-06-06 10:00,10,Saturday,Suburban Plaza,697.4,5,0.18,706.0
2026-06-06 11:00,11,Saturday,Downtown Metro Hub,1154.5,9,0.18,1245.8
2026-06-06 11:00,11,Saturday,Tech Corridor Supercharger,968.3,8,0.18,1019.5
2026-06-06 11:00,11,Saturday,Airport Transit Hub,632.8,5,0.18,625.0
2026-06-06 11:00,11,Saturday,Suburban Plaza,721.2,6,0.18,716.7
2026-06-06 12:00,12,Saturday,Downtown Metro Hub,1198.1,9,0.18,1153.1
2026-06-06 12:00,12,Saturday,Tech Corridor Supercharger,914.3,7,0.18,889.3
2026-06-06 12:00,12,Saturday,Airport Transit Hub,724.9,6,0.18,713.9
2026-06-06 12:00,12,Saturday,Suburban Plaza,827.7,6,0.18,832.4
2026-06-06 13:00,13,Saturday,Downtown Metro Hub,1079.8,8,0.18,1118.5
2026-06-06 13:00,13,Saturday,Tech Corridor Supercharger,911.2,7,0.18,959.5
2026-06-06 13:00,13,Saturday,Airport Transit Hub,671.5,5,0.18,669.7
2026-06-06 13:00,13,Saturday,Suburban Plaza,737.4,6,0.18,747.4
2026-06-06 14:00,14,Saturday,Downtown Metro Hub,924.6,7,0.18,936.1
2026-06-06 14:00,14,Saturday,Tech Corridor Supercharger,752.8,6,0.18,770.6
2026-06-06 14:00,14,Saturday,Airport Transit Hub,560.1,4,0.18,566.8
2026-06-06 14:00,14,Saturday,Suburban Plaza,608.3,5,0.18,590.4
2026-06-06 15:00,15,Saturday,Downtown Metro Hub,704.9,5,0.18,705.2
2026-06-06 15:00,15,Saturday,Tech Corridor Supercharger,615.6,5,0.18,645.1
2026-06-06 15:00,15,Saturday,Airport Transit Hub,427.0,3,0.18,443.6
2026-06-06 15:00,15,Saturday,Suburban Plaza,598.8,4,0.18,618.9
2026-06-06 16:00,16,Saturday,Downtown Metro Hub,579.7,4,0.42,563.0
2026-06-06 16:00,16,Saturday,Tech Corridor Supercharger,440.2,3,0.42,419.5
2026-06-06 16:00,16,Saturday,Airport Transit Hub,288.7,2,0.42,299.8
2026-06-06 16:00,16,Saturday,Suburban Plaza,386.5,3,0.42,387.8
2026-06-06 17:00,17,Saturday,Downtown Metro Hub,347.4,2,0.42,355.3
2026-06-06 17:00,17,Saturday,Tech Corridor Supercharger,267.9,2,0.42,276.3
2026-06-06 17:00,17,Saturday,Airport Transit Hub,240.1,2,0.42,246.4
2026-06-06 17:00,17,Saturday,Suburban Plaza,386.2,3,0.42,371.8
2026-06-06 18:00,18,Saturday,Downtown Metro Hub,349.9,2,0.42,340.7
2026-06-06 18:00,18,Saturday,Tech Corridor Supercharger,337.1,2,0.42,322.6
2026-06-06 18:00,18,Saturday,Airport Transit Hub,182.5,1,0.42,183.5
2026-06-06 18:00,18,Saturday,Suburban Plaza,319.0,2,0.42,317.8
2026-06-06 19:00,19,Saturday,Downtown Metro Hub,347.7,2,0.42,382.5
2026-06-06 19:00,19,Saturday,Tech Corridor Supercharger,292.2,2,0.42,315.2
2026-06-06 19:00,19,Saturday,Airport Transit Hub,255.7,2,0.42,246.4
2026-06-06 19:00,19,Saturday,Suburban Plaza,411.4,3,0.42,391.3
2026-06-06 20:00,20,Saturday,Downtown Metro Hub,554.2,4,0.42,548.2
2026-06-06 20:00,20,Saturday,Tech Corridor Supercharger,471.6,3,0.42,483.4
2026-06-06 20:00,20,Saturday,Airport Transit Hub,296.5,2,0.42,307.9
2026-06-06 20:00,20,Saturday,Suburban Plaza,472.6,3,0.42,468.7
2026-06-06 21:00,21,Saturday,Downtown Metro Hub,773.2,6,0.42,784.6
2026-06-06 21:00,21,Saturday,Tech Corridor Supercharger,566.2,4,0.42,534.0
2026-06-06 21:00,21,Saturday,Airport Transit Hub,415.6,3,0.42,439.8
2026-06-06 21:00,21,Saturday,Suburban Plaza,636.3,5,0.42,599.9
2026-06-06 22:00,22,Saturday,Downtown Metro Hub,993.1,8,0.18,991.3
2026-06-06 22:00,22,Saturday,Tech Corridor Supercharger,797.7,6,0.18,788.9
2026-06-06 22:00,22,Saturday,Airport Transit Hub,534.7,4,0.18,529.9
2026-06-06 22:00,22,Saturday,Suburban Plaza,702.0,5,0.18,682.7
2026-06-06 23:00,23,Saturday,Downtown Metro Hub,1135.5,9,0.18,1091.0
2026-06-06 23:00,23,Saturday,Tech Corridor Supercharger,931.5,7,0.18,920.3
2026-06-06 23:00,23,Saturday,Airport Transit Hub,682.0,5,0.18,710.9
2026-06-06 23:00,23,Saturday,Suburban Plaza,735.4,6,0.18,809.1
2026-06-07 00:00,0,Sunday,Downtown Metro Hub,1220.0,10,0.18,1207.5
2026-06-07 00:00,0,Sunday,Tech Corridor Supercharger,928.4,7,0.18,858.7
2026-06-07 00:00,0,Sunday,Airport Transit Hub,678.0,5,0.18,647.8
2026-06-07 00:00,0,Sunday,Suburban Plaza,845.7,7,0.18,881.6
2026-06-07 01:00,1,Sunday,Downtown Metro Hub,1112.1,9,0.18,1144.2
2026-06-07 01:00,1,Sunday,Tech Corridor Supercharger,829.0,6,0.18,772.9
2026-06-07 01:00,1,Sunday,Airport Transit Hub,625.4,5,0.18,596.6
2026-06-07 01:00,1,Sunday,Suburban Plaza,753.0,6,0.18,769.8
2026-06-07 02:00,2,Sunday,Downtown Metro Hub,973.9,8,0.18,963.7
2026-06-07 02:00,2,Sunday,Tech Corridor Supercharger,800.5,6,0.18,781.8
2026-06-07 02:00,2,Sunday,Airport Transit Hub,578.7,4,0.18,540.1
2026-06-07 02:00,2,Sunday,Suburban Plaza,680.5,5,0.18,678.6
2026-06-07 03:00,3,Sunday,Downtown Metro Hub,806.0,6,0.18,796.2
2026-06-07 03:00,3,Sunday,Tech Corridor Supercharger,614.3,5,0.18,625.0
2026-06-07 03:00,3,Sunday,Airport Transit Hub,383.7,3,0.18,374.7
2026-06-07 03:00,3,Sunday,Suburban Plaza,543.5,4,0.18,590.2
2026-06-07 04:00,4,Sunday,Downtown Metro Hub,558.6,4,0.18,559.4
2026-06-07 04:00,4,Sunday,Tech Corridor Supercharger,448.9,3,0.18,441.2
2026-06-07 04:00,4,Sunday,Airport Transit Hub,393.9,3,0.18,384.8
2026-06-07 04:00,4,Sunday,Suburban Plaza,420.1,3,0.18,410.0
2026-06-07 05:00,5,Sunday,Downtown Metro Hub,422.4,3,0.18,430.2
2026-06-07 05:00,5,Sunday,Tech Corridor Supercharger,275.6,2,0.18,285.2
2026-06-07 05:00,5,Sunday,Airport Transit Hub,220.4,1,0.18,222.6
2026-06-07 05:00,5,Sunday,Suburban Plaza,263.5,2,0.18,272.4
2026-06-07 06:00,6,Sunday,Downtown Metro Hub,391.7,3,0.18,374.5
2026-06-07 06:00,6,Sunday,Tech Corridor Supercharger,263.6,2,0.18,284.3
2026-06-07 06:00,6,Sunday,Airport Transit Hub,226.8,1,0.18,242.9
2026-06-07 06:00,6,Sunday,Suburban Plaza,364.5,3,0.18,377.5
2026-06-07 07:00,7,Sunday,Downtown Metro Hub,384.1,3,0.18,372.6
2026-06-07 07:00,7,Sunday,Tech Corridor Supercharger,294.5,2,0.18,282.6
2026-06-07 07:00,7,Sunday,Airport Transit Hub,227.7,1,0.18,224.6
2026-06-07 07:00,7,Sunday,Suburban Plaza,401.6,3,0.18,403.6
2026-06-07 08:00,8,Sunday,Downtown Metro Hub,564.0,4,0.18,540.5
2026-06-07 08:00,8,Sunday,Tech Corridor Supercharger,439.0,3,0.18,430.6
2026-06-07 08:00,8,Sunday,Airport Transit Hub,297.5,2,0.18,301.4
2026-06-07 08:00,8,Sunday,Suburban Plaza,524.6,4,0.18,519.1
2026-06-07 09:00,9,Sunday,Downtown Metro Hub,730.1,6,0.18,676.5
2026-06-07 09:00,9,Sunday,Tech Corridor Supercharger,543.2,4,0.18,514.7
2026-06-07 09:00,9,Sunday,Airport Transit Hub,380.9,3,0.18,380.4
2026-06-07 09:00,9,Sunday,Suburban Plaza,552.2,4,0.18,564.4
2026-06-07 10:00,10,Sunday,Downtown Metro Hub,991.5,8,0.18,949.7
2026-06-07 10:00,10,Sunday,Tech Corridor Supercharger,856.5,7,0.18,830.0
2026-06-07 10:00,10,Sunday,Airport Transit Hub,620.1,5,0.18,597.2
2026-06-07 10:00,10,Sunday,Suburban Plaza,674.3,5,0.18,707.8
2026-06-07 11:00,11,Sunday,Downtown Metro Hub,1137.3,9,0.18,1164.6
2026-06-07 11:00,11,Sunday,Tech Corridor Supercharger,911.2,7,0.18,894.7
2026-06-07 11:00,11,Sunday,Airport Transit Hub,686.9,5,0.18,678.4
2026-06-07 11:00,11,Sunday,Suburban Plaza,781.7,6,0.18,771.4
2026-06-07 12:00,12,Sunday,Downtown Metro Hub,1198.1,9,0.18,1133.3
2026-06-07 12:00,12,Sunday,Tech Corridor Supercharger,974.7,8,0.18,1033.6
2026-06-07 12:00,12,Sunday,Airport Transit Hub,675.6,5,0.18,745.3
2026-06-07 12:00,12,Sunday,Suburban Plaza,799.7,6,0.18,788.0
2026-06-07 13:00,13,Sunday,Downtown Metro Hub,1126.5,9,0.18,1126.3
2026-06-07 13:00,13,Sunday,Tech Corridor Supercharger,877.7,7,0.18,887.4
2026-06-07 13:00,13,Sunday,Airport Transit Hub,655.4,5,0.18,686.9
2026-06-07 13:00,13,Sunday,Suburban Plaza,738.8,6,0.18,732.6
2026-06-07 14:00,14,Sunday,Downtown Metro Hub,996.9,8,0.18,1003.1
2026-06-07 14:00,14,Sunday,Tech Corridor Supercharger,784.5,6,0.18,811.6
2026-06-07 14:00,14,Sunday,Airport Transit Hub,544.2,4,0.18,545.0
2026-06-07 14:00,14,Sunday,Suburban Plaza,671.6,5,0.18,719.1
2026-06-07 15:00,15,Sunday,Downtown Metro Hub,803.3,6,0.18,836.6
2026-06-07 15:00,15,Sunday,Tech Corridor Supercharger,668.8,5,0.18,669.7
2026-06-07 15:00,15,Sunday,Airport Transit Hub,490.7,4,0.18,532.7
2026-06-07 15:00,15,Sunday,Suburban Plaza,570.3,4,0.18,557.8
2026-06-07 16:00,16,Sunday,Downtown Metro Hub,538.4,4,0.42,549.0
2026-06-07 16:00,16,Sunday,Tech Corridor Supercharger,439.5,3,0.42,448.2
2026-06-07 16:00,16,Sunday,Airport Transit Hub,256.6,2,0.42,257.0
2026-06-07 16:00,16,Sunday,Suburban Plaza,413.1,3,0.42,429.0
2026-06-07 17:00,17,Sunday,Downtown Metro Hub,423.3,3,0.42,422.2
2026-06-07 17:00,17,Sunday,Tech Corridor Supercharger,312.7,2,0.42,315.3
