Packet_ID,RF_Channel,Signal_Strength_RSSI_dBm,Packet_Latency_ms,Cell_Voltage_Report_V,Wireless_Link_Quality
GM-wBMS-1755,15,-64.6,9.15,3.854,Ultra-Reliable Wireless Telemetry
GM-wBMS-1756,26,-69.1,10.71,4.085,Ultra-Reliable Wireless Telemetry
GM-wBMS-1757,25,-58.3,7.63,3.778,Ultra-Reliable Wireless Telemetry
GM-wBMS-1758,26,-60.3,13.92,3.781,Ultra-Reliable Wireless Telemetry
GM-wBMS-1759,26,-59.5,7.5,3.856,Ultra-Reliable Wireless Telemetry
GM-wBMS-1760,26,-83.5,12.36,3.919,Ultra-Reliable Wireless Telemetry
GM-wBMS-1761,26,-67.3,10.72,3.664,Ultra-Reliable Wireless Telemetry
GM-wBMS-1762,25,-45.5,5.0,3.811,Ultra-Reliable Wireless Telemetry
GM-wBMS-1763,20,-72.0,11.5,4.084,Ultra-Reliable Wireless Telemetry
GM-wBMS-1764,26,-62.6,10.65,4.127,Ultra-Reliable Wireless Telemetry
GM-wBMS-1765,15,-75.2,11.6,3.792,Ultra-Reliable Wireless Telemetry
GM-wBMS-1766,25,-82.5,10.99,4.156,Ultra-Reliable Wireless Telemetry
GM-wBMS-1767,20,-67.4,10.4,3.741,Ultra-Reliable Wireless Telemetry
GM-wBMS-1768,20,-83.3,13.9,3.737,Ultra-Reliable Wireless Telemetry
GM-wBMS-1769,26,-68.3,9.16,3.662,Ultra-Reliable Wireless Telemetry
GM-wBMS-1770,20,-71.9,9.05,3.914,Ultra-Reliable Wireless Telemetry
GM-wBMS-1771,15,-76.8,9.95,4.102,Ultra-Reliable Wireless Telemetry
GM-wBMS-1772,20,-45.8,6.84,3.756,Ultra-Reliable Wireless Telemetry
GM-wBMS-1773,11,-76.1,10.69,3.897,Ultra-Reliable Wireless Telemetry
GM-wBMS-1774,15,-48.2,4.9,3.857,Ultra-Reliable Wireless Telemetry
GM-wBMS-1775,26,-51.1,5.98,3.936,Ultra-Reliable Wireless Telemetry
GM-wBMS-1776,26,-82.9,11.42,3.984,Ultra-Reliable Wireless Telemetry
GM-wBMS-1777,26,-66.3,10.2,3.983,Ultra-Reliable Wireless Telemetry
GM-wBMS-1778,20,-74.9,10.93,3.653,Ultra-Reliable Wireless Telemetry
GM-wBMS-1779,26,-83.1,12.58,3.695,Ultra-Reliable Wireless Telemetry
GM-wBMS-1780,25,-63.5,7.62,3.836,Ultra-Reliable Wireless Telemetry
GM-wBMS-1781,26,-74.3,11.38,4.016,Ultra-Reliable Wireless Telemetry
GM-wBMS-1782,25,-72.3,9.27,3.782,Ultra-Reliable Wireless Telemetry
GM-wBMS-1783,20,-69.6,9.21,3.663,Ultra-Reliable Wireless Telemetry
GM-wBMS-1784,26,-60.5,11.19,3.891,Ultra-Reliable Wireless Telemetry
GM-wBMS-1785,20,-78.2,13.81,4.127,Ultra-Reliable Wireless Telemetry
GM-wBMS-1786,20,-72.9,12.93,3.935,Ultra-Reliable Wireless Telemetry
GM-wBMS-1787,11,-50.3,5.61,3.834,Ultra-Reliable Wireless Telemetry
GM-wBMS-1788,20,-80.5,10.69,3.742,Ultra-Reliable Wireless Telemetry
GM-wBMS-1789,11,-82.6,11.36,3.85,Ultra-Reliable Wireless Telemetry
GM-wBMS-1790,15,-46.4,7.0,4.103,Ultra-Reliable Wireless Telemetry
GM-wBMS-1791,20,-46.9,6.37,3.861,Ultra-Reliable Wireless Telemetry
GM-wBMS-1792,20,-50.5,5.74,3.994,Ultra-Reliable Wireless Telemetry
GM-wBMS-1793,26,-79.5,11.53,3.789,Ultra-Reliable Wireless Telemetry
GM-wBMS-1794,26,-58.8,7.58,3.852,Ultra-Reliable Wireless Telemetry
GM-wBMS-1795,11,-77.5,11.8,3.904,Ultra-Reliable Wireless Telemetry
GM-wBMS-1796,11,-83.9,13.93,3.854,Ultra-Reliable Wireless Telemetry
GM-wBMS-1797,25,-82.8,11.66,3.82,Ultra-Reliable Wireless Telemetry
GM-wBMS-1798,11,-76.6,10.51,4.06,Ultra-Reliable Wireless Telemetry
GM-wBMS-1799,25,-78.4,12.26,4.081,Ultra-Reliable Wireless Telemetry
GM-wBMS-1800,20,-59.8,10.33,3.979,Ultra-Reliable Wireless Telemetry
GM-wBMS-1801,26,-49.3,4.99,3.843,Ultra-Reliable Wireless Telemetry
GM-wBMS-1802,25,-46.2,6.6,4.075,Ultra-Reliable Wireless Telemetry
GM-wBMS-1803,20,-50.7,5.88,4.153,Ultra-Reliable Wireless Telemetry
GM-wBMS-1804,20,-61.7,7.55,3.665,Ultra-Reliable Wireless Telemetry
GM-wBMS-1805,15,-58.7,6.85,3.881,Ultra-Reliable Wireless Telemetry
GM-wBMS-1806,15,-49.5,5.45,4.163,Ultra-Reliable Wireless Telemetry
GM-wBMS-1807,26,-57.4,7.92,3.853,Ultra-Reliable Wireless Telemetry
GM-wBMS-1808,15,-46.2,8.33,3.762,Ultra-Reliable Wireless Telemetry
GM-wBMS-1809,15,-74.8,10.72,3.743,Ultra-Reliable Wireless Telemetry
GM-wBMS-1810,15,-58.0,7.39,3.999,Ultra-Reliable Wireless Telemetry
GM-wBMS-1811,26,-71.6,10.95,3.95,Ultra-Reliable Wireless Telemetry
GM-wBMS-1812,20,-83.8,12.07,4.103,Ultra-Reliable Wireless Telemetry
GM-wBMS-1813,15,-72.1,10.11,3.994,Ultra-Reliable Wireless Telemetry
GM-wBMS-1814,20,-61.1,8.27,4.031,Ultra-Reliable Wireless Telemetry
GM-wBMS-1815,26,-53.7,7.35,3.865,Ultra-Reliable Wireless Telemetry
GM-wBMS-1816,11,-73.3,9.49,3.736,Ultra-Reliable Wireless Telemetry
GM-wBMS-1817,26,-46.4,4.47,3.89,Ultra-Reliable Wireless Telemetry
GM-wBMS-1818,11,-81.5,11.85,3.946,Ultra-Reliable Wireless Telemetry
GM-wBMS-1819,20,-45.1,4.58,3.865,Ultra-Reliable Wireless Telemetry
GM-wBMS-1820,15,-51.7,7.93,4.038,Ultra-Reliable Wireless Telemetry
GM-wBMS-1821,15,-76.4,11.03,3.724,Ultra-Reliable Wireless Telemetry
GM-wBMS-1822,25,-48.9,5.9,3.744,Ultra-Reliable Wireless Telemetry
GM-wBMS-1823,26,-84.1,12.97,3.878,Ultra-Reliable Wireless Telemetry
GM-wBMS-1824,11,-61.7,11.05,3.731,Ultra-Reliable Wireless Telemetry
GM-wBMS-1825,26,-65.6,10.68,3.79,Ultra-Reliable Wireless Telemetry
GM-wBMS-1826,15,-77.9,10.9,3.943,Ultra-Reliable Wireless Telemetry
GM-wBMS-1827,20,-81.6,12.53,4.03,Ultra-Reliable Wireless Telemetry
GM-wBMS-1828,26,-73.5,9.38,3.882,Ultra-Reliable Wireless Telemetry
GM-wBMS-1829,26,-53.0,5.79,4.171,Ultra-Reliable Wireless Telemetry
GM-wBMS-1830,20,-77.2,11.19,3.672,Ultra-Reliable Wireless Telemetry
GM-wBMS-1831,20,-66.9,10.27,3.9,Ultra-Reliable Wireless Telemetry
GM-wBMS-1832,15,-79.3,11.02,3.661,Ultra-Reliable Wireless Telemetry
GM-wBMS-1833,15,-56.0,7.27,3.76,Ultra-Reliable Wireless Telemetry
GM-wBMS-1834,11,-54.7,7.72,3.687,Ultra-Reliable Wireless Telemetry
GM-wBMS-1835,20,-55.2,6.46,4.121,Ultra-Reliable Wireless Telemetry
GM-wBMS-1836,26,-56.6,6.72,3.85,Ultra-Reliable Wireless Telemetry
GM-wBMS-1837,25,-71.6,9.06,4.067,Ultra-Reliable Wireless Telemetry
GM-wBMS-1838,15,-60.6,8.27,3.895,Ultra-Reliable Wireless Telemetry
GM-wBMS-1839,11,-64.7,9.05,3.877,Ultra-Reliable Wireless Telemetry
GM-wBMS-1840,26,-53.3,5.99,4.07,Ultra-Reliable Wireless Telemetry
GM-wBMS-1841,15,-54.8,6.08,3.729,Ultra-Reliable Wireless Telemetry
GM-wBMS-1842,26,-82.6,11.36,4.137,Ultra-Reliable Wireless Telemetry
GM-wBMS-1843,25,-79.4,13.37,3.767,Ultra-Reliable Wireless Telemetry
GM-wBMS-1844,26,-67.4,8.59,3.667,Ultra-Reliable Wireless Telemetry
GM-wBMS-1845,26,-59.7,7.08,3.924,Ultra-Reliable Wireless Telemetry
GM-wBMS-1846,15,-47.8,5.42,3.803,Ultra-Reliable Wireless Telemetry
GM-wBMS-1847,20,-53.3,6.34,4.143,Ultra-Reliable Wireless Telemetry
GM-wBMS-1848,11,-75.8,10.33,3.676,Ultra-Reliable Wireless Telemetry
GM-wBMS-1849,11,-78.5,17.29,4.028,RF Retransmission / Latency Spike
GM-wBMS-1850,15,-45.1,7.19,3.696,Ultra-Reliable Wireless Telemetry
GM-wBMS-1851,26,-76.2,11.73,3.861,Ultra-Reliable Wireless Telemetry
GM-wBMS-1852,15,-68.1,10.97,3.773,Ultra-Reliable Wireless Telemetry
GM-wBMS-1853,25,-53.9,6.0,3.955,Ultra-Reliable Wireless Telemetry
GM-wBMS-1854,11,-62.5,13.16,4.139,Ultra-Reliable Wireless Telemetry
GM-wBMS-1855,25,-81.0,10.96,4.052,Ultra-Reliable Wireless Telemetry
GM-wBMS-1856,25,-74.0,10.44,4.014,Ultra-Reliable Wireless Telemetry
GM-wBMS-1857,15,-54.0,8.02,4.087,Ultra-Reliable Wireless Telemetry
GM-wBMS-1858,20,-50.0,9.76,3.817,Ultra-Reliable Wireless Telemetry
GM-wBMS-1859,15,-60.0,8.48,4.156,Ultra-Reliable Wireless Telemetry
GM-wBMS-1860,20,-65.8,7.94,3.791,Ultra-Reliable Wireless Telemetry
GM-wBMS-1861,25,-66.1,9.88,4.141,Ultra-Reliable Wireless Telemetry
GM-wBMS-1862,26,-49.0,4.94,3.741,Ultra-Reliable Wireless Telemetry
GM-wBMS-1863,11,-48.7,5.38,3.907,Ultra-Reliable Wireless Telemetry
GM-wBMS-1864,20,-55.6,11.59,3.761,Ultra-Reliable Wireless Telemetry
GM-wBMS-1865,15,-63.8,7.83,4.128,Ultra-Reliable Wireless Telemetry
GM-wBMS-1866,20,-64.2,9.31,4.116,Ultra-Reliable Wireless Telemetry
GM-wBMS-1867,11,-49.8,7.45,3.731,Ultra-Reliable Wireless Telemetry
GM-wBMS-1868,25,-57.8,7.33,3.94,Ultra-Reliable Wireless Telemetry
GM-wBMS-1869,26,-50.3,5.61,3.767,Ultra-Reliable Wireless Telemetry
GM-wBMS-1870,20,-46.1,4.71,4.072,Ultra-Reliable Wireless Telemetry
GM-wBMS-1871,11,-72.6,12.53,3.925,Ultra-Reliable Wireless Telemetry
GM-wBMS-1872,26,-64.3,7.7,4.116,Ultra-Reliable Wireless Telemetry
GM-wBMS-1873,11,-48.6,5.59,3.889,Ultra-Reliable Wireless Telemetry
GM-wBMS-1874,25,-81.8,13.01,3.994,Ultra-Reliable Wireless Telemetry
GM-wBMS-1875,26,-74.9,10.03,4.05,Ultra-Reliable Wireless Telemetry
GM-wBMS-1876,20,-80.7,14.28,4.145,Ultra-Reliable Wireless Telemetry
GM-wBMS-1877,11,-52.8,6.53,3.67,Ultra-Reliable Wireless Telemetry
GM-wBMS-1878,11,-84.1,12.79,3.792,Ultra-Reliable Wireless Telemetry
GM-wBMS-1879,25,-48.7,7.01,3.772,Ultra-Reliable Wireless Telemetry
GM-wBMS-1880,26,-77.0,11.63,3.874,Ultra-Reliable Wireless Telemetry
GM-wBMS-1881,11,-76.0,9.87,4.089,Ultra-Reliable Wireless Telemetry
GM-wBMS-1882,15,-61.8,7.46,4.033,Ultra-Reliable Wireless Telemetry
GM-wBMS-1883,20,-48.2,8.57,4.163,Ultra-Reliable Wireless Telemetry
GM-wBMS-1884,20,-75.3,10.1,3.789,Ultra-Reliable Wireless Telemetry
GM-wBMS-1885,26,-48.7,6.33,4.075,Ultra-Reliable Wireless Telemetry
GM-wBMS-1886,25,-82.0,12.63,3.855,Ultra-Reliable Wireless Telemetry
GM-wBMS-1887,26,-78.8,10.77,3.919,Ultra-Reliable Wireless Telemetry
GM-wBMS-1888,15,-82.9,11.27,4.044,Ultra-Reliable Wireless Telemetry
GM-wBMS-1889,25,-75.0,12.74,3.989,Ultra-Reliable Wireless Telemetry
GM-wBMS-1890,11,-82.5,11.95,3.795,Ultra-Reliable Wireless Telemetry
GM-wBMS-1891,26,-57.0,6.59,4.064,Ultra-Reliable Wireless Telemetry
GM-wBMS-1892,26,-69.0,8.61,3.764,Ultra-Reliable Wireless Telemetry
GM-wBMS-1893,15,-45.5,4.71,3.829,Ultra-Reliable Wireless Telemetry
GM-wBMS-1894,15,-54.9,6.42,4.174,Ultra-Reliable Wireless Telemetry
GM-wBMS-1895,20,-82.7,14.18,3.817,Ultra-Reliable Wireless Telemetry
GM-wBMS-1896,11,-81.0,11.0,3.667,Ultra-Reliable Wireless Telemetry
GM-wBMS-1897,15,-51.6,7.26,4.157,Ultra-Reliable Wireless Telemetry
GM-wBMS-1898,25,-49.1,7.82,4.118,Ultra-Reliable Wireless Telemetry
GM-wBMS-1899,20,-79.4,12.06,3.766,Ultra-Reliable Wireless Telemetry
GM-wBMS-1900,20,-74.9,10.27,3.865,Ultra-Reliable Wireless Telemetry
GM-wBMS-1901,25,-84.6,13.89,3.834,Ultra-Reliable Wireless Telemetry
GM-wBMS-1902,25,-68.5,10.67,4.099,Ultra-Reliable Wireless Telemetry
GM-wBMS-1903,26,-71.1,11.28,4.101,Ultra-Reliable Wireless Telemetry
GM-wBMS-1904,25,-74.5,10.24,3.763,Ultra-Reliable Wireless Telemetry
GM-wBMS-1905,20,-57.3,6.97,4.002,Ultra-Reliable Wireless Telemetry
GM-wBMS-1906,15,-47.3,5.92,3.692,Ultra-Reliable Wireless Telemetry
GM-wBMS-1907,15,-65.7,8.22,4.141,Ultra-Reliable Wireless Telemetry
GM-wBMS-1908,25,-46.4,4.77,3.931,Ultra-Reliable Wireless Telemetry
GM-wBMS-1909,20,-45.0,4.33,4.07,Ultra-Reliable Wireless Telemetry
GM-wBMS-1910,11,-62.9,8.24,3.951,Ultra-Reliable Wireless Telemetry
GM-wBMS-1911,15,-49.0,8.69,3.651,Ultra-Reliable Wireless Telemetry
GM-wBMS-1912,25,-45.9,6.05,3.714,Ultra-Reliable Wireless Telemetry
GM-wBMS-1913,20,-82.3,11.43,4.108,Ultra-Reliable Wireless Telemetry
GM-wBMS-1914,25,-52.5,11.19,4.067,Ultra-Reliable Wireless Telemetry
GM-wBMS-1915,20,-74.2,9.74,3.988,Ultra-Reliable Wireless Telemetry
GM-wBMS-1916,20,-71.8,10.3,3.707,Ultra-Reliable Wireless Telemetry
GM-wBMS-1917,11,-81.6,10.89,3.666,Ultra-Reliable Wireless Telemetry
GM-wBMS-1918,20,-74.9,12.85,3.761,Ultra-Reliable Wireless Telemetry
GM-wBMS-1919,26,-82.0,12.58,3.93,Ultra-Reliable Wireless Telemetry
GM-wBMS-1920,25,-66.4,8.8,3.918,Ultra-Reliable Wireless Telemetry
GM-wBMS-1921,11,-45.9,6.67,4.162,Ultra-Reliable Wireless Telemetry
GM-wBMS-1922,15,-67.8,15.37,4.136,Ultra-Reliable Wireless Telemetry
GM-wBMS-1923,15,-76.4,11.21,3.968,Ultra-Reliable Wireless Telemetry
GM-wBMS-1924,15,-53.7,5.82,4.172,Ultra-Reliable Wireless Telemetry
GM-wBMS-1925,20,-62.9,7.49,3.929,Ultra-Reliable Wireless Telemetry
GM-wBMS-1926,26,-82.0,11.5,3.897,Ultra-Reliable Wireless Telemetry
GM-wBMS-1927,26,-75.5,12.1,4.173,Ultra-Reliable Wireless Telemetry
GM-wBMS-1928,11,-72.7,10.41,3.714,Ultra-Reliable Wireless Telemetry
GM-wBMS-1929,25,-51.5,6.73,4.119,Ultra-Reliable Wireless Telemetry
GM-wBMS-1930,26,-55.7,8.18,4.169,Ultra-Reliable Wireless Telemetry
GM-wBMS-1931,15,-84.0,15.53,3.992,RF Retransmission / Latency Spike
GM-wBMS-1932,11,-56.0,7.65,3.755,Ultra-Reliable Wireless Telemetry
GM-wBMS-1933,20,-80.5,11.33,4.001,Ultra-Reliable Wireless Telemetry
GM-wBMS-1934,20,-54.1,7.5,3.712,Ultra-Reliable Wireless Telemetry
GM-wBMS-1935,11,-60.7,7.86,3.651,Ultra-Reliable Wireless Telemetry
GM-wBMS-1936,20,-59.8,7.06,3.95,Ultra-Reliable Wireless Telemetry
GM-wBMS-1937,15,-59.7,7.22,4.063,Ultra-Reliable Wireless Telemetry
GM-wBMS-1938,25,-52.9,6.0,3.877,Ultra-Reliable Wireless Telemetry
GM-wBMS-1939,26,-78.2,12.54,3.773,Ultra-Reliable Wireless Telemetry
GM-wBMS-1940,26,-56.0,7.84,4.029,Ultra-Reliable Wireless Telemetry
GM-wBMS-1941,20,-47.2,4.69,4.021,Ultra-Reliable Wireless Telemetry
GM-wBMS-1942,15,-53.9,10.42,4.033,Ultra-Reliable Wireless Telemetry
GM-wBMS-1943,25,-76.6,11.71,3.819,Ultra-Reliable Wireless Telemetry
GM-wBMS-1944,11,-82.0,14.64,4.1,RF Retransmission / Latency Spike
GM-wBMS-1945,26,-48.4,6.05,4.074,Ultra-Reliable Wireless Telemetry
GM-wBMS-1946,26,-79.1,11.07,3.774,Ultra-Reliable Wireless Telemetry
GM-wBMS-1947,11,-50.1,7.47,4.041,Ultra-Reliable Wireless Telemetry
GM-wBMS-1948,15,-69.8,10.49,3.745,Ultra-Reliable Wireless Telemetry
GM-wBMS-1949,15,-57.7,7.07,4.006,Ultra-Reliable Wireless Telemetry
GM-wBMS-1950,15,-82.7,11.78,3.693,Ultra-Reliable Wireless Telemetry
GM-wBMS-1951,11,-52.8,5.95,4.05,Ultra-Reliable Wireless Telemetry
GM-wBMS-1952,15,-48.2,6.19,3.979,Ultra-Reliable Wireless Telemetry
GM-wBMS-1953,15,-84.8,11.43,3.993,Ultra-Reliable Wireless Telemetry
GM-wBMS-1954,11,-59.5,7.0,3.726,Ultra-Reliable Wireless Telemetry
GM-wBMS-1955,25,-56.6,12.84,3.915,Ultra-Reliable Wireless Telemetry
GM-wBMS-1956,26,-71.4,11.83,3.736,Ultra-Reliable Wireless Telemetry
GM-wBMS-1957,26,-48.9,5.16,3.695,Ultra-Reliable Wireless Telemetry
GM-wBMS-1958,26,-71.2,9.4,4.038,Ultra-Reliable Wireless Telemetry
GM-wBMS-1959,15,-57.8,7.08,3.72,Ultra-Reliable Wireless Telemetry
GM-wBMS-1960,20,-59.0,7.92,4.047,Ultra-Reliable Wireless Telemetry
GM-wBMS-1961,15,-51.6,7.07,3.98,Ultra-Reliable Wireless Telemetry
GM-wBMS-1962,15,-82.0,11.82,3.839,Ultra-Reliable Wireless Telemetry
GM-wBMS-1963,25,-78.5,12.1,3.741,Ultra-Reliable Wireless Telemetry
GM-wBMS-1964,11,-80.8,11.82,3.853,Ultra-Reliable Wireless Telemetry
GM-wBMS-1965,20,-54.8,8.18,3.791,Ultra-Reliable Wireless Telemetry
GM-wBMS-1966,20,-71.3,9.66,4.11,Ultra-Reliable Wireless Telemetry
GM-wBMS-1967,25,-59.1,7.93,4.128,Ultra-Reliable Wireless Telemetry
GM-wBMS-1968,26,-71.2,9.83,4.046,Ultra-Reliable Wireless Telemetry
GM-wBMS-1969,11,-69.3,8.82,3.675,Ultra-Reliable Wireless Telemetry
GM-wBMS-1970,26,-82.1,10.98,3.861,Ultra-Reliable Wireless Telemetry
GM-wBMS-1971,15,-68.7,9.83,3.959,Ultra-Reliable Wireless Telemetry
GM-wBMS-1972,11,-68.7,8.65,3.855,Ultra-Reliable Wireless Telemetry
GM-wBMS-1973,25,-63.0,8.9,3.916,Ultra-Reliable Wireless Telemetry
GM-wBMS-1974,25,-80.7,12.58,4.154,Ultra-Reliable Wireless Telemetry
GM-wBMS-1975,15,-53.5,6.27,3.898,Ultra-Reliable Wireless Telemetry
GM-wBMS-1976,20,-77.3,13.42,3.87,Ultra-Reliable Wireless Telemetry
GM-wBMS-1977,25,-58.7,8.01,3.676,Ultra-Reliable Wireless Telemetry
GM-wBMS-1978,15,-71.7,9.44,4.016,Ultra-Reliable Wireless Telemetry
GM-wBMS-1979,15,-56.9,7.78,3.957,Ultra-Reliable Wireless Telemetry
GM-wBMS-1980,25,-64.0,7.98,3.823,Ultra-Reliable Wireless Telemetry
GM-wBMS-1981,15,-68.1,9.81,3.911,Ultra-Reliable Wireless Telemetry
GM-wBMS-1982,26,-66.9,8.14,3.982,Ultra-Reliable Wireless Telemetry
GM-wBMS-1983,26,-66.3,8.26,3.907,Ultra-Reliable Wireless Telemetry
GM-wBMS-1984,25,-72.2,11.78,3.909,Ultra-Reliable Wireless Telemetry
GM-wBMS-1985,25,-72.3,10.56,3.84,Ultra-Reliable Wireless Telemetry
GM-wBMS-1986,25,-46.2,4.72,3.668,Ultra-Reliable Wireless Telemetry
GM-wBMS-1987,25,-60.2,8.47,3.788,Ultra-Reliable Wireless Telemetry
GM-wBMS-1988,15,-58.8,9.17,3.825,Ultra-Reliable Wireless Telemetry
GM-wBMS-1989,20,-67.2,10.5,3.834,Ultra-Reliable Wireless Telemetry
GM-wBMS-1990,25,-65.9,8.72,3.788,Ultra-Reliable Wireless Telemetry
GM-wBMS-1991,15,-49.1,4.99,3.673,Ultra-Reliable Wireless Telemetry
GM-wBMS-1992,26,-52.1,5.71,4.166,Ultra-Reliable Wireless Telemetry
GM-wBMS-1993,26,-82.4,12.8,3.9,Ultra-Reliable Wireless Telemetry
GM-wBMS-1994,11,-66.8,8.62,3.969,Ultra-Reliable Wireless Telemetry
GM-wBMS-1995,25,-55.0,7.64,3.95,Ultra-Reliable Wireless Telemetry
GM-wBMS-1996,11,-66.0,8.39,3.98,Ultra-Reliable Wireless Telemetry
GM-wBMS-1997,15,-49.1,5.14,3.743,Ultra-Reliable Wireless Telemetry
GM-wBMS-1998,15,-80.3,12.73,3.778,Ultra-Reliable Wireless Telemetry
GM-wBMS-1999,11,-70.2,9.83,4.138,Ultra-Reliable Wireless Telemetry
GM-wBMS-2000,25,-67.7,10.41,4.059,Ultra-Reliable Wireless Telemetry
GM-wBMS-2001,20,-57.7,7.05,4.169,Ultra-Reliable Wireless Telemetry
GM-wBMS-2002,25,-50.6,6.45,4.054,Ultra-Reliable Wireless Telemetry
GM-wBMS-2003,26,-65.4,10.83,3.966,Ultra-Reliable Wireless Telemetry
GM-wBMS-2004,20,-80.1,11.21,3.91,Ultra-Reliable Wireless Telemetry
GM-wBMS-2005,11,-72.6,9.21,3.658,Ultra-Reliable Wireless Telemetry
GM-wBMS-2006,11,-48.5,11.82,3.778,Ultra-Reliable Wireless Telemetry
GM-wBMS-2007,11,-78.5,10.72,4.1,Ultra-Reliable Wireless Telemetry
GM-wBMS-2008,25,-61.2,7.16,3.655,Ultra-Reliable Wireless Telemetry
GM-wBMS-2009,20,-67.8,9.1,3.708,Ultra-Reliable Wireless Telemetry
GM-wBMS-2010,26,-82.7,11.84,4.118,Ultra-Reliable Wireless Telemetry
GM-wBMS-2011,26,-84.0,15.7,4.055,RF Retransmission / Latency Spike
GM-wBMS-2012,26,-57.8,6.9,4.117,Ultra-Reliable Wireless Telemetry
GM-wBMS-2013,20,-84.4,12.42,3.931,Ultra-Reliable Wireless Telemetry
GM-wBMS-2014,15,-72.0,15.0,3.714,Ultra-Reliable Wireless Telemetry
GM-wBMS-2015,15,-48.6,5.2,3.686,Ultra-Reliable Wireless Telemetry
GM-wBMS-2016,20,-77.7,11.78,3.913,Ultra-Reliable Wireless Telemetry
GM-wBMS-2017,15,-52.5,6.42,3.977,Ultra-Reliable Wireless Telemetry
GM-wBMS-2018,15,-58.6,6.7,3.795,Ultra-Reliable Wireless Telemetry
GM-wBMS-2019,11,-46.8,5.86,4.149,Ultra-Reliable Wireless Telemetry
GM-wBMS-2020,26,-65.5,12.25,3.843,Ultra-Reliable Wireless Telemetry
GM-wBMS-2021,20,-47.8,6.85,3.977,Ultra-Reliable Wireless Telemetry
GM-wBMS-2022,26,-76.1,13.01,3.877,Ultra-Reliable Wireless Telemetry
GM-wBMS-2023,11,-49.8,11.67,3.966,Ultra-Reliable Wireless Telemetry
GM-wBMS-2024,15,-80.3,11.7,4.129,Ultra-Reliable Wireless Telemetry
GM-wBMS-2025,15,-73.8,10.43,3.835,Ultra-Reliable Wireless Telemetry
GM-wBMS-2026,15,-81.1,14.35,3.979,Ultra-Reliable Wireless Telemetry
GM-wBMS-2027,26,-48.5,4.92,4.03,Ultra-Reliable Wireless Telemetry
GM-wBMS-2028,25,-82.2,12.82,3.942,Ultra-Reliable Wireless Telemetry
GM-wBMS-2029,15,-46.5,5.82,3.671,Ultra-Reliable Wireless Telemetry
GM-wBMS-2030,11,-69.2,14.19,3.934,Ultra-Reliable Wireless Telemetry
GM-wBMS-2031,11,-51.8,6.42,3.903,Ultra-Reliable Wireless Telemetry
GM-wBMS-2032,20,-79.6,11.14,3.983,Ultra-Reliable Wireless Telemetry
GM-wBMS-2033,15,-80.0,12.51,3.78,Ultra-Reliable Wireless Telemetry
GM-wBMS-2034,26,-45.3,5.48,3.972,Ultra-Reliable Wireless Telemetry
GM-wBMS-2035,26,-70.6,10.2,3.88,Ultra-Reliable Wireless Telemetry
GM-wBMS-2036,26,-77.1,12.93,3.657,Ultra-Reliable Wireless Telemetry
GM-wBMS-2037,26,-65.1,8.42,4.092,Ultra-Reliable Wireless Telemetry
GM-wBMS-2038,26,-83.7,11.28,3.999,Ultra-Reliable Wireless Telemetry
GM-wBMS-2039,26,-75.8,10.97,3.825,Ultra-Reliable Wireless Telemetry
GM-wBMS-2040,11,-72.4,10.91,4.066,Ultra-Reliable Wireless Telemetry
GM-wBMS-2041,15,-74.4,11.79,3.683,Ultra-Reliable Wireless Telemetry
GM-wBMS-2042,11,-68.2,8.53,4.084,Ultra-Reliable Wireless Telemetry
GM-wBMS-2043,25,-84.5,11.93,3.863,Ultra-Reliable Wireless Telemetry
GM-wBMS-2044,11,-67.5,8.77,3.707,Ultra-Reliable Wireless Telemetry
GM-wBMS-2045,20,-51.1,6.13,4.157,Ultra-Reliable Wireless Telemetry
GM-wBMS-2046,26,-69.0,9.37,4.009,Ultra-Reliable Wireless Telemetry
GM-wBMS-2047,25,-47.5,5.25,3.815,Ultra-Reliable Wireless Telemetry
GM-wBMS-2048,25,-55.7,6.33,3.763,Ultra-Reliable Wireless Telemetry
GM-wBMS-2049,26,-72.7,10.09,4.147,Ultra-Reliable Wireless Telemetry
GM-wBMS-2050,25,-49.0,5.19,3.863,Ultra-Reliable Wireless Telemetry
GM-wBMS-2051,20,-50.2,5.16,4.13,Ultra-Reliable Wireless Telemetry
GM-wBMS-2052,20,-49.6,7.4,3.789,Ultra-Reliable Wireless Telemetry
GM-wBMS-2053,25,-66.0,10.24,3.921,Ultra-Reliable Wireless Telemetry
GM-wBMS-2054,11,-84.0,11.42,4.129,Ultra-Reliable Wireless Telemetry
GM-wBMS-2055,25,-73.9,9.8,3.957,Ultra-Reliable Wireless Telemetry
GM-wBMS-2056,11,-47.9,5.4,3.721,Ultra-Reliable Wireless Telemetry
GM-wBMS-2057,25,-84.2,11.46,4.006,Ultra-Reliable Wireless Telemetry
GM-wBMS-2058,20,-60.4,11.79,3.698,Ultra-Reliable Wireless Telemetry
GM-wBMS-2059,25,-58.6,7.93,3.863,Ultra-Reliable Wireless Telemetry
GM-wBMS-2060,25,-53.3,6.0,4.148,Ultra-Reliable Wireless Telemetry
GM-wBMS-2061,15,-60.9,8.6,4.126,Ultra-Reliable Wireless Telemetry
GM-wBMS-2062,11,-67.0,10.15,3.926,Ultra-Reliable Wireless Telemetry
GM-wBMS-2063,26,-52.1,5.96,3.889,Ultra-Reliable Wireless Telemetry
