Cycle_Count,NMC_Capacity_kWh,LFP_Capacity_kWh,Cell_Temp_Avg_C,Internal_Resistance_mOhm,Coulombic_Efficiency_pct,Battery_Health_pct
780,85.64,86.31,33.2,24.35,99.377,104.4
781,12.82,62.19,34.6,25.09,99.364,15.6
783,104.65,56.04,34.0,24.72,99.375,127.6
784,98.38,78.99,32.5,24.84,99.365,120.0
786,118.02,84.34,31.7,24.5,99.367,143.9
787,9.66,76.41,31.3,24.44,99.38,11.8
789,15.65,85.04,30.9,25.22,99.402,19.1
790,82.55,63.76,32.9,24.58,99.356,100.7
792,101.81,108.14,32.2,24.68,99.365,124.2
793,131.37,85.09,36.7,24.6,99.341,160.2
795,24.85,65.9,34.2,25.42,99.366,30.3
796,51.93,61.62,32.8,24.46,99.359,63.3
798,51.32,78.2,33.7,25.04,99.281,62.6
799,84.94,58.05,29.6,24.83,99.341,103.6
801,32.63,135.45,33.8,24.78,99.312,39.8
802,71.65,77.83,34.9,25.58,99.277,87.4
803,111.89,96.14,33.9,25.36,99.332,136.5
805,102.52,62.2,32.6,24.35,99.329,125.0
806,63.76,64.77,32.5,25.06,99.419,77.8
808,117.71,34.43,34.1,24.12,99.31,143.5
809,55.02,98.24,33.0,25.29,99.322,67.1
811,103.79,121.55,30.1,24.57,99.325,126.6
812,88.21,42.89,35.3,24.52,99.312,107.6
814,90.15,76.51,33.7,24.94,99.327,109.9
815,83.29,86.06,32.5,24.59,99.277,101.6
817,55.16,58.07,34.4,24.38,99.374,67.3
818,116.27,123.98,33.4,25.08,99.348,141.8
820,94.6,92.25,36.5,24.15,99.357,115.4
821,118.27,76.09,33.9,24.87,99.295,144.2
823,89.57,78.68,29.8,24.81,99.333,109.2
824,105.78,73.86,31.0,24.94,99.286,129.0
825,67.89,58.66,33.7,25.69,99.32,82.8
827,57.6,75.76,32.3,24.55,99.324,70.2
828,8.62,95.76,31.2,25.64,99.273,10.5
830,88.24,94.16,34.3,25.29,99.237,107.6
831,28.19,66.97,33.6,24.98,99.314,34.4
833,90.46,44.07,30.6,25.19,99.351,110.3
834,94.74,81.74,32.6,26.07,99.312,115.5
836,51.58,32.26,33.8,25.54,99.367,62.9
837,38.71,87.19,32.5,24.57,99.387,47.2
839,36.17,87.26,32.6,26.1,99.299,44.1
840,55.19,76.5,35.7,24.47,99.257,67.3
842,67.2,20.48,32.3,26.03,99.331,82.0
843,13.87,92.95,33.4,25.4,99.282,16.9
845,88.08,98.5,31.6,25.8,99.263,107.4
846,100.32,51.01,34.6,25.46,99.316,122.3
847,93.15,62.28,32.9,24.61,99.357,113.6
849,114.76,101.71,31.3,25.76,99.292,140.0
850,94.44,65.9,36.2,25.3,99.271,115.2
852,19.61,53.63,34.7,25.37,99.287,23.9
853,125.52,76.03,32.7,25.96,99.318,153.1
855,14.25,63.27,31.9,26.31,99.348,17.4
856,123.13,70.93,29.6,25.26,99.317,150.2
858,36.69,81.91,33.9,24.78,99.268,44.7
859,162.16,93.55,32.5,25.56,99.315,197.8
861,14.35,68.73,31.6,24.49,99.369,17.5
862,94.71,73.99,32.1,25.25,99.367,115.5
864,65.4,93.69,31.7,26.14,99.279,79.8
865,74.49,63.65,33.8,25.82,99.322,90.8
867,83.13,89.08,32.6,25.98,99.286,101.4
868,20.84,70.52,31.2,26.25,99.264,25.4
869,36.46,30.78,35.4,26.31,99.251,44.5
871,73.57,100.8,33.0,25.76,99.349,89.7
872,56.08,82.05,34.1,26.1,99.257,68.4
874,40.35,69.22,32.6,25.7,99.278,49.2
875,81.56,86.16,31.2,25.61,99.34,99.5
877,43.23,59.74,33.3,25.97,99.241,52.7
878,36.59,95.05,32.5,25.48,99.297,44.6
880,91.13,118.06,36.8,25.54,99.242,111.1
881,109.52,103.96,35.8,26.19,99.341,133.6
883,60.29,89.46,37.4,26.56,99.298,73.5
884,100.82,42.67,33.4,25.64,99.274,123.0
886,57.18,64.85,31.8,26.42,99.295,69.7
887,80.56,119.67,32.0,26.5,99.233,98.2
889,38.06,107.07,31.6,26.39,99.253,46.4
890,41.25,74.87,32.0,26.06,99.274,50.3
891,1.81,56.27,32.1,25.43,99.315,2.2
893,29.85,100.93,34.4,26.85,99.283,36.4
894,53.65,68.63,35.9,25.72,99.293,65.4
896,91.33,91.72,32.3,26.16,99.253,111.4
897,104.67,76.56,33.7,25.11,99.269,127.6
899,53.68,79.53,31.2,25.78,99.233,65.5
900,27.59,36.19,31.7,25.5,99.297,33.6
902,41.78,94.91,35.6,25.56,99.288,51.0
903,75.41,88.75,33.5,26.42,99.298,92.0
905,89.42,45.21,35.3,26.15,99.326,109.0
906,32.82,84.8,30.9,26.5,99.242,40.0
908,62.54,54.94,33.3,26.07,99.214,76.3
909,129.73,105.52,32.1,25.23,99.281,158.2
911,20.13,103.83,31.1,25.48,99.259,24.5
912,144.05,66.78,32.5,25.89,99.234,175.7
913,96.59,76.15,32.6,25.73,99.251,117.8
915,84.34,109.63,33.8,26.43,99.237,102.9
916,50.98,77.13,37.2,25.15,99.288,62.2
918,88.71,42.31,37.4,25.65,99.201,108.2
919,93.67,58.58,33.6,26.45,99.246,114.2
921,71.93,54.69,33.2,26.82,99.271,87.7
922,33.14,95.24,31.5,26.93,99.271,40.4
924,81.82,68.11,34.0,25.84,99.283,99.8
925,1.28,59.43,33.8,26.44,99.239,1.6
927,61.91,94.56,33.3,26.04,99.211,75.5
928,87.16,65.04,34.3,26.43,99.243,106.3
930,84.83,105.95,33.3,26.85,99.246,103.5
931,92.66,70.06,33.7,26.22,99.257,113.0
933,48.84,86.92,30.5,26.56,99.201,59.6
934,80.24,28.09,33.1,27.49,99.251,97.9
935,76.07,87.29,32.6,26.73,99.221,92.8
937,91.52,76.51,36.3,26.46,99.266,111.6
938,10.88,98.6,34.4,26.79,99.19,13.3
940,133.37,42.91,33.6,26.91,99.215,162.6
941,81.74,110.32,34.0,25.3,99.228,99.7
943,57.85,89.42,36.2,26.32,99.315,70.5
944,60.06,121.01,34.8,27.33,99.252,73.2
946,69.24,108.45,34.8,26.18,99.244,84.4
947,45.71,59.56,33.4,26.64,99.19,55.7
949,62.23,64.81,32.1,25.8,99.267,75.9
950,77.1,55.71,37.3,25.98,99.219,94.0
952,104.62,56.55,35.0,26.14,99.267,127.6
953,59.38,67.16,34.2,26.79,99.223,72.4
955,106.4,73.14,35.0,26.53,99.257,129.8
956,137.0,138.19,33.2,26.55,99.216,167.1
957,38.71,76.65,30.7,26.6,99.234,47.2
959,79.13,95.27,34.2,26.43,99.231,96.5
960,86.46,63.01,34.2,26.69,99.145,105.4
962,76.84,60.78,34.1,27.01,99.226,93.7
963,74.91,86.4,35.4,27.22,99.173,91.4
965,80.89,96.25,32.9,26.26,99.24,98.6
966,76.41,50.38,36.6,27.42,99.23,93.2
968,62.34,78.29,35.2,26.37,99.123,76.0
969,74.6,94.72,35.4,26.89,99.267,91.0
971,52.76,53.02,36.5,26.12,99.276,64.3
972,-11.86,64.85,34.7,26.59,99.235,-14.5
974,37.46,43.72,31.8,25.58,99.17,45.7
975,54.33,88.49,35.8,26.34,99.237,66.3
977,66.54,66.28,32.9,26.31,99.2,81.1
978,57.49,64.36,33.5,27.33,99.186,70.1
979,43.6,59.71,35.1,26.9,99.234,53.2
981,55.0,125.09,33.9,27.6,99.323,67.1
982,30.93,105.49,34.4,26.68,99.14,37.7
984,34.09,52.14,34.7,26.54,99.146,41.6
985,76.28,40.61,32.1,27.52,99.18,93.0
987,85.3,77.3,33.6,27.13,99.153,104.0
988,53.51,76.52,33.8,27.56,99.248,65.3
990,14.64,42.3,36.4,26.86,99.137,17.9
991,105.29,77.24,33.0,27.14,99.186,128.4
993,54.93,65.01,36.0,27.36,99.219,67.0
994,71.55,102.06,35.3,27.4,99.213,87.3
996,74.71,99.44,33.7,27.45,99.167,91.1
997,77.07,95.75,33.2,26.58,99.232,94.0
999,18.33,59.69,33.4,27.54,99.118,22.4
1000,34.33,65.18,32.8,28.28,99.268,41.9
1001,64.55,28.67,33.9,27.49,99.208,78.7
1003,86.45,80.02,35.3,27.74,99.204,105.4
1004,39.22,93.98,35.0,27.42,99.228,47.8
1006,57.84,66.98,33.8,26.36,99.173,70.5
1007,83.73,48.93,34.2,27.18,99.182,102.1
1009,83.09,129.06,35.0,27.18,99.2,101.3
1010,60.9,40.26,32.4,27.39,99.144,74.3
1012,124.03,93.75,34.4,27.01,99.211,151.3
1013,74.48,87.56,31.9,26.6,99.222,90.8
1015,78.77,80.33,33.7,27.24,99.17,96.1
1016,88.13,86.96,31.8,27.13,99.146,107.5
1018,46.58,90.77,33.2,27.79,99.155,56.8
1019,94.49,100.23,33.3,27.88,99.252,115.2
1021,61.76,47.41,33.7,27.53,99.07,75.3
1022,82.28,72.27,35.7,28.5,99.156,100.3
1023,82.41,69.28,33.5,27.39,99.182,100.5
1025,85.6,74.71,35.6,27.23,99.169,104.4
1026,-24.41,104.2,35.3,28.57,99.252,-29.8
1028,66.15,44.7,33.2,27.76,99.198,80.7
1029,96.76,73.94,34.3,27.28,99.204,118.0
1031,122.2,78.52,34.1,27.52,99.197,149.0
1032,117.99,98.71,33.2,27.48,99.184,143.9
1034,101.85,65.13,34.2,27.13,99.278,124.2
1035,85.28,64.17,31.1,28.5,99.165,104.0
1037,75.98,118.17,34.7,27.54,99.205,92.7
1038,34.86,46.92,36.0,28.11,99.177,42.5
1040,85.15,56.28,34.7,27.3,99.163,103.8
1041,56.99,48.26,34.5,28.0,99.121,69.5
1043,70.33,67.74,32.1,28.4,99.177,85.8
1044,49.4,102.57,35.5,27.89,99.198,60.2
1045,52.68,73.42,35.2,28.4,99.147,64.2
1047,68.25,60.38,36.1,27.85,99.198,83.2
1048,72.59,73.02,36.3,28.1,99.155,88.5
1050,4.68,65.21,33.5,27.75,99.113,5.7
1051,65.66,78.42,34.1,27.87,99.193,80.1
1053,106.71,78.94,36.4,27.74,99.147,130.1
1054,88.3,39.13,31.9,27.73,99.25,107.7
1056,124.09,23.49,34.8,28.23,99.16,151.3
1057,90.42,89.13,33.0,28.12,99.226,110.3
1059,117.34,99.92,33.1,28.34,99.221,143.1
1060,35.43,10.81,35.6,28.12,99.111,43.2
1062,-4.49,71.71,34.2,28.7,99.139,-5.5
1063,59.98,85.82,34.6,28.17,99.173,73.1
1065,94.14,117.8,36.2,27.8,99.138,114.8
1066,93.51,14.8,36.0,27.91,99.16,114.0
1067,111.02,72.29,35.1,27.64,99.135,135.4
1069,114.75,56.77,35.2,27.6,99.165,139.9
1070,77.25,48.95,35.8,28.8,99.167,94.2
1072,35.54,69.95,33.0,28.68,99.103,43.3
1073,82.06,63.61,32.3,28.63,99.186,100.1
1075,127.18,47.04,34.4,27.2,99.171,155.1
1076,-0.55,84.53,35.5,28.0,99.207,-0.7
1078,131.21,72.79,36.3,28.06,99.098,160.0
1079,48.83,14.5,34.6,28.48,99.202,59.5
1081,5.96,83.24,36.1,27.86,99.126,7.3
1082,29.38,99.7,35.1,28.66,99.183,35.8
1084,42.82,76.87,32.5,27.86,99.111,52.2
1085,133.64,45.74,35.0,29.01,99.178,163.0
1087,41.89,115.82,36.3,29.53,99.222,51.1
1088,92.17,57.51,33.6,27.83,99.111,112.4
1089,69.37,103.12,35.2,28.05,99.087,84.6
1091,116.18,64.0,33.9,28.46,99.169,141.7
1092,109.71,91.42,34.3,28.5,99.123,133.8
1094,102.03,112.25,34.2,28.45,99.083,124.4
1095,5.72,80.31,34.7,28.53,99.141,7.0
1097,98.33,97.73,32.7,28.22,99.131,119.9
1098,113.98,97.11,36.0,28.16,99.127,139.0
1100,147.67,67.59,36.2,28.45,99.168,180.1
1101,8.81,59.39,36.2,28.85,99.122,10.7
1103,46.32,72.14,33.2,27.89,99.195,56.5
1104,86.29,20.93,35.6,28.02,99.115,105.2
1106,148.87,77.82,36.1,27.93,99.176,181.5
1107,103.9,100.5,35.3,28.22,99.141,126.7
1109,94.5,118.26,33.5,28.78,99.074,115.2
1110,1.33,77.82,33.9,28.59,99.078,1.6
1112,97.6,46.61,36.8,28.19,99.143,119.0
1113,46.77,65.61,34.5,28.64,99.145,57.0
1114,124.96,102.35,33.6,28.82,99.097,152.4
1116,80.0,77.92,33.5,28.32,99.141,97.6
1117,34.77,100.08,33.8,28.54,99.128,42.4
1119,88.79,75.14,35.6,28.53,99.143,108.3
1120,115.09,66.95,31.7,27.49,99.125,140.4
1122,43.42,46.94,32.7,29.01,99.091,53.0
1123,48.87,86.43,32.4,28.76,99.139,59.6
1125,58.43,80.37,35.8,29.19,99.19,71.3
1126,31.24,74.95,33.2,28.79,99.127,38.1
1128,83.7,81.5,32.0,29.32,99.129,102.1
1129,55.77,103.89,34.4,28.24,99.067,68.0
1131,105.08,88.85,35.3,29.1,99.079,128.1
1132,76.81,130.58,33.8,28.6,99.09,93.7
1134,65.9,107.17,33.9,28.93,99.132,80.4
1135,139.47,93.64,36.6,29.05,99.179,170.1
1136,87.87,72.34,37.0,28.69,99.167,107.2
1138,44.9,131.76,35.3,29.2,99.146,54.8
1139,120.45,97.95,34.1,28.63,99.114,146.9
1141,91.46,101.23,35.8,29.06,99.045,111.5
1142,64.44,10.53,35.0,28.77,99.085,78.6
1144,-31.63,62.91,34.8,28.89,99.048,-38.6
1145,35.79,64.13,36.5,29.38,99.154,43.6
1147,85.88,50.93,32.8,28.39,99.032,104.7
1148,119.5,93.74,35.1,28.56,99.091,145.7
1150,79.74,50.9,35.1,29.22,99.158,97.2
1151,66.84,67.98,38.7,29.42,99.128,81.5
1153,31.87,71.29,34.1,28.82,99.052,38.9
1154,85.3,57.44,36.1,29.44,99.086,104.0
1156,40.23,44.73,35.2,29.78,99.173,49.1
1157,31.45,121.57,34.8,30.16,99.115,38.4
1158,75.64,76.93,35.2,29.07,99.097,92.2
1160,42.11,4.51,37.6,29.65,99.148,51.4
1161,79.81,42.32,35.3,29.47,99.117,97.3
1163,66.84,68.02,33.4,29.45,99.106,81.5
1164,117.59,89.22,33.7,29.01,99.027,143.4
1166,66.19,91.27,37.0,28.51,99.091,80.7
1167,39.46,27.26,35.0,29.36,99.102,48.1
1169,48.56,63.66,36.3,28.99,99.092,59.2
1170,75.58,97.75,33.6,28.85,99.098,92.2
1172,34.47,56.21,34.5,29.1,99.116,42.0
1173,86.99,86.77,32.6,30.07,99.034,106.1
1175,75.16,93.98,37.2,29.71,99.085,91.7
1176,112.35,86.26,33.0,29.06,99.059,137.0
1178,45.19,95.28,36.0,30.32,99.125,55.1
1179,81.68,115.02,33.9,29.27,99.076,99.6
1180,59.81,57.78,35.3,29.21,99.129,72.9
1182,61.15,74.38,35.4,29.63,98.986,74.6
1183,67.63,126.82,34.4,29.43,99.113,82.5
1185,57.33,154.12,34.5,29.81,99.156,69.9
1186,42.83,60.94,34.4,28.66,99.07,52.2
1188,70.27,39.02,36.5,28.71,99.112,85.7
1189,49.19,11.33,37.4,30.02,99.108,60.0
1191,61.65,79.04,32.0,28.91,99.084,75.2
1192,48.21,69.48,35.0,28.99,99.012,58.8
1194,75.35,103.39,34.2,29.25,99.022,91.9
1195,33.17,119.57,35.9,29.64,99.093,40.5
1197,46.66,70.98,35.9,29.5,99.062,56.9
1198,94.95,91.42,35.6,30.09,99.032,115.8
1200,72.59,70.27,37.1,29.39,99.04,88.5
1201,91.77,65.48,34.2,28.06,99.032,111.9
1202,125.96,110.72,34.9,29.61,99.046,153.6
1204,74.16,48.67,38.4,29.33,99.125,90.4
1205,23.55,59.44,33.8,29.4,99.091,28.7
1207,44.75,32.25,37.9,29.22,99.026,54.6
1208,67.44,54.13,36.8,29.1,99.019,82.2
1210,53.03,92.51,33.9,30.14,99.065,64.7
1211,45.38,88.1,34.9,30.51,99.076,55.3
1213,26.95,76.75,35.7,30.54,99.034,32.9
1214,39.44,104.13,35.4,29.27,99.052,48.1
1216,-2.92,56.52,37.1,29.54,99.1,-3.6
1217,29.0,71.34,35.2,29.6,99.085,35.4
1219,124.04,24.41,33.9,30.16,98.984,151.3
1220,62.59,87.3,36.2,30.4,99.039,76.3
1222,32.85,86.67,33.0,30.16,99.017,40.1
1223,73.52,32.83,31.4,30.88,99.076,89.7
1224,118.1,53.96,35.4,29.89,99.032,144.0
1226,65.26,104.75,34.2,30.13,99.01,79.6
1227,86.94,95.49,36.3,29.74,99.076,106.0
1229,140.05,60.49,34.6,29.44,99.066,170.8
1230,70.96,85.96,34.1,29.72,99.047,86.5
1232,31.3,78.66,33.5,29.72,99.122,38.2
1233,43.34,84.68,35.7,30.75,99.08,52.9
1235,43.58,15.04,36.2,29.24,99.047,53.1
1236,61.11,106.4,34.1,30.05,99.045,74.5
1238,101.59,105.6,34.0,29.45,98.978,123.9
1239,26.19,77.93,36.2,30.28,98.989,31.9
1241,74.05,63.49,36.4,30.26,99.054,90.3
1242,86.54,84.67,33.8,29.68,99.022,105.5
1244,60.56,115.01,37.3,30.61,99.062,73.9
1245,9.65,81.11,35.8,30.18,98.965,11.8
1246,49.81,98.04,35.2,30.04,99.028,60.7
1248,54.9,44.85,36.2,29.84,99.044,67.0
1249,96.31,48.29,34.0,30.31,99.021,117.5
1251,2.28,93.04,36.8,29.84,99.097,2.8
1252,36.76,83.16,38.0,30.52,98.987,44.8
1254,12.57,51.28,33.5,30.24,99.045,15.3
1255,5.78,45.98,34.0,29.91,99.037,7.0
1257,105.36,96.12,35.7,30.55,98.984,128.5
1258,37.02,38.28,32.8,30.31,99.018,45.1
1260,40.22,50.23,35.1,31.44,98.966,49.0
1261,125.75,23.14,34.6,29.98,99.013,153.4
1263,54.45,50.72,36.7,30.35,98.954,66.4
1264,81.26,115.53,38.8,30.6,99.062,99.1
1266,131.66,71.71,38.2,30.11,99.018,160.6
1267,40.13,66.67,34.7,30.85,98.955,48.9
1268,72.79,64.3,33.5,30.31,99.012,88.8
1270,68.21,55.65,37.8,31.03,98.986,83.2
1271,41.37,80.97,35.4,30.24,99.008,50.5
1273,63.58,68.15,34.6,30.66,98.97,77.5
1274,51.45,80.51,33.8,31.25,99.04,62.7
1276,107.22,123.49,34.3,30.16,99.035,130.8
1277,40.21,81.97,35.9,31.21,99.005,49.0
1279,78.03,101.6,36.2,30.32,99.032,95.2
1280,99.79,61.1,36.6,30.26,99.001,121.7
1282,78.04,21.32,36.5,30.36,98.971,95.2
1283,41.39,72.33,37.5,29.95,99.028,50.5
1285,114.07,75.16,36.6,31.47,99.034,139.1
1286,43.65,76.62,34.9,30.52,99.052,53.2
1288,78.57,79.66,36.6,30.15,99.012,95.8
1289,4.57,77.16,37.1,30.44,99.009,5.6
1290,42.13,75.05,33.4,30.93,98.982,51.4
1292,55.24,50.98,36.9,30.92,98.986,67.4
1293,39.11,76.01,36.2,29.98,98.955,47.7
1295,83.09,81.73,35.0,31.63,98.989,101.3
1296,50.28,98.22,35.3,31.03,99.06,61.3
1298,72.3,84.64,35.8,30.36,98.94,88.2
1299,84.13,67.83,36.4,30.75,98.965,102.6
1301,57.44,46.54,36.9,30.72,99.026,70.0
1302,69.96,69.42,34.9,30.48,99.002,85.3
1304,21.47,64.29,37.6,30.45,98.974,26.2
1305,55.55,69.09,36.8,31.74,98.985,67.7
1307,54.51,110.62,35.9,30.41,99.021,66.5
1308,71.34,81.24,36.2,31.08,98.99,87.0
1310,23.38,57.55,34.3,30.65,99.036,28.5
1311,127.01,59.85,37.4,30.47,99.041,154.9
1312,126.69,67.81,37.7,31.08,99.032,154.5
1314,104.58,81.33,34.3,31.07,98.962,127.5
1315,65.08,51.9,36.9,30.55,99.062,79.4
1317,130.8,85.32,37.9,31.28,98.988,159.5
1318,100.55,30.11,34.3,31.05,99.031,122.6
1320,43.16,72.82,35.2,30.91,99.028,52.6
1321,48.02,49.32,36.7,30.53,98.992,58.6
1323,113.83,89.8,37.5,30.92,98.961,138.8
1324,42.57,77.3,32.6,29.9,98.961,51.9
1326,14.73,60.4,35.7,30.89,99.015,18.0
1327,-5.16,75.67,35.3,31.64,98.982,-6.3
1329,59.72,88.9,34.2,30.96,99.031,72.8
1330,55.79,21.58,37.0,31.19,98.949,68.0
1332,68.78,62.75,35.6,31.45,99.041,83.9
1333,9.61,57.06,31.8,31.5,98.938,11.7
1334,48.07,101.85,36.4,31.25,99.021,58.6
1336,96.28,79.98,37.3,31.05,99.017,117.4
1337,37.63,85.0,35.4,30.87,98.915,45.9
1339,85.53,83.19,35.1,31.01,98.97,104.3
1340,45.78,90.61,34.9,30.97,98.87,55.8
1342,107.23,49.21,36.2,30.71,98.933,130.8
1343,69.07,80.92,34.5,32.17,98.993,84.2
1345,-14.92,32.78,37.2,31.6,99.004,-18.2
1346,104.56,64.18,36.0,31.28,98.946,127.5
1348,57.47,79.45,35.6,32.01,98.914,70.1
1349,26.88,84.39,34.5,31.17,98.973,32.8
1351,72.89,127.12,35.3,31.13,99.032,88.9
1352,29.71,54.72,31.9,32.25,98.892,36.2
1354,49.63,124.26,36.7,31.5,98.982,60.5
1355,85.28,62.27,37.2,31.68,98.989,104.0
1356,91.07,74.0,35.2,31.53,98.941,111.1
1358,58.45,74.44,39.0,31.73,98.977,71.3
1359,123.92,55.68,36.3,31.63,98.902,151.1
1361,107.17,56.36,36.8,31.25,98.96,130.7
1362,58.59,88.37,34.6,31.16,98.889,71.5
1364,105.12,44.72,35.1,32.3,98.927,128.2
1365,73.29,83.34,35.9,31.77,98.922,89.4
1367,104.97,69.03,38.8,31.9,98.941,128.0
1368,23.91,64.3,35.7,31.76,98.968,29.2
1370,35.38,52.6,35.6,32.13,98.973,43.1
1371,50.14,56.18,36.6,32.08,98.932,61.1
1373,58.69,52.09,37.7,30.86,98.913,71.6
1374,82.48,62.55,36.2,31.7,98.923,100.6
1376,102.98,105.42,35.1,31.98,98.946,125.6
1377,-4.94,77.53,36.3,31.44,98.977,-6.0
1378,44.56,51.99,35.5,32.06,99.022,54.3
1380,70.17,125.0,36.2,31.19,98.906,85.6
1381,50.17,86.54,37.2,31.99,98.959,61.2
1383,33.28,102.44,36.4,31.78,98.9,40.6
1384,21.69,39.8,37.5,31.64,99.015,26.5
1386,9.32,57.03,37.1,32.44,98.94,11.4
1387,40.35,83.67,35.9,31.01,98.924,49.2
1389,91.75,34.18,35.6,32.12,98.934,111.9
1390,62.03,74.73,38.0,31.56,98.85,75.6
1392,47.97,37.39,38.7,31.66,98.919,58.5
1393,67.33,79.11,35.0,32.06,98.985,82.1
1395,61.84,77.63,36.3,31.9,98.915,75.4
1396,166.22,86.87,36.5,32.88,98.98,202.7
1398,9.37,37.37,33.6,32.28,98.968,11.4
1399,69.84,56.5,36.4,32.17,98.95,85.2
1400,7.9,72.7,36.4,32.15,98.943,9.6
1402,33.37,67.0,38.0,31.78,98.879,40.7
1403,50.96,57.36,37.6,33.17,98.963,62.1
1405,-2.67,64.41,38.4,32.76,98.887,-3.3
1406,87.26,-4.74,36.8,31.71,98.986,106.4
1408,-26.64,53.21,38.3,32.21,98.937,-32.5
1409,61.28,51.16,34.4,31.84,98.925,74.7
1411,125.55,79.77,36.9,31.45,98.905,153.1
1412,87.71,79.65,35.8,33.01,98.814,107.0
1414,60.38,76.64,34.3,31.2,98.914,73.6
1415,124.46,109.57,37.3,32.67,98.967,151.8
1417,68.93,65.77,35.9,32.38,98.955,84.1
1418,79.57,80.59,36.4,31.15,98.931,97.0
1420,87.9,94.84,34.9,32.33,99.009,107.2
1421,82.69,70.37,34.6,31.89,98.948,100.8
1423,90.4,58.96,39.8,32.07,98.954,110.2
1424,57.62,59.72,36.8,31.88,98.898,70.3
1425,54.95,51.4,35.4,32.34,98.928,67.0
1427,68.71,119.93,34.1,32.42,98.954,83.8
1428,62.07,82.53,35.8,32.66,98.896,75.7
1430,54.04,80.25,36.1,32.66,98.869,65.9
1431,45.47,80.42,34.6,32.92,98.882,55.5
1433,56.66,52.87,36.6,32.88,98.857,69.1
1434,2.6,122.79,35.8,32.31,98.89,3.2
1436,7.66,76.14,37.6,32.77,98.845,9.3
1437,98.5,83.16,36.3,32.21,98.876,120.1
1439,99.0,18.08,37.1,32.76,98.833,120.7
1440,97.99,97.67,37.3,33.05,98.887,119.5
1442,38.54,79.07,36.7,32.06,98.917,47.0
1443,83.7,42.7,36.7,32.84,98.814,102.1
1445,24.94,111.4,39.3,32.43,98.914,30.4
1446,94.4,26.83,37.8,32.69,98.872,115.1
1447,111.19,55.19,39.3,33.15,98.873,135.6
1449,120.86,75.16,35.3,32.41,98.818,147.4
1450,118.66,39.94,34.9,32.48,98.923,144.7
1452,77.6,70.26,37.3,33.7,98.893,94.6
1453,-3.61,111.19,36.7,31.64,98.846,-4.4
1455,40.14,88.17,35.4,33.71,98.925,49.0
1456,59.63,97.96,35.1,33.77,98.765,72.7
1458,87.29,60.43,37.8,32.01,98.96,106.5
1459,74.86,54.57,37.4,33.64,98.903,91.3
1461,89.57,81.37,34.5,32.68,98.741,109.2
1462,76.99,75.14,39.1,32.37,98.887,93.9
1464,57.21,52.19,38.6,32.95,98.914,69.8
1465,42.51,92.71,37.5,32.17,98.928,51.8
1467,75.53,38.04,35.7,32.94,98.857,92.1
1468,42.29,65.8,33.7,33.39,98.963,51.6
1469,66.1,75.68,39.0,33.0,98.906,80.6
1471,76.24,104.13,39.4,33.82,98.903,93.0
1472,49.25,66.0,36.0,32.98,98.851,60.1
1474,80.28,60.93,38.3,32.49,98.823,97.9
1475,60.83,87.58,37.7,33.45,98.867,74.2
1477,64.21,47.5,38.3,32.68,98.855,78.3
1478,29.11,71.31,37.4,32.95,98.844,35.5
1480,66.12,58.6,37.3,33.12,98.881,80.6
1481,51.81,50.12,36.6,33.45,98.794,63.2
1483,97.09,139.88,36.3,32.34,98.887,118.4
1484,70.89,97.94,34.8,33.61,98.855,86.5
1486,20.63,62.03,33.6,32.62,98.898,25.2
1487,18.84,106.57,39.0,33.79,98.917,23.0
1489,40.96,73.67,38.5,32.66,98.819,50.0
1490,81.05,17.96,38.8,34.14,98.821,98.8
1491,89.74,72.82,35.7,32.61,98.872,109.4
1493,90.36,64.21,35.2,32.94,98.812,110.2
1494,81.46,70.94,37.0,33.59,98.842,99.3
1496,51.19,71.54,37.8,33.72,98.868,62.4
1497,86.82,106.7,34.4,33.13,98.934,105.9
1499,96.97,78.51,33.9,33.87,98.84,118.3
1500,102.1,37.29,36.9,33.29,98.861,124.5
1502,87.08,67.56,36.2,33.67,98.864,106.2
1503,131.35,49.4,38.5,33.24,98.862,160.2
1505,112.71,58.65,35.3,33.43,98.793,137.5
1506,95.3,33.71,40.0,33.32,98.836,116.2
1508,74.38,72.84,39.0,32.36,98.867,90.7
1509,9.81,69.28,37.9,33.29,98.821,12.0
1511,37.44,100.54,37.1,32.99,98.791,45.7
1512,56.01,83.9,37.3,34.08,98.871,68.3
1513,115.43,21.52,36.8,32.89,98.797,140.8
1515,80.02,63.75,37.3,32.84,98.802,97.6
1516,42.09,73.13,36.9,33.76,98.893,51.3
1518,21.07,104.8,36.9,33.14,98.795,25.7
1519,139.5,61.29,36.6,33.23,98.814,170.1
1521,18.14,74.94,36.0,32.97,98.819,22.1
1522,68.7,95.28,38.1,33.56,98.732,83.8
1524,32.85,90.4,36.9,33.52,98.82,40.1
1525,81.7,59.07,36.9,33.3,98.84,99.6
1527,64.81,58.88,34.4,33.64,98.869,79.0
1528,102.5,101.21,35.8,33.06,98.811,125.0
1530,59.9,41.63,40.1,32.7,98.84,73.0
1531,12.02,77.12,37.1,32.58,98.828,14.7
1533,19.67,51.35,35.8,33.52,98.759,24.0
1534,35.54,94.16,38.2,33.34,98.815,43.3
1535,89.25,96.98,33.5,33.4,98.871,108.8
1537,70.71,54.83,35.6,34.08,98.902,86.2
1538,82.03,55.52,38.0,33.4,98.822,100.0
1540,51.38,72.57,38.8,34.25,98.81,62.7
