Motor_Unit_ID,Motor_Speed_RPM,Architecture_Voltage_V,Stator_Copper_Loss_Watts,Stator_Core_Temp_C,Powertrain_Efficiency_pct,Cooling_State
LUCID-AIR-1660,11824,903.2,1178.2,63.8,93.43,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1661,9760,878.3,973.3,64.9,93.45,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1662,10899,900.3,1140.1,61.4,93.3,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1663,13344,902.8,1620.3,72.8,93.14,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1664,7501,887.6,596.7,50.1,93.77,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1665,3606,917.2,235.5,47.5,94.3,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1666,11070,868.5,1405.2,65.8,92.98,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1667,3336,867.9,39.6,50.6,94.5,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1668,19437,856.1,3004.9,91.3,91.0,Stator Micro-Channel Coolant Active
LUCID-AIR-1669,5756,884.9,338.9,52.9,94.06,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1670,8290,913.7,678.5,53.9,94.19,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1671,10126,853.7,1055.7,56.2,93.11,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1672,11973,828.7,1262.9,65.2,92.89,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1673,13513,866.5,1750.7,78.5,92.38,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1674,8941,857.4,724.1,59.0,93.89,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1675,9479,876.1,907.1,64.9,93.82,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1676,2606,904.6,282.1,50.2,94.5,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1677,7479,870.1,487.7,55.1,94.79,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1678,14512,877.3,2078.7,74.1,92.29,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1679,6170,895.0,607.7,59.8,94.49,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1680,19269,847.3,2969.3,89.2,91.37,Stator Micro-Channel Coolant Active
LUCID-AIR-1681,6480,846.8,559.3,54.5,94.67,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1682,4422,856.9,293.9,47.9,94.0,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1683,16622,883.7,2339.6,81.1,91.99,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1684,19618,897.7,3162.0,91.3,91.08,Stator Micro-Channel Coolant Active
LUCID-AIR-1685,8237,870.9,780.9,55.0,93.66,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1686,14958,834.7,1788.1,70.3,93.0,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1687,12872,847.9,1476.1,68.5,92.88,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1688,11601,881.5,1068.2,61.9,93.41,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1689,19094,855.2,3020.8,94.6,91.16,Stator Micro-Channel Coolant Active
LUCID-AIR-1690,13625,920.6,1550.3,73.4,93.02,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1691,16267,906.2,2352.5,75.5,91.47,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1692,11017,844.6,1155.6,64.5,93.19,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1693,12182,904.4,1407.5,67.8,93.31,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1694,5301,905.8,488.0,57.7,94.13,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1695,11754,917.6,1593.7,66.9,93.17,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1696,6034,880.9,349.3,54.5,93.87,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1697,19954,876.4,2933.1,91.1,91.63,Stator Micro-Channel Coolant Active
LUCID-AIR-1698,5971,837.2,406.1,52.2,93.89,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1699,12544,831.2,1323.3,67.3,93.18,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1700,19972,889.1,3039.0,92.7,91.04,Stator Micro-Channel Coolant Active
LUCID-AIR-1701,19832,839.9,3121.5,94.1,91.44,Stator Micro-Channel Coolant Active
LUCID-AIR-1702,3723,870.0,200.8,45.4,93.92,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1703,17132,897.1,2542.2,88.7,92.21,Stator Micro-Channel Coolant Active
LUCID-AIR-1704,10734,895.6,1275.3,66.0,93.13,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1705,5300,919.1,309.6,50.6,93.95,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1706,17771,916.5,2813.8,87.3,91.15,Stator Micro-Channel Coolant Active
LUCID-AIR-1707,7516,921.9,563.5,51.8,93.98,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1708,17505,910.9,2499.1,80.4,91.74,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1709,7445,915.2,583.8,55.1,93.74,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1710,4835,852.8,357.1,52.4,94.15,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1711,16468,833.7,2346.7,78.6,92.03,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1712,6417,832.4,671.4,57.0,93.09,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1713,2746,886.1,-75.9,42.2,94.19,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1714,8568,864.2,874.1,60.6,93.42,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1715,12948,907.2,1452.5,63.1,92.76,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1716,15208,865.1,1857.1,72.7,92.19,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1717,19827,910.9,3084.0,94.3,91.28,Stator Micro-Channel Coolant Active
LUCID-AIR-1718,16159,919.9,2204.9,79.3,92.04,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1719,12168,871.5,1485.9,67.4,92.93,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1720,11206,823.2,1255.2,61.7,93.11,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1721,9315,824.4,913.3,59.5,93.74,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1722,16252,840.8,2483.6,89.2,91.67,Stator Micro-Channel Coolant Active
LUCID-AIR-1723,8613,915.2,457.7,51.1,93.82,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1724,10467,902.7,1339.0,67.2,93.03,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1725,19744,863.9,2987.3,92.3,91.38,Stator Micro-Channel Coolant Active
LUCID-AIR-1726,13242,898.1,1562.4,69.8,92.96,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1727,15501,912.4,2437.2,82.7,92.16,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1728,18003,893.1,2769.7,83.4,91.68,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1729,11143,862.0,1285.2,66.0,92.82,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1730,19822,903.6,3158.5,96.4,90.77,Stator Micro-Channel Coolant Active
LUCID-AIR-1731,17309,914.1,2411.7,83.9,91.73,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1732,6562,892.9,779.1,57.3,93.2,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1733,13641,919.5,1725.1,70.7,91.94,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1734,8337,877.6,610.7,51.0,93.77,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1735,2769,858.2,184.9,48.3,94.01,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1736,14225,921.7,1875.8,78.3,92.16,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1737,13873,877.5,1998.4,79.2,92.54,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1738,8292,904.3,971.9,55.4,93.3,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1739,19306,919.9,3042.8,92.6,90.77,Stator Micro-Channel Coolant Active
LUCID-AIR-1740,7369,829.7,465.5,51.8,93.82,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1741,9871,913.3,1026.8,57.4,93.33,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1742,2866,844.9,89.3,50.1,94.68,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1743,18745,858.3,2857.9,89.0,91.88,Stator Micro-Channel Coolant Active
LUCID-AIR-1744,13895,886.6,2031.0,69.7,91.9,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1745,3841,841.4,41.3,46.6,94.25,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1746,9868,888.0,1310.3,65.4,92.8,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1747,4320,820.7,271.9,47.1,93.86,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1748,3881,908.1,176.1,52.5,94.42,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1749,15759,834.4,2088.3,77.4,92.06,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1750,5259,822.4,220.5,53.6,93.78,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1751,12374,856.3,1731.4,70.8,92.46,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1752,7482,848.3,797.5,54.3,93.15,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1753,12557,849.8,1627.5,71.2,92.63,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1754,19989,906.6,3438.5,100.6,90.81,Stator Micro-Channel Coolant Active
LUCID-AIR-1755,5580,830.3,446.4,45.6,94.33,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1756,6387,898.6,487.3,53.1,94.06,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1757,18078,866.5,2619.5,83.4,91.81,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1758,16160,872.8,2049.9,81.4,91.96,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1759,11598,885.2,1043.4,58.1,92.9,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1760,3409,898.4,232.5,49.4,94.53,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1761,3715,866.7,175.6,47.4,94.25,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1762,9315,879.5,938.3,62.9,93.55,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1763,11957,886.7,1289.3,70.2,93.21,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1764,18753,870.1,2940.3,84.6,90.9,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1765,18460,825.1,3020.0,91.6,91.34,Stator Micro-Channel Coolant Active
LUCID-AIR-1766,18752,857.2,2969.7,87.6,90.42,Stator Micro-Channel Coolant Active
LUCID-AIR-1767,4914,906.2,425.0,49.3,93.92,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1768,14527,858.9,1765.9,72.8,92.58,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1769,3143,873.9,105.9,46.1,94.46,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1770,14094,853.5,1552.5,68.8,92.89,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1771,19913,839.0,3193.1,98.9,91.09,Stator Micro-Channel Coolant Active
LUCID-AIR-1772,19697,923.0,3233.7,99.0,91.67,Stator Micro-Channel Coolant Active
LUCID-AIR-1773,12130,921.0,1469.0,68.8,92.2,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1774,14689,869.2,1784.5,76.6,93.38,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1775,6378,910.8,679.5,58.1,93.91,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1776,2691,822.8,42.6,52.3,94.4,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1777,13102,867.6,1527.6,67.9,92.39,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1778,18284,898.3,2746.8,85.3,91.54,Stator Micro-Channel Coolant Active
LUCID-AIR-1779,9420,834.5,813.7,59.5,93.47,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1780,9215,919.8,933.8,61.0,93.74,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1781,4739,905.8,262.1,49.9,93.78,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1782,8684,898.7,1006.9,66.0,93.54,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1783,19273,900.8,3100.4,93.2,91.28,Stator Micro-Channel Coolant Active
LUCID-AIR-1784,3978,872.7,118.2,49.7,94.35,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1785,6215,877.3,619.3,51.6,93.93,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1786,8065,820.9,981.3,58.5,93.69,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1787,19503,870.9,2998.3,97.5,91.38,Stator Micro-Channel Coolant Active
LUCID-AIR-1788,16954,884.2,2639.0,90.5,92.22,Stator Micro-Channel Coolant Active
LUCID-AIR-1789,9578,906.8,901.1,60.2,93.73,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1790,15042,911.8,1972.0,76.6,91.81,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1791,5869,875.9,482.1,56.4,94.09,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1792,3439,917.4,139.8,45.8,94.25,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1793,17725,826.0,2618.3,88.2,92.09,Stator Micro-Channel Coolant Active
LUCID-AIR-1794,7916,897.2,982.7,61.8,93.37,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1795,16841,873.6,2265.0,81.7,92.08,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1796,11688,882.4,1297.4,68.2,93.15,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1797,2866,908.0,225.2,49.8,93.95,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1798,6569,910.8,202.6,46.6,94.14,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1799,7318,866.0,631.4,61.4,94.52,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1800,4774,918.1,423.0,50.0,94.34,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1801,2832,876.8,8.2,46.4,94.51,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1802,11186,877.7,1227.2,63.9,93.63,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1803,5524,828.4,627.2,63.0,93.41,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1804,7550,897.1,821.0,56.5,93.63,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1805,17314,865.9,2490.9,90.1,91.9,Stator Micro-Channel Coolant Active
LUCID-AIR-1806,2012,836.5,-147.7,43.6,94.76,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1807,12156,869.7,1320.4,65.7,92.98,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1808,7644,863.8,401.3,47.0,93.9,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1809,12345,864.8,1396.0,68.7,93.17,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1810,3967,900.5,308.5,46.9,94.07,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1811,19978,832.4,3200.9,95.0,91.0,Stator Micro-Channel Coolant Active
LUCID-AIR-1812,3192,896.2,-19.0,50.4,94.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1813,14385,863.7,1921.7,73.9,92.32,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1814,2282,851.0,-78.4,46.3,94.39,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1815,3030,897.0,243.5,48.7,93.91,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1816,11024,838.0,1190.2,64.3,93.29,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1817,15366,870.6,2371.8,85.9,92.36,Stator Micro-Channel Coolant Active
LUCID-AIR-1818,15770,882.4,2265.4,86.2,91.72,Stator Micro-Channel Coolant Active
LUCID-AIR-1819,13291,880.8,1857.7,70.6,92.63,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1820,4700,918.7,235.3,50.4,94.66,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1821,15075,829.0,1914.8,74.2,92.95,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1822,16166,912.0,2454.0,81.0,91.83,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1823,9387,920.1,1012.9,60.0,93.47,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1824,14893,869.0,1865.9,71.3,92.77,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1825,11853,838.4,1472.0,66.9,92.41,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1826,8567,899.5,695.2,57.9,93.85,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1827,13756,833.6,1815.2,74.8,93.13,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1828,11498,820.6,1187.1,63.6,92.86,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1829,8188,889.0,724.0,57.3,93.5,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1830,3301,914.6,83.1,42.4,94.6,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1831,11206,889.5,1079.6,60.0,93.08,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1832,6585,838.7,756.3,56.5,93.7,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1833,4242,826.0,191.0,48.1,94.54,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1834,7550,899.2,677.9,56.5,93.93,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1835,8476,837.0,906.5,65.9,93.44,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1836,8797,898.9,1121.5,58.7,93.58,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1837,19121,842.6,2884.0,90.2,91.65,Stator Micro-Channel Coolant Active
LUCID-AIR-1838,3737,894.2,134.1,51.2,94.45,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1839,17345,853.2,2631.0,90.0,90.94,Stator Micro-Channel Coolant Active
LUCID-AIR-1840,16952,840.5,2213.8,76.3,92.32,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1841,3418,887.4,430.8,52.3,94.0,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1842,4780,843.7,248.4,55.4,94.15,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1843,14780,835.2,2070.1,77.5,92.2,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1844,11490,909.6,1240.5,64.2,92.96,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1845,11889,853.2,1368.6,66.7,92.66,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1846,17979,820.6,2731.2,93.1,91.63,Stator Micro-Channel Coolant Active
LUCID-AIR-1847,12998,909.2,1474.1,63.5,92.64,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1848,19874,868.6,3079.7,93.5,90.98,Stator Micro-Channel Coolant Active
LUCID-AIR-1849,19604,895.1,3171.2,95.3,91.37,Stator Micro-Channel Coolant Active
LUCID-AIR-1850,4513,849.6,308.2,51.5,94.8,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1851,17731,839.9,2687.4,89.9,92.01,Stator Micro-Channel Coolant Active
LUCID-AIR-1852,11396,858.1,1171.1,67.6,93.11,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1853,8525,844.2,905.0,61.2,93.89,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1854,4458,853.2,213.8,48.0,94.37,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1855,16392,919.4,2538.7,83.1,91.64,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1856,4047,901.3,356.0,50.7,94.25,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1857,4279,822.1,430.9,48.6,94.08,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1858,7665,871.6,760.3,51.5,93.42,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1859,11088,824.6,1336.4,74.7,92.54,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1860,13958,844.8,1776.9,73.6,92.56,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1861,19067,860.1,2827.0,84.2,91.34,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1862,5750,921.3,462.0,50.6,93.46,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1863,7899,918.7,826.6,55.7,93.43,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1864,2994,898.3,261.6,49.5,94.13,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1865,16132,870.6,2283.6,80.9,91.69,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1866,18466,827.7,2671.7,82.7,91.23,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1867,13102,860.4,1318.7,64.8,92.64,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1868,15925,866.1,2344.6,81.9,91.76,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1869,5906,922.2,495.9,50.1,93.91,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1870,13508,844.9,1554.7,68.7,92.56,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1871,12163,918.6,1343.8,68.2,93.55,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1872,9613,915.8,934.0,58.9,93.47,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1873,13506,839.6,1776.7,73.1,92.86,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1874,11984,902.7,1444.8,66.5,93.32,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1875,10214,882.2,823.6,60.9,93.19,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1876,12313,899.0,1672.7,71.2,91.83,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1877,7612,865.7,587.5,55.5,93.58,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1878,6943,923.3,469.6,54.9,93.72,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1879,18880,916.8,2730.7,90.5,91.51,Stator Micro-Channel Coolant Active
LUCID-AIR-1880,16839,902.7,2411.2,83.1,91.78,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1881,18722,880.9,2995.8,95.2,91.22,Stator Micro-Channel Coolant Active
LUCID-AIR-1882,18307,905.2,2890.4,87.7,91.32,Stator Micro-Channel Coolant Active
LUCID-AIR-1883,12898,889.0,1539.4,62.1,93.11,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1884,11991,903.2,1180.7,62.6,93.32,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1885,6947,875.7,342.4,54.7,94.49,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1886,8336,845.0,1058.5,58.9,93.1,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1887,7326,842.7,1035.1,60.4,93.32,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1888,17078,908.8,2418.0,85.4,92.75,Stator Micro-Channel Coolant Active
LUCID-AIR-1889,2898,903.8,230.9,50.6,94.66,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1890,18580,900.1,2944.3,89.6,91.38,Stator Micro-Channel Coolant Active
LUCID-AIR-1891,19929,861.4,3128.9,91.8,91.12,Stator Micro-Channel Coolant Active
LUCID-AIR-1892,9895,917.9,782.5,58.1,94.01,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1893,9819,863.6,821.7,60.7,94.08,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1894,7024,851.8,552.3,51.9,93.88,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1895,11444,842.3,1175.5,61.6,93.07,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1896,8379,902.1,871.6,62.9,93.34,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1897,2104,831.8,-86.6,49.5,94.9,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1898,13856,820.8,1615.9,67.1,92.47,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1899,13858,890.8,1853.6,71.6,92.06,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1900,12784,854.8,1541.7,69.2,93.07,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1901,5286,881.9,65.5,48.8,94.85,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1902,3867,861.4,279.7,50.9,93.91,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1903,4387,847.3,-74.3,40.6,94.53,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1904,3839,884.5,450.6,50.9,94.27,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1905,9148,919.9,1143.4,63.0,93.2,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1906,15052,825.7,2042.4,81.2,92.42,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1907,12795,902.0,1559.7,69.7,92.51,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1908,9486,870.0,854.9,55.7,93.54,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1909,4376,883.7,386.3,48.5,93.94,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1910,13749,895.8,1836.6,70.7,92.48,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1911,5920,829.9,759.4,59.7,93.1,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1912,3467,863.5,427.7,51.5,93.6,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1913,14080,842.2,1913.6,75.7,92.03,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1914,18433,904.4,2745.8,90.7,91.13,Stator Micro-Channel Coolant Active
LUCID-AIR-1915,4945,823.5,230.7,48.8,94.04,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1916,13536,843.0,1963.3,79.0,92.45,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1917,15422,827.6,2111.2,76.5,92.0,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1918,11049,851.3,1449.5,69.6,92.85,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1919,11749,822.6,1507.2,69.5,92.87,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1920,4896,826.2,582.7,56.6,94.2,Peak 92.4% Powertrain Efficiency Domain
LUCID-AIR-1921,17779,836.9,3008.7,93.2,91.17,Stator Micro-Channel Coolant Active
LUCID-AIR-1922,8637,834.9,708.6,58.0,93.7,Peak 92.4% Powertrain Efficiency Domain
