Brake_Event_ID,Pulse_Frequency_Hz,Valve_Response_Time_ms,Brake_Fluid_Temp_C,Peak_Hydraulic_Pressure_Bar,Module_Health_Status
BOSCH-ABS-2353,20.6,9.2,62.5,162.6,Nominal Fast Response
BOSCH-ABS-2354,19.0,9.22,65.8,165.1,Nominal Fast Response
BOSCH-ABS-2355,24.3,11.02,51.1,137.5,Nominal Fast Response
BOSCH-ABS-2356,15.9,14.8,67.7,112.4,Valve Seat Wear Alert
BOSCH-ABS-2357,22.1,9.42,91.8,189.4,Nominal Fast Response
BOSCH-ABS-2358,14.6,9.03,63.0,146.7,Nominal Fast Response
BOSCH-ABS-2359,26.4,9.97,50.8,100.8,Nominal Fast Response
BOSCH-ABS-2360,26.0,12.85,58.3,93.2,Nominal Fast Response
BOSCH-ABS-2361,27.2,10.32,62.3,145.5,Nominal Fast Response
BOSCH-ABS-2362,13.4,8.64,66.1,168.8,Nominal Fast Response
BOSCH-ABS-2363,26.0,9.26,85.1,136.4,Nominal Fast Response
BOSCH-ABS-2364,16.7,10.36,74.7,151.3,Nominal Fast Response
BOSCH-ABS-2365,24.5,11.5,60.5,145.1,Nominal Fast Response
BOSCH-ABS-2366,12.0,12.61,55.1,109.7,Nominal Fast Response
BOSCH-ABS-2367,19.3,8.95,50.4,99.7,Nominal Fast Response
BOSCH-ABS-2368,12.0,8.95,28.7,183.4,Nominal Fast Response
BOSCH-ABS-2369,24.2,9.93,61.8,161.1,Nominal Fast Response
BOSCH-ABS-2370,26.9,8.62,82.3,80.1,Nominal Fast Response
BOSCH-ABS-2371,25.2,8.69,36.7,80.1,Nominal Fast Response
BOSCH-ABS-2372,17.7,9.87,89.5,116.3,Nominal Fast Response
BOSCH-ABS-2373,23.8,9.41,67.4,111.3,Nominal Fast Response
BOSCH-ABS-2374,25.9,10.41,47.1,137.1,Nominal Fast Response
BOSCH-ABS-2375,23.9,8.88,53.7,150.2,Nominal Fast Response
BOSCH-ABS-2376,13.3,9.46,96.5,81.6,Nominal Fast Response
BOSCH-ABS-2377,19.6,8.65,102.0,145.7,Nominal Fast Response
BOSCH-ABS-2378,22.6,14.46,71.3,186.4,Nominal Fast Response
BOSCH-ABS-2379,25.6,16.93,38.6,145.1,Valve Seat Wear Alert
BOSCH-ABS-2380,14.2,8.55,57.1,87.5,Nominal Fast Response
BOSCH-ABS-2381,24.9,9.22,70.8,145.5,Nominal Fast Response
BOSCH-ABS-2382,22.9,9.37,82.0,175.9,Nominal Fast Response
BOSCH-ABS-2383,13.7,9.4,55.2,83.7,Nominal Fast Response
BOSCH-ABS-2384,16.6,10.77,50.9,117.1,Nominal Fast Response
BOSCH-ABS-2385,15.3,9.0,73.2,131.7,Nominal Fast Response
BOSCH-ABS-2386,18.9,10.05,77.4,165.0,Nominal Fast Response
BOSCH-ABS-2387,13.5,17.41,69.2,144.9,Valve Seat Wear Alert
BOSCH-ABS-2388,20.0,9.74,70.2,129.7,Nominal Fast Response
BOSCH-ABS-2389,26.2,12.39,86.4,85.4,Nominal Fast Response
BOSCH-ABS-2390,26.1,12.05,70.5,136.3,Nominal Fast Response
BOSCH-ABS-2391,25.6,8.84,56.7,130.9,Nominal Fast Response
BOSCH-ABS-2392,23.9,12.12,54.3,177.2,Nominal Fast Response
BOSCH-ABS-2393,15.6,10.53,74.8,109.4,Nominal Fast Response
BOSCH-ABS-2394,17.7,10.41,64.5,184.9,Nominal Fast Response
BOSCH-ABS-2395,17.1,14.79,49.1,132.0,Valve Seat Wear Alert
BOSCH-ABS-2396,16.0,13.5,81.3,148.2,Nominal Fast Response
BOSCH-ABS-2397,21.6,10.39,44.8,114.3,Nominal Fast Response
BOSCH-ABS-2398,16.3,8.67,74.8,88.6,Nominal Fast Response
BOSCH-ABS-2399,24.2,9.71,60.3,182.5,Nominal Fast Response
BOSCH-ABS-2400,18.0,12.02,95.6,108.7,Valve Seat Wear Alert
BOSCH-ABS-2401,19.4,8.87,61.4,183.6,Nominal Fast Response
BOSCH-ABS-2402,24.6,9.18,73.3,131.7,Nominal Fast Response
BOSCH-ABS-2403,20.1,8.96,58.1,164.7,Nominal Fast Response
BOSCH-ABS-2404,25.0,9.13,75.6,136.3,Nominal Fast Response
BOSCH-ABS-2405,16.3,14.03,59.3,183.6,Nominal Fast Response
BOSCH-ABS-2406,12.5,9.47,63.7,132.4,Nominal Fast Response
BOSCH-ABS-2407,24.7,10.96,88.9,102.3,Nominal Fast Response
BOSCH-ABS-2408,15.7,12.28,47.7,119.2,Nominal Fast Response
BOSCH-ABS-2409,13.7,9.09,76.3,108.3,Nominal Fast Response
BOSCH-ABS-2410,17.3,10.44,72.6,166.1,Nominal Fast Response
BOSCH-ABS-2411,13.1,8.54,55.1,123.0,Nominal Fast Response
BOSCH-ABS-2412,24.9,9.24,47.4,81.8,Nominal Fast Response
BOSCH-ABS-2413,22.1,13.55,67.1,85.3,Nominal Fast Response
BOSCH-ABS-2414,13.9,9.37,98.3,158.0,Nominal Fast Response
BOSCH-ABS-2415,27.6,8.7,56.4,166.8,Nominal Fast Response
BOSCH-ABS-2416,13.0,11.81,79.4,96.0,Nominal Fast Response
BOSCH-ABS-2417,25.7,8.54,60.8,90.3,Nominal Fast Response
BOSCH-ABS-2418,20.4,14.25,57.8,176.4,Nominal Fast Response
BOSCH-ABS-2419,17.8,9.04,66.7,113.6,Nominal Fast Response
BOSCH-ABS-2420,17.0,14.18,55.6,149.1,Nominal Fast Response
BOSCH-ABS-2421,26.8,10.77,79.1,83.9,Nominal Fast Response
BOSCH-ABS-2422,19.2,9.53,48.3,90.9,Nominal Fast Response
BOSCH-ABS-2423,27.5,9.43,60.9,176.1,Nominal Fast Response
BOSCH-ABS-2424,18.6,9.36,76.5,104.4,Nominal Fast Response
BOSCH-ABS-2425,21.8,13.03,71.6,134.5,Nominal Fast Response
BOSCH-ABS-2426,24.4,13.52,71.7,99.5,Nominal Fast Response
BOSCH-ABS-2427,22.8,8.83,84.7,180.4,Nominal Fast Response
BOSCH-ABS-2428,22.2,10.01,72.9,102.2,Nominal Fast Response
BOSCH-ABS-2429,27.6,9.41,69.9,122.2,Nominal Fast Response
BOSCH-ABS-2430,20.3,8.67,44.2,174.5,Nominal Fast Response
BOSCH-ABS-2431,24.1,9.8,74.4,106.4,Nominal Fast Response
BOSCH-ABS-2432,22.3,10.07,68.9,177.5,Nominal Fast Response
BOSCH-ABS-2433,26.0,11.32,95.1,139.3,Nominal Fast Response
BOSCH-ABS-2434,20.5,18.29,54.7,171.5,Valve Seat Wear Alert
BOSCH-ABS-2435,18.1,9.48,72.4,158.6,Nominal Fast Response
BOSCH-ABS-2436,13.3,9.71,69.3,145.5,Nominal Fast Response
BOSCH-ABS-2437,23.8,8.84,73.5,188.9,Nominal Fast Response
BOSCH-ABS-2438,21.5,18.35,59.2,160.7,Valve Seat Wear Alert
BOSCH-ABS-2439,18.4,10.19,87.0,163.2,Nominal Fast Response
BOSCH-ABS-2440,17.0,9.73,56.7,172.4,Nominal Fast Response
BOSCH-ABS-2441,26.5,10.2,32.2,140.5,Nominal Fast Response
BOSCH-ABS-2442,18.8,8.67,90.3,95.6,Nominal Fast Response
BOSCH-ABS-2443,17.6,8.58,50.1,148.1,Nominal Fast Response
BOSCH-ABS-2444,17.7,11.99,66.2,137.4,Nominal Fast Response
BOSCH-ABS-2445,21.8,9.6,77.7,177.4,Nominal Fast Response
BOSCH-ABS-2446,14.1,8.79,32.6,150.1,Nominal Fast Response
BOSCH-ABS-2447,13.3,8.62,77.6,122.9,Nominal Fast Response
BOSCH-ABS-2448,15.2,9.98,92.4,126.6,Nominal Fast Response
BOSCH-ABS-2449,20.7,9.53,32.4,145.2,Nominal Fast Response
BOSCH-ABS-2450,14.2,9.35,66.7,125.2,Nominal Fast Response
BOSCH-ABS-2451,14.6,9.47,65.4,179.1,Nominal Fast Response
BOSCH-ABS-2452,15.2,8.76,65.4,149.6,Nominal Fast Response
BOSCH-ABS-2453,14.4,10.48,90.9,178.8,Nominal Fast Response
BOSCH-ABS-2454,15.0,9.86,77.1,177.8,Nominal Fast Response
BOSCH-ABS-2455,18.9,12.14,58.5,138.0,Nominal Fast Response
BOSCH-ABS-2456,22.5,9.96,78.9,167.6,Nominal Fast Response
BOSCH-ABS-2457,14.7,9.96,75.1,174.1,Nominal Fast Response
BOSCH-ABS-2458,22.4,9.74,63.7,127.2,Nominal Fast Response
BOSCH-ABS-2459,12.9,10.67,76.5,186.3,Nominal Fast Response
BOSCH-ABS-2460,14.9,10.46,62.3,177.8,Nominal Fast Response
BOSCH-ABS-2461,20.2,12.62,67.9,110.5,Nominal Fast Response
BOSCH-ABS-2462,25.1,15.04,45.0,101.6,Valve Seat Wear Alert
BOSCH-ABS-2463,15.2,10.25,60.8,104.4,Nominal Fast Response
BOSCH-ABS-2464,12.6,8.5,73.1,130.1,Nominal Fast Response
BOSCH-ABS-2465,20.5,8.57,67.5,172.2,Nominal Fast Response
BOSCH-ABS-2466,24.7,13.33,31.3,146.2,Nominal Fast Response
BOSCH-ABS-2467,27.2,11.43,69.6,172.3,Nominal Fast Response
BOSCH-ABS-2468,23.4,8.79,59.8,182.0,Nominal Fast Response
BOSCH-ABS-2469,21.7,9.18,63.8,150.3,Nominal Fast Response
BOSCH-ABS-2470,22.3,8.55,69.8,96.8,Nominal Fast Response
BOSCH-ABS-2471,25.2,9.4,71.0,145.1,Nominal Fast Response
BOSCH-ABS-2472,25.1,8.76,67.7,122.9,Nominal Fast Response
BOSCH-ABS-2473,14.2,15.7,80.4,90.1,Valve Seat Wear Alert
BOSCH-ABS-2474,21.6,9.09,63.4,172.7,Nominal Fast Response
BOSCH-ABS-2475,15.3,10.96,76.6,122.0,Nominal Fast Response
BOSCH-ABS-2476,19.5,9.36,93.1,121.6,Nominal Fast Response
BOSCH-ABS-2477,13.1,8.71,59.6,137.0,Nominal Fast Response
BOSCH-ABS-2478,13.7,10.26,98.2,93.4,Nominal Fast Response
BOSCH-ABS-2479,22.9,10.61,66.8,82.1,Nominal Fast Response
BOSCH-ABS-2480,27.8,11.19,79.7,184.5,Nominal Fast Response
BOSCH-ABS-2481,13.9,10.01,26.6,87.0,Nominal Fast Response
BOSCH-ABS-2482,20.2,9.25,54.9,80.4,Nominal Fast Response
BOSCH-ABS-2483,13.7,9.72,43.6,156.5,Nominal Fast Response
BOSCH-ABS-2484,25.4,9.48,39.2,165.8,Nominal Fast Response
BOSCH-ABS-2485,17.5,10.88,75.6,188.9,Nominal Fast Response
BOSCH-ABS-2486,14.8,8.82,39.4,183.3,Nominal Fast Response
BOSCH-ABS-2487,19.4,9.91,70.7,111.8,Nominal Fast Response
BOSCH-ABS-2488,18.1,8.73,57.5,164.8,Nominal Fast Response
BOSCH-ABS-2489,14.4,8.85,80.9,154.2,Nominal Fast Response
BOSCH-ABS-2490,23.3,9.19,69.5,95.4,Nominal Fast Response
BOSCH-ABS-2491,15.3,9.57,55.7,116.9,Nominal Fast Response
BOSCH-ABS-2492,15.9,10.07,90.7,128.8,Nominal Fast Response
BOSCH-ABS-2493,18.4,9.19,61.7,168.9,Nominal Fast Response
BOSCH-ABS-2494,16.0,8.65,87.2,161.2,Nominal Fast Response
BOSCH-ABS-2495,24.9,12.02,27.2,174.8,Nominal Fast Response
BOSCH-ABS-2496,23.4,9.57,58.3,164.0,Nominal Fast Response
BOSCH-ABS-2497,14.7,9.16,48.8,86.7,Nominal Fast Response
BOSCH-ABS-2498,25.4,8.64,76.9,159.8,Nominal Fast Response
BOSCH-ABS-2499,16.3,9.22,61.0,105.8,Nominal Fast Response
BOSCH-ABS-2500,18.3,10.04,50.5,178.8,Nominal Fast Response
BOSCH-ABS-2501,18.0,14.86,85.4,156.1,Valve Seat Wear Alert
BOSCH-ABS-2502,19.9,11.19,69.1,148.3,Nominal Fast Response
BOSCH-ABS-2503,18.2,8.51,58.0,150.4,Nominal Fast Response
BOSCH-ABS-2504,21.3,10.56,61.6,86.3,Nominal Fast Response
BOSCH-ABS-2505,15.4,9.47,59.4,105.2,Nominal Fast Response
BOSCH-ABS-2506,14.2,9.75,64.3,100.2,Nominal Fast Response
BOSCH-ABS-2507,16.7,10.41,50.0,83.0,Nominal Fast Response
BOSCH-ABS-2508,23.5,13.81,74.7,81.9,Nominal Fast Response
BOSCH-ABS-2509,16.3,9.24,68.4,98.0,Nominal Fast Response
BOSCH-ABS-2510,20.2,8.64,88.3,118.9,Nominal Fast Response
BOSCH-ABS-2511,18.7,16.46,74.9,130.5,Valve Seat Wear Alert
BOSCH-ABS-2512,12.5,9.0,68.8,87.2,Nominal Fast Response
BOSCH-ABS-2513,26.5,11.21,43.1,145.8,Nominal Fast Response
BOSCH-ABS-2514,19.6,9.56,82.8,95.8,Nominal Fast Response
BOSCH-ABS-2515,25.1,9.64,81.0,85.7,Nominal Fast Response
BOSCH-ABS-2516,20.4,15.28,93.1,187.0,Valve Seat Wear Alert
BOSCH-ABS-2517,22.9,9.32,35.9,146.1,Nominal Fast Response
BOSCH-ABS-2518,12.5,8.74,84.5,91.7,Nominal Fast Response
BOSCH-ABS-2519,14.2,9.86,40.8,126.4,Nominal Fast Response
BOSCH-ABS-2520,15.3,8.69,59.1,168.6,Nominal Fast Response
BOSCH-ABS-2521,19.3,9.19,60.8,166.8,Nominal Fast Response
BOSCH-ABS-2522,21.7,10.56,64.5,121.0,Nominal Fast Response
BOSCH-ABS-2523,16.9,12.22,41.6,84.5,Nominal Fast Response
BOSCH-ABS-2524,26.4,8.73,66.9,98.6,Nominal Fast Response
BOSCH-ABS-2525,15.3,9.33,59.9,187.6,Nominal Fast Response
BOSCH-ABS-2526,23.1,11.72,53.0,147.8,Nominal Fast Response
BOSCH-ABS-2527,23.0,11.57,47.7,80.9,Nominal Fast Response
BOSCH-ABS-2528,15.7,11.47,85.9,100.4,Nominal Fast Response
BOSCH-ABS-2529,21.9,10.03,48.7,131.2,Nominal Fast Response
BOSCH-ABS-2530,13.8,11.86,58.7,139.7,Nominal Fast Response
BOSCH-ABS-2531,17.8,8.56,53.3,141.1,Nominal Fast Response
BOSCH-ABS-2532,26.9,9.94,74.2,120.4,Nominal Fast Response
BOSCH-ABS-2533,20.1,9.58,49.5,130.9,Nominal Fast Response
BOSCH-ABS-2534,19.0,9.46,60.1,116.6,Nominal Fast Response
BOSCH-ABS-2535,22.9,8.55,70.1,161.3,Nominal Fast Response
BOSCH-ABS-2536,12.0,8.82,59.0,114.9,Nominal Fast Response
BOSCH-ABS-2537,23.5,11.84,40.5,127.0,Nominal Fast Response
BOSCH-ABS-2538,14.5,10.57,40.1,174.0,Nominal Fast Response
BOSCH-ABS-2539,17.3,13.7,46.8,162.3,Nominal Fast Response
BOSCH-ABS-2540,27.4,8.99,79.7,87.1,Nominal Fast Response
BOSCH-ABS-2541,24.2,12.21,97.8,162.3,Valve Seat Wear Alert
BOSCH-ABS-2542,18.4,9.22,77.9,184.4,Nominal Fast Response
BOSCH-ABS-2543,23.2,9.64,76.2,174.3,Nominal Fast Response
BOSCH-ABS-2544,15.7,10.47,60.9,177.4,Nominal Fast Response
BOSCH-ABS-2545,14.5,9.05,75.5,111.8,Nominal Fast Response
BOSCH-ABS-2546,24.5,9.65,67.8,124.5,Nominal Fast Response
BOSCH-ABS-2547,24.4,11.21,62.2,125.1,Nominal Fast Response
BOSCH-ABS-2548,14.6,12.86,108.6,188.7,Valve Seat Wear Alert
BOSCH-ABS-2549,25.5,8.56,70.2,140.3,Nominal Fast Response
BOSCH-ABS-2550,26.5,8.67,88.7,150.0,Nominal Fast Response
BOSCH-ABS-2551,17.5,8.93,60.5,179.5,Nominal Fast Response
BOSCH-ABS-2552,24.5,11.15,54.7,93.1,Nominal Fast Response
BOSCH-ABS-2553,15.2,10.39,92.2,129.9,Nominal Fast Response
BOSCH-ABS-2554,22.3,11.83,52.7,101.4,Nominal Fast Response
BOSCH-ABS-2555,15.9,16.52,56.5,91.3,Valve Seat Wear Alert
BOSCH-ABS-2556,17.9,10.12,75.8,161.9,Nominal Fast Response
BOSCH-ABS-2557,27.2,8.64,55.7,124.9,Nominal Fast Response
BOSCH-ABS-2558,23.2,12.71,80.8,132.4,Nominal Fast Response
BOSCH-ABS-2559,22.9,8.76,72.2,160.7,Nominal Fast Response
BOSCH-ABS-2560,25.3,11.2,71.0,120.1,Nominal Fast Response
BOSCH-ABS-2561,18.4,9.32,74.2,181.0,Nominal Fast Response
BOSCH-ABS-2562,12.1,8.68,23.2,114.3,Nominal Fast Response
BOSCH-ABS-2563,25.3,9.18,50.0,153.9,Nominal Fast Response
BOSCH-ABS-2564,22.8,9.87,38.6,146.6,Nominal Fast Response
BOSCH-ABS-2565,14.9,9.56,63.5,168.5,Nominal Fast Response
BOSCH-ABS-2566,24.2,9.82,66.9,175.7,Nominal Fast Response
BOSCH-ABS-2567,25.8,10.5,81.9,171.7,Nominal Fast Response
BOSCH-ABS-2568,19.9,8.97,72.1,179.7,Nominal Fast Response
BOSCH-ABS-2569,22.4,11.69,79.6,180.2,Nominal Fast Response
BOSCH-ABS-2570,26.6,9.25,63.2,141.4,Nominal Fast Response
BOSCH-ABS-2571,27.5,9.43,70.5,100.8,Nominal Fast Response
BOSCH-ABS-2572,18.8,9.88,47.6,145.6,Nominal Fast Response
BOSCH-ABS-2573,23.2,11.14,63.9,106.2,Nominal Fast Response
BOSCH-ABS-2574,22.1,8.77,62.2,99.1,Nominal Fast Response
BOSCH-ABS-2575,27.3,10.99,66.4,100.0,Nominal Fast Response
BOSCH-ABS-2576,20.2,11.36,42.0,164.4,Nominal Fast Response
BOSCH-ABS-2577,24.6,9.26,42.1,120.2,Nominal Fast Response
BOSCH-ABS-2578,13.3,15.21,64.6,104.3,Valve Seat Wear Alert
BOSCH-ABS-2579,12.2,9.29,58.3,172.0,Nominal Fast Response
BOSCH-ABS-2580,23.8,8.87,51.1,156.5,Nominal Fast Response
BOSCH-ABS-2581,26.7,8.7,58.0,102.8,Nominal Fast Response
BOSCH-ABS-2582,26.7,9.35,96.0,129.1,Nominal Fast Response
BOSCH-ABS-2583,21.6,9.38,64.9,145.2,Nominal Fast Response
BOSCH-ABS-2584,18.1,8.55,78.6,165.0,Nominal Fast Response
BOSCH-ABS-2585,23.1,8.58,63.2,128.7,Nominal Fast Response
BOSCH-ABS-2586,27.4,10.4,76.6,137.3,Nominal Fast Response
BOSCH-ABS-2587,15.0,10.39,88.4,142.3,Nominal Fast Response
BOSCH-ABS-2588,19.9,9.95,66.8,178.8,Nominal Fast Response
BOSCH-ABS-2589,17.7,11.32,95.5,189.1,Nominal Fast Response
BOSCH-ABS-2590,23.9,9.05,96.3,179.8,Nominal Fast Response
BOSCH-ABS-2591,24.9,10.93,51.1,182.6,Nominal Fast Response
BOSCH-ABS-2592,23.6,9.66,70.8,144.8,Nominal Fast Response
BOSCH-ABS-2593,24.5,8.53,82.6,167.7,Nominal Fast Response
BOSCH-ABS-2594,19.4,9.55,60.2,116.8,Nominal Fast Response
BOSCH-ABS-2595,19.9,8.99,71.1,114.1,Nominal Fast Response
BOSCH-ABS-2596,21.6,9.42,83.6,95.0,Nominal Fast Response
BOSCH-ABS-2597,21.7,9.83,81.0,92.0,Nominal Fast Response
BOSCH-ABS-2598,12.8,10.57,69.0,185.1,Nominal Fast Response
BOSCH-ABS-2599,12.8,8.85,59.6,164.0,Nominal Fast Response
BOSCH-ABS-2600,17.7,8.86,76.3,184.9,Nominal Fast Response
BOSCH-ABS-2601,25.3,8.89,71.3,170.4,Nominal Fast Response
BOSCH-ABS-2602,23.1,12.1,62.3,96.4,Nominal Fast Response
BOSCH-ABS-2603,19.6,9.75,84.6,139.0,Nominal Fast Response
BOSCH-ABS-2604,18.1,9.6,36.4,153.9,Nominal Fast Response
BOSCH-ABS-2605,13.9,12.38,59.8,145.8,Nominal Fast Response
BOSCH-ABS-2606,19.1,8.77,88.0,163.3,Nominal Fast Response
BOSCH-ABS-2607,20.6,10.1,76.4,148.4,Nominal Fast Response
BOSCH-ABS-2608,19.6,8.6,65.7,144.9,Nominal Fast Response
BOSCH-ABS-2609,14.7,8.71,55.0,143.1,Nominal Fast Response
BOSCH-ABS-2610,17.9,10.78,78.3,99.2,Nominal Fast Response
BOSCH-ABS-2611,22.5,9.38,78.7,156.4,Nominal Fast Response
BOSCH-ABS-2612,18.7,9.34,73.0,155.9,Nominal Fast Response
BOSCH-ABS-2613,15.1,9.06,68.9,172.4,Nominal Fast Response
BOSCH-ABS-2614,26.6,14.75,63.1,147.1,Valve Seat Wear Alert
BOSCH-ABS-2615,22.2,9.68,66.5,103.2,Nominal Fast Response
BOSCH-ABS-2616,15.3,9.74,60.3,132.6,Nominal Fast Response
BOSCH-ABS-2617,22.6,8.55,87.1,181.4,Nominal Fast Response
BOSCH-ABS-2618,28.0,11.39,43.2,108.8,Nominal Fast Response
BOSCH-ABS-2619,21.3,10.89,87.5,154.1,Nominal Fast Response
BOSCH-ABS-2620,13.4,9.29,62.6,178.1,Nominal Fast Response
BOSCH-ABS-2621,21.5,8.92,64.9,186.2,Nominal Fast Response
BOSCH-ABS-2622,26.5,9.36,65.4,157.1,Nominal Fast Response
BOSCH-ABS-2623,16.2,9.64,87.9,80.6,Nominal Fast Response
BOSCH-ABS-2624,22.9,8.91,53.2,170.0,Nominal Fast Response
BOSCH-ABS-2625,16.7,9.46,112.5,188.1,Nominal Fast Response
BOSCH-ABS-2626,15.3,10.04,80.8,128.1,Nominal Fast Response
BOSCH-ABS-2627,19.7,10.26,61.0,165.5,Nominal Fast Response
BOSCH-ABS-2628,23.1,12.55,69.2,97.9,Nominal Fast Response
BOSCH-ABS-2629,26.9,11.57,61.1,148.4,Nominal Fast Response
BOSCH-ABS-2630,21.8,10.51,49.1,158.4,Nominal Fast Response
BOSCH-ABS-2631,22.7,10.46,78.6,108.3,Nominal Fast Response
BOSCH-ABS-2632,23.6,8.75,86.6,186.9,Nominal Fast Response
BOSCH-ABS-2633,24.2,10.14,83.7,139.9,Nominal Fast Response
BOSCH-ABS-2634,22.8,9.78,55.0,168.4,Nominal Fast Response
BOSCH-ABS-2635,22.6,9.18,59.4,175.2,Nominal Fast Response
BOSCH-ABS-2636,19.7,9.92,70.4,110.8,Nominal Fast Response
BOSCH-ABS-2637,22.4,8.54,67.1,93.4,Nominal Fast Response
BOSCH-ABS-2638,17.4,15.6,76.7,182.3,Valve Seat Wear Alert
BOSCH-ABS-2639,15.2,8.64,86.0,82.7,Nominal Fast Response
BOSCH-ABS-2640,15.8,12.24,69.8,105.4,Nominal Fast Response
BOSCH-ABS-2641,20.9,9.18,56.3,124.8,Nominal Fast Response
BOSCH-ABS-2642,23.0,8.74,86.5,124.8,Nominal Fast Response
BOSCH-ABS-2643,15.2,9.59,72.5,103.4,Nominal Fast Response
BOSCH-ABS-2644,27.2,9.63,69.3,175.7,Nominal Fast Response
BOSCH-ABS-2645,25.2,9.13,62.0,101.2,Nominal Fast Response
BOSCH-ABS-2646,19.8,10.38,48.5,98.8,Nominal Fast Response
BOSCH-ABS-2647,20.5,9.22,73.5,143.2,Nominal Fast Response
BOSCH-ABS-2648,26.5,9.48,38.4,101.1,Nominal Fast Response
BOSCH-ABS-2649,12.8,8.89,87.7,155.8,Nominal Fast Response
BOSCH-ABS-2650,14.7,8.71,75.5,102.3,Nominal Fast Response
BOSCH-ABS-2651,26.1,9.9,64.5,175.1,Nominal Fast Response
BOSCH-ABS-2652,25.1,8.88,105.5,160.4,Nominal Fast Response
BOSCH-ABS-2653,13.2,16.49,71.2,176.4,Valve Seat Wear Alert
BOSCH-ABS-2654,17.7,8.74,70.5,87.2,Nominal Fast Response
BOSCH-ABS-2655,19.0,11.31,36.0,91.0,Nominal Fast Response
BOSCH-ABS-2656,14.0,10.66,69.2,141.2,Nominal Fast Response
BOSCH-ABS-2657,25.4,13.68,60.2,118.9,Nominal Fast Response
BOSCH-ABS-2658,27.0,13.99,49.5,111.2,Nominal Fast Response
BOSCH-ABS-2659,24.5,9.35,73.4,125.6,Nominal Fast Response
BOSCH-ABS-2660,12.7,12.1,82.7,134.8,Nominal Fast Response
BOSCH-ABS-2661,18.7,9.9,70.4,131.8,Nominal Fast Response
BOSCH-ABS-2662,19.8,8.97,50.2,127.7,Nominal Fast Response
BOSCH-ABS-2663,18.5,11.28,85.6,129.6,Nominal Fast Response
BOSCH-ABS-2664,20.3,9.6,53.5,124.1,Nominal Fast Response
BOSCH-ABS-2665,13.8,9.06,50.8,183.5,Nominal Fast Response
BOSCH-ABS-2666,14.1,8.65,82.2,127.7,Nominal Fast Response
BOSCH-ABS-2667,27.1,11.08,58.9,97.2,Nominal Fast Response
BOSCH-ABS-2668,28.0,9.39,70.4,122.0,Nominal Fast Response
BOSCH-ABS-2669,20.9,8.79,81.6,97.9,Nominal Fast Response
BOSCH-ABS-2670,18.9,9.69,84.1,117.2,Nominal Fast Response
BOSCH-ABS-2671,22.0,9.43,54.5,123.5,Nominal Fast Response
BOSCH-ABS-2672,18.0,12.07,86.9,144.3,Nominal Fast Response
BOSCH-ABS-2673,27.4,10.63,60.3,133.3,Nominal Fast Response
BOSCH-ABS-2674,25.4,9.18,62.7,100.6,Nominal Fast Response
BOSCH-ABS-2675,14.9,10.98,54.7,157.4,Nominal Fast Response
BOSCH-ABS-2676,26.5,10.37,59.4,145.3,Nominal Fast Response
BOSCH-ABS-2677,26.4,9.33,80.2,96.5,Nominal Fast Response
BOSCH-ABS-2678,18.3,12.37,73.3,104.4,Nominal Fast Response
BOSCH-ABS-2679,12.4,11.93,64.0,156.9,Nominal Fast Response
BOSCH-ABS-2680,13.3,12.34,53.4,93.6,Nominal Fast Response
BOSCH-ABS-2681,23.2,9.46,63.6,141.3,Nominal Fast Response
BOSCH-ABS-2682,21.4,9.13,14.6,168.0,Nominal Fast Response
BOSCH-ABS-2683,18.5,9.94,71.4,143.5,Nominal Fast Response
BOSCH-ABS-2684,24.0,11.62,71.9,177.3,Nominal Fast Response
BOSCH-ABS-2685,26.1,10.25,39.9,94.0,Nominal Fast Response
BOSCH-ABS-2686,24.1,9.36,28.3,134.0,Nominal Fast Response
BOSCH-ABS-2687,17.3,8.74,69.6,157.2,Nominal Fast Response
BOSCH-ABS-2688,12.7,8.91,64.2,83.6,Nominal Fast Response
BOSCH-ABS-2689,16.3,8.69,88.4,123.0,Nominal Fast Response
BOSCH-ABS-2690,27.6,9.3,49.8,110.6,Nominal Fast Response
BOSCH-ABS-2691,20.6,9.78,57.0,95.8,Nominal Fast Response
BOSCH-ABS-2692,19.8,11.05,73.6,135.1,Nominal Fast Response
BOSCH-ABS-2693,14.1,11.4,60.2,112.9,Nominal Fast Response
BOSCH-ABS-2694,27.3,8.66,88.4,183.8,Nominal Fast Response
BOSCH-ABS-2695,12.1,9.14,80.8,181.0,Nominal Fast Response
BOSCH-ABS-2696,20.6,9.37,60.5,133.9,Nominal Fast Response
BOSCH-ABS-2697,21.4,15.89,63.4,173.2,Valve Seat Wear Alert
BOSCH-ABS-2698,24.7,9.93,66.0,116.5,Nominal Fast Response
BOSCH-ABS-2699,21.4,15.06,66.2,85.1,Valve Seat Wear Alert
BOSCH-ABS-2700,26.7,10.94,81.5,121.1,Nominal Fast Response
BOSCH-ABS-2701,17.2,8.82,64.9,88.8,Nominal Fast Response
BOSCH-ABS-2702,23.6,9.39,82.7,186.9,Nominal Fast Response
BOSCH-ABS-2703,26.5,8.51,43.4,185.7,Nominal Fast Response
BOSCH-ABS-2704,18.8,9.29,69.7,123.7,Nominal Fast Response
BOSCH-ABS-2705,24.7,9.04,84.6,174.2,Nominal Fast Response
BOSCH-ABS-2706,13.8,9.07,63.5,157.9,Nominal Fast Response
BOSCH-ABS-2707,20.4,10.27,38.2,97.2,Nominal Fast Response
