Brake_Stop_ID,Rotor_Surface_Temp_C,Caliper_Clamping_Force_kN,Carbon_Oxidation_Loss_mg,Brake_Pad_Wear_Microns,Rotor_Health
BREMBO-CCM-1713,277.4,39.9,0.2,3.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1714,341.7,33.1,0.73,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1715,596.3,59.4,1.43,8.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1716,681.8,49.6,3.46,7.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1717,409.3,38.2,0.72,4.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1718,436.0,31.0,0.27,4.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1719,534.3,39.9,1.44,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1720,285.4,15.6,0.64,2.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1721,468.3,19.2,0.91,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1722,828.9,36.5,12.35,7.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-1723,651.8,28.1,2.57,6.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1724,781.0,36.0,8.19,6.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1725,700.6,50.1,4.18,8.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1726,540.0,43.0,1.03,6.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1727,662.3,41.7,2.85,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1728,920.3,15.6,25.73,6.7,High Thermal Oxidation / Service Flag
BREMBO-CCM-1729,731.9,15.7,5.54,5.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1730,513.3,26.9,0.76,4.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1731,835.0,37.1,12.94,7.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-1732,777.1,47.8,6.94,8.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1733,895.0,18.8,21.7,6.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-1734,542.0,18.8,0.64,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1735,272.9,16.4,0.2,2.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1736,405.0,41.3,0.2,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1737,825.6,54.9,11.77,8.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1738,414.6,50.2,0.49,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1739,551.8,17.9,1.82,4.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1740,551.3,30.8,1.04,5.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1741,263.9,63.8,0.2,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1742,694.9,41.3,4.1,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1743,905.3,33.0,22.86,8.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-1744,472.1,50.5,0.66,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1745,575.6,33.0,1.39,6.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1746,317.1,45.8,0.23,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1747,912.1,54.7,23.82,10.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-1748,444.7,32.3,0.43,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1749,492.0,59.0,1.24,7.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1750,411.8,40.1,0.96,5.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1751,933.0,43.2,28.0,8.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-1752,407.7,23.2,0.27,4.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1753,621.8,17.1,2.26,4.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1754,811.1,22.7,10.0,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1755,793.5,38.7,9.97,8.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1756,924.7,48.4,26.54,8.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-1757,336.6,16.1,0.2,3.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1758,505.3,33.3,0.71,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1759,881.7,57.2,18.88,9.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-1760,541.4,41.9,0.74,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1761,281.8,18.5,0.37,2.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1762,637.4,40.8,2.46,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1763,430.7,54.3,0.4,6.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1764,855.9,21.9,14.78,7.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-1765,557.1,54.1,1.01,7.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1766,903.7,18.6,23.13,7.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-1767,311.1,48.6,0.2,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1768,750.3,39.0,5.91,8.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1769,702.3,58.2,4.12,8.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1770,941.5,46.1,28.0,9.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-1771,496.0,52.4,0.2,7.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1772,360.3,45.4,0.69,5.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1773,353.4,38.4,0.2,4.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1774,734.8,28.8,5.67,6.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1775,927.5,40.1,28.0,8.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-1776,502.1,39.2,0.71,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1777,446.4,43.0,0.2,5.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1778,678.6,15.9,3.42,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1779,830.6,30.2,12.38,7.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-1780,817.5,36.5,10.62,8.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1781,800.6,59.5,9.26,9.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1782,555.7,25.1,1.46,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1783,350.6,40.4,0.8,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1784,960.1,59.1,28.0,10.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-1785,431.5,57.1,0.2,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1786,871.9,45.3,17.5,9.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-1787,636.1,46.4,2.64,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1788,549.8,60.8,1.73,7.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1789,746.5,42.2,6.43,8.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1790,444.6,25.3,1.0,4.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1791,590.1,40.5,1.62,6.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1792,756.0,40.2,6.52,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1793,899.7,35.1,21.87,7.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-1794,516.2,49.4,1.68,6.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1795,264.6,48.2,0.55,6.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1796,683.3,17.2,3.65,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1797,565.8,44.7,0.36,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1798,290.0,31.5,0.2,4.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1799,374.0,63.0,0.2,6.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1800,758.8,16.0,7.71,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1801,804.7,62.7,10.16,9.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1802,929.6,35.5,27.85,7.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-1803,932.5,23.4,28.0,7.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-1804,507.7,52.5,0.94,7.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1805,543.4,44.1,0.36,7.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1806,591.2,35.2,1.55,5.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1807,313.2,50.5,0.24,5.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1808,301.2,26.4,0.2,3.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1809,403.9,45.4,0.31,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1810,588.0,42.5,1.84,7.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1811,948.9,18.7,28.0,6.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-1812,465.5,44.7,0.2,5.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1813,816.5,64.0,11.1,9.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1814,811.9,48.6,10.44,9.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1815,415.2,35.3,0.36,6.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1816,588.0,54.6,2.37,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1817,329.2,28.5,0.74,3.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1818,963.8,43.6,28.0,10.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-1819,651.7,22.2,3.31,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1820,549.7,29.3,1.67,5.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1821,602.5,48.8,2.24,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1822,533.7,37.8,1.33,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1823,669.2,32.5,2.79,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1824,945.3,51.2,28.0,9.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-1825,449.7,57.5,0.8,7.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1826,941.8,29.0,28.0,7.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-1827,330.1,58.3,0.2,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1828,267.9,44.2,0.49,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1829,298.2,50.8,0.2,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1830,624.2,57.9,1.5,8.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1831,657.7,27.1,2.93,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1832,575.2,17.8,0.9,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1833,420.5,39.6,0.73,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1834,870.8,44.8,17.11,8.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-1835,432.3,42.0,0.32,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1836,340.8,23.0,0.2,3.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1837,286.0,42.9,0.2,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1838,260.4,36.7,0.81,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1839,676.5,22.6,3.49,5.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1840,917.5,49.6,25.1,8.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-1841,267.3,17.1,0.2,3.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1842,376.9,59.7,0.54,5.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1843,896.8,45.5,22.1,8.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-1844,966.1,42.8,28.0,9.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-1845,816.1,26.6,11.09,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1846,816.2,60.0,11.02,9.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1847,422.1,38.4,0.47,5.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1848,922.5,32.1,26.22,8.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-1849,831.9,38.6,12.85,8.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-1850,334.6,52.7,0.2,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1851,718.2,19.4,4.6,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1852,448.3,31.7,0.2,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1853,495.6,53.5,0.27,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1854,905.8,34.3,23.49,7.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-1855,452.8,24.4,0.2,3.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1856,351.4,15.0,0.2,3.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1857,345.0,29.6,0.33,4.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1858,401.6,38.5,0.2,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1859,349.1,24.1,0.4,3.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1860,908.1,30.9,23.95,8.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-1861,421.5,17.6,0.84,3.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1862,844.1,20.6,13.75,7.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-1863,628.1,40.0,2.19,6.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1864,347.9,35.9,0.2,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1865,541.3,15.9,0.71,4.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1866,633.6,52.9,2.92,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1867,693.6,58.9,4.41,8.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1868,365.5,27.4,0.2,4.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1869,521.3,28.9,1.24,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1870,678.6,64.0,4.05,8.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1871,935.9,19.2,28.0,7.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-1872,722.5,40.2,5.41,7.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1873,518.0,36.0,0.46,6.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1874,603.4,55.7,1.32,7.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1875,440.7,30.8,0.5,4.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1876,475.0,25.2,1.17,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1877,379.1,32.4,0.2,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1878,941.2,27.5,28.0,8.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-1879,260.1,60.8,0.2,5.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1880,346.2,45.6,0.2,4.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1881,975.2,41.2,28.0,7.8,High Thermal Oxidation / Service Flag
BREMBO-CCM-1882,918.4,58.6,25.76,9.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-1883,457.2,39.8,0.2,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1884,770.9,21.8,7.01,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1885,569.3,57.3,0.63,8.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1886,360.2,43.1,0.71,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1887,895.0,32.8,20.62,8.3,High Thermal Oxidation / Service Flag
BREMBO-CCM-1888,518.7,22.0,0.65,5.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1889,714.1,26.7,4.46,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1890,586.6,39.5,1.41,5.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1891,379.5,63.8,0.71,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1892,878.5,53.9,18.14,8.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-1893,665.4,35.2,3.03,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1894,540.0,41.8,0.68,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1895,415.4,19.7,1.32,4.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1896,691.4,51.9,3.44,7.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1897,258.6,41.9,0.2,5.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1898,490.6,43.3,1.38,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1899,562.9,42.9,0.47,6.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1900,298.1,15.7,0.2,2.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1901,765.5,45.1,8.2,7.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1902,963.7,56.7,28.0,10.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-1903,570.5,53.9,1.33,7.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1904,770.7,29.5,7.59,6.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1905,291.5,38.6,0.2,4.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1906,541.9,42.8,0.85,6.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1907,390.3,52.0,0.2,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1908,725.8,56.3,5.66,7.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1909,944.3,31.0,28.0,7.6,High Thermal Oxidation / Service Flag
BREMBO-CCM-1910,389.1,56.5,0.24,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1911,520.1,34.1,0.85,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1912,653.3,28.7,3.24,5.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1913,673.3,47.0,2.85,7.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1914,938.5,42.3,28.0,8.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-1915,716.2,46.2,4.6,7.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1916,467.7,22.3,0.47,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1917,779.9,35.7,8.35,7.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1918,507.2,29.3,0.74,5.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1919,295.6,26.9,0.2,4.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1920,590.8,51.8,1.56,6.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1921,891.1,64.9,20.02,10.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-1922,577.6,50.9,1.19,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1923,962.3,18.4,28.0,7.4,High Thermal Oxidation / Service Flag
BREMBO-CCM-1924,853.0,63.3,14.03,9.7,High Thermal Oxidation / Service Flag
BREMBO-CCM-1925,673.4,21.7,3.13,5.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1926,465.0,41.1,0.71,6.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1927,265.8,54.5,0.35,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1928,413.1,27.0,0.98,5.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1929,469.0,25.7,0.56,4.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1930,877.4,32.4,18.03,7.5,High Thermal Oxidation / Service Flag
BREMBO-CCM-1931,751.9,24.7,5.95,5.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1932,598.8,19.7,1.44,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1933,295.2,20.9,0.21,3.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1934,699.8,60.9,4.55,9.4,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1935,271.9,17.7,0.46,3.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1936,274.6,31.5,0.2,3.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1937,874.5,30.8,18.31,7.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-1938,549.9,57.0,1.08,7.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1939,383.7,45.1,0.2,6.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1940,604.9,32.7,1.47,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1941,254.9,53.9,0.34,5.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1942,818.6,36.6,10.62,7.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1943,940.9,44.9,28.0,9.2,High Thermal Oxidation / Service Flag
BREMBO-CCM-1944,456.3,55.0,0.41,6.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1945,651.6,39.0,2.75,6.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1946,527.5,32.5,1.1,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1947,661.4,34.5,2.98,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1948,444.6,32.2,1.04,5.1,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1949,595.7,40.5,1.88,5.7,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1950,366.5,57.0,0.38,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1951,796.3,41.1,9.37,7.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1952,718.1,45.8,4.89,8.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1953,824.1,22.1,11.25,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1954,923.0,27.4,26.27,7.0,High Thermal Oxidation / Service Flag
BREMBO-CCM-1955,456.4,61.8,0.4,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1956,922.6,56.8,26.5,10.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-1957,973.6,43.4,28.0,8.7,High Thermal Oxidation / Service Flag
BREMBO-CCM-1958,833.8,31.3,12.27,7.1,High Thermal Oxidation / Service Flag
BREMBO-CCM-1959,730.5,29.6,6.12,7.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1960,748.6,48.5,6.99,8.0,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1961,452.3,51.3,0.2,6.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1962,975.8,33.2,28.0,8.9,High Thermal Oxidation / Service Flag
BREMBO-CCM-1963,322.9,35.5,0.2,4.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1964,479.0,43.3,0.92,6.2,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1965,330.2,56.4,0.39,6.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1966,311.4,63.1,0.2,6.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1967,724.1,17.1,5.35,5.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1968,398.1,29.8,0.2,3.9,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1969,569.5,39.5,2.25,5.8,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1970,315.5,42.3,0.33,5.3,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1971,713.9,63.2,5.25,8.6,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1972,702.8,17.3,3.5,5.5,Optimal Carbon-Ceramic Matrix (CCM) Life
BREMBO-CCM-1973,882.8,32.4,19.32,7.3,High Thermal Oxidation / Service Flag
