Qilin_Cell_Cycle_ID,Charging_C_Rate,Heat_Dissipation_Rate_W,Max_Cell_Core_Temp_C,Anode_Overpotential_mV,Fast_Charging_State
CATL-CTP3-1695,2.98,11770,38.5,108.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1696,1.14,2706,31.3,136.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1697,4.15,18994,46.5,96.0,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1698,1.55,4400,35.3,128.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1699,3.32,13560,42.1,96.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1700,3.41,14535,41.6,110.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1701,4.05,18774,44.2,88.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1702,2.91,11366,38.7,115.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1703,2.42,8579,39.9,113.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1704,2.28,7545,38.6,122.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1705,2.43,8791,35.3,112.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1706,3.24,13614,42.7,96.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1707,1.26,3000,32.7,138.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1708,3.57,15739,43.2,93.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1709,3.82,17431,42.9,100.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1710,1.09,2527,34.2,152.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1711,1.92,6378,36.0,116.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1712,4.06,19184,43.9,86.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1713,3.84,17341,44.8,99.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1714,3.77,16217,42.0,100.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1715,2.99,11814,40.4,114.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1716,2.44,8390,35.9,113.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1717,2.53,9425,37.1,105.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1718,2.13,7650,37.5,132.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1719,1.88,6104,34.1,136.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1720,1.65,4486,36.6,133.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1721,1.59,4807,34.2,130.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1722,2.36,7519,39.5,118.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1723,1.71,4884,36.4,131.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1724,2.23,8019,38.8,118.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1725,2.73,10555,38.9,114.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1726,2.72,9713,40.0,115.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1727,2.25,8522,38.0,117.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1728,2.17,6791,35.8,119.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1729,2.72,10812,38.9,111.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1730,1.63,4910,33.5,126.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1731,3.78,16151,41.9,80.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1732,4.12,19092,42.8,77.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1733,2.53,8760,38.6,115.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1734,1.89,6870,35.0,122.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1735,1.49,4724,32.9,137.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1736,3.56,15994,40.8,98.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1737,3.75,16974,43.7,91.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1738,3.09,12800,41.3,97.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1739,2.96,11813,39.4,111.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1740,1.67,5048,32.9,136.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1741,3.69,16165,42.6,95.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1742,1.29,2882,32.3,139.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1743,2.94,11677,38.9,113.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1744,3.62,15896,42.3,93.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1745,4.17,19151,44.9,88.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1746,2.51,8979,36.9,118.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1747,3.52,15423,43.8,96.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1748,2.6,9416,39.3,125.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1749,2.57,9315,37.9,116.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1750,2.46,8695,39.3,125.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1751,3.36,15204,42.6,102.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1752,2.6,9821,39.4,119.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1753,1.41,4043,33.7,144.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1754,1.16,2381,31.4,138.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1755,1.49,4642,33.9,127.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1756,3.52,15358,42.8,99.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1757,2.24,7728,38.5,128.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1758,3.71,15782,42.1,103.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1759,3.28,13026,41.7,99.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1760,3.47,14124,41.0,97.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1761,3.29,13603,41.7,105.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1762,1.74,4538,35.9,131.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1763,3.12,13220,42.2,114.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1764,1.73,6171,32.7,127.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1765,3.2,13020,39.1,102.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1766,2.66,9939,37.0,116.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1767,3.49,14471,43.4,98.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1768,2.08,6771,36.9,121.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1769,4.19,18983,45.4,91.6,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1770,1.74,5118,35.7,130.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1771,2.51,8826,38.5,118.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1772,1.61,4435,33.1,123.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1773,3.59,15759,39.5,101.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1774,2.59,8946,36.8,120.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1775,3.33,14574,42.5,113.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1776,2.59,9487,38.5,120.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1777,1.97,6513,34.7,132.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1778,1.91,6563,38.0,133.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1779,2.61,9035,39.3,120.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1780,2.75,11114,39.8,111.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1781,1.99,6566,35.7,124.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1782,3.58,15547,42.8,91.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1783,2.69,10158,40.2,114.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1784,3.23,14097,41.0,91.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1785,2.88,10741,39.5,114.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1786,2.04,6735,36.3,129.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1787,3.86,18035,44.9,96.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1788,2.15,7514,35.4,114.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1789,1.95,6158,37.8,126.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1790,2.12,7345,37.4,133.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1791,1.85,6045,34.7,131.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1792,1.33,3087,33.9,137.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1793,2.89,10812,36.1,111.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1794,1.52,4072,34.6,136.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1795,2.0,5951,35.7,127.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1796,3.64,16931,43.4,97.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1797,1.36,3879,33.1,145.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1798,3.51,15234,42.9,97.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1799,2.21,8172,37.0,120.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1800,1.83,5627,34.9,129.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1801,2.74,10198,40.7,114.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1802,2.7,9771,38.8,102.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1803,4.13,19718,43.7,97.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1804,2.6,9043,37.3,120.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1805,2.31,8217,37.2,122.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1806,4.02,18659,43.7,98.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1807,1.14,3285,32.9,134.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1808,2.79,11039,40.0,109.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1809,2.31,8088,37.7,119.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1810,2.67,10179,37.7,107.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1811,3.72,16523,44.8,92.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1812,3.66,16453,43.2,90.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1813,1.35,2911,34.1,137.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1814,1.69,4979,34.2,142.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1815,3.38,14834,42.6,114.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1816,1.03,2286,33.4,144.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1817,3.06,12520,40.7,107.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1818,2.8,11226,38.6,119.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1819,1.86,7350,36.4,132.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1820,3.15,12620,41.3,106.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1821,2.83,10981,41.4,114.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1822,2.18,7774,38.1,128.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1823,3.5,14960,42.4,94.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1824,1.05,2721,31.8,134.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1825,1.78,5691,35.5,134.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1826,3.13,12335,39.2,110.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1827,2.07,7168,38.1,129.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1828,2.78,10845,38.8,110.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1829,3.88,17700,43.7,87.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1830,3.37,15045,42.1,103.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1831,3.39,14917,40.5,107.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1832,2.63,9823,38.4,105.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1833,2.0,7003,36.2,123.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1834,1.64,4855,33.7,131.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1835,1.64,5809,35.9,134.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1836,2.96,11783,39.8,108.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1837,1.4,4034,33.8,140.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1838,3.22,12820,43.4,99.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1839,3.7,16973,42.1,101.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1840,1.44,4416,34.0,137.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1841,2.64,10162,37.6,118.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1842,2.1,7534,37.3,131.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1843,2.62,10077,37.6,122.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1844,2.23,7112,37.3,113.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1845,1.24,2926,31.4,136.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1846,1.07,1789,32.5,142.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1847,1.61,5920,32.1,135.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1848,1.47,4084,33.5,130.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1849,2.03,6899,36.7,121.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1850,4.01,19297,43.8,88.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1851,3.11,13135,40.4,108.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1852,1.41,4005,33.4,128.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1853,2.34,7518,38.5,117.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1854,2.38,7843,35.2,111.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1855,1.25,3015,32.5,137.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1856,1.11,2836,32.0,137.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1857,3.45,14632,43.2,100.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1858,2.94,11525,42.6,113.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1859,3.82,17092,41.7,93.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1860,3.08,12480,43.4,117.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1861,1.1,2387,32.6,145.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1862,3.76,17066,44.3,93.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1863,2.47,9562,38.3,114.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1864,3.62,16480,40.8,86.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1865,1.08,1938,30.7,140.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1866,3.0,11554,42.1,106.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1867,3.77,17497,44.3,89.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1868,1.67,4691,34.4,132.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1869,3.96,17896,44.1,71.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1870,1.7,5889,35.2,128.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1871,1.63,5665,36.0,129.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1872,4.08,19001,44.0,80.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1873,1.77,5281,34.2,128.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1874,1.12,2762,32.3,153.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1875,2.42,8145,36.5,113.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1876,1.75,4673,36.1,118.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1877,2.04,6990,36.5,138.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1878,2.2,7600,36.7,113.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1879,1.61,4470,34.5,138.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1880,1.38,3495,33.1,142.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1881,2.09,7628,37.4,131.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1882,3.26,13813,40.6,109.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1883,2.47,9145,40.8,104.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1884,2.03,7313,36.8,137.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1885,4.2,19614,45.9,80.1,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1886,2.96,11308,40.2,108.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1887,1.38,4423,33.3,138.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1888,3.99,18170,45.0,94.3,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1889,3.97,17970,44.1,86.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1890,3.24,13544,41.3,105.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1891,3.5,15450,42.4,105.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1892,3.27,14611,39.6,106.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1893,2.4,8612,39.4,114.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1894,2.82,10909,39.9,114.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1895,2.69,9397,40.8,116.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1896,3.51,15039,41.8,88.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1897,1.52,4721,35.1,134.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1898,1.19,3883,33.0,143.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1899,1.92,5675,36.8,128.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1900,2.42,8617,40.5,119.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1901,2.81,10782,38.9,107.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1902,2.88,11536,39.7,111.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1903,2.58,9115,37.1,111.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1904,2.04,7300,36.8,122.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1905,2.78,9931,39.7,108.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1906,2.51,9083,39.8,114.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1907,3.75,17055,43.6,105.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1908,2.49,8366,38.3,117.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1909,1.22,2350,32.1,133.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1910,2.86,11272,38.8,109.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1911,3.5,15190,43.5,98.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1912,4.09,19133,44.5,97.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1913,3.81,16672,42.5,92.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1914,1.9,6112,33.3,136.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1915,1.25,2101,31.6,137.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1916,1.88,6080,35.7,132.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1917,2.43,9227,35.8,114.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1918,3.89,17665,46.3,93.2,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1919,1.85,5696,36.8,132.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1920,1.28,3765,33.9,128.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1921,2.45,8395,37.9,115.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1922,2.96,12639,40.0,102.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1923,2.01,7362,34.1,135.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1924,3.1,13082,38.0,102.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1925,3.78,17408,44.1,94.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1926,1.36,4006,32.8,134.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1927,1.51,5072,34.8,134.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1928,3.87,17366,43.7,83.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1929,2.29,8466,37.1,121.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1930,1.51,4991,36.1,128.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1931,3.99,18537,44.3,83.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1932,2.57,9267,37.2,108.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1933,3.52,15899,41.9,101.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1934,2.68,10588,41.1,122.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1935,1.92,5785,36.3,124.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1936,1.04,3262,33.4,146.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1937,4.19,20428,44.7,91.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1938,1.83,5929,33.9,124.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1939,2.62,9600,39.7,130.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1940,3.57,15860,41.7,97.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1941,1.95,6684,35.2,124.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1942,1.77,5334,35.9,125.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1943,1.66,5157,36.8,132.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
