IMU_Sample_ID,Motorcycle_Lean_Angle_deg,Throttle_Opening_pct,IMU_Pitch_Wheelie_deg,Rear_Wheel_Slip_Ratio_pct,Slide_Control_State
DUCATI-GP-1685,55.6,34.5,3.1,4.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1686,57.3,92.1,1.6,13.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1687,25.3,33.6,-1.2,2.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1688,35.4,54.5,0.1,5.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1689,32.0,71.5,1.6,5.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1690,28.1,83.5,1.1,5.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1691,53.8,40.9,-0.9,6.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1692,42.7,29.0,2.5,3.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1693,39.0,93.9,3.7,8.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1694,36.9,34.1,2.5,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1695,31.5,45.1,2.5,3.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1696,19.5,98.9,2.7,4.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1697,15.1,31.9,4.7,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1698,32.2,66.8,4.7,5.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1699,19.5,46.0,1.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1700,33.9,68.9,3.3,8.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1701,39.7,26.7,5.7,2.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1702,41.7,62.1,2.7,5.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1703,34.3,79.8,4.1,5.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1704,37.9,64.5,0.4,9.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1705,40.3,75.8,5.6,9.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1706,57.3,21.6,0.7,3.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1707,31.9,22.5,0.8,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1708,46.6,99.9,3.0,15.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1709,29.2,26.7,8.6,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1710,17.6,69.6,3.0,2.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1711,24.1,66.0,2.6,5.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1712,25.4,92.8,3.0,8.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1713,50.8,86.8,4.7,13.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1714,61.3,29.4,3.8,6.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1715,60.0,85.4,-0.4,15.2,Highside Risk / Instant Torque Cut
DUCATI-GP-1716,20.4,78.2,4.0,2.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1717,28.3,35.0,2.8,2.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1718,36.0,83.4,5.3,7.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1719,43.3,21.7,4.0,4.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1720,15.7,82.4,3.1,2.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1721,30.1,24.4,3.5,2.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1722,49.6,51.1,4.9,5.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1723,53.9,23.1,2.8,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1724,43.0,76.4,6.4,7.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1725,38.2,20.2,2.3,2.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1726,59.4,59.8,2.3,9.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1727,60.2,74.2,2.1,12.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1728,41.1,48.3,3.1,6.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1729,23.4,20.4,2.1,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1730,17.1,68.8,5.7,3.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1731,42.3,26.9,2.7,4.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1732,15.3,29.8,5.6,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1733,29.7,85.0,3.2,6.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1734,41.4,68.3,3.7,7.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1735,39.4,81.4,0.9,9.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1736,50.1,31.3,3.0,2.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1737,29.7,92.1,2.7,7.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1738,34.5,42.4,0.9,3.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1739,27.4,37.4,3.0,2.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1740,59.5,36.3,1.4,4.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1741,34.6,30.8,3.5,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1742,52.2,51.3,1.0,7.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1743,35.3,47.2,0.6,4.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1744,57.9,33.3,1.1,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1745,47.8,75.6,0.6,8.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1746,62.6,97.1,2.5,17.4,Highside Risk / Instant Torque Cut
DUCATI-GP-1747,42.9,87.4,5.2,10.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1748,26.8,93.9,3.2,6.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1749,38.7,83.0,6.4,7.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1750,38.2,20.5,2.2,2.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1751,26.3,57.2,3.5,3.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1752,39.7,36.7,2.7,3.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1753,34.5,74.5,3.0,6.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1754,38.1,31.8,3.3,3.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1755,52.8,23.5,2.6,2.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1756,18.9,76.2,3.6,4.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1757,59.0,92.1,0.6,16.7,Highside Risk / Instant Torque Cut
DUCATI-GP-1758,37.1,87.1,4.3,8.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1759,52.3,24.2,-0.3,3.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1760,31.2,51.4,1.8,6.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1761,21.4,92.0,3.7,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1762,49.2,36.3,4.2,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1763,32.5,25.5,1.7,2.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1764,21.2,68.2,5.8,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1765,16.9,21.5,1.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1766,36.9,43.7,4.1,3.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1767,27.3,58.2,3.9,5.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1768,22.7,26.2,-0.3,3.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1769,26.8,86.1,5.8,5.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1770,46.7,26.9,0.9,3.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1771,53.0,67.0,1.0,8.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1772,45.5,81.9,3.8,10.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1773,34.6,44.3,0.7,4.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1774,61.6,20.7,1.9,3.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1775,25.0,46.0,2.0,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1776,49.6,44.2,1.3,5.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1777,17.4,99.4,0.9,4.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1778,25.9,90.8,1.4,6.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1779,39.1,97.2,2.2,8.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1780,41.1,73.1,3.1,10.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1781,33.8,45.1,2.7,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1782,52.9,36.8,3.4,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1783,38.3,46.7,1.1,5.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1784,59.8,77.8,-0.2,14.2,Highside Risk / Instant Torque Cut
DUCATI-GP-1785,49.6,61.5,-1.9,7.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1786,23.5,92.7,1.7,7.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1787,53.8,56.2,2.7,8.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1788,22.3,81.8,2.6,6.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1789,23.8,99.0,0.7,7.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1790,31.6,81.4,3.4,6.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1791,60.9,82.9,1.7,15.5,Highside Risk / Instant Torque Cut
DUCATI-GP-1792,53.5,25.8,3.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1793,56.4,90.9,2.4,16.2,Highside Risk / Instant Torque Cut
DUCATI-GP-1794,36.7,24.1,1.2,3.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1795,27.3,55.6,1.8,3.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1796,19.5,63.2,4.1,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1797,32.9,73.9,1.3,9.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1798,26.8,63.0,4.1,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1799,21.4,69.6,2.6,2.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1800,61.7,60.2,2.7,10.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1801,61.6,91.4,4.8,13.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1802,30.1,87.1,3.4,7.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1803,46.4,75.9,1.9,9.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1804,47.0,91.9,0.5,12.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1805,59.7,64.3,0.7,10.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1806,28.8,73.7,0.8,6.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1807,45.7,27.6,4.8,3.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1808,31.3,91.0,1.4,7.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1809,40.0,45.6,1.9,4.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1810,20.2,34.4,4.1,3.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1811,16.0,73.2,2.0,5.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1812,34.2,30.7,0.6,2.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1813,40.2,98.4,2.3,12.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1814,40.1,22.6,2.1,2.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1815,61.2,28.8,2.6,4.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1816,19.0,95.1,1.9,5.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1817,15.3,84.7,3.6,5.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1818,56.5,53.2,2.9,8.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1819,55.1,49.7,0.4,7.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1820,40.2,46.8,0.9,2.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1821,49.2,46.0,1.0,6.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1822,23.2,82.5,0.8,5.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1823,33.7,43.1,2.4,5.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1824,63.7,41.1,1.3,8.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1825,40.6,62.1,5.1,8.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1826,39.8,97.0,-0.8,12.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1827,61.5,31.4,4.2,4.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1828,59.0,80.4,1.8,14.2,Highside Risk / Instant Torque Cut
DUCATI-GP-1829,47.3,58.2,5.5,6.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1830,34.0,49.4,2.0,3.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1831,45.6,40.7,4.6,5.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1832,54.5,58.3,2.3,10.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1833,42.7,84.0,3.8,10.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1834,34.0,90.2,0.1,10.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1835,52.4,79.1,2.3,12.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1836,58.6,75.5,-0.6,11.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1837,43.8,97.6,-0.4,10.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1838,51.3,54.7,2.0,8.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1839,43.9,75.2,3.3,9.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1840,50.6,33.8,2.8,6.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1841,29.7,94.0,5.0,8.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1842,28.8,23.0,2.6,3.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1843,25.6,24.3,2.2,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1844,50.2,87.7,3.4,12.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1845,56.7,36.9,1.3,5.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1846,15.3,27.8,1.6,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1847,62.8,46.8,3.8,8.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1848,61.2,63.3,2.1,10.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1849,35.9,83.2,4.7,7.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1850,38.3,88.9,0.9,10.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1851,41.5,61.1,1.3,6.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1852,45.2,49.0,0.9,6.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1853,19.5,86.0,1.5,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1854,59.6,85.1,-0.1,14.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1855,32.8,59.9,0.6,5.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1856,55.2,42.4,-1.5,3.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1857,60.9,58.1,2.0,6.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1858,55.6,30.2,2.5,6.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1859,56.1,73.0,1.3,10.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1860,20.6,44.5,1.2,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1861,21.6,73.7,2.8,2.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1862,30.8,98.0,0.3,7.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1863,49.0,37.0,2.5,3.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1864,15.3,63.3,2.5,3.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1865,19.5,87.2,2.0,5.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1866,62.1,63.8,2.7,10.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1867,19.6,43.0,0.3,2.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1868,34.2,39.7,-1.1,4.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1869,37.9,66.7,0.1,5.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1870,62.5,71.2,4.6,12.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1871,37.3,26.5,2.3,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1872,54.2,95.3,3.4,11.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1873,23.3,50.4,3.7,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1874,51.4,46.9,3.4,8.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1875,29.5,94.6,4.2,7.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1876,18.6,92.7,0.0,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1877,55.6,55.8,3.5,9.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1878,45.6,26.5,2.6,2.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1879,27.7,79.9,1.6,3.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1880,31.3,87.7,3.2,8.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1881,16.0,46.0,3.6,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1882,31.6,59.6,0.7,7.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1883,61.7,67.9,2.6,11.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1884,29.1,97.9,3.8,5.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1885,20.5,73.1,-0.4,4.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1886,21.7,93.1,2.7,5.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1887,42.6,92.3,2.2,13.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1888,63.6,87.8,2.4,13.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1889,18.6,32.8,1.3,2.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1890,22.3,30.0,1.7,2.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1891,18.7,94.5,-0.7,5.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1892,28.1,60.0,-0.2,3.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1893,33.5,81.2,-0.9,6.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1894,63.5,54.6,1.9,11.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1895,63.9,77.6,1.2,11.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1896,40.6,73.8,2.4,7.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1897,36.3,38.8,4.2,6.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1898,49.6,27.7,1.3,5.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1899,50.7,93.8,4.9,13.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1900,27.6,27.5,5.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1901,52.7,70.3,7.4,9.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1902,19.1,88.0,-0.2,4.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1903,62.3,61.0,1.6,13.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1904,15.2,36.0,0.8,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1905,30.5,69.4,-0.8,6.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1906,60.8,98.6,2.4,16.3,Highside Risk / Instant Torque Cut
DUCATI-GP-1907,47.3,89.9,1.2,11.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1908,34.2,92.6,-1.8,8.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1909,16.4,53.2,3.2,3.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1910,42.0,63.3,1.7,9.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1911,43.9,27.7,2.0,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1912,19.9,61.8,4.0,4.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1913,61.6,45.5,3.4,7.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1914,33.7,83.0,3.3,8.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1915,47.3,43.5,3.6,5.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1916,50.5,62.7,0.8,8.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1917,24.6,33.0,2.3,2.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1918,28.3,95.1,3.7,6.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1919,37.1,94.3,3.3,8.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1920,15.4,75.8,-0.4,3.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1921,37.6,67.2,3.7,5.3,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1922,40.3,84.7,0.9,11.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1923,50.3,44.7,0.5,5.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1924,51.6,44.1,2.9,6.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1925,51.1,50.1,6.0,6.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1926,35.5,96.4,6.4,11.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1927,19.7,83.2,5.0,5.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1928,30.3,22.1,1.2,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1929,42.1,97.9,1.9,11.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1930,49.9,78.6,4.0,8.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1931,29.0,81.7,0.1,6.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1932,31.4,99.8,5.1,8.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1933,53.8,55.9,4.7,9.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1934,59.4,55.6,1.1,11.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1935,38.1,96.1,-2.0,10.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1936,38.9,74.5,4.6,8.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1937,21.4,50.0,2.0,4.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1938,44.6,32.0,0.9,4.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1939,29.2,84.7,2.5,7.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1940,47.1,49.6,-0.2,5.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1941,58.1,93.5,6.9,13.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1942,22.2,98.0,3.7,7.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1943,21.2,20.6,2.3,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1944,33.6,26.4,1.1,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1945,44.9,68.1,-2.8,8.6,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1946,53.3,22.5,3.0,2.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1947,26.1,82.5,-0.8,6.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1948,32.5,96.7,5.4,8.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1949,36.4,86.2,0.5,8.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1950,30.6,26.4,1.0,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1951,47.0,77.2,4.6,8.9,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1952,26.1,62.6,2.1,5.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1953,35.8,25.6,4.1,2.4,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1954,35.7,32.3,0.1,3.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1955,24.2,57.0,3.7,3.1,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1956,32.9,59.3,1.1,6.0,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1957,58.9,44.3,3.3,8.8,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1958,36.8,89.9,1.0,8.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1959,47.6,92.2,2.8,12.5,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1960,38.2,34.3,5.4,3.2,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1961,45.2,26.8,4.4,2.7,Ducati Slide Control (DSC) Optimal Drift
DUCATI-GP-1962,35.4,29.9,-0.7,2.8,Ducati Slide Control (DSC) Optimal Drift
