Lighting_Frame_ID,Active_Micro_Pixels,LED_Junction_Temp_C,High_Beam_Range_Lux,Oncoming_Driver_Glare_Lux,Matrix_Quality_State
MARELLI-LED-1584,706227,80.1,165.1,0.22,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1585,1044888,97.6,126.6,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1586,872365,90.5,142.2,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1587,441447,81.6,165.7,0.38,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1588,886249,96.3,130.7,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1589,540807,82.5,158.1,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1590,584282,75.5,167.0,0.33,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1591,894043,87.8,153.4,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1592,506626,81.4,160.0,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1593,661957,83.5,154.5,0.24,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1594,1256366,108.6,106.2,0.08,Thermal Derate / Pixel Mask Active
MARELLI-LED-1595,617020,78.9,164.2,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1596,766876,94.3,142.5,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1597,1061730,101.4,121.8,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1598,873350,99.1,125.6,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1599,1085359,102.2,124.1,0.33,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1600,1094856,102.5,129.1,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1601,1078677,102.4,113.5,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1602,972071,90.9,144.1,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1603,619032,74.9,174.3,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1604,891610,84.5,154.4,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1605,588583,84.1,154.8,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1606,971074,99.8,126.1,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1607,457812,65.1,183.9,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1608,1245583,104.6,117.5,0.43,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1609,808994,98.1,132.9,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1610,878726,98.0,132.4,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1611,894086,86.1,146.3,0.22,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1612,723086,91.4,139.1,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1613,898952,84.7,154.9,0.22,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1614,952668,99.2,127.5,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1615,675801,79.6,168.8,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1616,651506,76.3,162.1,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1617,640379,86.0,148.1,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1618,1168515,106.0,117.5,0.32,Thermal Derate / Pixel Mask Active
MARELLI-LED-1619,503684,80.7,156.9,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1620,568234,76.4,169.8,0.28,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1621,557334,72.1,179.9,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1622,621647,85.6,152.4,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1623,1204069,96.3,128.0,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1624,699478,77.9,173.5,0.24,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1625,448346,69.4,176.6,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1626,1279615,101.3,114.8,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1627,733933,76.4,165.4,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1628,1179351,104.4,116.1,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1629,711740,83.0,158.7,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1630,1105628,87.9,155.1,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1631,816467,87.8,154.5,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1632,1068008,103.6,116.3,0.36,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1633,922814,91.2,137.0,0.19,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1634,557801,86.5,139.5,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1635,586530,75.9,171.3,0.49,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1636,984744,91.3,137.3,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1637,996688,95.4,124.8,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1638,760209,85.5,153.2,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1639,763711,88.2,148.3,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1640,708380,88.4,153.6,0.21,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1641,1256335,115.6,101.5,0.01,Thermal Derate / Pixel Mask Active
MARELLI-LED-1642,784049,82.0,167.2,0.25,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1643,868241,94.3,136.3,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1644,1072849,91.8,138.4,0.48,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1645,1175072,98.7,124.4,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1646,736076,90.5,141.3,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1647,523944,76.0,165.0,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1648,1291850,104.5,113.7,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1649,657842,77.2,169.2,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1650,890014,83.8,160.2,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1651,883731,91.1,143.6,0.33,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1652,471901,72.0,173.9,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1653,658312,78.9,164.0,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1654,1180170,105.1,116.6,0.21,Thermal Derate / Pixel Mask Active
MARELLI-LED-1655,581770,75.3,173.1,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1656,837363,78.8,162.7,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1657,727417,84.8,153.2,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1658,797886,88.7,144.2,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1659,578513,78.4,158.3,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1660,780134,74.2,173.2,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1661,412028,66.7,184.9,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1662,782232,96.7,136.1,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1663,728624,89.1,145.5,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1664,1098001,101.4,120.2,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1665,1157177,106.7,112.3,0.13,Thermal Derate / Pixel Mask Active
MARELLI-LED-1666,1112675,98.4,121.7,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1667,1245068,96.4,138.6,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1668,1159675,102.6,123.3,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1669,1255220,96.7,130.8,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1670,546464,73.0,172.1,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1671,427093,78.0,163.9,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1672,1011378,88.5,146.5,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1673,477703,75.2,164.9,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1674,1211645,102.0,122.3,0.22,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1675,435792,78.8,165.1,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1676,1211387,94.5,135.3,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1677,800100,90.3,144.5,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1678,1252024,102.5,120.3,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1679,1066869,95.0,139.7,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1680,944227,96.5,137.1,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1681,710827,88.2,143.4,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1682,517837,77.4,169.6,0.21,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1683,754126,90.4,148.3,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1684,469730,75.7,168.9,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1685,792263,94.2,138.1,0.22,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1686,406918,63.9,190.8,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1687,1125981,103.9,119.6,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1688,706983,90.0,139.9,0.5,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1689,902338,89.4,143.1,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1690,1000491,90.8,143.4,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1691,1214302,103.4,127.9,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1692,678438,88.1,154.0,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1693,665347,81.2,160.3,0.29,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1694,1120711,103.7,118.6,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1695,859272,84.6,155.0,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1696,1101506,94.0,138.9,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1697,406632,65.9,188.1,0.43,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1698,1144970,98.4,131.5,0.29,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1699,563025,76.1,164.6,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1700,710472,83.1,145.1,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1701,974702,104.5,117.9,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1702,782848,90.6,143.2,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1703,514981,70.3,177.2,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1704,521243,81.8,159.0,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1705,528744,81.5,157.5,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1706,603353,72.0,176.0,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1707,655539,77.8,165.5,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1708,892862,101.2,123.3,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1709,1148899,95.0,138.7,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1710,1173900,107.7,114.3,0.01,Thermal Derate / Pixel Mask Active
MARELLI-LED-1711,953513,88.3,150.3,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1712,1240182,112.2,96.7,0.16,Thermal Derate / Pixel Mask Active
MARELLI-LED-1713,684570,80.2,163.9,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1714,576044,84.5,150.6,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1715,702944,83.6,153.2,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1716,1269799,101.6,123.6,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1717,1036616,92.5,136.7,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1718,449803,73.7,166.0,0.78,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1719,586912,87.3,149.0,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1720,552712,74.5,169.1,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1721,887085,95.5,135.3,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1722,1032021,90.5,141.9,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1723,665978,87.1,143.4,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1724,933743,84.3,149.6,0.26,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1725,883304,83.8,162.7,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1726,516493,73.7,163.0,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1727,940029,101.8,125.4,0.29,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1728,412925,80.0,155.2,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1729,1041722,96.6,131.2,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1730,723162,84.2,153.0,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1731,845055,87.4,151.6,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1732,707018,93.6,137.4,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1733,1263450,111.1,104.0,0.05,Thermal Derate / Pixel Mask Active
MARELLI-LED-1734,1138954,101.7,122.3,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1735,1057321,86.0,151.6,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1736,503451,74.6,172.7,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1737,671308,82.0,164.7,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1738,1139158,108.1,111.1,0.46,Thermal Derate / Pixel Mask Active
MARELLI-LED-1739,735366,86.4,146.5,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1740,695914,80.3,164.4,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1741,463430,67.8,181.5,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1742,1148105,106.5,110.8,0.02,Thermal Derate / Pixel Mask Active
MARELLI-LED-1743,686719,90.8,134.3,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1744,505519,78.9,163.1,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1745,1020458,96.9,139.9,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1746,912662,97.0,131.9,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1747,1215386,97.3,134.1,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1748,442082,82.1,154.3,0.23,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1749,989736,95.2,131.1,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1750,514880,84.5,156.2,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1751,1199633,96.4,122.1,0.32,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1752,717366,94.8,137.9,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1753,412276,77.0,171.9,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1754,1043179,101.4,125.5,0.42,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1755,987743,98.1,132.8,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1756,790187,88.9,150.3,0.27,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1757,1123253,95.2,132.3,0.32,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1758,795620,82.8,164.5,0.35,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1759,1056612,96.9,125.4,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1760,728687,94.3,127.1,0.43,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1761,617039,82.6,160.4,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1762,641986,90.0,146.9,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1763,1111570,99.0,127.3,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1764,887831,100.1,126.6,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1765,762851,79.0,169.5,0.19,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1766,1290960,114.7,101.6,0.03,Thermal Derate / Pixel Mask Active
MARELLI-LED-1767,488376,81.7,157.4,0.31,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1768,803834,92.4,138.8,0.07,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1769,425891,73.8,168.2,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1770,1147382,103.9,121.2,0.18,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1771,443047,70.4,182.0,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1772,992245,84.5,154.9,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1773,582862,87.5,148.1,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1774,427383,77.1,164.3,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1775,683480,79.9,166.5,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1776,823668,94.5,134.9,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1777,592199,84.1,151.9,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1778,658898,79.8,159.3,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1779,853352,91.8,139.3,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1780,569056,83.3,156.2,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1781,544968,82.6,159.0,0.26,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1782,1179944,94.7,133.3,0.25,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1783,507507,80.9,167.6,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1784,806723,80.0,161.0,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1785,726706,87.2,158.3,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1786,1034390,101.5,118.6,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1787,1296999,97.9,126.2,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1788,442064,82.3,158.2,0.17,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1789,1171799,103.8,126.0,0.24,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1790,1137175,108.0,109.8,0.04,Thermal Derate / Pixel Mask Active
MARELLI-LED-1791,996482,106.2,110.6,0.09,Thermal Derate / Pixel Mask Active
MARELLI-LED-1792,1210654,101.5,116.7,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1793,719891,90.2,137.2,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1794,588873,87.8,150.8,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1795,696925,90.5,143.8,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1796,1183360,94.8,137.8,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1797,765140,90.3,141.8,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1798,1028766,89.2,139.2,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1799,607451,79.2,174.6,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1800,581515,76.6,172.8,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1801,960564,99.8,132.4,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1802,545489,77.0,177.1,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1803,1257353,98.8,133.1,0.43,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1804,525378,83.8,146.0,0.16,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1805,703632,87.6,151.1,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1806,741540,89.5,150.4,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1807,491488,73.9,170.6,0.49,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1808,722761,77.1,167.3,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1809,868636,99.2,128.7,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1810,460703,75.4,164.6,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1811,1060926,95.9,140.6,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1812,1268460,114.5,98.3,0.14,Thermal Derate / Pixel Mask Active
MARELLI-LED-1813,422929,80.2,160.9,0.18,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1814,1033647,91.7,142.5,0.21,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1815,1250198,104.2,125.8,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1816,473068,71.0,178.5,0.14,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1817,1103896,104.1,125.1,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1818,1273948,95.0,130.5,0.1,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1819,1015516,104.9,111.3,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1820,1129552,91.0,141.9,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1821,822434,85.1,152.4,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1822,784427,85.0,153.4,0.29,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1823,872035,90.3,145.9,0.67,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1824,864878,89.6,142.9,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1825,1135644,92.8,136.3,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1826,697797,77.2,169.8,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1827,400264,83.3,156.0,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1828,762032,86.4,148.8,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1829,1093347,92.2,136.4,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1830,459974,73.0,171.9,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1831,1268619,111.8,108.0,0.01,Thermal Derate / Pixel Mask Active
MARELLI-LED-1832,699836,88.4,152.7,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1833,759487,90.0,143.6,0.03,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1834,1056232,99.6,122.4,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1835,499186,78.5,171.0,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1836,662176,81.8,158.8,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1837,1201232,97.5,128.0,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1838,631187,77.7,166.6,0.04,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1839,525014,72.4,174.3,0.24,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1840,1108662,102.5,122.5,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1841,416861,75.2,176.6,0.11,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1842,543160,75.2,177.5,0.2,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1843,721226,88.2,146.1,0.13,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1844,932631,90.9,148.3,0.06,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1845,898558,83.4,143.6,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1846,1092522,101.9,130.0,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1847,962413,96.6,136.2,0.24,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1848,615034,91.8,134.3,0.15,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1849,796048,94.8,134.5,0.08,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1850,861396,88.7,141.1,0.33,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1851,645754,80.7,158.9,0.19,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1852,1284073,106.3,109.1,0.24,Thermal Derate / Pixel Mask Active
MARELLI-LED-1853,796235,93.4,135.8,0.05,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1854,805777,95.1,135.7,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1855,555811,81.3,154.5,0.18,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1856,433603,72.9,176.7,0.09,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1857,525555,84.0,153.4,0.12,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1858,920370,85.7,150.0,0.01,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1859,588842,75.0,174.7,0.21,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1860,467102,72.3,176.2,0.02,Crystal-Clear Matrix Laser-LED (600m)
MARELLI-LED-1861,772314,83.7,153.8,0.17,Crystal-Clear Matrix Laser-LED (600m)
