Drive_Segment_ID,Vehicle_Speed_mph,Power_Demand_kW,Operating_Hybrid_Mode,Instant_Fuel_Economy_MPG,Clutch_Lockup_State
HONDA-eHEV-1536,40.7,31.9,Hybrid Drive (Engine-Gen + Traction Motor),39.0,Disengaged / Electric Motor
HONDA-eHEV-1537,32.1,21.6,Hybrid Drive (Engine-Gen + Traction Motor),46.2,Disengaged / Electric Motor
HONDA-eHEV-1538,22.7,29.2,Hybrid Drive (Engine-Gen + Traction Motor),41.9,Disengaged / Electric Motor
HONDA-eHEV-1539,47.9,45.3,Hybrid Drive (Engine-Gen + Traction Motor),47.5,Disengaged / Electric Motor
HONDA-eHEV-1540,51.9,41.7,Hybrid Drive (Engine-Gen + Traction Motor),43.1,Disengaged / Electric Motor
HONDA-eHEV-1541,68.7,70.8,Hybrid Drive (Engine-Gen + Traction Motor),43.3,Disengaged / Electric Motor
HONDA-eHEV-1542,35.9,58.2,Hybrid Drive (Engine-Gen + Traction Motor),51.2,Disengaged / Electric Motor
HONDA-eHEV-1543,28.3,27.1,Hybrid Drive (Engine-Gen + Traction Motor),44.7,Disengaged / Electric Motor
HONDA-eHEV-1544,28.6,20.4,EV Drive (Battery Only),61.9,Disengaged / Electric Motor
HONDA-eHEV-1545,51.5,55.5,Hybrid Drive (Engine-Gen + Traction Motor),44.3,Disengaged / Electric Motor
HONDA-eHEV-1546,55.1,61.4,Hybrid Drive (Engine-Gen + Traction Motor),43.5,Disengaged / Electric Motor
HONDA-eHEV-1547,20.5,16.6,EV Drive (Battery Only),69.3,Disengaged / Electric Motor
HONDA-eHEV-1548,48.5,50.1,Hybrid Drive (Engine-Gen + Traction Motor),46.7,Disengaged / Electric Motor
HONDA-eHEV-1549,39.9,49.1,Hybrid Drive (Engine-Gen + Traction Motor),40.6,Disengaged / Electric Motor
HONDA-eHEV-1550,61.9,70.1,Hybrid Drive (Engine-Gen + Traction Motor),45.7,Disengaged / Electric Motor
HONDA-eHEV-1551,68.0,65.0,Hybrid Drive (Engine-Gen + Traction Motor),41.5,Disengaged / Electric Motor
HONDA-eHEV-1552,19.9,19.3,EV Drive (Battery Only),66.4,Disengaged / Electric Motor
HONDA-eHEV-1553,47.6,48.0,Hybrid Drive (Engine-Gen + Traction Motor),47.2,Disengaged / Electric Motor
HONDA-eHEV-1554,21.4,17.4,EV Drive (Battery Only),78.8,Disengaged / Electric Motor
HONDA-eHEV-1555,61.9,65.8,Hybrid Drive (Engine-Gen + Traction Motor),41.6,Disengaged / Electric Motor
HONDA-eHEV-1556,33.0,28.7,Hybrid Drive (Engine-Gen + Traction Motor),44.2,Disengaged / Electric Motor
HONDA-eHEV-1557,64.0,71.0,Hybrid Drive (Engine-Gen + Traction Motor),40.7,Disengaged / Electric Motor
HONDA-eHEV-1558,79.9,79.8,Hybrid Drive (Engine-Gen + Traction Motor),45.6,Disengaged / Electric Motor
HONDA-eHEV-1559,39.7,44.1,Hybrid Drive (Engine-Gen + Traction Motor),42.6,Disengaged / Electric Motor
HONDA-eHEV-1560,57.3,57.8,Hybrid Drive (Engine-Gen + Traction Motor),44.7,Disengaged / Electric Motor
HONDA-eHEV-1561,78.8,74.1,Hybrid Drive (Engine-Gen + Traction Motor),47.6,Disengaged / Electric Motor
HONDA-eHEV-1562,31.0,33.0,Hybrid Drive (Engine-Gen + Traction Motor),44.3,Disengaged / Electric Motor
HONDA-eHEV-1563,78.1,89.9,Hybrid Drive (Engine-Gen + Traction Motor),46.3,Disengaged / Electric Motor
HONDA-eHEV-1564,60.9,64.4,Hybrid Drive (Engine-Gen + Traction Motor),41.8,Disengaged / Electric Motor
HONDA-eHEV-1565,38.7,57.5,Hybrid Drive (Engine-Gen + Traction Motor),42.2,Disengaged / Electric Motor
HONDA-eHEV-1566,31.4,43.4,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-1567,23.7,25.1,Hybrid Drive (Engine-Gen + Traction Motor),41.7,Disengaged / Electric Motor
HONDA-eHEV-1568,60.9,60.2,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-1569,46.1,60.1,Hybrid Drive (Engine-Gen + Traction Motor),38.5,Disengaged / Electric Motor
HONDA-eHEV-1570,50.1,50.4,Hybrid Drive (Engine-Gen + Traction Motor),47.2,Disengaged / Electric Motor
HONDA-eHEV-1571,39.4,30.2,Hybrid Drive (Engine-Gen + Traction Motor),38.2,Disengaged / Electric Motor
HONDA-eHEV-1572,21.7,13.1,EV Drive (Battery Only),63.3,Disengaged / Electric Motor
HONDA-eHEV-1573,69.9,83.5,Hybrid Drive (Engine-Gen + Traction Motor),46.7,Disengaged / Electric Motor
HONDA-eHEV-1574,30.9,30.7,Hybrid Drive (Engine-Gen + Traction Motor),40.5,Disengaged / Electric Motor
HONDA-eHEV-1575,54.9,56.6,Hybrid Drive (Engine-Gen + Traction Motor),45.0,Disengaged / Electric Motor
HONDA-eHEV-1576,62.9,65.5,Hybrid Drive (Engine-Gen + Traction Motor),46.0,Disengaged / Electric Motor
HONDA-eHEV-1577,39.5,35.7,Hybrid Drive (Engine-Gen + Traction Motor),44.5,Disengaged / Electric Motor
HONDA-eHEV-1578,15.9,10.4,EV Drive (Battery Only),62.7,Disengaged / Electric Motor
HONDA-eHEV-1579,53.0,75.1,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-1580,59.8,69.9,Hybrid Drive (Engine-Gen + Traction Motor),47.5,Disengaged / Electric Motor
HONDA-eHEV-1581,20.1,27.5,Hybrid Drive (Engine-Gen + Traction Motor),45.2,Disengaged / Electric Motor
HONDA-eHEV-1582,47.6,48.0,Hybrid Drive (Engine-Gen + Traction Motor),49.1,Disengaged / Electric Motor
HONDA-eHEV-1583,68.7,73.4,Hybrid Drive (Engine-Gen + Traction Motor),47.0,Disengaged / Electric Motor
HONDA-eHEV-1584,22.4,20.3,EV Drive (Battery Only),67.0,Disengaged / Electric Motor
HONDA-eHEV-1585,58.5,71.8,Hybrid Drive (Engine-Gen + Traction Motor),44.3,Disengaged / Electric Motor
HONDA-eHEV-1586,46.0,43.2,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-1587,17.4,15.5,EV Drive (Battery Only),73.2,Disengaged / Electric Motor
HONDA-eHEV-1588,29.5,17.0,EV Drive (Battery Only),63.9,Disengaged / Electric Motor
HONDA-eHEV-1589,64.1,84.4,Hybrid Drive (Engine-Gen + Traction Motor),41.8,Disengaged / Electric Motor
HONDA-eHEV-1590,74.4,89.8,Hybrid Drive (Engine-Gen + Traction Motor),48.4,Disengaged / Electric Motor
HONDA-eHEV-1591,76.8,71.3,Hybrid Drive (Engine-Gen + Traction Motor),36.8,Disengaged / Electric Motor
HONDA-eHEV-1592,52.9,50.8,Hybrid Drive (Engine-Gen + Traction Motor),46.5,Disengaged / Electric Motor
HONDA-eHEV-1593,57.9,68.2,Hybrid Drive (Engine-Gen + Traction Motor),47.6,Disengaged / Electric Motor
HONDA-eHEV-1594,52.7,53.4,Hybrid Drive (Engine-Gen + Traction Motor),38.8,Disengaged / Electric Motor
HONDA-eHEV-1595,50.8,53.3,Hybrid Drive (Engine-Gen + Traction Motor),45.4,Disengaged / Electric Motor
HONDA-eHEV-1596,40.2,34.6,Hybrid Drive (Engine-Gen + Traction Motor),41.6,Disengaged / Electric Motor
HONDA-eHEV-1597,43.0,32.2,Hybrid Drive (Engine-Gen + Traction Motor),46.9,Disengaged / Electric Motor
HONDA-eHEV-1598,76.6,72.9,Hybrid Drive (Engine-Gen + Traction Motor),43.5,Disengaged / Electric Motor
HONDA-eHEV-1599,37.2,35.3,Hybrid Drive (Engine-Gen + Traction Motor),47.7,Disengaged / Electric Motor
HONDA-eHEV-1600,59.5,65.9,Hybrid Drive (Engine-Gen + Traction Motor),42.3,Disengaged / Electric Motor
HONDA-eHEV-1601,36.3,36.8,Hybrid Drive (Engine-Gen + Traction Motor),46.6,Disengaged / Electric Motor
HONDA-eHEV-1602,52.2,46.7,Hybrid Drive (Engine-Gen + Traction Motor),46.2,Disengaged / Electric Motor
HONDA-eHEV-1603,47.7,49.4,Hybrid Drive (Engine-Gen + Traction Motor),45.8,Disengaged / Electric Motor
HONDA-eHEV-1604,42.8,52.3,Hybrid Drive (Engine-Gen + Traction Motor),46.3,Disengaged / Electric Motor
HONDA-eHEV-1605,44.0,52.7,Hybrid Drive (Engine-Gen + Traction Motor),49.9,Disengaged / Electric Motor
HONDA-eHEV-1606,67.8,84.4,Hybrid Drive (Engine-Gen + Traction Motor),43.6,Disengaged / Electric Motor
HONDA-eHEV-1607,53.3,46.9,Hybrid Drive (Engine-Gen + Traction Motor),50.8,Disengaged / Electric Motor
HONDA-eHEV-1608,32.5,39.3,Hybrid Drive (Engine-Gen + Traction Motor),37.5,Disengaged / Electric Motor
HONDA-eHEV-1609,57.0,61.4,Hybrid Drive (Engine-Gen + Traction Motor),41.2,Disengaged / Electric Motor
HONDA-eHEV-1610,19.5,22.7,EV Drive (Battery Only),72.5,Disengaged / Electric Motor
HONDA-eHEV-1611,29.0,22.1,EV Drive (Battery Only),62.1,Disengaged / Electric Motor
HONDA-eHEV-1612,48.4,46.8,Hybrid Drive (Engine-Gen + Traction Motor),38.6,Disengaged / Electric Motor
HONDA-eHEV-1613,73.2,74.4,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-1614,59.5,59.3,Hybrid Drive (Engine-Gen + Traction Motor),39.1,Disengaged / Electric Motor
HONDA-eHEV-1615,20.0,36.2,Hybrid Drive (Engine-Gen + Traction Motor),38.8,Disengaged / Electric Motor
HONDA-eHEV-1616,33.8,38.9,Hybrid Drive (Engine-Gen + Traction Motor),43.6,Disengaged / Electric Motor
HONDA-eHEV-1617,74.6,82.9,Hybrid Drive (Engine-Gen + Traction Motor),44.2,Disengaged / Electric Motor
HONDA-eHEV-1618,59.8,70.7,Hybrid Drive (Engine-Gen + Traction Motor),42.5,Disengaged / Electric Motor
HONDA-eHEV-1619,74.5,85.1,Hybrid Drive (Engine-Gen + Traction Motor),41.9,Disengaged / Electric Motor
HONDA-eHEV-1620,53.1,81.1,Hybrid Drive (Engine-Gen + Traction Motor),42.8,Disengaged / Electric Motor
HONDA-eHEV-1621,73.7,63.7,Hybrid Drive (Engine-Gen + Traction Motor),40.5,Disengaged / Electric Motor
HONDA-eHEV-1622,75.7,76.3,Hybrid Drive (Engine-Gen + Traction Motor),42.8,Disengaged / Electric Motor
HONDA-eHEV-1623,39.3,49.3,Hybrid Drive (Engine-Gen + Traction Motor),46.9,Disengaged / Electric Motor
HONDA-eHEV-1624,16.1,5.0,EV Drive (Battery Only),66.7,Disengaged / Electric Motor
HONDA-eHEV-1625,77.3,83.0,Hybrid Drive (Engine-Gen + Traction Motor),41.5,Disengaged / Electric Motor
HONDA-eHEV-1626,76.9,92.8,Hybrid Drive (Engine-Gen + Traction Motor),48.1,Disengaged / Electric Motor
HONDA-eHEV-1627,47.5,43.9,Hybrid Drive (Engine-Gen + Traction Motor),46.8,Disengaged / Electric Motor
HONDA-eHEV-1628,48.8,58.5,Hybrid Drive (Engine-Gen + Traction Motor),42.8,Disengaged / Electric Motor
HONDA-eHEV-1629,33.8,33.4,Hybrid Drive (Engine-Gen + Traction Motor),41.9,Disengaged / Electric Motor
HONDA-eHEV-1630,15.4,15.7,EV Drive (Battery Only),68.1,Disengaged / Electric Motor
HONDA-eHEV-1631,72.2,80.6,Hybrid Drive (Engine-Gen + Traction Motor),46.1,Disengaged / Electric Motor
HONDA-eHEV-1632,17.1,13.6,EV Drive (Battery Only),69.9,Disengaged / Electric Motor
HONDA-eHEV-1633,45.0,47.0,Hybrid Drive (Engine-Gen + Traction Motor),43.4,Disengaged / Electric Motor
HONDA-eHEV-1634,35.9,47.9,Hybrid Drive (Engine-Gen + Traction Motor),44.8,Disengaged / Electric Motor
HONDA-eHEV-1635,73.0,81.6,Hybrid Drive (Engine-Gen + Traction Motor),47.7,Disengaged / Electric Motor
HONDA-eHEV-1636,64.8,64.3,Hybrid Drive (Engine-Gen + Traction Motor),45.7,Disengaged / Electric Motor
HONDA-eHEV-1637,76.9,86.5,Hybrid Drive (Engine-Gen + Traction Motor),41.0,Disengaged / Electric Motor
HONDA-eHEV-1638,77.9,72.1,Hybrid Drive (Engine-Gen + Traction Motor),38.7,Disengaged / Electric Motor
HONDA-eHEV-1639,50.7,43.2,Hybrid Drive (Engine-Gen + Traction Motor),45.1,Disengaged / Electric Motor
HONDA-eHEV-1640,68.3,71.9,Hybrid Drive (Engine-Gen + Traction Motor),44.0,Disengaged / Electric Motor
HONDA-eHEV-1641,49.1,54.1,Hybrid Drive (Engine-Gen + Traction Motor),41.6,Disengaged / Electric Motor
HONDA-eHEV-1642,76.0,86.9,Hybrid Drive (Engine-Gen + Traction Motor),45.7,Disengaged / Electric Motor
HONDA-eHEV-1643,76.9,82.3,Hybrid Drive (Engine-Gen + Traction Motor),48.1,Disengaged / Electric Motor
HONDA-eHEV-1644,72.2,76.7,Hybrid Drive (Engine-Gen + Traction Motor),46.2,Disengaged / Electric Motor
HONDA-eHEV-1645,62.8,71.1,Hybrid Drive (Engine-Gen + Traction Motor),45.5,Disengaged / Electric Motor
HONDA-eHEV-1646,31.1,23.2,Hybrid Drive (Engine-Gen + Traction Motor),42.5,Disengaged / Electric Motor
HONDA-eHEV-1647,26.1,17.2,EV Drive (Battery Only),64.2,Disengaged / Electric Motor
HONDA-eHEV-1648,26.4,29.9,Hybrid Drive (Engine-Gen + Traction Motor),41.9,Disengaged / Electric Motor
HONDA-eHEV-1649,35.2,29.0,Hybrid Drive (Engine-Gen + Traction Motor),47.2,Disengaged / Electric Motor
HONDA-eHEV-1650,19.6,13.8,EV Drive (Battery Only),70.8,Disengaged / Electric Motor
HONDA-eHEV-1651,35.2,34.4,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-1652,43.0,55.9,Hybrid Drive (Engine-Gen + Traction Motor),42.6,Disengaged / Electric Motor
HONDA-eHEV-1653,29.7,27.6,Hybrid Drive (Engine-Gen + Traction Motor),42.7,Disengaged / Electric Motor
HONDA-eHEV-1654,72.4,66.8,Hybrid Drive (Engine-Gen + Traction Motor),40.2,Disengaged / Electric Motor
HONDA-eHEV-1655,58.0,67.4,Hybrid Drive (Engine-Gen + Traction Motor),47.2,Disengaged / Electric Motor
HONDA-eHEV-1656,57.4,71.3,Hybrid Drive (Engine-Gen + Traction Motor),46.3,Disengaged / Electric Motor
HONDA-eHEV-1657,79.7,81.4,Hybrid Drive (Engine-Gen + Traction Motor),42.9,Disengaged / Electric Motor
HONDA-eHEV-1658,47.6,64.1,Hybrid Drive (Engine-Gen + Traction Motor),37.3,Disengaged / Electric Motor
HONDA-eHEV-1659,30.5,47.4,Hybrid Drive (Engine-Gen + Traction Motor),45.9,Disengaged / Electric Motor
HONDA-eHEV-1660,76.8,86.5,Hybrid Drive (Engine-Gen + Traction Motor),46.6,Disengaged / Electric Motor
HONDA-eHEV-1661,58.3,63.0,Hybrid Drive (Engine-Gen + Traction Motor),40.2,Disengaged / Electric Motor
HONDA-eHEV-1662,56.6,58.5,Hybrid Drive (Engine-Gen + Traction Motor),42.9,Disengaged / Electric Motor
HONDA-eHEV-1663,41.6,24.9,Hybrid Drive (Engine-Gen + Traction Motor),43.3,Disengaged / Electric Motor
HONDA-eHEV-1664,53.3,69.0,Hybrid Drive (Engine-Gen + Traction Motor),43.9,Disengaged / Electric Motor
HONDA-eHEV-1665,66.6,84.9,Hybrid Drive (Engine-Gen + Traction Motor),42.5,Disengaged / Electric Motor
HONDA-eHEV-1666,25.4,22.8,EV Drive (Battery Only),65.2,Disengaged / Electric Motor
HONDA-eHEV-1667,60.6,76.3,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-1668,60.1,72.1,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-1669,74.7,82.1,Hybrid Drive (Engine-Gen + Traction Motor),40.5,Disengaged / Electric Motor
HONDA-eHEV-1670,73.0,80.4,Hybrid Drive (Engine-Gen + Traction Motor),37.1,Disengaged / Electric Motor
HONDA-eHEV-1671,26.4,15.6,EV Drive (Battery Only),60.9,Disengaged / Electric Motor
HONDA-eHEV-1672,47.6,46.6,Hybrid Drive (Engine-Gen + Traction Motor),46.9,Disengaged / Electric Motor
HONDA-eHEV-1673,52.1,48.4,Hybrid Drive (Engine-Gen + Traction Motor),44.4,Disengaged / Electric Motor
HONDA-eHEV-1674,57.2,57.1,Hybrid Drive (Engine-Gen + Traction Motor),42.6,Disengaged / Electric Motor
HONDA-eHEV-1675,48.2,58.6,Hybrid Drive (Engine-Gen + Traction Motor),41.5,Disengaged / Electric Motor
HONDA-eHEV-1676,37.3,32.3,Hybrid Drive (Engine-Gen + Traction Motor),44.4,Disengaged / Electric Motor
HONDA-eHEV-1677,69.2,67.8,Hybrid Drive (Engine-Gen + Traction Motor),49.3,Disengaged / Electric Motor
HONDA-eHEV-1678,56.7,65.7,Hybrid Drive (Engine-Gen + Traction Motor),41.7,Disengaged / Electric Motor
HONDA-eHEV-1679,48.3,49.4,Hybrid Drive (Engine-Gen + Traction Motor),49.4,Disengaged / Electric Motor
HONDA-eHEV-1680,42.7,33.4,Hybrid Drive (Engine-Gen + Traction Motor),46.2,Disengaged / Electric Motor
HONDA-eHEV-1681,56.9,66.7,Hybrid Drive (Engine-Gen + Traction Motor),45.7,Disengaged / Electric Motor
HONDA-eHEV-1682,25.5,32.0,Hybrid Drive (Engine-Gen + Traction Motor),50.1,Disengaged / Electric Motor
HONDA-eHEV-1683,49.7,45.6,Hybrid Drive (Engine-Gen + Traction Motor),41.3,Disengaged / Electric Motor
HONDA-eHEV-1684,26.5,27.9,Hybrid Drive (Engine-Gen + Traction Motor),47.2,Disengaged / Electric Motor
HONDA-eHEV-1685,39.4,42.9,Hybrid Drive (Engine-Gen + Traction Motor),44.7,Disengaged / Electric Motor
HONDA-eHEV-1686,69.6,81.1,Hybrid Drive (Engine-Gen + Traction Motor),44.7,Disengaged / Electric Motor
HONDA-eHEV-1687,62.2,61.4,Hybrid Drive (Engine-Gen + Traction Motor),47.0,Disengaged / Electric Motor
HONDA-eHEV-1688,18.9,18.8,EV Drive (Battery Only),66.4,Disengaged / Electric Motor
HONDA-eHEV-1689,47.7,51.3,Hybrid Drive (Engine-Gen + Traction Motor),47.2,Disengaged / Electric Motor
HONDA-eHEV-1690,50.3,69.3,Hybrid Drive (Engine-Gen + Traction Motor),38.3,Disengaged / Electric Motor
HONDA-eHEV-1691,53.9,60.1,Hybrid Drive (Engine-Gen + Traction Motor),43.9,Disengaged / Electric Motor
HONDA-eHEV-1692,76.6,65.0,Hybrid Drive (Engine-Gen + Traction Motor),39.9,Disengaged / Electric Motor
HONDA-eHEV-1693,73.3,71.4,Hybrid Drive (Engine-Gen + Traction Motor),45.6,Disengaged / Electric Motor
HONDA-eHEV-1694,37.9,48.9,Hybrid Drive (Engine-Gen + Traction Motor),47.8,Disengaged / Electric Motor
HONDA-eHEV-1695,25.0,27.9,Hybrid Drive (Engine-Gen + Traction Motor),45.3,Disengaged / Electric Motor
HONDA-eHEV-1696,51.0,50.3,Hybrid Drive (Engine-Gen + Traction Motor),43.2,Disengaged / Electric Motor
HONDA-eHEV-1697,18.1,13.8,EV Drive (Battery Only),68.7,Disengaged / Electric Motor
HONDA-eHEV-1698,72.4,78.3,Hybrid Drive (Engine-Gen + Traction Motor),50.4,Disengaged / Electric Motor
HONDA-eHEV-1699,45.1,51.8,Hybrid Drive (Engine-Gen + Traction Motor),42.0,Disengaged / Electric Motor
HONDA-eHEV-1700,27.4,28.2,Hybrid Drive (Engine-Gen + Traction Motor),47.5,Disengaged / Electric Motor
HONDA-eHEV-1701,24.3,27.0,Hybrid Drive (Engine-Gen + Traction Motor),42.0,Disengaged / Electric Motor
HONDA-eHEV-1702,59.9,56.7,Hybrid Drive (Engine-Gen + Traction Motor),46.0,Disengaged / Electric Motor
HONDA-eHEV-1703,26.4,26.5,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-1704,48.5,61.2,Hybrid Drive (Engine-Gen + Traction Motor),46.0,Disengaged / Electric Motor
HONDA-eHEV-1705,37.5,34.2,Hybrid Drive (Engine-Gen + Traction Motor),43.9,Disengaged / Electric Motor
HONDA-eHEV-1706,54.7,49.2,Hybrid Drive (Engine-Gen + Traction Motor),39.7,Disengaged / Electric Motor
HONDA-eHEV-1707,60.3,57.2,Hybrid Drive (Engine-Gen + Traction Motor),47.8,Disengaged / Electric Motor
HONDA-eHEV-1708,59.8,68.6,Hybrid Drive (Engine-Gen + Traction Motor),45.8,Disengaged / Electric Motor
HONDA-eHEV-1709,63.2,68.5,Hybrid Drive (Engine-Gen + Traction Motor),42.8,Disengaged / Electric Motor
HONDA-eHEV-1710,61.1,57.7,Hybrid Drive (Engine-Gen + Traction Motor),41.3,Disengaged / Electric Motor
HONDA-eHEV-1711,55.2,65.1,Hybrid Drive (Engine-Gen + Traction Motor),48.1,Disengaged / Electric Motor
HONDA-eHEV-1712,19.7,10.0,EV Drive (Battery Only),69.5,Disengaged / Electric Motor
HONDA-eHEV-1713,21.8,18.8,EV Drive (Battery Only),74.4,Disengaged / Electric Motor
HONDA-eHEV-1714,70.8,67.5,Hybrid Drive (Engine-Gen + Traction Motor),41.7,Disengaged / Electric Motor
HONDA-eHEV-1715,40.6,43.9,Hybrid Drive (Engine-Gen + Traction Motor),40.2,Disengaged / Electric Motor
HONDA-eHEV-1716,63.9,64.8,Hybrid Drive (Engine-Gen + Traction Motor),42.0,Disengaged / Electric Motor
HONDA-eHEV-1717,39.4,46.3,Hybrid Drive (Engine-Gen + Traction Motor),43.8,Disengaged / Electric Motor
HONDA-eHEV-1718,72.2,70.9,Hybrid Drive (Engine-Gen + Traction Motor),49.1,Disengaged / Electric Motor
HONDA-eHEV-1719,24.8,36.6,Hybrid Drive (Engine-Gen + Traction Motor),45.8,Disengaged / Electric Motor
HONDA-eHEV-1720,39.6,33.1,Hybrid Drive (Engine-Gen + Traction Motor),41.7,Disengaged / Electric Motor
HONDA-eHEV-1721,37.7,33.4,Hybrid Drive (Engine-Gen + Traction Motor),45.9,Disengaged / Electric Motor
HONDA-eHEV-1722,56.8,68.9,Hybrid Drive (Engine-Gen + Traction Motor),44.5,Disengaged / Electric Motor
HONDA-eHEV-1723,73.7,84.4,Hybrid Drive (Engine-Gen + Traction Motor),44.8,Disengaged / Electric Motor
HONDA-eHEV-1724,64.7,74.0,Hybrid Drive (Engine-Gen + Traction Motor),39.6,Disengaged / Electric Motor
HONDA-eHEV-1725,31.1,27.1,Hybrid Drive (Engine-Gen + Traction Motor),47.8,Disengaged / Electric Motor
HONDA-eHEV-1726,46.6,31.4,Hybrid Drive (Engine-Gen + Traction Motor),43.6,Disengaged / Electric Motor
HONDA-eHEV-1727,33.1,26.0,Hybrid Drive (Engine-Gen + Traction Motor),46.7,Disengaged / Electric Motor
HONDA-eHEV-1728,62.0,65.0,Hybrid Drive (Engine-Gen + Traction Motor),46.7,Disengaged / Electric Motor
HONDA-eHEV-1729,46.3,50.9,Hybrid Drive (Engine-Gen + Traction Motor),49.4,Disengaged / Electric Motor
HONDA-eHEV-1730,29.2,43.6,Hybrid Drive (Engine-Gen + Traction Motor),45.7,Disengaged / Electric Motor
HONDA-eHEV-1731,59.4,50.2,Hybrid Drive (Engine-Gen + Traction Motor),43.9,Disengaged / Electric Motor
HONDA-eHEV-1732,66.1,80.1,Hybrid Drive (Engine-Gen + Traction Motor),42.0,Disengaged / Electric Motor
HONDA-eHEV-1733,64.7,65.5,Hybrid Drive (Engine-Gen + Traction Motor),45.2,Disengaged / Electric Motor
HONDA-eHEV-1734,79.4,87.9,Hybrid Drive (Engine-Gen + Traction Motor),41.6,Disengaged / Electric Motor
HONDA-eHEV-1735,75.1,73.8,Hybrid Drive (Engine-Gen + Traction Motor),40.4,Disengaged / Electric Motor
HONDA-eHEV-1736,24.1,11.2,EV Drive (Battery Only),70.5,Disengaged / Electric Motor
HONDA-eHEV-1737,19.8,9.3,EV Drive (Battery Only),69.6,Disengaged / Electric Motor
HONDA-eHEV-1738,56.6,65.9,Hybrid Drive (Engine-Gen + Traction Motor),35.9,Disengaged / Electric Motor
HONDA-eHEV-1739,33.2,28.4,Hybrid Drive (Engine-Gen + Traction Motor),43.6,Disengaged / Electric Motor
HONDA-eHEV-1740,51.0,65.5,Hybrid Drive (Engine-Gen + Traction Motor),46.0,Disengaged / Electric Motor
HONDA-eHEV-1741,46.3,50.2,Hybrid Drive (Engine-Gen + Traction Motor),42.0,Disengaged / Electric Motor
HONDA-eHEV-1742,58.0,56.8,Hybrid Drive (Engine-Gen + Traction Motor),41.7,Disengaged / Electric Motor
HONDA-eHEV-1743,29.6,22.2,EV Drive (Battery Only),75.7,Disengaged / Electric Motor
HONDA-eHEV-1744,42.1,36.8,Hybrid Drive (Engine-Gen + Traction Motor),42.4,Disengaged / Electric Motor
HONDA-eHEV-1745,68.0,76.4,Hybrid Drive (Engine-Gen + Traction Motor),43.0,Disengaged / Electric Motor
HONDA-eHEV-1746,31.6,43.8,Hybrid Drive (Engine-Gen + Traction Motor),41.8,Disengaged / Electric Motor
HONDA-eHEV-1747,32.9,28.8,Hybrid Drive (Engine-Gen + Traction Motor),48.5,Disengaged / Electric Motor
HONDA-eHEV-1748,49.9,58.5,Hybrid Drive (Engine-Gen + Traction Motor),42.6,Disengaged / Electric Motor
HONDA-eHEV-1749,76.2,97.1,Hybrid Drive (Engine-Gen + Traction Motor),44.2,Disengaged / Electric Motor
HONDA-eHEV-1750,72.8,64.7,Hybrid Drive (Engine-Gen + Traction Motor),40.8,Disengaged / Electric Motor
HONDA-eHEV-1751,60.4,62.8,Hybrid Drive (Engine-Gen + Traction Motor),49.7,Disengaged / Electric Motor
HONDA-eHEV-1752,55.6,74.5,Hybrid Drive (Engine-Gen + Traction Motor),46.7,Disengaged / Electric Motor
HONDA-eHEV-1753,21.2,24.7,EV Drive (Battery Only),67.7,Disengaged / Electric Motor
HONDA-eHEV-1754,71.1,77.2,Hybrid Drive (Engine-Gen + Traction Motor),44.7,Disengaged / Electric Motor
HONDA-eHEV-1755,29.4,14.9,EV Drive (Battery Only),67.3,Disengaged / Electric Motor
HONDA-eHEV-1756,34.1,28.7,Hybrid Drive (Engine-Gen + Traction Motor),45.5,Disengaged / Electric Motor
HONDA-eHEV-1757,24.3,25.7,Hybrid Drive (Engine-Gen + Traction Motor),44.6,Disengaged / Electric Motor
HONDA-eHEV-1758,51.9,46.2,Hybrid Drive (Engine-Gen + Traction Motor),38.8,Disengaged / Electric Motor
HONDA-eHEV-1759,74.5,76.0,Hybrid Drive (Engine-Gen + Traction Motor),43.9,Disengaged / Electric Motor
HONDA-eHEV-1760,76.2,90.9,Hybrid Drive (Engine-Gen + Traction Motor),41.2,Disengaged / Electric Motor
HONDA-eHEV-1761,24.2,48.8,Hybrid Drive (Engine-Gen + Traction Motor),40.9,Disengaged / Electric Motor
HONDA-eHEV-1762,48.7,54.5,Hybrid Drive (Engine-Gen + Traction Motor),44.4,Disengaged / Electric Motor
HONDA-eHEV-1763,43.2,34.2,Hybrid Drive (Engine-Gen + Traction Motor),46.2,Disengaged / Electric Motor
HONDA-eHEV-1764,62.0,71.5,Hybrid Drive (Engine-Gen + Traction Motor),40.3,Disengaged / Electric Motor
