Regera_Telemetry_ID,Vehicle_Speed_kmh,Engine_Speed_RPM,HydraCoup_Slip_pct,Freevalve_Intake_Lift_mm,Powertrain_Mode
KOENIG-KDD-1645,144.9,2987,0.0,5.34,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1646,313.6,6427,0.0,9.66,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1647,37.2,800,81.5,2.87,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1648,31.8,800,86.1,3.06,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1649,148.5,2891,0.0,5.69,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1650,137.2,2720,0.0,5.13,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1651,34.2,878,83.3,2.69,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1652,322.5,6678,0.0,10.02,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1653,304.0,6271,0.0,9.64,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1654,374.6,7768,0.0,10.75,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1655,307.1,6421,0.0,9.71,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1656,37.2,800,82.1,3.02,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1657,190.2,3773,0.0,6.04,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1658,295.4,6288,0.0,9.32,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1659,382.2,7748,0.0,11.18,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1660,140.3,2751,0.0,5.53,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1661,333.3,7077,0.0,9.9,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1662,131.7,2667,0.0,5.23,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1663,90.6,2095,41.7,4.44,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1664,321.5,6890,0.0,9.97,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1665,379.0,7837,0.0,10.94,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1666,127.5,2759,0.0,5.06,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1667,356.6,7144,0.0,10.7,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1668,185.0,3869,0.0,6.93,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1669,137.7,2895,0.0,5.35,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1670,235.3,4887,0.0,6.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1671,371.3,7319,0.0,10.5,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1672,311.6,5973,0.0,9.27,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1673,374.2,7977,0.0,11.04,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1674,38.8,1046,81.8,3.08,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1675,109.6,2542,16.7,5.1,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1676,138.6,2605,0.0,4.96,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1677,336.7,7043,0.0,10.24,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1678,93.3,2011,37.2,4.54,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1679,296.5,5933,0.0,9.45,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1680,80.4,1892,50.0,4.32,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1681,58.7,1305,67.9,3.16,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1682,48.3,1183,78.0,2.85,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1683,329.7,6507,0.0,9.27,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1684,47.2,1078,76.9,2.94,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1685,382.0,7753,0.0,10.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1686,368.7,7477,0.0,10.22,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1687,149.0,3427,0.0,5.28,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1688,44.6,843,84.4,3.6,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1689,352.9,7195,0.0,11.33,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1690,281.4,5655,0.0,8.52,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1691,47.5,948,75.5,3.5,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1692,275.8,5515,0.0,8.63,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1693,63.9,1521,61.4,4.25,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1694,239.3,4791,0.0,7.62,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1695,79.3,1613,51.9,4.08,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1696,337.6,6961,0.0,10.67,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1697,346.8,7035,0.0,10.53,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1698,60.6,1214,64.7,3.6,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1699,100.2,1848,31.7,4.56,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1700,125.9,2477,1.6,4.86,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1701,257.2,5272,0.0,8.88,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1702,160.3,3091,0.0,5.66,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1703,229.8,4829,0.0,7.62,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1704,157.8,2951,0.0,5.67,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1705,69.6,1483,58.0,4.14,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1706,379.4,7550,0.0,10.96,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1707,248.6,5055,0.0,8.26,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1708,274.5,5400,0.0,7.99,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1709,236.5,4893,0.0,7.48,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1710,186.1,3690,0.0,6.32,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1711,236.7,4722,0.0,7.77,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1712,328.0,7175,0.0,9.96,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1713,99.5,1996,31.1,4.44,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1714,260.1,5487,0.0,8.22,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1715,82.1,1403,48.6,3.83,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1716,270.5,5545,0.0,8.91,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1717,166.4,3165,0.0,5.86,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1718,37.8,1088,83.6,3.56,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1719,239.9,4869,0.0,8.42,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1720,202.5,3936,0.0,6.77,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1721,295.6,6083,0.0,9.22,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1722,65.1,1451,66.9,3.81,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1723,214.7,4309,0.0,7.17,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1724,158.1,3299,0.0,6.3,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1725,261.1,5349,0.0,8.06,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1726,242.8,4952,0.0,8.25,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1727,349.4,7222,0.0,10.51,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1728,194.9,4080,0.0,6.63,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1729,106.0,2023,24.6,3.92,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1730,79.7,1699,54.4,4.4,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1731,311.8,6349,0.0,9.75,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1732,165.3,3537,0.0,5.23,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1733,162.2,3418,0.0,5.46,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1734,243.3,4864,0.0,8.01,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1735,78.6,1733,59.6,3.76,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1736,61.4,1092,66.4,2.91,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1737,94.3,1999,32.4,4.22,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1738,90.0,1589,37.6,3.53,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1739,247.8,4864,0.0,8.02,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1740,52.0,1002,73.3,3.03,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1741,109.8,2297,19.8,5.05,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1742,261.5,5282,0.0,9.02,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1743,190.1,4080,0.0,5.79,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1744,127.6,2509,0.0,4.72,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1745,108.9,2186,21.9,5.2,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1746,77.9,1664,57.7,4.13,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1747,154.7,3212,0.0,5.5,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1748,385.7,7881,0.0,11.0,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1749,329.1,6670,0.0,9.81,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1750,371.9,7627,0.0,11.64,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1751,33.6,800,87.7,3.02,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1752,141.9,2744,0.0,5.53,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1753,39.0,932,82.6,3.43,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1754,70.6,1335,63.8,3.73,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1755,42.0,990,82.0,3.38,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1756,103.4,2328,26.1,4.13,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1757,97.6,2033,36.0,5.04,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1758,257.8,5282,0.0,8.61,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1759,218.5,4459,0.0,6.84,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1760,193.0,4038,0.0,6.18,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1761,345.9,6832,0.0,9.31,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1762,269.6,5451,0.0,8.76,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1763,110.8,2088,18.2,4.58,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1764,206.9,4414,0.0,6.16,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1765,137.5,2962,0.0,5.04,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1766,305.2,6216,0.0,9.79,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1767,356.7,7329,0.0,10.8,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1768,192.2,3725,0.0,6.13,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1769,262.9,5543,0.0,8.22,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1770,297.4,6027,0.0,8.86,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1771,62.5,1220,68.6,3.42,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1772,54.3,1132,75.4,3.48,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1773,186.4,3872,0.0,7.54,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1774,281.4,5582,0.0,8.2,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1775,358.3,7262,0.0,10.92,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1776,326.2,6401,0.0,9.97,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1777,237.0,4733,0.0,7.33,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1778,94.8,1915,32.8,3.8,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1779,296.7,6232,0.0,9.69,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1780,372.7,7693,0.0,11.33,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1781,216.4,4354,0.0,7.04,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1782,184.5,3862,0.0,7.36,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1783,119.9,2506,2.1,5.3,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1784,144.2,2929,0.0,6.13,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1785,76.6,1955,53.2,4.36,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1786,109.7,2394,21.0,5.5,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1787,219.4,4554,0.0,7.64,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1788,153.1,3118,0.0,5.94,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1789,341.3,6891,0.0,9.98,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1790,167.6,3518,0.0,5.81,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1791,96.3,2039,34.7,4.77,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1792,145.3,3128,0.0,5.48,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1793,53.9,948,69.9,2.7,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1794,60.1,1225,70.0,3.48,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1795,155.3,3326,0.0,5.74,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1796,395.0,8158,0.0,11.31,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1797,332.9,6901,0.0,9.72,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1798,285.4,5839,0.0,8.95,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1799,367.5,7705,0.0,10.36,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1800,246.9,5061,0.0,8.07,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1801,294.0,6037,0.0,9.41,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1802,81.2,1615,41.7,3.97,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1803,112.4,2381,16.3,5.36,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1804,233.5,4906,0.0,6.85,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1805,187.2,3712,0.0,6.38,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1806,133.4,2932,0.0,5.81,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1807,328.2,6652,0.0,9.69,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1808,242.0,4759,0.0,7.57,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1809,104.3,2079,22.6,4.59,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1810,41.4,939,78.9,2.57,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1811,182.8,3607,0.0,6.16,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1812,59.5,1031,69.2,3.18,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1813,226.5,4767,0.0,7.47,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1814,368.8,7315,0.0,10.31,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1815,143.2,2963,0.0,6.28,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1816,117.7,2544,12.6,5.2,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1817,323.8,6633,0.0,8.78,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1818,400.6,8270,0.0,11.82,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1819,387.1,7976,0.0,11.71,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1820,307.1,6336,0.0,9.08,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1821,185.6,3887,0.0,7.16,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1822,86.7,1736,44.5,3.87,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1823,284.2,5516,0.0,8.42,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1824,127.2,2615,0.0,5.17,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1825,133.4,2607,0.0,5.31,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1826,337.9,7049,0.0,10.43,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1827,399.3,8105,0.0,11.03,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1828,385.6,8159,0.0,11.96,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1829,91.3,1827,36.9,3.83,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1830,59.6,1321,70.3,3.3,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1831,339.7,6814,0.0,9.77,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1832,341.3,7008,0.0,11.03,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1833,305.0,6047,0.0,9.22,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1834,195.1,4118,0.0,7.35,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1835,58.9,992,65.4,4.05,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1836,61.1,1089,65.1,3.04,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1837,57.9,965,72.1,2.75,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1838,114.3,2437,14.4,5.13,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1839,306.3,6387,0.0,9.33,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1840,382.8,7658,0.0,11.65,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1841,372.4,7733,0.0,10.79,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1842,216.0,4565,0.0,6.93,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1843,58.8,1057,68.8,4.02,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1844,205.5,3972,0.0,6.34,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1845,402.3,8447,0.0,11.71,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1846,118.1,2601,6.7,4.97,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1847,290.8,5871,0.0,8.86,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1848,169.1,3174,0.0,5.73,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1849,378.7,7526,0.0,10.92,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1850,39.8,1028,84.1,3.21,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1851,40.9,800,80.4,3.03,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1852,119.3,2252,10.6,4.59,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1853,143.1,3125,0.0,5.63,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1854,397.5,8132,0.0,12.09,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1855,90.6,1931,41.9,4.28,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1856,370.7,7549,0.0,10.84,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1857,217.7,4173,0.0,6.22,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1858,308.5,5905,0.0,8.32,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1859,165.3,3360,0.0,5.65,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1860,359.9,7472,0.0,10.83,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1861,318.5,6598,0.0,10.55,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1862,110.7,2392,13.2,4.9,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1863,363.9,7599,0.0,11.56,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1864,81.7,1560,51.0,4.17,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1865,53.3,1070,70.0,3.09,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1866,161.7,3505,0.0,6.06,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1867,263.6,5361,0.0,8.18,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1868,270.1,5535,0.0,8.59,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1869,364.0,7462,0.0,10.77,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1870,195.8,3761,0.0,6.52,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1871,149.8,3238,0.0,5.0,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1872,148.7,3001,0.0,5.38,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1873,96.6,2042,33.5,4.12,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1874,380.2,7778,0.0,11.22,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1875,196.6,4157,0.0,7.27,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1876,159.8,3367,0.0,6.15,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1877,179.2,3836,0.0,6.72,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1878,332.8,7001,0.0,10.93,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1879,147.0,3325,0.0,6.43,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1880,109.7,2231,18.4,4.43,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1881,272.5,5757,0.0,9.04,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1882,331.2,6740,0.0,9.71,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1883,279.0,5616,0.0,7.95,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1884,273.8,5519,0.0,7.97,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1885,325.7,6623,0.0,10.01,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1886,149.2,2845,0.0,5.13,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1887,396.4,8210,0.0,11.03,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1888,190.8,3823,0.0,6.06,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1889,332.2,6820,0.0,9.48,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1890,101.5,2138,22.2,4.48,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1891,200.0,3862,0.0,6.8,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1892,163.6,3472,0.0,6.53,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1893,166.2,3780,0.0,6.53,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1894,83.7,1843,42.4,4.47,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1895,397.6,8061,0.0,11.03,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1896,89.5,1687,38.6,4.24,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1897,254.9,5475,0.0,8.0,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1898,167.9,3472,0.0,6.77,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1899,118.9,2524,12.5,4.81,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1900,268.5,5542,0.0,8.64,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1901,63.2,1285,66.3,3.82,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1902,198.5,4154,0.0,7.03,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1903,96.1,1863,32.2,4.65,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1904,103.2,2431,24.2,4.8,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1905,145.2,2821,0.0,5.38,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1906,112.8,2315,17.2,4.93,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1907,98.8,1796,37.9,3.92,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1908,352.5,7270,0.0,10.82,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1909,232.6,4731,0.0,7.73,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1910,197.4,3985,0.0,6.81,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1911,318.2,6510,0.0,9.24,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1912,145.1,2853,0.0,4.98,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1913,148.0,3031,0.0,5.1,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1914,143.1,2723,0.0,5.35,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1915,167.7,3407,0.0,6.32,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1916,75.5,1480,47.8,3.67,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1917,373.6,7635,0.0,10.57,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1918,150.2,3260,0.0,5.77,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1919,325.4,6371,0.0,9.68,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1920,46.0,1017,76.7,2.96,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1921,213.2,4468,0.0,7.46,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1922,335.0,6940,0.0,9.99,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1923,271.5,5550,0.0,8.76,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1924,338.3,6917,0.0,10.4,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1925,115.8,2611,8.2,4.68,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1926,304.1,6381,0.0,9.16,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1927,35.7,800,91.2,3.25,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1928,185.6,3862,0.0,5.77,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1929,239.3,4793,0.0,7.49,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1930,115.8,2381,10.8,4.42,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1931,122.3,2678,3.3,5.58,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1932,383.6,7804,0.0,11.33,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1933,60.2,1032,62.1,2.78,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1934,56.7,1203,63.6,3.95,HydraCoup Torque Multiplication Slip
KOENIG-KDD-1935,234.1,5005,0.0,7.61,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1936,135.4,2877,0.0,4.95,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1937,202.9,4205,0.0,6.92,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1938,247.4,4932,0.0,7.26,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1939,334.1,6805,0.0,10.19,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1940,138.3,2669,0.0,5.6,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1941,202.1,4062,0.0,6.9,100% Direct Drive Hydraulic Lockup
KOENIG-KDD-1942,248.1,5094,0.0,7.99,100% Direct Drive Hydraulic Lockup
