Packet_Stream_ID,Link_Bandwidth_Mbps,Micro_Burst_Size_kB,Packet_Latency_Microseconds,Gateway_Buffer_Util_pct,Network_QoS_Status
APTIV-ZONAL-1698,2436.7,27.2,231.5,27.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1699,8120.7,96.8,592.2,85.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1700,2956.8,77.6,345.1,33.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1701,3538.9,73.2,419.8,39.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1702,8214.4,150.3,659.8,86.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1703,7838.2,74.2,530.2,73.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1704,4495.4,85.0,456.6,45.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1705,941.7,109.3,239.6,22.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1706,6447.6,31.0,421.0,64.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1707,4469.4,29.4,406.0,42.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1708,8556.0,95.8,624.7,86.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1709,1881.8,46.7,269.5,18.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1710,763.8,109.5,312.2,13.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1711,5244.7,177.0,585.8,70.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1712,1460.7,39.0,272.3,13.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1713,7179.7,31.5,397.6,72.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1714,8713.0,91.4,609.6,92.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1715,6545.9,35.4,447.1,66.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1716,1859.6,158.1,399.1,25.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1717,3101.5,40.8,306.8,28.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1718,4826.7,73.3,376.8,49.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1719,7473.9,33.6,500.6,77.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1720,7486.7,109.0,584.2,80.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1721,1016.8,58.6,236.4,13.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1722,3979.1,110.7,382.4,47.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1723,7752.0,120.5,564.1,84.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1724,2221.6,143.3,396.5,28.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1725,1146.3,43.4,235.5,18.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1726,5432.1,37.9,413.6,58.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1727,2991.9,90.4,337.7,36.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1728,1074.7,100.1,227.8,20.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1729,2308.8,161.8,428.6,30.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1730,3349.6,32.4,309.7,35.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1731,3913.3,59.6,363.2,41.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1732,1163.3,129.3,272.5,23.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1733,8351.0,32.3,512.0,82.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1734,8774.8,151.5,653.3,95.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1735,5384.1,15.6,338.2,59.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1736,2262.8,71.2,356.5,26.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1737,8301.1,113.0,560.8,90.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1738,2491.8,129.7,344.9,31.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1739,4881.9,142.7,478.4,56.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1740,3475.4,23.0,294.2,35.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1741,6870.4,165.7,621.4,79.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1742,563.4,97.4,218.4,15.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1743,5369.5,141.2,493.0,68.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1744,5185.1,104.6,450.2,58.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1745,2141.1,47.5,331.1,22.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1746,2754.2,99.1,367.0,35.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1747,1497.2,135.7,356.4,23.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1748,6057.8,72.7,461.8,64.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1749,6422.5,61.8,507.0,68.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1750,584.5,76.5,223.9,16.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1751,1798.0,61.4,294.4,24.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1752,613.0,179.7,347.0,16.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1753,5882.0,130.4,502.1,66.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1754,2434.5,44.6,301.5,24.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1755,3358.3,62.1,376.5,36.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1756,6745.2,64.6,519.3,71.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1757,5713.4,48.6,372.1,58.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1758,7969.5,121.6,635.4,86.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1759,4555.5,149.6,508.7,60.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1760,1398.9,95.7,278.7,18.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1761,7804.2,165.7,710.5,89.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1762,5883.7,28.7,464.2,59.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1763,496.9,140.7,327.6,16.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1764,6469.8,121.9,528.4,72.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1765,4199.0,55.2,374.5,39.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1766,4399.8,49.3,350.8,44.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1767,7042.4,100.3,556.1,76.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1768,1778.7,145.3,353.6,30.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1769,3660.7,141.6,513.9,44.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1770,2384.4,100.4,364.6,27.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1771,7548.9,154.8,626.3,82.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1772,7911.0,169.9,656.2,89.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1773,4295.7,133.4,455.9,57.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1774,3357.1,70.7,333.9,37.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1775,7567.6,111.5,543.9,79.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1776,5730.0,98.4,405.0,65.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1777,3886.1,17.0,300.9,40.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1778,4642.0,138.9,446.7,53.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1779,3979.5,87.3,433.8,40.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1780,5716.5,123.7,513.9,62.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1781,1367.0,71.8,266.7,20.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1782,5215.9,62.2,480.0,51.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1783,2546.7,35.4,250.1,32.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1784,1925.5,59.4,279.5,26.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1785,6996.3,155.3,588.4,78.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1786,7884.1,43.8,556.8,77.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1787,4530.1,114.5,484.6,52.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1788,6152.9,134.8,544.6,70.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1789,8453.8,131.0,618.1,88.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1790,8454.7,17.8,562.1,81.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1791,2809.6,93.7,331.5,33.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1792,3722.8,109.6,425.1,40.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1793,1872.8,75.0,244.1,19.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1794,3491.0,45.8,382.2,36.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1795,7628.7,44.2,499.7,72.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1796,3237.3,97.9,346.7,39.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1797,4726.5,133.2,488.3,50.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1798,4782.4,119.4,473.6,55.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1799,7736.4,99.3,647.6,83.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1800,7293.6,51.6,475.0,77.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1801,1805.7,100.9,340.5,24.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1802,2040.4,76.6,290.8,25.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1803,6903.4,19.0,419.9,64.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1804,5112.2,154.5,550.3,64.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1805,8398.4,127.3,648.9,93.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1806,8212.7,83.3,596.5,90.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1807,8260.9,120.2,643.6,90.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1808,3657.1,131.2,456.5,47.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1809,4156.7,117.7,423.7,43.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1810,2416.0,77.0,317.6,31.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1811,7270.0,12.4,421.5,73.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1812,790.2,103.3,286.2,19.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1813,7032.5,62.9,501.4,72.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1814,1950.1,83.6,345.0,21.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1815,4022.3,106.0,443.9,45.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1816,8127.9,168.6,653.2,91.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1817,6587.5,138.8,554.4,70.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1818,7757.0,111.1,518.0,82.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1819,2332.2,22.1,199.5,27.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1820,5011.7,87.8,443.7,55.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1821,1771.5,89.8,336.4,23.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1822,8328.9,171.5,683.6,97.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1823,1312.1,163.0,387.7,29.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1824,6276.9,70.8,502.6,61.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1825,8677.8,174.9,720.8,96.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1826,3498.5,154.6,457.6,48.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1827,8110.7,115.3,641.1,86.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1828,5477.0,29.3,359.7,52.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1829,3002.8,160.6,433.9,45.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1830,8368.8,146.5,635.9,91.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1831,585.6,147.3,341.0,17.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1832,3550.0,101.0,392.7,39.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1833,8221.9,90.9,577.3,85.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1834,3325.2,55.2,352.9,33.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1835,2098.0,109.4,338.6,26.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1836,1857.4,159.4,350.6,28.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1837,2391.4,55.0,201.5,32.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1838,1043.4,52.9,216.8,16.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1839,1070.1,93.6,216.5,16.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1840,4062.2,83.4,369.8,41.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1841,3203.4,63.4,359.0,35.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1842,8201.9,13.4,534.3,82.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1843,8553.7,60.1,571.0,80.5,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1844,8194.2,41.2,513.3,79.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1845,2040.9,80.0,257.3,25.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1846,1953.8,114.6,375.1,24.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1847,1217.2,111.6,382.8,19.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1848,2788.2,168.3,447.3,42.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1849,5302.9,77.6,459.1,55.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1850,6265.2,168.6,657.2,73.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1851,2104.8,169.4,441.1,30.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1852,1529.1,14.6,197.1,15.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1853,4016.7,76.7,390.7,46.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1854,5807.9,110.1,488.6,61.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1855,3022.0,133.4,428.0,38.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1856,1451.7,79.2,308.2,23.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1857,4238.7,24.4,305.8,42.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1858,7318.1,42.3,472.0,76.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1859,5074.5,160.3,508.2,61.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1860,4598.8,107.4,479.6,51.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1861,8056.1,111.8,648.5,91.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1862,6318.0,167.2,627.3,73.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1863,5584.7,84.4,499.4,61.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1864,7592.7,153.7,645.8,82.3,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1865,7491.0,72.5,495.0,73.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1866,8182.2,147.1,657.7,87.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1867,874.1,91.2,251.6,16.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1868,4831.2,149.0,515.9,56.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1869,685.2,118.7,291.2,15.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1870,6022.8,111.4,470.3,65.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1871,4322.2,87.7,393.2,49.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1872,3286.6,54.4,325.7,34.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1873,4258.9,54.4,335.5,45.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1874,4206.1,38.2,345.8,43.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1875,1336.2,110.7,315.5,24.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1876,741.2,153.7,301.5,24.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1877,6057.9,21.6,376.9,55.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1878,3542.2,83.9,321.0,39.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1879,8602.0,40.5,541.2,89.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1880,622.8,23.7,188.5,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1881,4980.5,19.2,347.2,46.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1882,1297.6,118.7,337.7,16.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1883,8443.8,28.2,505.3,80.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1884,7519.0,130.2,601.7,81.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1885,5644.1,118.5,485.4,68.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1886,1937.5,131.5,311.5,28.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1887,4102.9,146.0,503.6,54.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1888,4887.2,178.0,551.1,63.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1889,1952.6,43.9,251.0,25.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1890,8396.2,52.3,532.6,86.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1891,6525.9,163.5,620.2,75.8,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1892,473.4,14.5,130.0,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1893,1852.8,106.0,311.1,25.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1894,554.3,141.5,328.5,13.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1895,7608.5,171.2,632.4,88.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1896,5723.4,48.6,416.4,58.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1897,823.1,18.5,157.4,10.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1898,8086.9,82.3,607.5,75.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1899,6642.2,81.6,503.0,68.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1900,400.1,154.1,286.2,16.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1901,503.8,112.8,296.6,17.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1902,7459.1,39.7,459.0,71.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1903,3393.3,147.8,433.6,43.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1904,1059.5,86.0,268.1,20.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1905,8108.3,82.5,627.3,80.2,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1906,2739.0,131.5,372.1,34.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1907,6112.2,57.9,459.5,63.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1908,5575.3,177.8,637.2,71.7,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1909,1978.4,39.7,291.9,24.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1910,2394.7,33.1,270.1,25.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1911,6976.3,161.7,635.6,75.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1912,3610.9,99.0,358.1,43.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1913,3616.7,74.4,373.7,35.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1914,3837.8,92.6,380.9,39.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1915,8335.8,157.6,694.8,88.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1916,6601.8,89.3,508.8,69.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1917,1912.6,41.6,224.7,23.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1918,6630.2,26.9,423.0,64.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1919,961.8,101.6,272.2,17.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1920,6380.9,137.6,547.7,72.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1921,5600.5,131.7,497.6,59.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1922,711.9,154.0,367.7,22.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1923,8119.3,18.7,518.9,79.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1924,7987.8,111.3,575.7,84.1,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1925,1420.0,36.4,212.5,18.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1926,5984.1,78.6,470.8,63.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1927,6657.6,92.2,529.6,66.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1928,7298.1,150.4,613.1,81.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1929,8559.8,113.8,624.5,91.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1930,2769.4,136.4,404.4,38.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1931,6320.6,23.8,431.7,65.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1932,2045.3,173.1,403.2,33.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1933,3539.8,52.1,369.1,36.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1934,5942.0,60.9,443.6,55.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1935,4448.0,85.4,443.5,52.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1936,7758.3,145.6,606.0,80.9,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1937,7572.0,84.9,555.1,78.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1938,5249.8,164.1,497.3,63.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1939,4703.5,143.8,493.2,57.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1940,3782.9,75.1,333.2,45.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1941,1895.1,102.4,344.5,27.8,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1942,3329.1,163.3,497.3,43.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1943,5823.1,90.8,506.9,58.9,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1944,6001.5,99.0,448.9,69.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1945,4605.4,140.7,511.3,54.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1946,5351.2,72.2,391.4,61.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1947,1808.8,111.3,370.8,28.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1948,1943.5,81.0,343.7,29.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1949,4264.0,164.5,522.7,49.7,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1950,2583.1,21.8,274.9,27.1,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1951,8095.1,49.8,546.2,83.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1952,6431.6,54.9,449.3,63.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1953,7741.3,175.9,617.4,89.6,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1954,7263.7,23.9,413.5,72.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1955,2644.0,32.5,278.4,24.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1956,4140.1,27.6,310.0,38.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1957,7552.5,95.2,606.5,86.0,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1958,6382.0,150.6,593.6,76.4,Micro-Burst Buffer Congestion Alert
APTIV-ZONAL-1959,5083.2,18.6,339.7,51.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1960,3904.8,108.6,436.6,47.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1961,2291.7,141.0,356.0,29.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1962,2834.6,95.8,403.5,37.6,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1963,3551.0,177.5,460.9,43.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1964,8737.3,72.6,520.3,87.2,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1965,1000.7,40.3,266.5,18.5,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1966,5152.6,19.8,362.0,49.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1967,6234.2,25.2,364.8,63.4,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1968,1545.2,80.8,299.8,21.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1969,5305.8,83.3,441.4,58.3,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1970,1245.1,97.0,234.3,17.0,Time-Sensitive Network (TSN) Compliant
APTIV-ZONAL-1971,4062.2,85.9,370.1,47.5,Time-Sensitive Network (TSN) Compliant
